date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2025-12-17,906355948616.35,5.9952,,,,,13.8529,,,,,5.9952,,,,,250.1784,,,,,0.0000,188.4103,,,,
2025-12-16,885635126770.5,5.8582,,,,,13.5362,,,,,5.8582,,,,,244.4589,,,,,0.0000,184.1029,,,,
2025-12-15,904115859768.15,5.9804,,,,,13.8186,,,,,5.9804,,,,,249.5601,,,,,0.0000,187.9446,,,,
2025-12-12,934437062392.0,6.1810,,,,,14.2821,,,,,6.1810,,,,,257.9296,,,,,0.0000,194.2477,,,,
2025-12-11,908914526647.05,6.0121,,,,,13.8920,,,,,6.0121,,,,,250.8847,,,,,0.0000,188.9422,,,,
2025-12-10,930513086938.32,6.1550,,,,,14.2221,,,,,6.1550,,,,,256.8465,,,,,0.0000,193.4320,,,,
2025-12-09,930593089783.04,6.1555,,,,,14.2233,,,,,6.1555,,,,,256.8685,,,,,0.0000,193.4486,,,,
2025-12-08,937633340118.4,6.2021,,,,,14.3309,,,,,6.2021,,,,,258.8118,,,,,0.0000,194.9121,,,,
2025-12-05,913472481012.9602,6.0423,,,,,13.9616,,,,,6.0423,,,,,252.1428,,,,,0.0000,189.8896,,,,
2025-12-04,917872637472.5602,6.0714,,,,,14.0289,,,,,6.0714,,,,,253.3574,,,,,0.0000,190.8043,,,,
2025-12-03,892991752764.6401,5.9068,,,,,13.6486,,,,,5.9068,,,,,246.4896,,,,,0.0000,185.6322,,,,
2025-12-02,904032145336.0,5.9798,,,,,13.8174,,,,,5.9798,,,,,249.5370,,,,,0.0000,187.9272,,,,
2025-12-01,915232543596.8002,6.0539,,,,,13.9885,,,,,6.0539,,,,,252.6286,,,,,0.0000,190.2555,,,,
2025-11-28,908820096862.4,6.0115,,,,,13.8905,,,,,6.0115,,,,,250.8586,,,,,0.0000,188.9225,,,,
2025-11-27,901698005309.79,5.9644,,,,,13.7817,,,,,5.9644,,,,,248.8927,,,,,0.0000,187.4420,,,,
2025-11-26,901698005309.79,5.9644,,,,,13.7817,,,,,5.9644,,,,,248.8927,,,,,0.0000,187.4420,,,,
2025-11-25,893457840768.3201,5.9099,,,,,13.6557,,,,,5.9099,,,,,246.6182,,,,,0.0000,185.7291,,,,
2025-11-24,892090363293.36,5.9009,,,,,13.6348,,,,,5.9009,,,,,246.2408,,,,,0.0000,185.4448,,,,
2025-11-21,904010501768.0,5.9797,,,,,13.8170,,,,,5.9797,,,,,249.5310,,,,,0.0000,187.9227,,,,
2025-11-20,934250853066.08,6.1797,,,,,14.2792,,,,,6.1797,,,,,257.8782,,,,,0.0000,194.2090,,,,
2025-11-19,930250806598.08,6.1533,,,,,14.2181,,,,,6.1533,,,,,256.7741,,,,,0.0000,193.3775,,,,
2025-11-18,943690962730.56,6.2422,,,,,14.4235,,,,,6.2422,,,,,260.4839,,,,,0.0000,196.1714,,,,
2025-11-17,941050932061.68,6.2247,,,,,14.3832,,,,,6.2247,,,,,259.7552,,,,,0.0000,195.6226,,,,
2025-11-14,945450983176.48,6.2538,,,,,14.4504,,,,,6.2538,,,,,260.9697,,,,,0.0000,196.5372,,,,
2025-11-13,984811440421.6,6.5203,,,,,15.4180,,,,,6.5203,,,,,302.0181,,,,,0.0000,226.2246,,,,
2025-11-12,957051117933.68,6.3365,,,,,14.9833,,,,,6.3365,,,,,293.5046,,,,,0.0000,219.8477,,,,
2025-11-11,941850941355.28,6.2358,,,,,14.7454,,,,,6.2358,,,,,288.8431,,,,,0.0000,216.3560,,,,
2025-11-10,960091153249.36,6.3566,,,,,15.0309,,,,,6.3566,,,,,294.4369,,,,,0.0000,220.5460,,,,
2025-11-07,976891348414.96,6.4678,,,,,15.2940,,,,,6.4678,,,,,299.5892,,,,,0.0000,224.4053,,,,
2025-11-06,998811603059.6,6.6130,,,,,15.6371,,,,,6.6130,,,,,306.3116,,,,,0.0000,229.4407,,,,
2025-11-05,958251131874.08,6.3444,,,,,15.0021,,,,,6.3444,,,,,293.8727,,,,,0.0000,220.1234,,,,
2025-11-04,959051141167.68,6.3497,,,,,15.0147,,,,,6.3497,,,,,294.1180,,,,,0.0000,220.3071,,,,
2025-11-03,961691171836.56,6.3672,,,,,15.0560,,,,,6.3672,,,,,294.9276,,,,,0.0000,220.9136,,,,
2025-10-31,993451540792.48,6.5775,,,,,15.5532,,,,,6.5775,,,,,304.6678,,,,,0.0000,228.2094,,,,
2025-10-30,1028409160344.45,6.8089,,,,,16.1005,,,,,6.8089,,,,,315.3884,,,,,0.0000,236.2396,,,,
2025-10-29,1064009477447.0,7.0446,,,,,16.6579,,,,,7.0446,,,,,326.3062,,,,,0.0000,244.4175,,,,
2025-10-28,1061529455356.71,7.0282,,,,,16.6190,,,,,7.0282,,,,,325.5456,,,,,0.0000,243.8478,,,,
2025-10-27,1076009584335.5,7.1241,,,,,16.8457,,,,,7.1241,,,,,329.9863,,,,,0.0000,247.1741,,,,
2025-10-24,1072489552981.54,7.1008,,,,,16.7906,,,,,7.1008,,,,,328.9068,,,,,0.0000,246.3655,,,,
2025-10-23,1026409142529.7,6.7957,,,,,16.0692,,,,,6.7957,,,,,314.7751,,,,,0.0000,235.7802,,,,
2025-10-22,1014489036353.79,6.7168,,,,,15.8826,,,,,6.7168,,,,,311.1195,,,,,0.0000,233.0420,,,,
2025-10-21,1017529063432.21,6.7369,,,,,15.9302,,,,,6.7369,,,,,312.0518,,,,,0.0000,233.7403,,,,
2025-10-20,981048738491.17,6.4954,,,,,15.3591,,,,,6.4954,,,,,300.8641,,,,,0.0000,225.3603,,,,
2025-10-17,975848692172.82,6.4609,,,,,15.2776,,,,,6.4609,,,,,299.2694,,,,,0.0000,224.1658,,,,
2025-10-16,1018409071270.7,6.7427,,,,,15.9440,,,,,6.7427,,,,,312.3217,,,,,0.0000,233.9425,,,,
2025-10-15,1036489232316.04,6.8624,,,,,16.2270,,,,,6.8624,,,,,317.8664,,,,,0.0000,238.0957,,,,
2025-10-14,1017609064144.8,6.7374,,,,,15.9314,,,,,6.7374,,,,,312.0763,,,,,0.0000,233.7587,,,,
2025-10-13,1091769724715.73,7.2284,,,,,17.0925,,,,,7.2284,,,,,334.8196,,,,,0.0000,250.7944,,,,
2025-10-10,1023609117589.05,6.7771,,,,,16.0254,,,,,6.7771,,,,,313.9164,,,,,0.0000,235.1370,,,,
2025-10-09,1111273961165.57,7.3576,,,,,17.3978,,,,,7.3576,,,,,340.8011,,,,,0.0000,255.2748,,,,
2025-09-30,1120999242909.24,7.4219,,,,,17.5501,,,,,7.4219,,,,,343.7836,,,,,0.0000,257.5088,,,,
2025-09-29,1088062062199.5002,7.2039,,,,,17.0344,,,,,7.2039,,,,,333.6826,,,,,0.0000,249.9427,,,,
2025-09-26,1058064762293.2502,7.0053,,,,,16.5648,,,,,7.0053,,,,,324.4831,,,,,0.0000,243.0519,,,,
2025-09-25,1072783437447.2502,7.1027,,,,,16.7952,,,,,7.1027,,,,,328.9970,,,,,0.0000,246.4330,,,,
2025-09-24,1079742811025.5,7.1488,,,,,16.9042,,,,,7.1488,,,,,331.1312,,,,,0.0000,248.0317,,,,
2025-09-23,1027987469587.25,6.8061,,,,,16.0939,,,,,6.8061,,,,,315.2591,,,,,0.0000,236.1427,,,,
2025-09-22,1031267174377.0,6.8278,,,,,16.1453,,,,,6.8278,,,,,316.2649,,,,,0.0000,236.8961,,,,
2025-09-19,970632632166.5,6.4264,,,,,15.1960,,,,,6.4264,,,,,297.6698,,,,,0.0000,222.9676,,,,
2025-09-18,977112048946.25,6.4693,,,,,15.2974,,,,,6.4693,,,,,299.6568,,,,,0.0000,224.4560,,,,
2025-09-17,937720306791.45,6.2177,,,,,14.6807,,,,,6.2177,,,,,287.5763,,,,,0.0000,215.4071,,,,
2025-09-16,876931044207.9,5.8146,,,,,13.7290,,,,,5.8146,,,,,268.9337,,,,,0.0000,201.4430,,,,
2025-09-15,867984398466.2999,5.7553,,,,,13.5889,,,,,5.7553,,,,,266.1900,,,,,0.0000,199.3879,,,,
2025-09-12,866067260093.1,5.7426,,,,,13.5589,,,,,5.7426,,,,,265.6021,,,,,0.0000,198.9475,,,,
2025-09-11,880833857656.3201,5.8405,,,,,13.7901,,,,,5.8405,,,,,270.1306,,,,,0.0000,202.3396,,,,
2025-09-10,829955079335.0399,5.5032,,,,,12.9936,,,,,5.5032,,,,,254.5273,,,,,0.0000,190.6520,,,,
2025-09-09,822606809938.5599,5.4544,,,,,12.8785,,,,,5.4544,,,,,252.2738,,,,,0.0000,188.9640,,,,
2025-08-29,916510399822.84,6.0771,,,,,14.3487,,,,,6.0771,,,,,281.0718,,,,,0.0000,210.5349,,,,
2025-08-28,952129399327.98,6.3684,,,,,15.4811,,,,,6.3684,,,,,298.1846,,,,,0.0000,209.4396,,,,
2025-08-27,810691623266.0901,5.4224,,,,,13.1814,,,,,5.4224,,,,,253.8896,,,,,0.0000,178.3276,,,,
2025-08-26,806059556065.87,5.3914,,,,,13.1060,,,,,5.3914,,,,,252.4390,,,,,0.0000,177.3087,,,,
2025-08-25,823948919046.03,5.5111,,,,,13.3969,,,,,5.5111,,,,,258.0415,,,,,0.0000,181.2438,,,,
2025-08-22,830337977253.23,5.5538,,,,,13.5008,,,,,5.5538,,,,,260.0424,,,,,0.0000,182.6492,,,,
2025-08-21,727154687206.95,4.8636,,,,,11.8231,,,,,4.8636,,,,,227.7278,,,,,0.0000,159.9520,,,,
2025-08-20,736977864200.52,4.9294,,,,,11.9828,,,,,4.9294,,,,,230.8042,,,,,0.0000,162.1128,,,,
2025-08-19,713577938516.6499,4.7728,,,,,11.6024,,,,,4.7728,,,,,223.4759,,,,,0.0000,156.9655,,,,
2025-08-18,737217453883.29,4.9310,,,,,11.9867,,,,,4.9310,,,,,230.8792,,,,,0.0000,162.1655,,,,
2025-08-15,733463882186.56,4.9058,,,,,11.9257,,,,,4.9058,,,,,229.7037,,,,,0.0000,161.3399,,,,
