日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2025-08-11,=263.6600,=263.6600,=263.6600,=263.6600,=1202107756598.26,=1121115724140.0,=653133233186.8201,,=0.0248
2025-08-08,=263.4800,=263.4800,=263.4800,=263.4800,=1201287080742.28,=1120350341335.0,=652687340817.9601,,=0.0248
2025-08-07,=263.0500,=263.0500,=263.0500,=263.0500,=1199326577308.55,=1118521926857.0,=651622153492.35,,=0.0248
2025-08-06,=265.0000,=265.0000,=265.0000,=265.0000,=1208217232415.0,=1126813573910.0,=656452654155.0,,=0.0247
2025-08-05,=265.7000,=265.7000,=265.7000,=265.7000,=1211408749632.7,=1129790062596.0,=658186680033.9,,=0.0246
2025-08-04,=266.4800,=266.4800,=266.4800,=266.4800,=1214965011675.28,=1133106721417.0,=660118880298.9601,,=0.0245
2025-08-01,=263.0700,=263.0700,=263.0700,=263.0700,=1199417763514.77,=1118606969391.0,=651671697088.89,,=0.0248
2025-07-31,=264.6200,=264.6200,=264.6200,=264.6200,=1206484694496.82,=1125197765766.0,=655511325820.74,,=0.0247
2025-07-30,=277.0900,=277.0900,=277.0900,=277.0900,=1263339294074.99,=1081359362020.0,=686386690386.32,,=0.0201
2025-07-29,=291.8200,=291.8200,=291.8200,=291.8200,=1330497934956.02,=1138844018278.0,=722874748235.36,,=0.0191
2025-07-28,=286.3000,=286.3000,=286.3000,=286.3000,=1305330542039.3,=1117301906768.0,=709201015762.4,,=0.0194
2025-07-25,=282.8000,=282.8000,=282.8000,=282.8000,=1289372955950.8,=1103642959252.0,=700531076694.4,,=0.0197
2025-07-24,=285.2000,=285.2000,=285.2000,=285.2000,=1300315300697.2,=1113009094692.0,=706476177769.6,,=0.0195
2025-07-23,=287.0200,=287.0200,=287.0200,=287.0200,=1308613245463.22,=1120111747400.0,=710984546084.96,,=0.0194
2025-07-22,=286.6600,=286.6600,=286.6600,=286.6600,=1306971893751.26,=1118706827084.0,=710092780923.68,,=0.0194
2025-07-21,=279.6600,=279.6600,=279.6600,=279.6600,=1275056721574.26,=1091388932053.0,=692752902787.68,,=0.0199
2025-07-18,=271.2000,=271.2000,=271.2000,=271.2000,=1236484956343.2,=1058373304630.0,=671796421497.6,,=0.0205
2025-07-17,=265.5000,=265.5000,=265.5000,=265.5000,=1210496887570.5,=1036128732962.0,=657676806444.0,,=0.0210
2025-07-16,=264.4000,=264.4000,=264.4000,=264.4000,=1205481646228.4,=1031835920885.0,=654951968451.2,,=0.0210
2025-07-15,=267.7500,=267.7500,=267.7500,=267.7500,=1220755335770.25,=1044909484936.0,=663250338702.0,,=0.0208
2025-07-14,=268.5000,=268.5000,=268.5000,=268.5000,=1224174818503.5,=1047836402261.0,=665108182788.0,,=0.0207
2025-07-11,=271.5000,=271.5000,=271.5000,=271.5000,=1237852749436.5,=1059544071560.0,=672539559132.0,,=0.0205
2025-07-10,=272.0000,=272.0000,=272.0000,=272.0000,=1240132404592.0,=1061495349776.0,=673778121856.0,,=0.0205
2025-07-09,=270.8000,=270.8000,=270.8000,=270.8000,=1234661232218.8,=1056812282056.0,=670805571318.4,,=0.0206
2025-07-08,=263.3100,=263.3100,=263.3100,=263.3100,=1200511997989.41,=1027582134373.0,=652251901712.88,,=0.0211
2025-07-07,=260.8900,=260.8900,=260.8900,=260.8900,=1189478467036.79,=1018137947805.0,=646257258128.72,,=0.0213
2025-07-04,=265.8000,=265.8000,=265.8000,=265.8000,=1211864680663.8,=1037299499891.0,=658419944078.4,,=0.0209
