date,stockCode,PB不含商誉
2025-12-22T00:00:00+08:00,000333,3.2983
2025-12-23T00:00:00+08:00,000333,3.3187
2025-12-24T00:00:00+08:00,000333,3.2833
2025-12-25T00:00:00+08:00,000333,3.2745
2025-12-26T00:00:00+08:00,000333,3.2862
2025-12-29T00:00:00+08:00,000333,3.267
2025-12-30T00:00:00+08:00,000333,3.2854
2025-12-31T00:00:00+08:00,000333,3.2559
2026-01-05T00:00:00+08:00,000333,3.278
2026-01-06T00:00:00+08:00,000333,3.2847
2026-01-07T00:00:00+08:00,000333,3.3067
2026-01-08T00:00:00+08:00,000333,3.2926
2026-01-09T00:00:00+08:00,000333,3.3234
2026-01-12T00:00:00+08:00,000333,3.2755
2026-01-13T00:00:00+08:00,000333,3.1747
2026-01-14T00:00:00+08:00,000333,3.2143
2026-01-15T00:00:00+08:00,000333,3.2172
2026-01-16T00:00:00+08:00,000333,3.2209
2026-01-19T00:00:00+08:00,000333,3.2338
2026-01-20T00:00:00+08:00,000333,3.2913
2026-01-21T00:00:00+08:00,000333,3.2405
2026-01-22T00:00:00+08:00,000333,3.2284
2026-01-23T00:00:00+08:00,000333,3.1988
2026-01-26T00:00:00+08:00,000333,3.1809
2026-01-27T00:00:00+08:00,000333,3.1705
2026-01-28T00:00:00+08:00,000333,3.1388
2026-01-29T00:00:00+08:00,000333,3.2447
2026-01-30T00:00:00+08:00,000333,3.2326
2026-02-02T00:00:00+08:00,000333,3.2434
2026-02-03T00:00:00+08:00,000333,3.2459
2026-02-04T00:00:00+08:00,000333,3.3251
2026-02-05T00:00:00+08:00,000333,3.3517
2026-02-06T00:00:00+08:00,000333,3.3138
2026-02-09T00:00:00+08:00,000333,3.298
2026-02-10T00:00:00+08:00,000333,3.3409
2026-02-11T00:00:00+08:00,000333,3.3201
2026-02-12T00:00:00+08:00,000333,3.3247
2026-02-13T00:00:00+08:00,000333,3.2934
2026-02-24T00:00:00+08:00,000333,3.313
2026-02-25T00:00:00+08:00,000333,3.3205
2026-02-26T00:00:00+08:00,000333,3.3017
2026-02-27T00:00:00+08:00,000333,3.2763
2026-03-02T00:00:00+08:00,000333,3.2268
2026-03-03T00:00:00+08:00,000333,3.1897
2026-03-04T00:00:00+08:00,000333,3.173
2026-03-05T00:00:00+08:00,000333,3.1776
2026-03-06T00:00:00+08:00,000333,3.188
2026-03-09T00:00:00+08:00,000333,3.1418
2026-03-10T00:00:00+08:00,000333,3.1913
2026-03-11T00:00:00+08:00,000333,3.2243
2026-03-12T00:00:00+08:00,000333,3.2247
2026-03-13T00:00:00+08:00,000333,3.2022
2026-03-16T00:00:00+08:00,000333,3.193
2026-03-17T00:00:00+08:00,000333,3.1913
2026-03-18T00:00:00+08:00,000333,3.2105
2026-03-19T00:00:00+08:00,000333,3.1663
2026-03-20T00:00:00+08:00,000333,3.1297
2026-03-23T00:00:00+08:00,000333,3.0568
2026-03-24T00:00:00+08:00,000333,3.0926
2026-03-25T00:00:00+08:00,000333,3.1163
2026-03-26T00:00:00+08:00,000333,3.0963
2026-03-27T00:00:00+08:00,000333,3.1155
2026-03-30T00:00:00+08:00,000333,3.0039
2026-03-31T00:00:00+08:00,000333,3.0721
2026-04-01T00:00:00+08:00,000333,3.0918
2026-04-02T00:00:00+08:00,000333,3.1131
2026-04-03T00:00:00+08:00,000333,3.0721
2026-04-07T00:00:00+08:00,000333,3.0628
2026-04-08T00:00:00+08:00,000333,3.0873
2026-04-09T00:00:00+08:00,000333,3.0789
2026-04-10T00:00:00+08:00,000333,3.0745
2026-04-13T00:00:00+08:00,000333,3.0491
2026-04-14T00:00:00+08:00,000333,3.0801
2026-04-15T00:00:00+08:00,000333,3.1179
2026-04-16T00:00:00+08:00,000333,3.1344
