date,cmc,dyr,ecmc,mc,pb,pe_ttm,ps_ttm,shn,sp,spc,ta,to_r,tv,stockCode
2025-05-19T00:00:00+08:00,534580968299,0.0412,366296083744.68,593949057403.1399,2.5844,14.1553,1.378,252066,77.58,0.0128,2031022754,0.0038,26308600,000333
2025-05-20T00:00:00+08:00,542091837795,0.0406,371442548442.82,602294049315.61,2.6207,14.3542,1.3973,252066,78.67,0.0141,2184604655,0.004,27799500,000333
2025-05-21T00:00:00+08:00,542987629569,0.0405,372056346984.8,603289323580.3999,2.625,14.3779,1.3996,252066,78.8,0.0017,1619842976,0.003,20543800,000333
2025-05-22T00:00:00+08:00,546846424906,0.0402,374700402242.56,607576658874.8799,2.6437,14.4801,1.4096,252066,79.36,0.0071,1850376659,0.0034,23403400,000333
2025-05-23T00:00:00+08:00,543607793106,0.0405,372481284436.94,603978359609.8699,2.628,14.3943,1.4012,252066,78.89,-0.0059,2385953118,0.0044,29974600,000333
2025-05-26T00:00:00+08:00,539335555411,0.0408,369553937544.42,599231666962.4099,2.6073,14.2812,1.3902,252066,78.27,-0.0079,1893696279,0.0035,24168900,000333
2025-05-27T00:00:00+08:00,540782603662,0.0407,370545458266.08,600839417697.84,2.6143,14.3195,1.394,252066,78.48,0.0027,1620472097,0.003,20644900,000333
2025-05-28T00:00:00+08:00,546570796668,0.0403,374511541152.72,607270420639.5598,2.6423,14.4728,1.4089,252066,79.32,0.0107,1911343092,0.0035,24044900,000333
2025-05-29T00:00:00+08:00,544227956642,0.0404,372906221889.08,604549435613.2001,2.6305,14.4079,1.4026,252066,78.98,-0.0043,1988440748,0.0037,25167700,000333
2025-05-30T00:00:00+08:00,544779213119,0.0404,373283944068.76,605161792600.4001,2.6332,14.4225,1.404,252066,79.06,0.001,1703126097,0.0031,21573300,000333
2025-06-03T00:00:00+08:00,523073489348,0.0421,358411133243.86,581050236229.4,2.5282,13.8479,1.3481,252066,75.91,-0.0398,4293054877,0.0082,56190800,000333
2025-06-04T00:00:00+08:00,520661742262,0.0423,356758598707.76,578371174410.4001,2.5166,13.784,1.3418,252066,75.56,-0.0046,2790934593,0.0053,36755400,000333
2025-06-05T00:00:00+08:00,518525623415,0.0424,355294925261.5,575998291085.0001,2.5063,13.7275,1.3363,252066,75.25,-0.0041,1776718063,0.0034,23580300,000333
2025-06-06T00:00:00+08:00,523351075135,0.0421,357419612522.2,581167433176.8,2.5287,13.8507,1.3483,252066,75.7,0.006,2081019011,0.004,27555900,000333
2025-06-09T00:00:00+08:00,521277028602,0.0422,356003154348.4,578864259729.6001,2.5187,13.7958,1.343,252066,75.4,-0.004,3500234348,0.0068,46695600,000333
2025-06-10T00:00:00+08:00,518857307647,0.0424,354350619812.3,576177224041.2,2.507,13.7318,1.3367,252066,75.05,-0.0046,2433498302,0.0046,32107400,000333
2025-06-11T00:00:00+08:00,521899242562,0.0422,356428091800.54,579555211763.76,2.5217,13.8123,1.3446,252066,75.49,0.0059,1986827774,0.0038,26308300,000333
2025-06-12T00:00:00+08:00,499153865585,0.0441,340894267161.2,554297076292.8,2.6989,13.2103,1.286,252066,72.2,0.0026,2510413458,0.005,34702900,000333
2025-06-13T00:00:00+08:00,494176153906,0.0445,337494767544.08,548769460019.52,2.672,13.0786,1.2732,252066,71.48,-0.01,2148718105,0.0043,30045200,000333
2025-06-16T00:00:00+08:00,492655186448,0.0447,336456031549.96,547080466158.24,2.6637,13.0383,1.2692,252066,71.26,-0.0031,1784037774,0.0036,25020500,000333
2025-06-17T00:00:00+08:00,498185977203,0.0442,340233253346.76,553222262017.4401,2.6936,13.1847,1.2835,252066,72.06,0.0112,2362020250,0.0047,32639500,000333
2025-06-18T00:00:00+08:00,498462516740,0.0442,340422114436.6,553529351810.3999,2.6951,13.192,1.2842,252066,72.1,0.0006,1265648159,0.0025,17528800,000333
2025-06-19T00:00:00+08:00,493139130639,0.0446,336786538457.18,547617873295.92,2.6664,13.0511,1.2705,252066,71.33,-0.0107,1512893148,0.0031,21125300,000333
2025-06-20T00:00:00+08:00,500398293504,0.044,341744142065.48,555678980361.12,2.7056,13.2432,1.2892,252066,72.38,0.0147,1655767156,0.0033,22986400,000333
2025-06-23T00:00:00+08:00,495835391132,0.0444,338627934083.12,550611998777.28,2.6809,13.1225,1.2774,252066,71.72,-0.0091,1510951196,0.003,21054500,000333
2025-06-24T00:00:00+08:00,503301958650,0.0438,343727183508.8,558096017242.4,2.7174,13.3008,1.2948,252066,72.8,0.0151,1971805636,0.0039,27050100,000333
2025-06-25T00:00:00+08:00,500052619082,0.0441,341508065703.18,554492924823.39,2.6998,13.215,1.2864,252066,72.33,-0.0065,667286321,0.0013,9203000,000333
2025-06-26T00:00:00+08:00,504694921226,0.0436,345143641682.6,560395863467.2999,2.7286,13.3556,1.3001,252066,73.1,-0.0011,1658102065,0.0033,22672600,000333
2025-06-27T00:00:00+08:00,499033500769,0.0441,341271989340.88,554109617119.24,2.698,13.2058,1.2855,252066,72.28,-0.0112,1623349472,0.0032,22364000,000333
2025-06-30T00:00:00+08:00,498481167066,0.0442,340894267161.2,553496324792.6,2.695,13.1912,1.2841,277238,72.2,-0.0011,1394828333,0.0028,19302300,000333
2025-07-01T00:00:00+08:00,497859791650,0.0442,340469329709.06,552806370925.13,2.6916,13.1748,1.2825,277238,72.11,-0.0012,1341760455,0.0027,18625200,000333
2025-07-02T00:00:00+08:00,500552418453,0.044,342310725335,555796171017.5,2.7062,13.246,1.2895,277238,72.5,0.0054,1929453681,0.0039,26615500,000333
2025-07-03T00:00:00+08:00,503245045255,0.0437,344152120960.94,558785971109.87,2.7207,13.3173,1.2964,277238,72.89,0.0054,1304399831,0.0026,17936900,000333
2025-07-04T00:00:00+08:00,507318506316,0.0434,346937822036.08,563309002018.8401,2.7428,13.4251,1.3069,277238,73.48,0.0081,1548790547,0.0031,21146200,000333
2025-07-07T00:00:00+08:00,500897627017,0.0439,342546801697.3,556179478721.65,2.708,13.2552,1.2904,277238,72.55,-0.0127,1567324871,0.0031,21545300,000333
2025-07-08T00:00:00+08:00,498619250492,0.0442,340988697706.12,553649647874.26,2.6957,13.1949,1.2845,277238,72.22,-0.0045,1856483047,0.0037,25686700,000333
2025-07-09T00:00:00+08:00,495719498550,0.0444,339005656262.8,550429863159.4,2.68,13.1181,1.277,277238,71.8,-0.0058,1958489420,0.0039,27205300,000333
2025-07-10T00:00:00+08:00,494890997996,0.0445,338439072993.28,549509924669.4401,2.6756,13.0962,1.2749,277238,71.68,-0.0017,1656983409,0.0034,23151400,000333
2025-07-11T00:00:00+08:00,500414335027,0.044,342216294790.08,555642847935.8401,2.7054,13.2424,1.2891,277238,72.48,0.0112,2324470998,0.0046,32055400,000333
2025-07-14T00:00:00+08:00,504879038196,0.0436,345143641682.6,560395863467.2999,2.7286,13.3556,1.3001,277238,73.1,0.0086,1702246963,0.0034,23373900,000333
2025-07-15T00:00:00+08:00,505638774095,0.0436,345663009679.66,561239140416.4299,2.7327,13.3757,1.3021,277238,73.21,0.0015,1821265543,0.0036,24901000,000333
2025-07-16T00:00:00+08:00,503428633298,0.0437,344152120960.94,558785971109.87,2.7207,13.3173,1.2964,277238,72.89,-0.0044,1514278424,0.003,20688800,000333
2025-07-17T00:00:00+08:00,501632893901,0.0439,342924523876.98,556792771048.2899,2.711,13.2698,1.2918,277238,72.63,-0.0036,1804135157,0.0036,24730000,000333
2025-07-18T00:00:00+08:00,503014231899,0.0438,343868829326.18,558326001864.89,2.7185,13.3063,1.2953,277238,72.83,0.0028,1596482224,0.0032,21951200,000333
2025-07-21T00:00:00+08:00,501591019071,0.0439,342546801697.3,556531446703.4,2.7098,13.2636,1.2912,277238,72.55,-0.0038,2244011063,0.0045,30897100,000333
2025-07-22T00:00:00+08:00,506015805456,0.0435,345568579134.74,561440890202.9199,2.7337,13.3806,1.3026,277238,73.19,0.0088,2602924271,0.0052,35720400,000333
2025-07-23T00:00:00+08:00,508159061361,0.0434,347032252581,563818901898,2.7452,13.4372,1.3081,277238,73.5,0.0042,2718700800,0.0053,36987200,000333
2025-07-24T00:00:00+08:00,508228198648,0.0433,347079467853.46,563895611952.68,2.7456,13.4391,1.3083,277238,73.51,0.0001,2134051794,0.0042,29069900,000333
2025-07-25T00:00:00+08:00,503042902104,0.0438,343538322418.96,558142357851.68,2.7176,13.3019,1.2949,277238,72.76,-0.0102,1780421843,0.0035,24456200,000333
2025-07-28T00:00:00+08:00,497817871387,0.0443,339666670077.24,551960124228.48,2.6875,13.1546,1.2806,277238,71.94,-0.0113,2725637108,0.0055,37773600,000333
2025-07-29T00:00:00+08:00,492973938804,0.0447,336361601005.04,546589369614.08,2.6613,13.0266,1.2681,277238,71.24,-0.0097,2843589788,0.0058,39836900,000333
2025-07-30T00:00:00+08:00,498994255014,0.0442,340469329709.06,553264450349.12,2.6939,13.1857,1.2836,277238,72.11,0.0122,2964849148,0.0059,41132500,000333
2025-07-31T00:00:00+08:00,485708039931,0.0454,331403997396.74,538533237692.48,2.6221,12.8346,1.2494,277238,70.19,-0.0266,4895784250,0.01,69477700,000333
2025-08-01T00:00:00+08:00,489859982144,0.045,334236913744.34,543136741647.68,2.6445,12.9443,1.2601,277238,70.79,0.0085,2019147913,0.0041,28644700,000333
2025-08-04T00:00:00+08:00,490897967698,0.0449,334945142831.24,544287617636.48,2.6501,12.9717,1.2628,277238,70.94,0.0021,1398398728,0.0029,19776600,000333
2025-08-05T00:00:00+08:00,493942725321,0.0446,337022614819.48,547663520536.96,2.6666,13.0522,1.2706,277238,71.38,0.0062,1365340860,0.0028,19174800,000333
2025-08-06T00:00:00+08:00,496157094501,0.0444,338533503538.2,550118722646.4,2.6785,13.1107,1.2763,277238,71.7,0.0045,1583549584,0.0032,22135800,000333
2025-08-07T00:00:00+08:00,494634715690,0.0446,337494767544.08,548430771196.16,2.6703,13.0705,1.2724,277238,71.48,-0.0031,1456650768,0.0029,20361600,000333
2025-08-08T00:00:00+08:00,495326706059,0.0445,337966920268.68,549198021855.36,2.6741,13.0888,1.2742,277238,71.58,0.0014,1439938213,0.0029,20118400,000333
2025-08-11T00:00:00+08:00,496572288723,0.0444,338816795172.96,550579073041.92,2.6808,13.1217,1.2774,277238,71.76,0.0025,1282650770,0.0026,17912400,000333
2025-08-12T00:00:00+08:00,497748672350,0.0443,339619454804.78,551883399162.56,2.6871,13.1528,1.2804,277238,71.93,0.0024,1734351324,0.0035,24047600,000333
2025-08-13T00:00:00+08:00,496987482944,0.0444,339100086807.72,551039423437.44,2.683,13.1327,1.2784,277238,71.82,-0.0015,1827058280,0.0037,25384700,000333
2025-08-14T00:00:00+08:00,500516633825,0.044,341508065703.18,554952401799.36,2.7021,13.2259,1.2875,277238,72.33,0.0071,3301054398,0.0066,45514900,000333
2025-08-15T00:00:00+08:00,500309036715,0.0441,341366419885.8,554722226601.6,2.7009,13.2204,1.287,277238,72.3,-0.0004,1980637245,0.004,27470000,000333
2025-08-18T00:00:00+08:00,495995665402,0.0443,339194517352.64,551192873569.28,2.6838,13.1363,1.2788,277238,71.84,-0.0064,3906936963,0.0078,54299800,000333
2025-08-19T00:00:00+08:00,501795169285,0.0438,343160600239.28,557637779106.56,2.7151,13.2899,1.2937,277238,72.68,0.0117,3916336802,0.0078,53760300,000333
2025-08-20T00:00:00+08:00,498619250492,0.0441,340988697706.12,554108426074.24,2.698,13.2058,1.2855,277238,72.22,-0.0063,2901846346,0.0058,40377000,000333
2025-08-21T00:00:00+08:00,496547999105,0.0443,339572239532.32,551806674096.64,2.6868,13.1509,1.2802,277238,71.92,-0.0042,2436115382,0.0049,33801400,000333
2025-08-22T00:00:00+08:00,497721708224,0.0442,340374899164.14,553111000217.28,2.6931,13.182,1.2832,277238,72.09,0.0024,2814332706,0.0057,39138900,000333
2025-08-25T00:00:00+08:00,507594673167,0.0433,347126683125.92,564082684643.84,2.7465,13.4435,1.3087,277238,73.52,0.0198,5110086586,0.0101,70023400,000333
2025-08-26T00:00:00+08:00,509527841128,0.0432,348448710754.8,566230986489.6,2.757,13.4947,1.3137,277238,73.8,0.0038,3417986336,0.0067,46293800,000333
2025-08-27T00:00:00+08:00,502002294423,0.0438,343302246056.66,557867954304.32,2.7163,13.2954,1.2943,277238,72.71,-0.0148,3605612810,0.0071,48841900,000333
2025-08-28T00:00:00+08:00,507456589742,0.0433,347032252581,563929234512,2.7458,13.4399,1.3083,277238,73.5,0.0109,3171280839,0.0063,43298700,000333
2025-08-29T00:00:00+08:00,508906465712,0.0432,348023773302.66,565540460896.32,2.7536,13.4783,1.3121,277238,73.71,0.0029,4210933505,0.0082,56766900,000333
2025-09-01T00:00:00+08:00,512280470097,0.0498,350531500401.28,567995663005.76,2.6283,12.9837,1.2813,277238,74.03,0.0043,5792738594,0.0112,77625900,000333
2025-09-02T00:00:00+08:00,527019864954,0.0484,360617034588.16,584338102046.72,2.7039,13.3573,1.3182,277238,76.16,0.0288,6106472167,0.0116,80590900,000333
2025-09-03T00:00:00+08:00,523283116962,0.0487,358060138597.12,580194948487.04,2.6847,13.2626,1.3088,277238,75.62,-0.0071,3826685200,0.0073,50488100,000333
2025-09-04T00:00:00+08:00,523075519852,0.0488,357918088819.84,579964773289.28,2.6837,13.2573,1.3083,277238,75.59,-0.0004,3328858300,0.0064,44353900,000333
2025-09-05T00:00:00+08:00,527435059176,0.0484,360901134142.72,584798452442.24,2.706,13.3678,1.3192,277238,76.22,0.0083,3530971109,0.0067,46425200,000333
2025-09-08T00:00:00+08:00,533040181164,0.0478,364736478129.28,591013182781.76,2.7348,13.5099,1.3332,277238,77.03,0.0106,4245832273,0.008,55029400,000333
2025-09-09T00:00:00+08:00,534078166717,0.0478,365446727015.6801,592164058770.56,2.7401,13.5362,1.3358,277238,77.18,0.0019,2947171767,0.0055,38315000,000333
2025-09-10T00:00:00+08:00,532970982127,0.0479,364689128203.52,590936457715.84,2.7344,13.5081,1.3331,277238,77.02,-0.0021,2087580321,0.0039,27154200,000333
2025-09-11T00:00:00+08:00,532970982127,0.0479,364689128203.52,590936457715.84,2.7344,13.5081,1.3331,277238,77.02,,3515566425,0.0066,45960500,000333
2025-09-12T00:00:00+08:00,522937121778,0.0488,357823388968.32,579811323157.44,2.6829,13.2538,1.308,277238,75.57,-0.0188,4507931249,0.0085,59117100,000333
2025-09-15T00:00:00+08:00,520169160302,0.049,355929391937.92,576742320520.64,2.6687,13.1837,1.301,277238,75.17,-0.0053,3614905666,0.0069,48068000,000333
2025-09-16T00:00:00+08:00,515256028683,0.0495,352567547208.96,571294840840.32,2.6435,13.0591,1.2887,277238,74.46,-0.0094,3396155196,0.0066,45602800,000333
2025-09-17T00:00:00+08:00,514494839277,0.0496,352046698025.6,570450865115.2,2.6396,13.0398,1.2868,277238,74.35,-0.0015,4303710294,0.0083,57722700,000333
2025-09-18T00:00:00+08:00,510273698027,0.05,349158352554.24,565770636094.08,2.618,12.9329,1.2763,277238,73.74,-0.0082,4452255641,0.0087,60084000,000333
2025-09-19T00:00:00+08:00,514494839277,0.0496,352046698025.6,570450865115.2,2.6396,13.0398,1.2868,277238,74.35,0.0083,2879645243,0.0056,38847800,000333
2025-09-22T00:00:00+08:00,506952144256,0.0503,346885556117.76,562087832929.92,2.6009,12.8487,1.268,277238,73.26,-0.0147,3520814681,0.0069,47974000,000333
2025-09-23T00:00:00+08:00,508820518252,0.0501,348164004113.28,564159409709.76,2.6105,12.896,1.2727,277238,73.53,0.0037,3082692695,0.0061,42147700,000333
2025-09-24T00:00:00+08:00,512764863355,0.0497,350862949881.6,568532738467.2,2.6308,12.996,1.2825,277238,74.1,0.0078,2260146501,0.0044,30628500,000333
2025-09-25T00:00:00+08:00,504045784707,0.0506,344896859235.84,558865380161.28,2.586,12.775,1.2607,277238,72.84,-0.017,3487388578,0.0069,47860700,000333
2025-09-26T00:00:00+08:00,513456853724,0.0497,351336449139.2,569299989126.4,2.6343,13.0135,1.2842,277238,74.2,0.0187,3524465566,0.0069,47698300,000333
2025-09-29T00:00:00+08:00,510204498990,0.05,349111002628.4801,565693911028.16,2.6176,12.9311,1.2761,277238,73.73,-0.0063,3431995413,0.0067,46593900,000333
2025-09-30T00:00:00+08:00,502800202043,0.0507,344044560572.16,557484328974.72,2.5796,12.7434,1.2576,308748,72.66,-0.0145,3690464285,0.0073,50610800,000333
2025-10-09T00:00:00+08:00,502592604932,0.0507,343902510794.88,557254153776.96,2.5786,12.7382,1.2571,308748,72.63,-0.0004,4446685218,0.0089,61593900,000333
2025-10-10T00:00:00+08:00,503976585670,0.0506,344849509310.08,558788655095.36,2.5857,12.7733,1.2605,308748,72.83,0.0028,3168138019,0.0063,43330500,000333
2025-10-13T00:00:00+08:00,496918283907,0.0513,340019816882.56,550962698371.52,2.5495,12.5944,1.2429,308748,71.81,-0.014,3450611700,0.007,48160500,000333
2025-10-14T00:00:00+08:00,502385007821,0.0508,343760461017.6,557023978579.2,2.5775,12.7329,1.2566,308748,72.6,0.011,3767793739,0.0075,51909500,000333
2025-10-15T00:00:00+08:00,504599377002,0.0505,345275658641.92,559479180688.64,2.5889,12.789,1.2621,308748,72.92,0.0044,2753955979,0.0054,37633300,000333
2025-10-16T00:00:00+08:00,506398551961,0.0504,346506756711.6801,561474032402.56,2.5981,12.8346,1.2666,308748,73.18,0.0036,2535057433,0.005,34678000,000333
2025-10-17T00:00:00+08:00,503768988559,0.0506,344707459532.8,558558479897.6,2.5846,12.768,1.26,308748,72.8,-0.0052,2017092907,0.004,27649100,000333
2025-10-20T00:00:00+08:00,504253381817,0.0506,345038909013.12,559095555359.04,2.5871,12.7803,1.2612,308748,72.87,0.001,2166679568,0.0043,29755700,000333
2025-10-21T00:00:00+08:00,504530177965,0.0505,345228308716.16,559402455622.72,2.5885,12.7873,1.2619,308748,72.91,0.0005,2070032731,0.0041,28394700,000333
2025-10-22T00:00:00+08:00,511242484543,0.0499,349821251514.88,566844787016.96,2.6229,12.9574,1.2787,308748,73.88,0.0133,2894112406,0.0057,39329800,000333
2025-10-23T00:00:00+08:00,518231587269,0.0492,354603594016.64,574594018674.88,2.6588,13.1346,1.2962,308748,74.89,0.0137,2588236881,0.005,34763300,000333
2025-10-24T00:00:00+08:00,516294014236,0.0494,353277796095.36,572445716829.12,2.6489,13.0854,1.2913,308748,74.61,-0.0037,1829626026,0.0035,24483800,000333
2025-10-27T00:00:00+08:00,518162388232,0.0492,354556244090.88,574517293608.96,2.6584,13.1328,1.296,308748,74.88,0.0036,2552508383,0.0049,34055300,000333
2025-10-28T00:00:00+08:00,514910033498,0.0495,352330797580.16,570911215510.72,2.6418,13.0504,1.2879,308748,74.41,-0.0063,1740011912,0.0034,23365800,000333
2025-10-29T00:00:00+08:00,514840834462,0.0496,352283447654.4,570834490444.8,2.6414,13.0486,1.2877,308748,74.4,-0.0001,2025139821,0.004,27358700,000333
2025-10-30T00:00:00+08:00,521068747782,0.049,357729590692.8,577739746377.6,2.6194,12.9186,1.2741,308748,75.3,0.0121,3777679276,0.0072,49965300,000333
2025-10-31T00:00:00+08:00,528680641840,0.0483,362955388166.4,586179503628.8,2.6577,13.1073,1.2927,308748,76.4,0.0146,3888018216,0.0074,50974200,000333
2025-11-03T00:00:00+08:00,521691539114,0.0489,358157155940.64,578430271970.88,2.6226,12.9341,1.2756,308748,75.39,-0.0132,2132026191,0.0041,28197000,000333
2025-11-04T00:00:00+08:00,520099961265,0.0491,357064489196.16,576665595454.72,2.6146,12.8946,1.2717,308748,75.16,-0.0031,2282008180,0.0044,30260600,000333
2025-11-05T00:00:00+08:00,525497486143,0.0485,360770054677.44,582650150596.48,2.6417,13.0284,1.2849,308748,75.94,0.0104,2015978787,0.0038,26615100,000333
2025-11-06T00:00:00+08:00,533040181164,0.0479,365948344901.28,591013182781.76,2.6796,13.2154,1.3034,308748,77.03,0.0144,2732619897,0.0051,35511100,000333
2025-11-07T00:00:00+08:00,527296661102,0.0484,362005243171.2,584645002310.4,2.6507,13.073,1.2893,308748,76.2,-0.0108,2021807280,0.0038,26442000,000333
2025-11-10T00:00:00+08:00,535116152270,0.0477,367373562394.08,593314934759.36,2.69,13.2669,1.3084,308748,77.33,0.0148,3010493959,0.0057,39100800,000333
2025-11-11T00:00:00+08:00,534424161901,0.0477,366898489896.4801,592547684100.16,2.6866,13.2497,1.3068,308748,77.23,-0.0013,1755331384,0.0033,22770800,000333
2025-11-12T00:00:00+08:00,551061669797,0.0463,377635128342.24,610886074556.58,2.7697,13.6598,1.3472,308748,79.49,0.0293,5857421168,0.0106,73784700,000333
2025-11-13T00:00:00+08:00,551824240984,0.0462,378157708089.6,611731432063.2,2.7735,13.6787,1.3491,308748,79.6,0.0014,2639881174,0.0048,33337000,000333
2025-11-14T00:00:00+08:00,549259228809,0.0465,376399939848.4801,608887956813.66,2.7607,13.6151,1.3428,308748,79.23,-0.0046,2181244560,0.0039,27312700,000333
2025-11-17T00:00:00+08:00,543643931884,0.0469,372551852617.92,602663051537.64,2.7324,13.4759,1.3291,308748,78.42,-0.0102,2050426784,0.0038,26109500,000333
2025-11-18T00:00:00+08:00,536572817239,0.0476,367706113142.4,594824281930.8,2.7447,13.3006,1.3118,308748,77.4,-0.0068,1833005280,0.0034,23590400,000333
2025-11-19T00:00:00+08:00,536572817239,0.0476,367706113142.4,594824281930.8,2.7447,13.3006,1.3118,308748,77.4,0,1661622968,0.0031,21441500,000333
2025-11-20T00:00:00+08:00,540316348522,0.0472,370271504629.44,598974218781.48,2.7639,13.3934,1.3209,308748,77.94,0.007,2050174663,0.0038,26192900,000333
2025-11-21T00:00:00+08:00,545931645446,0.0467,374119591860,605199124057.5,2.7926,13.5326,1.3347,308748,78.75,0.0104,3442968265,0.0063,43949500,000333
2025-11-24T00:00:00+08:00,544614477032,0.0469,373216954114.56,603738961091.52,2.7858,13.5,1.3314,308748,78.56,-0.0024,2903024266,0.0053,36773900,000333
2025-11-25T00:00:00+08:00,545585022179,0.0468,373882055611.2,604814870645.4,2.7908,13.524,1.3338,308748,78.7,0.0018,2280195509,0.0042,29101200,000333
2025-11-26T00:00:00+08:00,553210734052,0.0461,379107853084.8,613268445711.6,2.8298,13.7131,1.3524,308748,79.8,0.014,2538706360,0.0046,32072800,000333
2025-11-27T00:00:00+08:00,553210734052,0.0461,379107853084.8,613268445711.6,2.8298,13.7131,1.3524,308748,79.8,0,2524590682,0.0046,31646100,000333
2025-11-28T00:00:00+08:00,553626681973,0.0461,379392896583.36,613729549806.12,2.8319,13.7234,1.3535,308748,79.86,0.0008,1445017043,0.0026,18126700,000333
2025-12-01T00:00:00+08:00,554597227120,0.046,380057998080,614805459360,2.8369,13.7474,1.3558,308748,80,0.0018,2419268736,0.0044,30352000,000333
2025-12-02T00:00:00+08:00,565411873049,0.0451,387469129042.56,626794165817.52,2.8922,14.0155,1.3823,308748,81.56,0.0195,3071966512,0.0055,37804900,000333
2025-12-03T00:00:00+08:00,569640676906,0.0448,390367071277.92,631482057445.14,2.9139,14.1203,1.3926,308748,82.17,0.0075,3038100689,0.0053,36866000,000333
2025-12-04T00:00:00+08:00,567699586611,0.0449,389036868284.64,629330238337.38,2.9039,14.0722,1.3879,308748,81.89,-0.0034,2377656054,0.0042,28918000,000333
2025-12-05T00:00:00+08:00,570056624826,0.0448,390652114776.4801,631943161539.66,2.916,14.1306,1.3936,308748,82.23,0.0042,2020996778,0.0036,24616500,000333
2025-12-08T00:00:00+08:00,567144989384,0.045,388656810286.56,628715432878.02,2.9011,14.0585,1.3865,308748,81.81,-0.0051,2235419968,0.0039,27336500,000333
2025-12-09T00:00:00+08:00,556458258696,0.0459,381008143075.2,616809407112.6,2.8462,13.7922,1.3603,308748,80.2,-0.0197,2872571867,0.0051,35647900,000333
2025-12-10T00:00:00+08:00,555556268999,0.0459,380390548828.32,615809591365.4099,2.8415,13.7699,1.3581,308748,80.07,-0.0016,1970629706,0.0035,24572000,000333
2025-12-11T00:00:00+08:00,550213714645,0.0464,376732490596.8,609887605785.9,2.8142,13.6375,1.345,308748,79.3,-0.0096,2178536617,0.0039,27294500,000333
2025-12-12T00:00:00+08:00,550352482291,0.0464,376827505096.32,610041423593.1599,2.8149,13.6409,1.3453,308748,79.32,0.0003,2615339990,0.0047,32895900,000333
