date,stockCode,PCF-TTM
2025-09-16T00:00:00+08:00,000333,8.8842
2025-09-17T00:00:00+08:00,000333,8.8711
2025-09-18T00:00:00+08:00,000333,8.7983
2025-09-19T00:00:00+08:00,000333,8.8711
2025-09-22T00:00:00+08:00,000333,8.741
2025-09-23T00:00:00+08:00,000333,8.7733
2025-09-24T00:00:00+08:00,000333,8.8413
2025-09-25T00:00:00+08:00,000333,8.6909
2025-09-26T00:00:00+08:00,000333,8.8532
2025-09-29T00:00:00+08:00,000333,8.7971
2025-09-30T00:00:00+08:00,000333,8.6695
2025-10-09T00:00:00+08:00,000333,8.6659
2025-10-10T00:00:00+08:00,000333,8.6897
2025-10-13T00:00:00+08:00,000333,8.568
2025-10-14T00:00:00+08:00,000333,8.6623
2025-10-15T00:00:00+08:00,000333,8.7005
2025-10-16T00:00:00+08:00,000333,8.7315
2025-10-17T00:00:00+08:00,000333,8.6862
2025-10-20T00:00:00+08:00,000333,8.6945
2025-10-21T00:00:00+08:00,000333,8.6993
2025-10-22T00:00:00+08:00,000333,8.815
2025-10-23T00:00:00+08:00,000333,8.9355
2025-10-24T00:00:00+08:00,000333,8.9021
2025-10-27T00:00:00+08:00,000333,8.9343
2025-10-28T00:00:00+08:00,000333,8.8783
2025-10-29T00:00:00+08:00,000333,8.8771
2025-10-30T00:00:00+08:00,000333,10.0803
2025-10-31T00:00:00+08:00,000333,10.2275
2025-11-03T00:00:00+08:00,000333,10.0923
2025-11-04T00:00:00+08:00,000333,10.0615
2025-11-05T00:00:00+08:00,000333,10.1659
2025-11-06T00:00:00+08:00,000333,10.3119
2025-11-07T00:00:00+08:00,000333,10.2007
2025-11-10T00:00:00+08:00,000333,10.352
2025-11-11T00:00:00+08:00,000333,10.3386
2025-11-12T00:00:00+08:00,000333,10.6586
2025-11-13T00:00:00+08:00,000333,10.6733
2025-11-14T00:00:00+08:00,000333,10.6237
2025-11-17T00:00:00+08:00,000333,10.5151
2025-11-18T00:00:00+08:00,000333,10.3783
2025-11-19T00:00:00+08:00,000333,10.3783
2025-11-20T00:00:00+08:00,000333,10.4508
2025-11-21T00:00:00+08:00,000333,10.5594
2025-11-24T00:00:00+08:00,000333,10.5339
2025-11-25T00:00:00+08:00,000333,10.5527
2025-11-26T00:00:00+08:00,000333,10.7002
2025-11-27T00:00:00+08:00,000333,10.7002
2025-11-28T00:00:00+08:00,000333,10.7082
2025-12-01T00:00:00+08:00,000333,10.727
2025-12-02T00:00:00+08:00,000333,10.9361
2025-12-03T00:00:00+08:00,000333,11.0179
2025-12-04T00:00:00+08:00,000333,10.9804
2025-12-05T00:00:00+08:00,000333,11.026
2025-12-08T00:00:00+08:00,000333,10.9697
2025-12-09T00:00:00+08:00,000333,10.7619
2025-12-10T00:00:00+08:00,000333,10.7445
2025-12-11T00:00:00+08:00,000333,10.6412
2025-12-12T00:00:00+08:00,000333,10.6439
2025-12-15T00:00:00+08:00,000333,10.7901
2025-12-16T00:00:00+08:00,000333,10.7297
2025-12-17T00:00:00+08:00,000333,10.7982
2025-12-18T00:00:00+08:00,000333,10.7123
2025-12-19T00:00:00+08:00,000333,10.5323
2025-12-22T00:00:00+08:00,000333,10.4938
2025-12-23T00:00:00+08:00,000333,10.5588
2025-12-24T00:00:00+08:00,000333,10.4461
2025-12-25T00:00:00+08:00,000333,10.4183
2025-12-26T00:00:00+08:00,000333,10.4554
2025-12-29T00:00:00+08:00,000333,10.3944
2025-12-30T00:00:00+08:00,000333,10.4527
2025-12-31T00:00:00+08:00,000333,10.359
2026-01-05T00:00:00+08:00,000333,10.4293
2026-01-06T00:00:00+08:00,000333,10.4505
2026-01-07T00:00:00+08:00,000333,10.5207
2026-01-08T00:00:00+08:00,000333,10.4757
2026-01-09T00:00:00+08:00,000333,10.5738
2026-01-12T00:00:00+08:00,000333,10.4213
2026-01-13T00:00:00+08:00,000333,10.1005
2026-01-14T00:00:00+08:00,000333,10.2265
2026-01-15T00:00:00+08:00,000333,10.2358
2026-01-16T00:00:00+08:00,000333,10.2477
2026-01-19T00:00:00+08:00,000333,10.2888
2026-01-20T00:00:00+08:00,000333,10.4717
2026-01-21T00:00:00+08:00,000333,10.31
2026-01-22T00:00:00+08:00,000333,10.2715
2026-01-23T00:00:00+08:00,000333,10.1774
2026-01-26T00:00:00+08:00,000333,10.1204
2026-01-27T00:00:00+08:00,000333,10.0873
2026-01-28T00:00:00+08:00,000333,9.9866
2026-01-29T00:00:00+08:00,000333,10.3232
2026-01-30T00:00:00+08:00,000333,10.2848
2026-02-02T00:00:00+08:00,000333,10.3193
2026-02-03T00:00:00+08:00,000333,10.3272
2026-02-04T00:00:00+08:00,000333,10.5791
2026-02-05T00:00:00+08:00,000333,10.6639
2026-02-06T00:00:00+08:00,000333,10.5433
2026-02-09T00:00:00+08:00,000333,10.4929
2026-02-10T00:00:00+08:00,000333,10.6294
2026-02-11T00:00:00+08:00,000333,10.5632
2026-02-12T00:00:00+08:00,000333,10.5777
2026-02-13T00:00:00+08:00,000333,10.4783
2026-02-24T00:00:00+08:00,000333,10.5406
2026-02-25T00:00:00+08:00,000333,10.5645
2026-02-26T00:00:00+08:00,000333,10.5048
2026-02-27T00:00:00+08:00,000333,10.424
2026-03-02T00:00:00+08:00,000333,10.2662
2026-03-03T00:00:00+08:00,000333,10.1483
2026-03-04T00:00:00+08:00,000333,10.0952
2026-03-05T00:00:00+08:00,000333,10.1098
2026-03-06T00:00:00+08:00,000333,10.143
2026-03-09T00:00:00+08:00,000333,9.9958
2026-03-10T00:00:00+08:00,000333,10.1536
2026-03-11T00:00:00+08:00,000333,10.2583
2026-03-12T00:00:00+08:00,000333,10.2596
2026-03-13T00:00:00+08:00,000333,10.188
2026-03-16T00:00:00+08:00,000333,10.1589
2026-03-17T00:00:00+08:00,000333,10.1536
2026-03-18T00:00:00+08:00,000333,10.2145
2026-03-19T00:00:00+08:00,000333,10.074
2026-03-20T00:00:00+08:00,000333,9.9574
2026-03-23T00:00:00+08:00,000333,9.7254
2026-03-24T00:00:00+08:00,000333,9.8394
2026-03-25T00:00:00+08:00,000333,9.915
2026-03-26T00:00:00+08:00,000333,9.8513
2026-03-27T00:00:00+08:00,000333,9.9123
2026-03-30T00:00:00+08:00,000333,9.5571
2026-03-31T00:00:00+08:00,000333,10.882
2026-04-01T00:00:00+08:00,000333,10.9518
2026-04-02T00:00:00+08:00,000333,11.0274
2026-04-03T00:00:00+08:00,000333,10.882
2026-04-07T00:00:00+08:00,000333,10.8492
2026-04-08T00:00:00+08:00,000333,10.9362
2026-04-09T00:00:00+08:00,000333,10.9062
2026-04-10T00:00:00+08:00,000333,10.8905
2026-04-13T00:00:00+08:00,000333,10.8008
2026-04-14T00:00:00+08:00,000333,10.9105
2026-04-15T00:00:00+08:00,000333,11.0445
2026-04-16T00:00:00+08:00,000333,11.1029
