date,stockCode,总市值
2025-07-21T00:00:00+08:00,000333,556531446703.4
2025-07-22T00:00:00+08:00,000333,561440890202.9199
2025-07-23T00:00:00+08:00,000333,563818901898
2025-07-24T00:00:00+08:00,000333,563895611952.68
2025-07-25T00:00:00+08:00,000333,558142357851.68
2025-07-28T00:00:00+08:00,000333,551960124228.48
2025-07-29T00:00:00+08:00,000333,546589369614.08
2025-07-30T00:00:00+08:00,000333,553264450349.12
2025-07-31T00:00:00+08:00,000333,538533237692.48
2025-08-01T00:00:00+08:00,000333,543136741647.68
2025-08-04T00:00:00+08:00,000333,544287617636.48
2025-08-05T00:00:00+08:00,000333,547663520536.96
2025-08-06T00:00:00+08:00,000333,550118722646.4
2025-08-07T00:00:00+08:00,000333,548430771196.16
2025-08-08T00:00:00+08:00,000333,549198021855.36
2025-08-11T00:00:00+08:00,000333,550579073041.92
2025-08-12T00:00:00+08:00,000333,551883399162.56
2025-08-13T00:00:00+08:00,000333,551039423437.44
2025-08-14T00:00:00+08:00,000333,554952401799.36
2025-08-15T00:00:00+08:00,000333,554722226601.6
2025-08-18T00:00:00+08:00,000333,551192873569.28
2025-08-19T00:00:00+08:00,000333,557637779106.56
2025-08-20T00:00:00+08:00,000333,554108426074.24
2025-08-21T00:00:00+08:00,000333,551806674096.64
2025-08-22T00:00:00+08:00,000333,553111000217.28
2025-08-25T00:00:00+08:00,000333,564082684643.84
2025-08-26T00:00:00+08:00,000333,566230986489.6
2025-08-27T00:00:00+08:00,000333,557867954304.32
2025-08-28T00:00:00+08:00,000333,563929234512
2025-08-29T00:00:00+08:00,000333,565540460896.32
2025-09-01T00:00:00+08:00,000333,567995663005.76
2025-09-02T00:00:00+08:00,000333,584338102046.72
2025-09-03T00:00:00+08:00,000333,580194948487.04
2025-09-04T00:00:00+08:00,000333,579964773289.28
2025-09-05T00:00:00+08:00,000333,584798452442.24
2025-09-08T00:00:00+08:00,000333,591013182781.76
2025-09-09T00:00:00+08:00,000333,592164058770.56
2025-09-10T00:00:00+08:00,000333,590936457715.84
2025-09-11T00:00:00+08:00,000333,590936457715.84
2025-09-12T00:00:00+08:00,000333,579811323157.44
2025-09-15T00:00:00+08:00,000333,576742320520.64
2025-09-16T00:00:00+08:00,000333,571294840840.32
2025-09-17T00:00:00+08:00,000333,570450865115.2
2025-09-18T00:00:00+08:00,000333,565770636094.08
2025-09-19T00:00:00+08:00,000333,570450865115.2
2025-09-22T00:00:00+08:00,000333,562087832929.92
2025-09-23T00:00:00+08:00,000333,564159409709.76
2025-09-24T00:00:00+08:00,000333,568532738467.2
2025-09-25T00:00:00+08:00,000333,558865380161.28
2025-09-26T00:00:00+08:00,000333,569299989126.4
2025-09-29T00:00:00+08:00,000333,565693911028.16
2025-09-30T00:00:00+08:00,000333,557484328974.72
2025-10-09T00:00:00+08:00,000333,557254153776.96
2025-10-10T00:00:00+08:00,000333,558788655095.36
2025-10-13T00:00:00+08:00,000333,550962698371.52
2025-10-14T00:00:00+08:00,000333,557023978579.2
2025-10-15T00:00:00+08:00,000333,559479180688.64
2025-10-16T00:00:00+08:00,000333,561474032402.56
2025-10-17T00:00:00+08:00,000333,558558479897.6
2025-10-20T00:00:00+08:00,000333,559095555359.04
2025-10-21T00:00:00+08:00,000333,559402455622.72
2025-10-22T00:00:00+08:00,000333,566844787016.96
2025-10-23T00:00:00+08:00,000333,574594018674.88
2025-10-24T00:00:00+08:00,000333,572445716829.12
2025-10-27T00:00:00+08:00,000333,574517293608.96
2025-10-28T00:00:00+08:00,000333,570911215510.72
2025-10-29T00:00:00+08:00,000333,570834490444.8
2025-10-30T00:00:00+08:00,000333,577739746377.6
2025-10-31T00:00:00+08:00,000333,586179503628.8
2025-11-03T00:00:00+08:00,000333,578430271970.88
2025-11-04T00:00:00+08:00,000333,576665595454.72
2025-11-05T00:00:00+08:00,000333,582650150596.48
2025-11-06T00:00:00+08:00,000333,591013182781.76
2025-11-07T00:00:00+08:00,000333,584645002310.4
2025-11-10T00:00:00+08:00,000333,593314934759.36
2025-11-11T00:00:00+08:00,000333,592547684100.16
2025-11-12T00:00:00+08:00,000333,610886074556.58
2025-11-13T00:00:00+08:00,000333,611731432063.2
2025-11-14T00:00:00+08:00,000333,608887956813.66
2025-11-17T00:00:00+08:00,000333,602663051537.64
2025-11-18T00:00:00+08:00,000333,594824281930.8
2025-11-19T00:00:00+08:00,000333,594824281930.8
2025-11-20T00:00:00+08:00,000333,598974218781.48
2025-11-21T00:00:00+08:00,000333,605199124057.5
2025-11-24T00:00:00+08:00,000333,603738961091.52
2025-11-25T00:00:00+08:00,000333,604814870645.4
2025-11-26T00:00:00+08:00,000333,613268445711.6
2025-11-27T00:00:00+08:00,000333,613268445711.6
2025-11-28T00:00:00+08:00,000333,613729549806.12
2025-12-01T00:00:00+08:00,000333,614805459360
2025-12-02T00:00:00+08:00,000333,626794165817.52
2025-12-03T00:00:00+08:00,000333,631482057445.14
2025-12-04T00:00:00+08:00,000333,629330238337.38
2025-12-05T00:00:00+08:00,000333,631943161539.66
2025-12-08T00:00:00+08:00,000333,628715432878.02
2025-12-09T00:00:00+08:00,000333,616809407112.6
2025-12-10T00:00:00+08:00,000333,615809591365.4099
2025-12-11T00:00:00+08:00,000333,609887605785.9
2025-12-12T00:00:00+08:00,000333,610041423593.1599
2025-12-15T00:00:00+08:00,000333,618424494088.83
2025-12-16T00:00:00+08:00,000333,614963593425.48
2025-12-17T00:00:00+08:00,000333,618885947510.61
2025-12-18T00:00:00+08:00,000333,613963777678.29
2025-12-19T00:00:00+08:00,000333,603645669062.1
2025-12-22T00:00:00+08:00,000333,601442305386.48
2025-12-23T00:00:00+08:00,000333,605165230217.7001
2025-12-24T00:00:00+08:00,000333,598707095306.4
2025-12-25T00:00:00+08:00,000333,597111556093.02
2025-12-26T00:00:00+08:00,000333,599238941710.86
2025-12-29T00:00:00+08:00,000333,595743951052.98
2025-12-30T00:00:00+08:00,000333,599086985595.2999
2025-12-31T00:00:00+08:00,000333,593716908789.9
2026-01-05T00:00:00+08:00,000333,597743395823.28
2026-01-06T00:00:00+08:00,000333,598958939078.64
2026-01-07T00:00:00+08:00,000333,602985426112.02
2026-01-08T00:00:00+08:00,000333,600402396694.38
2026-01-09T00:00:00+08:00,000333,606024284250.4199
2026-01-12T00:00:00+08:00,000333,597287567102.52
2026-01-13T00:00:00+08:00,000333,578902475365.2001
2026-01-14T00:00:00+08:00,000333,586119763443.9
2026-01-15T00:00:00+08:00,000333,586651563618.12
2026-01-16T00:00:00+08:00,000333,587335306699.26
2026-01-19T00:00:00+08:00,000333,589690421756.52
2026-01-20T00:00:00+08:00,000333,600174482334
2026-01-21T00:00:00+08:00,000333,590905965011.88
2026-01-22T00:00:00+08:00,000333,588702792861.5399
2026-01-23T00:00:00+08:00,000333,583308819665.88
2026-01-26T00:00:00+08:00,000333,580042047167.1
2026-01-27T00:00:00+08:00,000333,578142760830.6
2026-01-28T00:00:00+08:00,000333,572368930367.64
2026-01-29T00:00:00+08:00,000333,591665679546.48
2026-01-30T00:00:00+08:00,000333,589462507396.14
2026-02-02T00:00:00+08:00,000333,591437765186.1
2026-02-03T00:00:00+08:00,000333,591893593906.86
2026-02-04T00:00:00+08:00,000333,606328170064.26
2026-02-05T00:00:00+08:00,000333,611190343085.7001
2026-02-06T00:00:00+08:00,000333,604276940820.8401
2026-02-09T00:00:00+08:00,000333,601390025589.36
2026-02-10T00:00:00+08:00,000333,609215085295.74
2026-02-11T00:00:00+08:00,000333,605416512622.74
2026-02-12T00:00:00+08:00,000333,606252198610.7999
2026-02-13T00:00:00+08:00,000333,600554339601.2999
2026-02-24T00:00:00+08:00,000333,604124997913.9199
2026-02-25T00:00:00+08:00,000333,605492484076.2001
2026-02-26T00:00:00+08:00,000333,602073768670.5
2026-02-27T00:00:00+08:00,000333,597439510009.4401
2026-03-02T00:00:00+08:00,000333,588398907047.7001
2026-03-03T00:00:00+08:00,000333,581637447689.76
2026-03-04T00:00:00+08:00,000333,578598589551.36
2026-03-05T00:00:00+08:00,000333,579434275539.4199
2026-03-06T00:00:00+08:00,000333,581333561875.9199
2026-03-09T00:00:00+08:00,000333,572900730541.86
2026-03-10T00:00:00+08:00,000333,581941333503.6
2026-03-11T00:00:00+08:00,000333,587943078326.9401
2026-03-12T00:00:00+08:00,000333,588019049780.4
2026-03-13T00:00:00+08:00,000333,583916591293.5599
2026-03-16T00:00:00+08:00,000333,582245219317.4401
2026-03-17T00:00:00+08:00,000333,581941333503.6
2026-03-18T00:00:00+08:00,000333,585436020362.76
2026-03-19T00:00:00+08:00,000333,577383046296
2026-03-20T00:00:00+08:00,000333,570697558391.52
2026-03-23T00:00:00+08:00,000333,557402554036.02
2026-03-24T00:00:00+08:00,000333,563936099033.5801
2026-03-25T00:00:00+08:00,000333,568266471880.7999
2026-03-26T00:00:00+08:00,000333,564619842114.72
2026-03-27T00:00:00+08:00,000333,568114528973.88
2026-03-30T00:00:00+08:00,000333,547754179446.6
2026-03-31T00:00:00+08:00,000333,580510136801.1
2026-04-01T00:00:00+08:00,000333,584235742132.24
2026-04-02T00:00:00+08:00,000333,588265478510.8201
2026-04-03T00:00:00+08:00,000333,580510136801.1
2026-04-07T00:00:00+08:00,000333,578761383278.3201
2026-04-08T00:00:00+08:00,000333,583399381751.78
2026-04-09T00:00:00+08:00,000333,581802693752.72
2026-04-10T00:00:00+08:00,000333,580966333372.26
2026-04-13T00:00:00+08:00,000333,576176269375.08
2026-04-14T00:00:00+08:00,000333,582030792038.2999
2026-04-15T00:00:00+08:00,000333,589177871653.14
2026-04-16T00:00:00+08:00,000333,592295214889.4
