date,stockCode,股息率
2025-06-30T00:00:00+08:00,000333,0.0442
2025-07-01T00:00:00+08:00,000333,0.0442
2025-07-02T00:00:00+08:00,000333,0.044
2025-07-03T00:00:00+08:00,000333,0.0437
2025-07-04T00:00:00+08:00,000333,0.0434
2025-07-07T00:00:00+08:00,000333,0.0439
2025-07-08T00:00:00+08:00,000333,0.0442
2025-07-09T00:00:00+08:00,000333,0.0444
2025-07-10T00:00:00+08:00,000333,0.0445
2025-07-11T00:00:00+08:00,000333,0.044
2025-07-14T00:00:00+08:00,000333,0.0436
2025-07-15T00:00:00+08:00,000333,0.0436
2025-07-16T00:00:00+08:00,000333,0.0437
2025-07-17T00:00:00+08:00,000333,0.0439
2025-07-18T00:00:00+08:00,000333,0.0438
2025-07-21T00:00:00+08:00,000333,0.0439
2025-07-22T00:00:00+08:00,000333,0.0435
2025-07-23T00:00:00+08:00,000333,0.0434
2025-07-24T00:00:00+08:00,000333,0.0433
2025-07-25T00:00:00+08:00,000333,0.0438
2025-07-28T00:00:00+08:00,000333,0.0443
2025-07-29T00:00:00+08:00,000333,0.0447
2025-07-30T00:00:00+08:00,000333,0.0442
2025-07-31T00:00:00+08:00,000333,0.0454
2025-08-01T00:00:00+08:00,000333,0.045
2025-08-04T00:00:00+08:00,000333,0.0449
2025-08-05T00:00:00+08:00,000333,0.0446
2025-08-06T00:00:00+08:00,000333,0.0444
2025-08-07T00:00:00+08:00,000333,0.0446
2025-08-08T00:00:00+08:00,000333,0.0445
2025-08-11T00:00:00+08:00,000333,0.0444
2025-08-12T00:00:00+08:00,000333,0.0443
2025-08-13T00:00:00+08:00,000333,0.0444
2025-08-14T00:00:00+08:00,000333,0.044
2025-08-15T00:00:00+08:00,000333,0.0441
2025-08-18T00:00:00+08:00,000333,0.0443
2025-08-19T00:00:00+08:00,000333,0.0438
2025-08-20T00:00:00+08:00,000333,0.0441
2025-08-21T00:00:00+08:00,000333,0.0443
2025-08-22T00:00:00+08:00,000333,0.0442
2025-08-25T00:00:00+08:00,000333,0.0433
2025-08-26T00:00:00+08:00,000333,0.0432
2025-08-27T00:00:00+08:00,000333,0.0438
2025-08-28T00:00:00+08:00,000333,0.0433
2025-08-29T00:00:00+08:00,000333,0.0432
2025-09-01T00:00:00+08:00,000333,0.0498
2025-09-02T00:00:00+08:00,000333,0.0484
2025-09-03T00:00:00+08:00,000333,0.0487
2025-09-04T00:00:00+08:00,000333,0.0488
2025-09-05T00:00:00+08:00,000333,0.0484
2025-09-08T00:00:00+08:00,000333,0.0478
2025-09-09T00:00:00+08:00,000333,0.0478
2025-09-10T00:00:00+08:00,000333,0.0479
2025-09-11T00:00:00+08:00,000333,0.0479
2025-09-12T00:00:00+08:00,000333,0.0488
2025-09-15T00:00:00+08:00,000333,0.049
2025-09-16T00:00:00+08:00,000333,0.0495
2025-09-17T00:00:00+08:00,000333,0.0496
2025-09-18T00:00:00+08:00,000333,0.05
2025-09-19T00:00:00+08:00,000333,0.0496
2025-09-22T00:00:00+08:00,000333,0.0503
2025-09-23T00:00:00+08:00,000333,0.0501
2025-09-24T00:00:00+08:00,000333,0.0497
2025-09-25T00:00:00+08:00,000333,0.0506
2025-09-26T00:00:00+08:00,000333,0.0497
2025-09-29T00:00:00+08:00,000333,0.05
2025-09-30T00:00:00+08:00,000333,0.0507
2025-10-09T00:00:00+08:00,000333,0.0507
2025-10-10T00:00:00+08:00,000333,0.0506
2025-10-13T00:00:00+08:00,000333,0.0513
2025-10-14T00:00:00+08:00,000333,0.0508
2025-10-15T00:00:00+08:00,000333,0.0505
2025-10-16T00:00:00+08:00,000333,0.0504
2025-10-17T00:00:00+08:00,000333,0.0506
2025-10-20T00:00:00+08:00,000333,0.0506
2025-10-21T00:00:00+08:00,000333,0.0505
2025-10-22T00:00:00+08:00,000333,0.0499
2025-10-23T00:00:00+08:00,000333,0.0492
2025-10-24T00:00:00+08:00,000333,0.0494
2025-10-27T00:00:00+08:00,000333,0.0492
2025-10-28T00:00:00+08:00,000333,0.0495
2025-10-29T00:00:00+08:00,000333,0.0496
2025-10-30T00:00:00+08:00,000333,0.049
2025-10-31T00:00:00+08:00,000333,0.0483
2025-11-03T00:00:00+08:00,000333,0.0489
2025-11-04T00:00:00+08:00,000333,0.0491
2025-11-05T00:00:00+08:00,000333,0.0485
2025-11-06T00:00:00+08:00,000333,0.0479
2025-11-07T00:00:00+08:00,000333,0.0484
2025-11-10T00:00:00+08:00,000333,0.0477
2025-11-11T00:00:00+08:00,000333,0.0477
2025-11-12T00:00:00+08:00,000333,0.0463
2025-11-13T00:00:00+08:00,000333,0.0462
2025-11-14T00:00:00+08:00,000333,0.0465
2025-11-17T00:00:00+08:00,000333,0.0469
2025-11-18T00:00:00+08:00,000333,0.0476
2025-11-19T00:00:00+08:00,000333,0.0476
2025-11-20T00:00:00+08:00,000333,0.0472
2025-11-21T00:00:00+08:00,000333,0.0467
2025-11-24T00:00:00+08:00,000333,0.0469
2025-11-25T00:00:00+08:00,000333,0.0468
2025-11-26T00:00:00+08:00,000333,0.0461
2025-11-27T00:00:00+08:00,000333,0.0461
2025-11-28T00:00:00+08:00,000333,0.0461
2025-12-01T00:00:00+08:00,000333,0.046
2025-12-02T00:00:00+08:00,000333,0.0451
2025-12-03T00:00:00+08:00,000333,0.0448
2025-12-04T00:00:00+08:00,000333,0.0449
2025-12-05T00:00:00+08:00,000333,0.0448
2025-12-08T00:00:00+08:00,000333,0.045
2025-12-09T00:00:00+08:00,000333,0.0459
2025-12-10T00:00:00+08:00,000333,0.0459
2025-12-11T00:00:00+08:00,000333,0.0464
2025-12-12T00:00:00+08:00,000333,0.0464
2025-12-15T00:00:00+08:00,000333,0.0457
2025-12-16T00:00:00+08:00,000333,0.046
2025-12-17T00:00:00+08:00,000333,0.0457
2025-12-18T00:00:00+08:00,000333,0.0461
2025-12-19T00:00:00+08:00,000333,0.0469
2025-12-22T00:00:00+08:00,000333,0.047
2025-12-23T00:00:00+08:00,000333,0.0467
2025-12-24T00:00:00+08:00,000333,0.0472
2025-12-25T00:00:00+08:00,000333,0.0474
2025-12-26T00:00:00+08:00,000333,0.0472
2025-12-29T00:00:00+08:00,000333,0.0475
2025-12-30T00:00:00+08:00,000333,0.0472
2025-12-31T00:00:00+08:00,000333,0.0476
2026-01-05T00:00:00+08:00,000333,0.0473
2026-01-06T00:00:00+08:00,000333,0.0472
2026-01-07T00:00:00+08:00,000333,0.0469
2026-01-08T00:00:00+08:00,000333,0.0471
2026-01-09T00:00:00+08:00,000333,0.0467
2026-01-12T00:00:00+08:00,000333,0.0474
2026-01-13T00:00:00+08:00,000333,0.0489
2026-01-14T00:00:00+08:00,000333,0.0483
2026-01-15T00:00:00+08:00,000333,0.0482
2026-01-16T00:00:00+08:00,000333,0.0482
2026-01-19T00:00:00+08:00,000333,0.048
2026-01-20T00:00:00+08:00,000333,0.0471
2026-01-21T00:00:00+08:00,000333,0.0479
2026-01-22T00:00:00+08:00,000333,0.048
2026-01-23T00:00:00+08:00,000333,0.0485
2026-01-26T00:00:00+08:00,000333,0.0488
2026-01-27T00:00:00+08:00,000333,0.0489
2026-01-28T00:00:00+08:00,000333,0.0494
2026-01-29T00:00:00+08:00,000333,0.0478
2026-01-30T00:00:00+08:00,000333,0.048
2026-02-02T00:00:00+08:00,000333,0.0478
2026-02-03T00:00:00+08:00,000333,0.0478
2026-02-04T00:00:00+08:00,000333,0.0467
2026-02-05T00:00:00+08:00,000333,0.0463
2026-02-06T00:00:00+08:00,000333,0.0468
2026-02-09T00:00:00+08:00,000333,0.047
2026-02-10T00:00:00+08:00,000333,0.0464
2026-02-11T00:00:00+08:00,000333,0.0467
2026-02-12T00:00:00+08:00,000333,0.0467
2026-02-13T00:00:00+08:00,000333,0.0471
2026-02-24T00:00:00+08:00,000333,0.0468
2026-02-25T00:00:00+08:00,000333,0.0467
2026-02-26T00:00:00+08:00,000333,0.047
2026-02-27T00:00:00+08:00,000333,0.0473
2026-03-02T00:00:00+08:00,000333,0.0481
2026-03-03T00:00:00+08:00,000333,0.0486
2026-03-04T00:00:00+08:00,000333,0.0489
2026-03-05T00:00:00+08:00,000333,0.0488
2026-03-06T00:00:00+08:00,000333,0.0487
2026-03-09T00:00:00+08:00,000333,0.0494
2026-03-10T00:00:00+08:00,000333,0.0486
2026-03-11T00:00:00+08:00,000333,0.0481
2026-03-12T00:00:00+08:00,000333,0.0481
2026-03-13T00:00:00+08:00,000333,0.0484
2026-03-16T00:00:00+08:00,000333,0.0486
2026-03-17T00:00:00+08:00,000333,0.0486
2026-03-18T00:00:00+08:00,000333,0.0483
2026-03-19T00:00:00+08:00,000333,0.049
2026-03-20T00:00:00+08:00,000333,0.0496
2026-03-23T00:00:00+08:00,000333,0.0507
2026-03-24T00:00:00+08:00,000333,0.0502
2026-03-25T00:00:00+08:00,000333,0.0498
2026-03-26T00:00:00+08:00,000333,0.0501
2026-03-27T00:00:00+08:00,000333,0.0498
2026-03-30T00:00:00+08:00,000333,0.0516
2026-03-31T00:00:00+08:00,000333,0.0563
2026-04-01T00:00:00+08:00,000333,0.056
2026-04-02T00:00:00+08:00,000333,0.0556
2026-04-03T00:00:00+08:00,000333,0.0564
2026-04-07T00:00:00+08:00,000333,0.0566
2026-04-08T00:00:00+08:00,000333,0.0561
2026-04-09T00:00:00+08:00,000333,0.0563
2026-04-10T00:00:00+08:00,000333,0.0563
2026-04-13T00:00:00+08:00,000333,0.0568
2026-04-14T00:00:00+08:00,000333,0.0562
2026-04-15T00:00:00+08:00,000333,0.0556
2026-04-16T00:00:00+08:00,000333,0.0553
