date,stockCode,人均自由流通市值
2025-09-23T00:00:00+08:00,002475,779733
2025-09-24T00:00:00+08:00,002475,833139
2025-09-25T00:00:00+08:00,002475,815812
2025-09-26T00:00:00+08:00,002475,762524
2025-09-29T00:00:00+08:00,002475,769052
2025-09-30T00:00:00+08:00,002475,593218
2025-10-09T00:00:00+08:00,002475,598812
2025-10-10T00:00:00+08:00,002475,562826
2025-10-13T00:00:00+08:00,002475,534592
2025-10-14T00:00:00+08:00,002475,509228
2025-10-15T00:00:00+08:00,002475,538757
2025-10-16T00:00:00+08:00,002475,548014
2025-10-17T00:00:00+08:00,002475,513671
2025-10-20T00:00:00+08:00,002475,540680
2025-10-21T00:00:00+08:00,002475,578523
2025-10-22T00:00:00+08:00,002475,568683
2025-10-23T00:00:00+08:00,002475,568967
2025-10-24T00:00:00+08:00,002475,604634
2025-10-27T00:00:00+08:00,002475,618731
2025-10-28T00:00:00+08:00,002475,611730
2025-10-29T00:00:00+08:00,002475,636517
2025-10-30T00:00:00+08:00,002475,615325
2025-10-31T00:00:00+08:00,002475,599606
2025-11-03T00:00:00+08:00,002475,598845
2025-11-04T00:00:00+08:00,002475,576193
2025-11-05T00:00:00+08:00,002475,580381
2025-11-06T00:00:00+08:00,002475,586853
2025-11-07T00:00:00+08:00,002475,570102
2025-11-10T00:00:00+08:00,002475,602089
2025-11-11T00:00:00+08:00,002475,582398
2025-11-12T00:00:00+08:00,002475,595594
2025-11-13T00:00:00+08:00,002475,591573
2025-11-14T00:00:00+08:00,002475,582604
2025-11-17T00:00:00+08:00,002475,583016
2025-11-18T00:00:00+08:00,002475,583635
2025-11-19T00:00:00+08:00,002475,585078
2025-11-20T00:00:00+08:00,002475,574768
2025-11-21T00:00:00+08:00,002475,544870
2025-11-24T00:00:00+08:00,002475,548994
2025-11-25T00:00:00+08:00,002475,574253
2025-11-26T00:00:00+08:00,002475,593841
2025-11-27T00:00:00+08:00,002475,587243
2025-11-28T00:00:00+08:00,002475,595697
2025-12-01T00:00:00+08:00,002475,604254
2025-12-02T00:00:00+08:00,002475,618585
2025-12-03T00:00:00+08:00,002475,606419
2025-12-04T00:00:00+08:00,002475,614770
2025-12-05T00:00:00+08:00,002475,610852
2025-12-08T00:00:00+08:00,002475,619410
2025-12-09T00:00:00+08:00,002475,624771
2025-12-10T00:00:00+08:00,002475,632454
2025-12-11T00:00:00+08:00,002475,618855
2025-12-12T00:00:00+08:00,002475,641485
2025-12-15T00:00:00+08:00,002475,609400
2025-12-16T00:00:00+08:00,002475,609081
2025-12-17T00:00:00+08:00,002475,623211
2025-12-18T00:00:00+08:00,002475,605363
2025-12-19T00:00:00+08:00,002475,625620
2025-12-22T00:00:00+08:00,002475,636087
2025-12-23T00:00:00+08:00,002475,639613
2025-12-24T00:00:00+08:00,002475,653276
2025-12-25T00:00:00+08:00,002475,654818
2025-12-26T00:00:00+08:00,002475,643469
2025-12-29T00:00:00+08:00,002475,641486
2025-12-30T00:00:00+08:00,002475,639833
2025-12-31T00:00:00+08:00,002475,610828
2026-01-05T00:00:00+08:00,002475,630646
2026-01-06T00:00:00+08:00,002475,637863
2026-01-07T00:00:00+08:00,002475,619875
2026-01-08T00:00:00+08:00,002475,594132
2026-01-09T00:00:00+08:00,002475,599410
2026-01-12T00:00:00+08:00,002475,597041
2026-01-13T00:00:00+08:00,002475,587885
2026-01-14T00:00:00+08:00,002475,577114
2026-01-15T00:00:00+08:00,002475,617937
2026-01-16T00:00:00+08:00,002475,625584
2026-01-19T00:00:00+08:00,002475,623214
2026-01-20T00:00:00+08:00,002475,540095
2026-01-21T00:00:00+08:00,002475,536336
2026-01-22T00:00:00+08:00,002475,530226
2026-01-23T00:00:00+08:00,002475,521672
2026-01-26T00:00:00+08:00,002475,508419
2026-01-27T00:00:00+08:00,002475,504941
2026-01-28T00:00:00+08:00,002475,500805
2026-01-29T00:00:00+08:00,002475,487740
2026-01-30T00:00:00+08:00,002475,485860
2026-02-02T00:00:00+08:00,002475,453715
2026-02-03T00:00:00+08:00,002475,455800
2026-02-04T00:00:00+08:00,002475,450934
2026-02-05T00:00:00+08:00,002475,449197
2026-02-06T00:00:00+08:00,002475,444592
2026-02-09T00:00:00+08:00,002475,449370
2026-02-10T00:00:00+08:00,002475,449110
2026-02-11T00:00:00+08:00,002475,444418
2026-02-12T00:00:00+08:00,002475,438162
2026-02-13T00:00:00+08:00,002475,441377
2026-02-24T00:00:00+08:00,002475,439900
2026-02-25T00:00:00+08:00,002475,448154
2026-02-26T00:00:00+08:00,002475,444505
2026-02-27T00:00:00+08:00,002475,436338
2026-03-02T00:00:00+08:00,002475,426693
2026-03-03T00:00:00+08:00,002475,411749
2026-03-04T00:00:00+08:00,002475,402105
2026-03-05T00:00:00+08:00,002475,408361
2026-03-06T00:00:00+08:00,002475,410967
2026-03-09T00:00:00+08:00,002475,404016
2026-03-10T00:00:00+08:00,002475,407149
2026-03-11T00:00:00+08:00,002475,413579
2026-03-12T00:00:00+08:00,002475,409704
2026-03-13T00:00:00+08:00,002475,406654
2026-03-16T00:00:00+08:00,002475,406077
2026-03-17T00:00:00+08:00,002475,410776
2026-03-18T00:00:00+08:00,002475,406737
2026-03-19T00:00:00+08:00,002475,396020
2026-03-20T00:00:00+08:00,002475,397504
2026-03-23T00:00:00+08:00,002475,381676
2026-03-24T00:00:00+08:00,002475,382006
2026-03-25T00:00:00+08:00,002475,420173
2026-03-26T00:00:00+08:00,002475,413744
2026-03-27T00:00:00+08:00,002475,417206
2026-03-30T00:00:00+08:00,002475,401955
2026-03-31T00:00:00+08:00,002475,406077
2026-04-01T00:00:00+08:00,002475,415475
2026-04-02T00:00:00+08:00,002475,411270
2026-04-03T00:00:00+08:00,002475,402285
2026-04-07T00:00:00+08:00,002475,398905
2026-04-08T00:00:00+08:00,002475,430890
2026-04-09T00:00:00+08:00,002475,454137
2026-04-10T00:00:00+08:00,002475,479609
2026-04-13T00:00:00+08:00,002475,483072
2026-04-14T00:00:00+08:00,002475,487523
2026-04-15T00:00:00+08:00,002475,484960
2026-04-16T00:00:00+08:00,002475,498738
