date,stockCode,公司收益率
2025-10-14T00:00:00+08:00,002475,0.0457
2025-10-15T00:00:00+08:00,002475,0.0433
2025-10-16T00:00:00+08:00,002475,0.0425
2025-10-17T00:00:00+08:00,002475,0.0453
2025-10-20T00:00:00+08:00,002475,0.044
2025-10-21T00:00:00+08:00,002475,0.0412
2025-10-22T00:00:00+08:00,002475,0.0419
2025-10-23T00:00:00+08:00,002475,0.0419
2025-10-24T00:00:00+08:00,002475,0.0395
2025-10-27T00:00:00+08:00,002475,0.0386
2025-10-28T00:00:00+08:00,002475,0.039
2025-10-29T00:00:00+08:00,002475,0.0375
2025-10-30T00:00:00+08:00,002475,0.0388
2025-10-31T00:00:00+08:00,002475,0.0428
2025-11-03T00:00:00+08:00,002475,0.0429
2025-11-04T00:00:00+08:00,002475,0.0445
2025-11-05T00:00:00+08:00,002475,0.0442
2025-11-06T00:00:00+08:00,002475,0.0437
2025-11-07T00:00:00+08:00,002475,0.045
2025-11-10T00:00:00+08:00,002475,0.0461
2025-11-11T00:00:00+08:00,002475,0.0475
2025-11-12T00:00:00+08:00,002475,0.0465
2025-11-13T00:00:00+08:00,002475,0.0468
2025-11-14T00:00:00+08:00,002475,0.0475
2025-11-17T00:00:00+08:00,002475,0.0475
2025-11-18T00:00:00+08:00,002475,0.0474
2025-11-19T00:00:00+08:00,002475,0.0473
2025-11-20T00:00:00+08:00,002475,0.0481
2025-11-21T00:00:00+08:00,002475,0.0506
2025-11-24T00:00:00+08:00,002475,0.0503
2025-11-25T00:00:00+08:00,002475,0.0482
2025-11-26T00:00:00+08:00,002475,0.0467
2025-11-27T00:00:00+08:00,002475,0.0472
2025-11-28T00:00:00+08:00,002475,0.0465
2025-12-01T00:00:00+08:00,002475,0.0459
2025-12-02T00:00:00+08:00,002475,0.0449
2025-12-03T00:00:00+08:00,002475,0.0457
2025-12-04T00:00:00+08:00,002475,0.0452
2025-12-05T00:00:00+08:00,002475,0.0454
2025-12-08T00:00:00+08:00,002475,0.0448
2025-12-09T00:00:00+08:00,002475,0.0445
2025-12-10T00:00:00+08:00,002475,0.0452
2025-12-11T00:00:00+08:00,002475,0.0462
2025-12-12T00:00:00+08:00,002475,0.0446
2025-12-15T00:00:00+08:00,002475,0.0469
2025-12-16T00:00:00+08:00,002475,0.0469
2025-12-17T00:00:00+08:00,002475,0.0459
2025-12-18T00:00:00+08:00,002475,0.0472
2025-12-19T00:00:00+08:00,002475,0.0473
2025-12-22T00:00:00+08:00,002475,0.0466
2025-12-23T00:00:00+08:00,002475,0.0463
2025-12-24T00:00:00+08:00,002475,0.0454
2025-12-25T00:00:00+08:00,002475,0.0453
2025-12-26T00:00:00+08:00,002475,0.0461
2025-12-29T00:00:00+08:00,002475,0.0462
2025-12-30T00:00:00+08:00,002475,0.0463
2025-12-31T00:00:00+08:00,002475,0.0473
2026-01-05T00:00:00+08:00,002475,0.0459
2026-01-06T00:00:00+08:00,002475,0.0454
2026-01-07T00:00:00+08:00,002475,0.0467
2026-01-08T00:00:00+08:00,002475,0.0486
2026-01-09T00:00:00+08:00,002475,0.0482
2026-01-12T00:00:00+08:00,002475,0.0484
2026-01-13T00:00:00+08:00,002475,0.0491
2026-01-14T00:00:00+08:00,002475,0.05
2026-01-15T00:00:00+08:00,002475,0.0468
2026-01-16T00:00:00+08:00,002475,0.0463
2026-01-19T00:00:00+08:00,002475,0.0464
2026-01-20T00:00:00+08:00,002475,0.0468
2026-01-21T00:00:00+08:00,002475,0.0471
2026-01-22T00:00:00+08:00,002475,0.0476
2026-01-23T00:00:00+08:00,002475,0.0483
2026-01-26T00:00:00+08:00,002475,0.0495
2026-01-27T00:00:00+08:00,002475,0.0498
2026-01-28T00:00:00+08:00,002475,0.0502
2026-01-29T00:00:00+08:00,002475,0.0515
2026-01-30T00:00:00+08:00,002475,0.0517
2026-02-02T00:00:00+08:00,002475,0.0512
2026-02-03T00:00:00+08:00,002475,0.051
2026-02-04T00:00:00+08:00,002475,0.0515
2026-02-05T00:00:00+08:00,002475,0.0517
2026-02-06T00:00:00+08:00,002475,0.0522
2026-02-09T00:00:00+08:00,002475,0.0517
2026-02-10T00:00:00+08:00,002475,0.0517
2026-02-11T00:00:00+08:00,002475,0.0522
2026-02-12T00:00:00+08:00,002475,0.0529
2026-02-13T00:00:00+08:00,002475,0.0526
2026-02-24T00:00:00+08:00,002475,0.0527
2026-02-25T00:00:00+08:00,002475,0.0518
2026-02-26T00:00:00+08:00,002475,0.0522
2026-02-27T00:00:00+08:00,002475,0.0531
2026-03-02T00:00:00+08:00,002475,0.0543
2026-03-03T00:00:00+08:00,002475,0.0561
2026-03-04T00:00:00+08:00,002475,0.0574
2026-03-05T00:00:00+08:00,002475,0.0566
2026-03-06T00:00:00+08:00,002475,0.0562
2026-03-09T00:00:00+08:00,002475,0.0571
2026-03-10T00:00:00+08:00,002475,0.054
2026-03-11T00:00:00+08:00,002475,0.0532
2026-03-12T00:00:00+08:00,002475,0.0537
2026-03-13T00:00:00+08:00,002475,0.054
2026-03-16T00:00:00+08:00,002475,0.0541
2026-03-17T00:00:00+08:00,002475,0.0535
2026-03-18T00:00:00+08:00,002475,0.054
2026-03-19T00:00:00+08:00,002475,0.0554
2026-03-20T00:00:00+08:00,002475,0.0552
2026-03-23T00:00:00+08:00,002475,0.0574
2026-03-24T00:00:00+08:00,002475,0.0573
2026-03-25T00:00:00+08:00,002475,0.0524
2026-03-26T00:00:00+08:00,002475,0.0532
2026-03-27T00:00:00+08:00,002475,0.0527
2026-03-30T00:00:00+08:00,002475,0.0546
2026-03-31T00:00:00+08:00,002475,0.0541
2026-04-01T00:00:00+08:00,002475,0.0529
2026-04-02T00:00:00+08:00,002475,0.0535
2026-04-03T00:00:00+08:00,002475,0.0546
2026-04-07T00:00:00+08:00,002475,0.055
2026-04-08T00:00:00+08:00,002475,0.0512
2026-04-09T00:00:00+08:00,002475,0.0487
2026-04-10T00:00:00+08:00,002475,0.0462
2026-04-13T00:00:00+08:00,002475,0.0459
2026-04-14T00:00:00+08:00,002475,0.0455
2026-04-15T00:00:00+08:00,002475,0.0462
2026-04-16T00:00:00+08:00,002475,0.045
