date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2026-05-29,303149726948.0,3.8127,,,,,6.2845,,,,,19.9612,,,,,3.8546,,,,,0.0190,15.0595,,,,
2026-05-28,300762721224.0,3.5711,,,,,6.2351,,,,,19.8041,,,,,3.6081,,,,,0.0191,14.9409,,,,
2026-05-27,306222996817.65,3.6359,,,,,6.3483,,,,,20.1636,,,,,3.6736,,,,,0.0188,15.2122,,,,
2026-05-26,310638957407.05,3.6883,,,,,6.4398,,,,,20.4544,,,,,3.7265,,,,,0.0185,15.4315,,,,
2026-05-25,305984296245.25,3.6331,,,,,6.3433,,,,,20.1479,,,,,3.6707,,,,,0.0188,15.2003,,,,
2026-05-22,310251068976.9,3.6837,,,,,6.4318,,,,,20.4288,,,,,3.7219,,,,,0.0185,15.4123,,,,
2026-05-21,310997008265.65,3.6926,,,,,6.4472,,,,,20.4780,,,,,3.7308,,,,,0.0185,15.4493,,,,
2026-05-20,307625362680.5,3.6526,,,,,6.3773,,,,,20.2559,,,,,3.6904,,,,,0.0187,15.2818,,,,
2026-05-19,303716640807.45,3.6062,,,,,6.2963,,,,,19.9986,,,,,3.6435,,,,,0.0189,15.0877,,,,
2026-05-18,304492417667.75,3.6154,,,,,6.3124,,,,,20.0497,,,,,3.6528,,,,,0.0189,15.1262,,,,
2026-05-15,307714875395.15,3.6536,,,,,6.3792,,,,,20.2618,,,,,3.6915,,,,,0.0187,15.2863,,,,
2026-05-14,307356824536.55,3.6494,,,,,6.3718,,,,,20.2383,,,,,3.6872,,,,,0.0187,15.2685,,,,
2026-05-13,324990829322.6,3.8588,,,,,6.7373,,,,,21.3994,,,,,3.8987,,,,,0.0177,16.1445,,,,
2026-05-12,329197926911.15,3.9087,,,,,6.8245,,,,,21.6764,,,,,3.9492,,,,,0.0175,16.3535,,,,
2026-05-11,324394077891.6,3.8517,,,,,6.7250,,,,,21.3601,,,,,3.8916,,,,,0.0177,16.1148,,,,
2026-05-08,318665264154.0,3.7836,,,,,6.6062,,,,,20.9829,,,,,3.8228,,,,,0.0180,15.8303,,,,
2026-05-07,332032496208.4,3.9424,,,,,6.8833,,,,,21.8631,,,,,3.9832,,,,,0.0173,16.4943,,,,
2026-05-06,325229529895.0,3.8616,,,,,6.7423,,,,,21.4151,,,,,3.9016,,,,,0.0177,16.1563,,,,
2026-04-30,326870596330.25,3.8811,,,,,6.7763,,,,,21.5232,,,,,3.9213,,,,,0.0176,16.2379,,,,
2026-04-29,331734120492.9,3.9388,,,,,6.8771,,,,,21.8434,,,,,3.9796,,,,,0.0173,16.4795,,,,
2026-04-28,329914028628.35,3.9172,,,,,6.8394,,,,,21.7236,,,,,3.9578,,,,,0.0174,16.3891,,,,
2026-04-27,299927269220.6,3.7626,,,,,6.5982,,,,,22.6522,,,,,3.8039,,,,,0.0192,15.6615,,,,
2026-04-24,298614416072.4,3.7462,,,,,6.5693,,,,,22.5530,,,,,3.7872,,,,,0.0192,15.5930,,,,
2026-04-23,298942629359.45,3.7503,,,,,6.5765,,,,,22.5778,,,,,3.7914,,,,,0.0192,15.6101,,,,
2026-04-22,296137897633.75,3.7151,,,,,6.5148,,,,,22.3660,,,,,3.7558,,,,,0.0194,15.4636,,,,
2026-04-21,294049267625.25,3.6889,,,,,6.4689,,,,,22.2082,,,,,3.7293,,,,,0.0195,15.3546,,,,
2026-04-20,297659613782.8,3.7342,,,,,6.5483,,,,,22.4809,,,,,3.7751,,,,,0.0193,15.5431,,,,
2026-04-17,296555623635.45,3.7203,,,,,6.5240,,,,,22.3975,,,,,3.7611,,,,,0.0194,15.4855,,,,
2026-04-16,315263780997.3,3.9550,,,,,6.9356,,,,,23.8105,,,,,3.9984,,,,,0.0182,16.4624,,,,
2026-04-15,318754776868.65,3.9988,,,,,7.0124,,,,,24.0741,,,,,4.0427,,,,,0.0180,16.6447,,,,
2026-04-14,317919324865.25,3.9883,,,,,6.9940,,,,,24.0110,,,,,4.0321,,,,,0.0181,16.6010,,,,
2026-04-13,315412968855.05,3.9569,,,,,6.9388,,,,,23.8217,,,,,4.0003,,,,,0.0182,16.4702,,,,
2026-04-10,317262898291.15,3.9801,,,,,6.9795,,,,,23.9614,,,,,4.0237,,,,,0.0181,16.5667,,,,
2026-04-09,316845172289.45,3.9749,,,,,6.9703,,,,,23.9299,,,,,4.0184,,,,,0.0181,16.5449,,,,
2026-04-08,309534967259.7,3.8832,,,,,6.8095,,,,,23.3778,,,,,3.9257,,,,,0.0186,16.1632,,,,
2026-04-07,302254599801.5,3.7918,,,,,6.6494,,,,,22.8279,,,,,3.8334,,,,,0.0190,15.7831,,,,
2026-04-03,298345877928.45,3.7428,,,,,6.5634,,,,,22.5327,,,,,3.7838,,,,,0.0193,15.5789,,,,
2026-04-02,307893900824.45,3.8626,,,,,6.7734,,,,,23.2538,,,,,3.9049,,,,,0.0187,16.0775,,,,
2026-04-01,309743830260.55,3.8858,,,,,6.8141,,,,,23.3936,,,,,3.9284,,,,,0.0185,16.1741,,,,
2026-03-31,292706576905.5,3.6720,,,,,6.4393,,,,,22.1068,,,,,3.7123,,,,,0.0196,15.2845,,,,
2026-03-30,288260778744.55,3.6163,,,,,6.3415,,,,,21.7710,,,,,3.6559,,,,,0.0199,15.0523,,,,
2026-03-27,289424444035.0,3.6309,,,,,6.3671,,,,,21.8589,,,,,3.6707,,,,,0.0199,15.1131,,,,
2026-03-26,282651315293.15,3.5459,,,,,6.2181,,,,,21.3474,,,,,3.5848,,,,,0.0203,14.7594,,,,
2026-03-25,280532847713.1,3.5193,,,,,6.1715,,,,,21.1874,,,,,3.5579,,,,,0.0205,14.6488,,,,
2026-03-24,279518370280.4,3.5066,,,,,6.1492,,,,,21.1108,,,,,3.5450,,,,,0.0206,14.5958,,,,
2026-03-23,261944040637.45,3.6921,,,,,5.9002,,,,,20.4185,,,,,3.7377,,,,,0.0186,17.4712,,,,
2026-03-20,271223525389.5001,3.8228,,,,,6.1092,,,,,21.1418,,,,,3.8701,,,,,0.0180,18.0901,,,,
2026-03-19,273252480254.9,3.8514,,,,,6.1549,,,,,21.3000,,,,,3.8990,,,,,0.0179,18.2255,,,,
2026-03-18,278951456420.95,3.9318,,,,,6.2832,,,,,21.7442,,,,,3.9803,,,,,0.0175,18.6056,,,,
2026-03-17,275878186551.3,3.8884,,,,,6.2140,,,,,21.5046,,,,,3.9365,,,,,0.0177,18.4006,,,,
2026-03-16,271820276820.5,3.8313,,,,,6.1226,,,,,21.1883,,,,,3.8786,,,,,0.0179,18.1299,,,,
2026-03-13,271134012674.85,3.8216,,,,,6.1072,,,,,21.1348,,,,,3.8688,,,,,0.0180,18.0842,,,,
2026-03-12,274237120116.05,3.8653,,,,,6.1770,,,,,21.3767,,,,,3.9131,,,,,0.0178,18.2911,,,,
2026-03-11,277161202127.95,3.9065,,,,,6.2429,,,,,21.6046,,,,,3.9548,,,,,0.0176,18.4862,,,,
2026-03-10,280920736143.25,3.9595,,,,,6.3276,,,,,21.8977,,,,,4.0084,,,,,0.0174,18.7369,,,,
2026-03-09,271820276820.5,3.8313,,,,,6.1226,,,,,21.1883,,,,,3.8786,,,,,0.0179,18.1299,,,,
2026-03-06,278384542561.5,3.9238,,,,,6.2705,,,,,21.7000,,,,,3.9723,,,,,0.0175,18.5678,,,,
2026-03-05,275848348979.75,3.8880,,,,,6.2133,,,,,21.5023,,,,,3.9361,,,,,0.0177,18.3986,,,,
2026-03-04,274565333403.1,3.8699,,,,,6.1844,,,,,21.4023,,,,,3.9178,,,,,0.0178,18.3130,,,,
2026-03-03,279727233281.25,3.9427,,,,,6.3007,,,,,21.8047,,,,,3.9914,,,,,0.0174,18.6573,,,,
2026-03-02,286560037166.2,4.0390,,,,,6.4546,,,,,22.3373,,,,,4.0889,,,,,0.0170,19.1131,,,,
2026-02-27,292438038761.55,4.1219,,,,,6.5870,,,,,22.7955,,,,,4.1728,,,,,0.0167,19.5051,,,,
2026-02-26,292438038761.55,4.1219,,,,,6.5870,,,,,22.7955,,,,,4.1728,,,,,0.0167,19.5051,,,,
2026-02-25,297928151926.75,4.1992,,,,,6.7107,,,,,23.2234,,,,,4.2511,,,,,0.0164,19.8713,,,,
2026-02-24,298882954216.35,4.2127,,,,,6.7322,,,,,23.2978,,,,,4.2648,,,,,0.0163,19.9350,,,,
2026-02-13,304074691666.05,4.2859,,,,,6.8491,,,,,23.7025,,,,,4.3388,,,,,0.0160,20.2813,,,,
2026-02-12,312996125559.5,4.4116,,,,,7.0501,,,,,24.3980,,,,,4.4661,,,,,0.0156,20.8763,,,,
2026-02-11,304760955811.7,4.2955,,,,,6.8646,,,,,23.7560,,,,,4.3486,,,,,0.0160,20.3270,,,,
2026-02-10,302403787659.25,4.2623,,,,,6.8115,,,,,23.5723,,,,,4.3150,,,,,0.0161,20.1698,,,,
2026-02-09,294496831198.5,4.1509,,,,,6.6334,,,,,22.9559,,,,,4.2022,,,,,0.0166,19.6424,,,,
2026-02-06,291900962473.65,4.1143,,,,,6.5749,,,,,22.7536,,,,,4.1651,,,,,0.0167,19.4693,,,,
2026-02-05,289752657322.05,4.0840,,,,,6.5265,,,,,22.5861,,,,,4.1345,,,,,0.0168,19.3260,,,,
2026-02-04,285277021589.55,4.0209,,,,,6.4257,,,,,22.2373,,,,,4.0706,,,,,0.0171,19.0275,,,,
2026-02-03,282263426863.0,3.9784,,,,,6.3578,,,,,22.0024,,,,,4.0276,,,,,0.0173,18.8265,,,,
2026-02-02,278086166846.0,3.9196,,,,,6.2637,,,,,21.6767,,,,,3.9680,,,,,0.0175,18.5479,,,,
2026-01-30,284053681156.0,4.0037,,,,,6.3982,,,,,22.1419,,,,,4.0532,,,,,0.0172,18.9459,,,,
2026-01-29,292467876333.1,4.1223,,,,,6.5877,,,,,22.7978,,,,,4.1732,,,,,0.0167,19.5071,,,,
2026-01-28,285545559733.5,4.0247,,,,,6.4318,,,,,22.2582,,,,,4.0744,,,,,0.0171,19.0454,,,,
2026-01-27,285814097877.45,4.0285,,,,,6.4378,,,,,22.2791,,,,,4.0783,,,,,0.0171,19.0633,,,,
2026-01-26,288588992031.6,4.0676,,,,,6.5003,,,,,22.4954,,,,,4.1179,,,,,0.0169,19.2484,,,,
2026-01-23,291214698328.0,4.1046,,,,,6.5595,,,,,22.7001,,,,,4.1553,,,,,0.0168,19.4235,,,,
2026-01-22,291214698328.0,4.1046,,,,,6.5595,,,,,22.7001,,,,,4.1553,,,,,0.0168,19.4235,,,,
2026-01-21,294049267625.25,4.1446,,,,,6.6233,,,,,22.9211,,,,,4.1958,,,,,0.0166,19.6126,,,,
2026-01-20,296764486636.3,4.1828,,,,,6.6845,,,,,23.1327,,,,,4.2345,,,,,0.0164,19.7937,,,,
2026-01-19,305506895100.45,4.3061,,,,,6.8814,,,,,23.8142,,,,,4.3593,,,,,0.0160,20.3768,,,,
2026-01-16,311205871266.5,4.3864,,,,,7.0097,,,,,24.2584,,,,,4.4406,,,,,0.0157,20.7569,,,,
2026-01-15,308997890971.8,4.3553,,,,,6.9600,,,,,24.0863,,,,,4.4091,,,,,0.0158,20.6096,,,,
2026-01-14,308520489827.0,4.3485,,,,,6.9493,,,,,24.0491,,,,,4.4023,,,,,0.0158,20.5778,,,,
2026-01-13,312100998413.0,4.3990,,,,,7.0299,,,,,24.3282,,,,,4.4534,,,,,0.0156,20.8166,,,,
2026-01-12,294437156055.4,4.1500,,,,,6.6320,,,,,22.9513,,,,,4.2013,,,,,0.0166,19.6385,,,,
2026-01-09,295630658917.4,4.1669,,,,,6.6589,,,,,23.0443,,,,,4.2183,,,,,0.0165,19.7181,,,,
2026-01-08,292915439906.35,4.1286,,,,,6.5978,,,,,22.8327,,,,,4.1796,,,,,0.0167,19.5370,,,,
2026-01-07,292527551476.2,4.1231,,,,,6.5890,,,,,22.8024,,,,,4.1741,,,,,0.0167,19.5111,,,,
2026-01-06,287186626168.75,4.0478,,,,,6.4687,,,,,22.3861,,,,,4.0979,,,,,0.0170,19.1549,,,,
2026-01-05,282173914148.35,3.9772,,,,,6.3558,,,,,21.9954,,,,,4.0263,,,,,0.0173,18.8205,,,,
2025-12-31,270447748529.2,3.8119,,,,,6.0917,,,,,21.0813,,,,,3.8590,,,,,0.0180,18.0384,,,,
2025-12-30,274207282544.5001,3.8649,,,,,6.1764,,,,,21.3744,,,,,3.9127,,,,,0.0178,18.2892,,,,
2025-12-29,275997536837.5,3.8901,,,,,6.2167,,,,,21.5139,,,,,3.9382,,,,,0.0177,18.4086,,,,
2025-12-26,276594288268.5,3.8985,,,,,6.2301,,,,,21.5604,,,,,3.9467,,,,,0.0176,18.4484,,,,
2025-12-25,274326632830.7,3.8666,,,,,6.1791,,,,,21.3837,,,,,3.9144,,,,,0.0178,18.2971,,,,
2025-12-24,270984824817.1,3.8195,,,,,6.1038,,,,,21.1232,,,,,3.8667,,,,,0.0180,18.0742,,,,
2025-12-23,270388073386.1,3.8111,,,,,6.0904,,,,,21.0767,,,,,3.8582,,,,,0.0180,18.0344,,,,
2025-12-22,272148490107.55,3.8359,,,,,6.1300,,,,,21.2139,,,,,3.8833,,,,,0.0179,18.1518,,,,
2025-12-19,275908024122.85,3.8889,,,,,6.2147,,,,,21.5070,,,,,3.9369,,,,,0.0177,18.4026,,,,
2025-12-18,270298560671.45,3.8098,,,,,6.0883,,,,,21.0697,,,,,3.8569,,,,,0.0181,18.0285,,,,
2025-12-17,270298560671.45,3.8098,,,,,6.0883,,,,,21.0697,,,,,3.8569,,,,,0.0181,18.0285,,,,
2025-12-16,265912437653.6,3.7480,,,,,5.9895,,,,,20.7278,,,,,3.7943,,,,,0.0183,17.7359,,,,
2025-12-15,272148490107.55,3.8359,,,,,6.1300,,,,,21.2139,,,,,3.8833,,,,,0.0179,18.1518,,,,
2025-12-12,280622360427.75,3.9553,,,,,6.3209,,,,,21.8744,,,,,4.0042,,,,,0.0174,18.7170,,,,
2025-12-11,278682918277.0,3.9280,,,,,6.2772,,,,,21.7233,,,,,3.9765,,,,,0.0175,18.5877,,,,
2025-12-10,276743476126.25,3.9006,,,,,6.2335,,,,,21.5721,,,,,3.9488,,,,,0.0176,18.4583,,,,
2025-12-09,275012896976.35,3.8763,,,,,6.1945,,,,,21.4372,,,,,3.9241,,,,,0.0177,18.3429,,,,
2025-12-08,273162967540.25,3.8502,,,,,6.1529,,,,,21.2930,,,,,3.8978,,,,,0.0179,18.2195,,,,
2025-12-05,269731646812.0001,3.8018,,,,,6.0756,,,,,21.0255,,,,,3.8488,,,,,0.0181,17.9906,,,,
2025-12-04,267314803516.45,3.7678,,,,,6.0211,,,,,20.8371,,,,,3.8143,,,,,0.0183,17.8294,,,,
2025-12-03,261436801921.1,3.6849,,,,,5.8887,,,,,20.3789,,,,,3.7304,,,,,0.0187,17.4374,,,,
2025-12-02,266807564800.1,3.7606,,,,,6.0097,,,,,20.7976,,,,,3.8071,,,,,0.0183,17.7956,,,,
2025-12-01,275400785406.5,3.8817,,,,,6.2033,,,,,21.4674,,,,,3.9297,,,,,0.0177,18.3688,,,,
2025-11-28,272088814964.45,3.8350,,,,,6.1287,,,,,21.2092,,,,,3.8824,,,,,0.0179,18.1479,,,,
2025-11-27,275102409691.0,3.8775,,,,,6.1965,,,,,21.4442,,,,,3.9254,,,,,0.0177,18.3489,,,,
2025-11-26,284292381728.4,4.0070,,,,,6.4035,,,,,22.1605,,,,,4.0566,,,,,0.0172,18.9618,,,,
2025-11-25,281398137288.05,3.9663,,,,,6.3383,,,,,21.9349,,,,,4.0153,,,,,0.0173,18.7688,,,,
2025-11-24,280383659855.35,3.9520,,,,,6.3155,,,,,21.8558,,,,,4.0008,,,,,0.0174,18.7011,,,,
2025-11-21,273908906829.0,3.8607,,,,,6.1697,,,,,21.3511,,,,,3.9084,,,,,0.0178,18.2693,,,,
2025-11-20,279488532708.85,3.9393,,,,,6.2953,,,,,21.7861,,,,,3.9880,,,,,0.0175,18.6414,,,,
2025-11-19,278086166846.0,3.9196,,,,,6.2637,,,,,21.6767,,,,,3.9680,,,,,0.0175,18.5479,,,,
2025-11-18,275460460549.6,3.8826,,,,,6.2046,,,,,21.4721,,,,,3.9305,,,,,0.0177,18.3727,,,,
2025-11-17,279757070852.8,3.9431,,,,,6.3014,,,,,21.8070,,,,,3.9918,,,,,0.0174,18.6593,,,,
2025-11-14,283516604868.1,3.9961,,,,,6.3861,,,,,22.1000,,,,,4.0455,,,,,0.0172,18.9101,,,,
2025-11-13,287813215171.3,4.0567,,,,,6.4828,,,,,22.4350,,,,,4.1068,,,,,0.0170,19.1967,,,,
2025-11-12,275549973264.25,3.8838,,,,,6.2066,,,,,21.4790,,,,,3.9318,,,,,0.0177,18.3787,,,,
2025-11-11,275997536837.5,3.8901,,,,,6.2167,,,,,21.5139,,,,,3.9382,,,,,0.0177,18.4086,,,,
2025-11-10,278832106134.75,3.9301,,,,,6.2805,,,,,21.7349,,,,,3.9786,,,,,0.0175,18.5976,,,,
2025-11-07,282979528580.2,3.9885,,,,,6.3740,,,,,22.0582,,,,,4.0378,,,,,0.0172,18.8743,,,,
2025-11-06,285515722161.95,4.0243,,,,,6.4311,,,,,22.2559,,,,,4.0740,,,,,0.0171,19.0434,,,,
2025-11-05,281398137288.05,3.9663,,,,,6.3383,,,,,21.9349,,,,,4.0153,,,,,0.0173,18.7688,,,,
2025-11-04,279906258710.55,3.9452,,,,,6.3047,,,,,21.8186,,,,,3.9940,,,,,0.0174,18.6693,,,,
2025-11-03,287664027313.55,4.0546,,,,,6.4795,,,,,22.4233,,,,,4.1047,,,,,0.0170,19.1867,,,,
2025-10-31,296585461207.0,4.1803,,,,,6.6804,,,,,23.1188,,,,,4.2320,,,,,0.0165,19.7817,,,,
2025-10-30,289603469464.3,4.0819,,,,,6.5232,,,,,22.5745,,,,,4.1323,,,,,0.0168,19.3161,,,,
2025-10-29,316397608716.2,4.4596,,,,,7.1267,,,,,24.6631,,,,,4.5147,,,,,0.0154,21.1032,,,,
2025-10-28,310191393833.8,4.3721,,,,,6.9869,,,,,24.1793,,,,,4.4261,,,,,0.0157,20.6892,,,,
2025-10-27,318187863009.2,4.4848,,,,,7.1670,,,,,24.8027,,,,,4.5402,,,,,0.0153,21.2226,,,,
2025-10-24,309743830260.55,5.2607,,,,,7.2370,,,,,27.7640,,,,,5.3490,,,,,0.0158,22.4919,,,,
2025-10-23,304044854094.5,5.1639,,,,,7.1039,,,,,27.2532,,,,,5.2506,,,,,0.0160,22.0780,,,,
2025-10-22,301061096939.5,5.1132,,,,,7.0342,,,,,26.9857,,,,,5.1990,,,,,0.0162,21.8614,,,,
2025-10-21,304462580096.2,5.1710,,,,,7.1136,,,,,27.2906,,,,,5.2578,,,,,0.0160,22.1084,,,,
2025-10-20,295063745057.95,5.0114,,,,,6.8940,,,,,26.4482,,,,,5.0955,,,,,0.0165,21.4259,,,,
2025-10-17,288230941173.0,4.8953,,,,,6.7344,,,,,25.8357,,,,,4.9775,,,,,0.0169,20.9297,,,,
2025-10-16,301538498084.3,5.1214,,,,,7.0453,,,,,27.0285,,,,,5.2073,,,,,0.0162,21.8960,,,,
2025-10-15,296764486636.3,5.0403,,,,,6.9338,,,,,26.6006,,,,,5.1248,,,,,0.0164,21.5494,,,,
2025-10-14,286201986307.6,4.8609,,,,,6.6870,,,,,25.6538,,,,,4.9424,,,,,0.0170,20.7824,,,,
2025-10-13,297570101068.15,5.0540,,,,,6.9526,,,,,26.6728,,,,,5.1388,,,,,0.0164,21.6079,,,,
2025-10-10,312459049271.6,5.3068,,,,,7.3005,,,,,28.0074,,,,,5.3959,,,,,0.0156,22.6890,,,,
2025-10-09,334678404718.9,5.6842,,,,,7.8196,,,,,29.9990,,,,,5.7796,,,,,0.0146,24.3025,,,,
2025-09-30,332246536824.62,5.6429,,,,,7.7628,,,,,29.7811,,,,,5.7376,,,,,0.0147,24.1259,,,,
2025-09-29,310705114098.72,5.2770,,,,,7.2595,,,,,27.8502,,,,,5.3656,,,,,0.0157,22.5617,,,,
2025-09-26,303769073269.12,5.1592,,,,,7.0974,,,,,27.2285,,,,,5.2458,,,,,0.0161,22.0580,,,,
2025-09-25,316932793311.68,5.2900,,,,,7.4050,,,,,28.4084,,,,,5.3772,,,,,0.0154,23.0139,,,,
2025-09-24,309996752482.08,5.1742,,,,,7.2429,,,,,27.7867,,,,,5.2595,,,,,0.0157,22.5102,,,,
2025-09-23,309258875798.08,5.1619,,,,,7.2257,,,,,27.7206,,,,,5.2470,,,,,0.0158,22.4567,,,,
2025-09-22,321802779426.08,5.3713,,,,,7.5188,,,,,28.8449,,,,,5.4598,,,,,0.0152,23.3675,,,,
2025-09-19,320976357540.0,5.3575,,,,,7.4995,,,,,28.7709,,,,,5.4458,,,,,0.0152,23.3075,,,,
2025-09-18,317080368648.4801,5.2925,,,,,7.4085,,,,,28.4216,,,,,5.3797,,,,,0.0154,23.0246,,,,
2025-09-17,322570171177.44,5.3841,,,,,7.5367,,,,,28.9137,,,,,5.4728,,,,,0.0151,23.4232,,,,
2025-09-16,315958796088.8,5.2737,,,,,7.3823,,,,,28.3211,,,,,5.3607,,,,,0.0154,22.9432,,,,
2025-09-15,315811220752.0,5.2713,,,,,7.3788,,,,,28.3079,,,,,5.3582,,,,,0.0154,22.9324,,,,
2025-09-12,311295415445.92,5.1959,,,,,7.2733,,,,,27.9031,,,,,5.2816,,,,,0.0157,22.6045,,,,
2025-09-11,308875179922.4,5.1555,,,,,7.2167,,,,,27.6862,,,,,5.2405,,,,,0.0158,22.4288,,,,
2025-09-10,316490067301.28,5.2826,,,,,7.3947,,,,,28.3687,,,,,5.3697,,,,,0.0154,22.9817,,,,
2025-09-09,313951771508.32,5.2402,,,,,7.3354,,,,,28.1412,,,,,5.3266,,,,,0.0155,22.7974,,,,
2025-09-08,326436645001.6,5.4486,,,,,7.6271,,,,,29.2603,,,,,5.5384,,,,,0.0149,23.7040,,,,
2025-09-05,316991823446.4,5.2910,,,,,7.4064,,,,,28.4137,,,,,5.3782,,,,,0.0154,23.0182,,,,
2025-09-04,300876596667.84,5.0220,,,,,7.0299,,,,,26.9692,,,,,5.1048,,,,,0.0162,21.8480,,,,
2025-09-03,327263066887.68,5.4624,,,,,7.6464,,,,,29.3344,,,,,5.5525,,,,,0.0149,23.7640,,,,
2025-09-02,330568754432.0,5.5176,,,,,7.7236,,,,,29.6307,,,,,5.6086,,,,,0.0148,24.0041,,,,
2025-09-01,329329121602.88,5.4969,,,,,7.6946,,,,,29.5196,,,,,5.5875,,,,,0.0148,23.9140,,,,
2025-08-29,304890645828.8,5.0890,,,,,7.1236,,,,,27.3290,,,,,5.1729,,,,,0.0160,22.1395,,,,
2025-08-28,282429679567.84,4.7141,,,,,6.5989,,,,,25.3157,,,,,4.7918,,,,,0.0173,20.5085,,,,
2025-08-27,282705263793.0,4.7187,,,,,6.6053,,,,,25.3404,,,,,4.7965,,,,,0.0173,20.5285,,,,
2025-08-26,286853978356.0,4.7879,,,,,6.7022,,,,,25.7123,,,,,4.8669,,,,,0.0170,20.8297,,,,
2025-08-25,296277487149.1001,4.9452,,,,,6.9224,,,,,26.5570,,,,,5.0268,,,,,0.0165,21.5140,,,,
2025-08-22,277819878562.0,4.6372,,,,,6.4911,,,,,24.9025,,,,,4.7136,,,,,0.0176,20.1737,,,,
2025-08-21,270713777814.9,4.5185,,,,,6.3251,,,,,24.2655,,,,,4.5930,,,,,0.0180,19.6577,,,,
