date,市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2025-08-20,114596081520.7,9.4338,,,,,2.3005,,,,,1.8490,,,,,0.4799,,,,,9.5948,,,,,0.0370
2025-08-19,114125138719.93,9.3951,,,,,2.2911,,,,,1.8414,,,,,0.4780,,,,,9.5554,,,,,0.0371
2025-08-18,113968157786.34,9.3821,,,,,2.2879,,,,,1.8389,,,,,0.4773,,,,,9.5422,,,,,0.0372
2025-08-15,113811176852.75,9.3692,,,,,2.2848,,,,,1.8363,,,,,0.4766,,,,,9.5291,,,,,0.0372
2025-08-14,113654195919.16,9.3563,,,,,2.2816,,,,,1.8338,,,,,0.4760,,,,,9.5159,,,,,0.0373
2025-08-13,115067024321.47,9.4726,,,,,2.3100,,,,,1.8566,,,,,0.4819,,,,,9.6342,,,,,0.0368
2025-08-12,115851928989.42,9.5372,,,,,2.3258,,,,,1.8693,,,,,0.4852,,,,,9.6999,,,,,0.0366
2025-08-11,116165890856.6,9.5631,,,,,2.3321,,,,,1.8743,,,,,0.4865,,,,,9.7262,,,,,0.0365
2025-08-08,119305509528.4,9.8215,,,,,2.3951,,,,,1.9250,,,,,0.4997,,,,,9.9891,,,,,0.0355
2025-08-07,117892681126.09,9.7052,,,,,2.3667,,,,,1.9022,,,,,0.4937,,,,,9.8708,,,,,0.0360
2025-08-06,118991547661.22,9.7957,,,,,2.3888,,,,,1.9199,,,,,0.4983,,,,,9.9628,,,,,0.0356
2025-08-05,118520604860.45,9.7569,,,,,2.3793,,,,,1.9123,,,,,0.4964,,,,,9.9234,,,,,0.0358
2025-08-04,115851928989.42,9.5372,,,,,2.3258,,,,,1.8693,,,,,0.4852,,,,,9.6999,,,,,0.0366
2025-08-01,114439100587.11,9.4209,,,,,2.2974,,,,,1.8465,,,,,0.4793,,,,,9.5817,,,,,0.0370
2025-07-31,115067024321.47,9.4726,,,,,2.3100,,,,,1.8566,,,,,0.4819,,,,,9.6342,,,,,0.0368
2025-07-30,119619471395.58,9.8474,,,,,2.4014,,,,,1.9301,,,,,0.5010,,,,,10.0154,,,,,0.0354
2025-07-29,110357596313.77,10.0853,,,,,2.3979,,,,,1.9147,,,,,0.4588,,,,,10.4982,,,,,0.0384
2025-07-28,110828539114.54,10.1283,,,,,2.4081,,,,,1.9229,,,,,0.4608,,,,,10.5430,,,,,0.0382
2025-07-25,110357596313.77,10.0853,,,,,2.3979,,,,,1.9147,,,,,0.4588,,,,,10.4982,,,,,0.0384
2025-07-24,111456462848.9,10.1857,,,,,2.4218,,,,,1.9338,,,,,0.4634,,,,,10.6027,,,,,0.0380
2025-07-23,112869291251.21,10.3148,,,,,2.4525,,,,,1.9583,,,,,0.4693,,,,,10.7371,,,,,0.0376
2025-07-22,114753062454.29,10.4870,,,,,2.4934,,,,,1.9910,,,,,0.4771,,,,,10.9163,,,,,0.0369
2025-07-21,114753062454.29,10.4870,,,,,2.4934,,,,,1.9910,,,,,0.4771,,,,,10.9163,,,,,0.0369
2025-07-18,110357596313.77,10.0853,,,,,2.3979,,,,,1.9147,,,,,0.4588,,,,,10.4982,,,,,0.0384
2025-07-17,108944767911.46,9.9562,,,,,2.3672,,,,,1.8902,,,,,0.4530,,,,,10.3638,,,,,0.0389
2025-07-16,110357596313.77,10.0853,,,,,2.3979,,,,,1.9147,,,,,0.4588,,,,,10.4982,,,,,0.0384
2025-07-15,110828539114.54,10.1283,,,,,2.4081,,,,,1.9229,,,,,0.4608,,,,,10.5430,,,,,0.0382
2025-07-14,112084386583.26,10.2431,,,,,2.4354,,,,,1.9447,,,,,0.4660,,,,,10.6624,,,,,0.0378
2025-07-11,110200615380.18,10.0709,,,,,2.3945,,,,,1.9120,,,,,0.4582,,,,,10.4832,,,,,0.0385
2025-07-10,111613443782.49,10.2000,,,,,2.4252,,,,,1.9365,,,,,0.4641,,,,,10.6176,,,,,0.0380
2025-07-09,116793814590.96,10.6735,,,,,2.3238,,,,,1.8876,,,,,0.4856,,,,,11.1104,,,,,0.0363
2025-07-08,118049662059.68,10.7882,,,,,2.3487,,,,,1.9079,,,,,0.4908,,,,,11.2299,,,,,0.0359
2025-07-07,118206642993.27,10.8026,,,,,2.3519,,,,,1.9104,,,,,0.4915,,,,,11.2448,,,,,0.0359
