date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2026-05-12,111212097270.72,1.5773,,,,,0.3924,,,,,5.4047,,,,,0.3924,,,,,5.4218,,,,,0.0529
2026-05-11,111212097270.72,1.5773,,,,,0.3924,,,,,5.4047,,,,,0.3924,,,,,5.4218,,,,,0.0529
2026-05-08,111423527113.44,1.5803,,,,,0.3932,,,,,5.4150,,,,,0.3932,,,,,5.4321,,,,,0.0528
2026-05-07,111423527113.44,1.5803,,,,,0.3932,,,,,5.4150,,,,,0.3932,,,,,5.4321,,,,,0.0528
2026-05-06,111634956956.16,1.5833,,,,,0.3939,,,,,5.4252,,,,,0.3939,,,,,5.4424,,,,,0.0527
2026-04-30,112057816641.6,1.5893,,,,,0.3954,,,,,5.4458,,,,,0.3954,,,,,5.4630,,,,,0.0525
2026-04-29,112057816641.6,1.5893,,,,,0.3954,,,,,5.4458,,,,,0.3954,,,,,5.4630,,,,,0.0525
2026-04-28,112057816641.6,1.5893,,,,,0.3954,,,,,5.4458,,,,,0.3954,,,,,5.4630,,,,,0.0525
2026-04-27,116286413496.0,1.6673,,,,,0.4185,,,,,4.4225,,,,,0.4185,,,,,4.4254,,,,,0.0364
2026-04-24,115440694125.12,1.6552,,,,,0.4154,,,,,4.3904,,,,,0.4154,,,,,4.3932,,,,,0.0366
2026-04-23,115863553810.56,1.6612,,,,,0.4169,,,,,4.4065,,,,,0.4169,,,,,4.4093,,,,,0.0365
2026-04-22,114806404596.96,1.6461,,,,,0.4131,,,,,4.3663,,,,,0.4131,,,,,4.3691,,,,,0.0368
2026-04-21,115440694125.12,1.6552,,,,,0.4154,,,,,4.3904,,,,,0.4154,,,,,4.3932,,,,,0.0366
2026-04-20,115017834439.68,1.6491,,,,,0.4139,,,,,4.3743,,,,,0.4139,,,,,4.3771,,,,,0.0368
2026-04-17,114594974754.24,1.6430,,,,,0.4124,,,,,4.3582,,,,,0.4124,,,,,4.3610,,,,,0.0369
2026-04-16,114806404596.96,1.6461,,,,,0.4131,,,,,4.3663,,,,,0.4131,,,,,4.3691,,,,,0.0368
2026-04-15,115652123967.84,1.6582,,,,,0.4162,,,,,4.3984,,,,,0.4162,,,,,4.4013,,,,,0.0366
2026-04-14,114806404596.96,1.6461,,,,,0.4131,,,,,4.3663,,,,,0.4131,,,,,4.3691,,,,,0.0368
2026-04-13,113960685226.08,1.6339,,,,,0.4101,,,,,4.3341,,,,,0.4101,,,,,4.3369,,,,,0.0371
2026-04-10,113960685226.08,1.6339,,,,,0.4101,,,,,4.3341,,,,,0.4101,,,,,4.3369,,,,,0.0371
2026-04-09,114172115068.8,1.6370,,,,,0.4109,,,,,4.3421,,,,,0.4109,,,,,4.3449,,,,,0.0370
2026-04-08,115440694125.12,1.6552,,,,,0.4154,,,,,4.3904,,,,,0.4154,,,,,4.3932,,,,,0.0366
2026-04-07,113960685226.08,1.6339,,,,,0.4101,,,,,4.3341,,,,,0.4101,,,,,4.3369,,,,,0.0371
2026-04-03,115017834439.68,1.6491,,,,,0.4139,,,,,4.3743,,,,,0.4139,,,,,4.3771,,,,,0.0368
2026-04-02,116286413496.0,1.6673,,,,,0.4185,,,,,4.4225,,,,,0.4185,,,,,4.4254,,,,,0.0364
2026-04-01,116074983653.28,1.6643,,,,,0.4177,,,,,4.4145,,,,,0.4177,,,,,4.4174,,,,,0.0364
2026-03-31,116497843338.72,1.6703,,,,,0.4192,,,,,4.4306,,,,,0.4192,,,,,4.4335,,,,,0.0363
2026-03-30,115652123967.84,1.6582,,,,,0.4162,,,,,4.3984,,,,,0.4162,,,,,4.4013,,,,,0.0366
2026-03-27,115017834439.68,1.6491,,,,,0.4139,,,,,4.3743,,,,,0.4139,,,,,4.3771,,,,,0.0368
2026-03-26,115652123967.84,1.6582,,,,,0.4162,,,,,4.3984,,,,,0.4162,,,,,4.4013,,,,,0.0366
2026-03-25,115863553810.56,1.6612,,,,,0.4169,,,,,4.4065,,,,,0.4169,,,,,4.4093,,,,,0.0365
2026-03-24,114172115068.8,1.6370,,,,,0.4109,,,,,4.3421,,,,,0.4109,,,,,4.3449,,,,,0.0370
2026-03-23,111212097270.72,1.5945,,,,,0.4002,,,,,4.2296,,,,,0.4002,,,,,4.2323,,,,,0.0380
2026-03-20,114594974754.24,1.6430,,,,,0.4124,,,,,4.3582,,,,,0.4124,,,,,4.3610,,,,,0.0369
2026-03-19,115440694125.12,1.6552,,,,,0.4154,,,,,4.3904,,,,,0.4154,,,,,4.3932,,,,,0.0366
2026-03-18,116286413496.0,1.6673,,,,,0.4185,,,,,4.4225,,,,,0.4185,,,,,4.4254,,,,,0.0364
2026-03-17,116709273181.44,1.6733,,,,,0.4200,,,,,4.4386,,,,,0.4200,,,,,4.4415,,,,,0.0362
2026-03-16,116074983653.28,1.6643,,,,,0.4177,,,,,4.4145,,,,,0.4177,,,,,4.4174,,,,,0.0364
2026-03-13,116074983653.28,1.6643,,,,,0.4177,,,,,4.4145,,,,,0.4177,,,,,4.4174,,,,,0.0364
2026-03-12,115863553810.56,1.6612,,,,,0.4169,,,,,4.4065,,,,,0.4169,,,,,4.4093,,,,,0.0365
2026-03-11,115017834439.68,1.6491,,,,,0.4139,,,,,4.3743,,,,,0.4139,,,,,4.3771,,,,,0.0368
2026-03-10,113960685226.08,1.6339,,,,,0.4101,,,,,4.3341,,,,,0.4101,,,,,4.3369,,,,,0.0371
2026-03-09,113749255383.36,1.6309,,,,,0.4093,,,,,4.3261,,,,,0.4093,,,,,4.3289,,,,,0.0372
2026-03-06,114383544911.52,1.6400,,,,,0.4116,,,,,4.3502,,,,,0.4116,,,,,4.3530,,,,,0.0370
2026-03-05,114172115068.8,1.6370,,,,,0.4109,,,,,4.3421,,,,,0.4109,,,,,4.3449,,,,,0.0370
2026-03-04,113114965855.2,1.6218,,,,,0.4070,,,,,4.3019,,,,,0.4070,,,,,4.3047,,,,,0.0374
2026-03-03,114383544911.52,1.6400,,,,,0.4116,,,,,4.3502,,,,,0.4116,,,,,4.3530,,,,,0.0370
2026-03-02,114806404596.96,1.6461,,,,,0.4131,,,,,4.3663,,,,,0.4131,,,,,4.3691,,,,,0.0368
2026-02-27,113960685226.08,1.6339,,,,,0.4101,,,,,4.3341,,,,,0.4101,,,,,4.3369,,,,,0.0371
2026-02-26,113537825540.64,1.6279,,,,,0.4086,,,,,4.3180,,,,,0.4086,,,,,4.3208,,,,,0.0372
2026-02-25,113326395697.92,1.6248,,,,,0.4078,,,,,4.3100,,,,,0.4078,,,,,4.3128,,,,,0.0373
2026-02-24,113960685226.08,1.6339,,,,,0.4101,,,,,4.3341,,,,,0.4101,,,,,4.3369,,,,,0.0371
2026-02-13,114383544911.52,1.6400,,,,,0.4116,,,,,4.3502,,,,,0.4116,,,,,4.3530,,,,,0.0370
2026-02-12,114383544911.52,1.6400,,,,,0.4116,,,,,4.3502,,,,,0.4116,,,,,4.3530,,,,,0.0370
2026-02-11,115652123967.84,1.6582,,,,,0.4162,,,,,4.3984,,,,,0.4162,,,,,4.4013,,,,,0.0366
2026-02-10,115229264282.4,1.6521,,,,,0.4147,,,,,4.3823,,,,,0.4147,,,,,4.3852,,,,,0.0367
2026-02-09,114806404596.96,1.6461,,,,,0.4131,,,,,4.3663,,,,,0.4131,,,,,4.3691,,,,,0.0368
2026-02-06,114172115068.8,1.6370,,,,,0.4109,,,,,4.3421,,,,,0.4109,,,,,4.3449,,,,,0.0370
2026-02-05,114172115068.8,1.6370,,,,,0.4109,,,,,4.3421,,,,,0.4109,,,,,4.3449,,,,,0.0370
2026-02-04,112903536012.48,1.6188,,,,,0.4063,,,,,4.2939,,,,,0.4063,,,,,4.2967,,,,,0.0375
2026-02-03,111634956956.16,1.6006,,,,,0.4017,,,,,4.2456,,,,,0.4017,,,,,4.2484,,,,,0.0379
2026-02-02,113114965855.2,1.6218,,,,,0.4070,,,,,4.3019,,,,,0.4070,,,,,4.3047,,,,,0.0374
2026-01-30,112057816641.6,1.6067,,,,,0.4032,,,,,4.2617,,,,,0.4032,,,,,4.2645,,,,,0.0377
2026-01-29,113326395697.92,1.6248,,,,,0.4078,,,,,4.3100,,,,,0.4078,,,,,4.3128,,,,,0.0373
2026-01-28,111423527113.44,1.5976,,,,,0.4010,,,,,4.2376,,,,,0.4010,,,,,4.2403,,,,,0.0380
2026-01-27,110789237585.28,1.5885,,,,,0.3987,,,,,4.2135,,,,,0.3987,,,,,4.2162,,,,,0.0382
2026-01-26,111423527113.44,1.5976,,,,,0.4010,,,,,4.2376,,,,,0.4010,,,,,4.2403,,,,,0.0380
2026-01-23,111212097270.72,1.5945,,,,,0.4002,,,,,4.2296,,,,,0.4002,,,,,4.2323,,,,,0.0380
2026-01-22,112057816641.6,1.6067,,,,,0.4032,,,,,4.2617,,,,,0.4032,,,,,4.2645,,,,,0.0377
2026-01-21,111212097270.72,1.5945,,,,,0.4002,,,,,4.2296,,,,,0.4002,,,,,4.2323,,,,,0.0380
2026-01-20,112480676327.04,1.6127,,,,,0.4048,,,,,4.2778,,,,,0.4048,,,,,4.2806,,,,,0.0376
2026-01-19,110366377899.84,1.5824,,,,,0.3972,,,,,4.1974,,,,,0.3972,,,,,4.2001,,,,,0.0383
2026-01-16,110789237585.28,1.5885,,,,,0.3987,,,,,4.2135,,,,,0.3987,,,,,4.2162,,,,,0.0382
2026-01-15,112692106169.76,1.6158,,,,,0.4055,,,,,4.2858,,,,,0.4055,,,,,4.2886,,,,,0.0375
2026-01-14,113749255383.36,1.6309,,,,,0.4093,,,,,4.3261,,,,,0.4093,,,,,4.3289,,,,,0.0372
2026-01-13,116920703024.16,1.6764,,,,,0.4207,,,,,4.4467,,,,,0.4207,,,,,4.4495,,,,,0.0362
2026-01-12,116709273181.44,1.6733,,,,,0.4200,,,,,4.4386,,,,,0.4200,,,,,4.4415,,,,,0.0362
2026-01-09,116497843338.72,1.6703,,,,,0.4192,,,,,4.4306,,,,,0.4192,,,,,4.4335,,,,,0.0363
2026-01-08,116920703024.16,1.6764,,,,,0.4207,,,,,4.4467,,,,,0.4207,,,,,4.4495,,,,,0.0362
2026-01-07,117343562709.6,1.6824,,,,,0.4223,,,,,4.4628,,,,,0.4223,,,,,4.4656,,,,,0.0360
2026-01-06,118189282080.48,1.6946,,,,,0.4253,,,,,4.4949,,,,,0.4253,,,,,4.4978,,,,,0.0358
2026-01-05,116709273181.44,1.6733,,,,,0.4200,,,,,4.4386,,,,,0.4200,,,,,4.4415,,,,,0.0362
2025-12-31,115863553810.56,1.6612,,,,,0.4169,,,,,4.4065,,,,,0.4169,,,,,4.4093,,,,,0.0584
2025-12-30,115863553810.56,1.6612,,,,,0.4169,,,,,4.4065,,,,,0.4169,,,,,4.4093,,,,,0.0584
2025-12-29,116709273181.44,1.6733,,,,,0.4200,,,,,4.4386,,,,,0.4200,,,,,4.4415,,,,,0.0580
2025-12-26,116074983653.28,1.6643,,,,,0.4177,,,,,4.4145,,,,,0.4177,,,,,4.4174,,,,,0.0583
2025-12-25,116497843338.72,1.6703,,,,,0.4192,,,,,4.4306,,,,,0.4192,,,,,4.4335,,,,,0.0581
2025-12-24,116286413496.0,1.6673,,,,,0.4185,,,,,4.4225,,,,,0.4185,,,,,4.4254,,,,,0.0582
2025-12-23,116497843338.72,1.6703,,,,,0.4192,,,,,4.4306,,,,,0.4192,,,,,4.4335,,,,,0.0581
2025-12-22,116497843338.72,1.6703,,,,,0.4192,,,,,4.4306,,,,,0.4192,,,,,4.4335,,,,,0.0581
2025-12-19,117343562709.6,1.6824,,,,,0.4223,,,,,4.4628,,,,,0.4223,,,,,4.4656,,,,,0.0577
2025-12-18,117554992552.32,1.6855,,,,,0.4230,,,,,4.4708,,,,,0.4230,,,,,4.4737,,,,,0.0576
2025-12-17,116497843338.72,1.6703,,,,,0.4192,,,,,4.4306,,,,,0.4192,,,,,4.4335,,,,,0.0581
2025-12-16,116497843338.72,1.6703,,,,,0.4192,,,,,4.4306,,,,,0.4192,,,,,4.4335,,,,,0.0581
2025-12-15,117132132866.88,1.6794,,,,,0.4215,,,,,4.4547,,,,,0.4215,,,,,4.4576,,,,,0.0578
2025-12-12,116709273181.44,1.6733,,,,,0.4200,,,,,4.4386,,,,,0.4200,,,,,4.4415,,,,,0.0580
2025-12-11,116920703024.16,1.6764,,,,,0.4207,,,,,4.4467,,,,,0.4207,,,,,4.4495,,,,,0.0579
2025-12-10,116920703024.16,1.6764,,,,,0.4207,,,,,4.4467,,,,,0.4207,,,,,4.4495,,,,,0.0579
2025-12-09,117977852237.76,1.6915,,,,,0.4245,,,,,4.4869,,,,,0.4245,,,,,4.4898,,,,,0.0573
2025-12-08,119035001451.36,1.7067,,,,,0.4283,,,,,4.5271,,,,,0.4283,,,,,4.5300,,,,,0.0568
2025-12-05,118189282080.48,1.6946,,,,,0.4253,,,,,4.4949,,,,,0.4253,,,,,4.4978,,,,,0.0572
2025-12-04,119246431294.08,1.7097,,,,,0.4291,,,,,4.5351,,,,,0.4291,,,,,4.5381,,,,,0.0567
2025-12-03,120303580507.68,1.7249,,,,,0.4329,,,,,4.5753,,,,,0.4329,,,,,4.5783,,,,,0.0562
2025-12-02,121149299878.56,1.7370,,,,,0.4360,,,,,4.6075,,,,,0.4360,,,,,4.6105,,,,,0.0558
2025-12-01,121360729721.28,1.7400,,,,,0.4367,,,,,4.6155,,,,,0.4367,,,,,4.6185,,,,,0.0557
2025-11-28,120092150664.96,1.7219,,,,,0.4322,,,,,4.5673,,,,,0.4322,,,,,4.5702,,,,,0.0563
2025-11-27,121149299878.56,1.7370,,,,,0.4360,,,,,4.6075,,,,,0.4360,,,,,4.6105,,,,,0.0558
2025-11-26,121149299878.56,1.7370,,,,,0.4360,,,,,4.6075,,,,,0.4360,,,,,4.6105,,,,,0.0558
2025-11-25,122206449092.16,1.7522,,,,,0.4398,,,,,4.6477,,,,,0.4398,,,,,4.6507,,,,,0.0554
2025-11-24,120092150664.96,1.7219,,,,,0.4322,,,,,4.5673,,,,,0.4322,,,,,4.5702,,,,,0.0563
2025-11-21,121360729721.28,1.7400,,,,,0.4367,,,,,4.6155,,,,,0.4367,,,,,4.6185,,,,,0.0557
2025-11-20,123052168463.04,1.7643,,,,,0.4428,,,,,4.6799,,,,,0.4428,,,,,4.6829,,,,,0.0550
2025-11-19,121360729721.28,1.7400,,,,,0.4367,,,,,4.6155,,,,,0.4367,,,,,4.6185,,,,,0.0557
2025-11-18,119669290979.52,1.7158,,,,,0.4306,,,,,4.5512,,,,,0.4306,,,,,4.5541,,,,,0.0565
2025-11-17,120726440193.12,1.7309,,,,,0.4344,,,,,4.5914,,,,,0.4344,,,,,4.5944,,,,,0.0560
2025-11-14,121149299878.56,1.7370,,,,,0.4360,,,,,4.6075,,,,,0.4360,,,,,4.6105,,,,,0.0558
2025-11-13,120726440193.12,1.7309,,,,,0.4344,,,,,4.5914,,,,,0.4344,,,,,4.5944,,,,,0.0560
2025-11-12,121149299878.56,1.7370,,,,,0.4360,,,,,4.6075,,,,,0.4360,,,,,4.6105,,,,,0.0558
2025-11-11,120937870035.84,1.7340,,,,,0.4352,,,,,4.5994,,,,,0.4352,,,,,4.6024,,,,,0.0559
2025-11-10,121149299878.56,1.7370,,,,,0.4360,,,,,4.6075,,,,,0.4360,,,,,4.6105,,,,,0.0558
2025-11-07,119880720822.24,1.7188,,,,,0.4314,,,,,4.5592,,,,,0.4314,,,,,4.5622,,,,,0.0564
2025-11-06,120303580507.68,1.7249,,,,,0.4329,,,,,4.5753,,,,,0.4329,,,,,4.5783,,,,,0.0562
2025-11-05,120726440193.12,1.7309,,,,,0.4344,,,,,4.5914,,,,,0.4344,,,,,4.5944,,,,,0.0560
2025-11-04,121572159564.0,1.7431,,,,,0.4375,,,,,4.6236,,,,,0.4375,,,,,4.6266,,,,,0.0557
2025-11-03,119669290979.52,1.7158,,,,,0.4306,,,,,4.5512,,,,,0.4306,,,,,4.5541,,,,,0.0565
2025-10-31,118189282080.48,1.6946,,,,,0.4253,,,,,4.4949,,,,,0.4253,,,,,4.4978,,,,,0.0572
2025-10-30,119880720822.24,1.6982,,,,,0.4421,,,,,4.5482,,,,,0.4421,,,,,4.5573,,,,,0.0564
2025-10-29,119457861136.8,1.6923,,,,,0.4406,,,,,4.5321,,,,,0.4406,,,,,4.5413,,,,,0.0566
2025-10-28,121783589406.72,1.7252,,,,,0.4492,,,,,4.6204,,,,,0.4492,,,,,4.6297,,,,,0.0556
2025-10-27,122417878934.88,1.7342,,,,,0.4515,,,,,4.6444,,,,,0.4515,,,,,4.6538,,,,,0.0553
2025-10-24,122206449092.16,1.7312,,,,,0.4507,,,,,4.6364,,,,,0.4507,,,,,4.6457,,,,,0.0554
2025-10-23,122840738620.32,1.7402,,,,,0.4531,,,,,4.6605,,,,,0.4531,,,,,4.6699,,,,,0.0551
2025-10-22,121572159564.0,1.7222,,,,,0.4484,,,,,4.6123,,,,,0.4484,,,,,4.6216,,,,,0.0557
2025-10-21,120515010350.4,1.7072,,,,,0.4445,,,,,4.5722,,,,,0.4445,,,,,4.5814,,,,,0.0561
2025-10-20,121360729721.28,1.7192,,,,,0.4476,,,,,4.6043,,,,,0.4476,,,,,4.6136,,,,,0.0557
2025-10-17,121149299878.56,1.7162,,,,,0.4468,,,,,4.5963,,,,,0.4468,,,,,4.6056,,,,,0.0558
2025-10-16,121783589406.72,1.7252,,,,,0.4492,,,,,4.6204,,,,,0.4492,,,,,4.6297,,,,,0.0556
2025-10-15,120515010350.4,1.7072,,,,,0.4445,,,,,4.5722,,,,,0.4445,,,,,4.5814,,,,,0.0561
2025-10-14,119457861136.8,1.6923,,,,,0.4406,,,,,4.5321,,,,,0.4406,,,,,4.5413,,,,,0.0566
2025-10-13,117343562709.6,1.6623,,,,,0.4328,,,,,4.4519,,,,,0.4328,,,,,4.4609,,,,,0.0577
2025-10-10,116286413496.0,1.6473,,,,,0.4289,,,,,4.4118,,,,,0.4289,,,,,4.4207,,,,,0.0582
2025-10-09,115440694125.12,1.6353,,,,,0.4258,,,,,4.3797,,,,,0.4258,,,,,4.3885,,,,,0.0586
2025-09-30,116497843338.72,1.6503,,,,,0.4297,,,,,4.4198,,,,,0.4297,,,,,4.4287,,,,,0.0581
2025-09-29,117343562709.6,1.6623,,,,,0.4328,,,,,4.4519,,,,,0.4328,,,,,4.4609,,,,,0.0577
2025-09-26,118400711923.2,1.6773,,,,,0.4367,,,,,4.4920,,,,,0.4367,,,,,4.5011,,,,,0.0571
2025-09-25,118189282080.48,1.6743,,,,,0.4359,,,,,4.4840,,,,,0.4359,,,,,4.4930,,,,,0.0572
2025-09-24,119035001451.36,1.6863,,,,,0.4390,,,,,4.5161,,,,,0.4390,,,,,4.5252,,,,,0.0568
2025-09-23,119246431294.08,1.6893,,,,,0.4398,,,,,4.5241,,,,,0.4398,,,,,4.5332,,,,,0.0567
2025-09-22,117977852237.76,1.6713,,,,,0.4351,,,,,4.4760,,,,,0.4351,,,,,4.4850,,,,,0.0573
2025-09-19,119035001451.36,1.6863,,,,,0.4390,,,,,4.5161,,,,,0.4390,,,,,4.5252,,,,,0.0568
2025-09-18,119035001451.36,1.6863,,,,,0.4390,,,,,4.5161,,,,,0.4390,,,,,4.5252,,,,,0.0568
2025-09-17,120937870035.84,1.7132,,,,,0.4460,,,,,4.5883,,,,,0.4460,,,,,4.5975,,,,,0.0559
2025-09-16,121995019249.44,1.7282,,,,,0.4499,,,,,4.6284,,,,,0.4499,,,,,4.6377,,,,,0.0555
2025-09-15,124320747519.36,1.7611,,,,,0.4585,,,,,4.7166,,,,,0.4585,,,,,4.7261,,,,,0.0544
2025-09-12,125800756418.4,1.7821,,,,,0.4640,,,,,4.7728,,,,,0.4640,,,,,4.7824,,,,,0.0538
2025-09-11,128337914531.04,1.8180,,,,,0.4733,,,,,4.8690,,,,,0.4733,,,,,4.8788,,,,,0.0527
2025-09-10,127492195160.16,1.8061,,,,,0.4702,,,,,4.8369,,,,,0.4702,,,,,4.8467,,,,,0.0531
2025-09-09,127069335474.72,1.8001,,,,,0.4687,,,,,4.8209,,,,,0.4687,,,,,4.8306,,,,,0.0532
2025-09-08,126435045946.56,1.7911,,,,,0.4663,,,,,4.7968,,,,,0.4663,,,,,4.8065,,,,,0.0535
2025-09-05,128126484688.32,1.8151,,,,,0.4726,,,,,4.8610,,,,,0.4726,,,,,4.8708,,,,,0.0528
2025-09-04,129606493587.36,1.8360,,,,,0.4780,,,,,4.9172,,,,,0.4780,,,,,4.9271,,,,,0.0522
2025-09-03,128760774216.48,1.8240,,,,,0.4749,,,,,4.8851,,,,,0.4749,,,,,4.8949,,,,,0.0525
2025-09-02,130240783115.52,1.8450,,,,,0.4803,,,,,4.9412,,,,,0.4803,,,,,4.9512,,,,,0.0519
2025-09-01,128337914531.04,1.8180,,,,,0.4733,,,,,4.8690,,,,,0.4733,,,,,4.8788,,,,,0.0527
2025-08-29,126857905632.0,1.8291,,,,,0.4709,,,,,4.9309,,,,,0.4709,,,,,4.9478,,,,,0.0533
2025-08-28,129395063744.64,1.8657,,,,,0.4803,,,,,5.0295,,,,,0.4803,,,,,5.0468,,,,,0.0523
2025-08-27,128549344373.76,1.8535,,,,,0.4772,,,,,4.9967,,,,,0.4772,,,,,5.0138,,,,,0.0526
2025-08-26,131720792014.56,1.8993,,,,,0.4890,,,,,5.1199,,,,,0.4890,,,,,5.1375,,,,,0.0514
2025-08-25,133200800913.6,1.9206,,,,,0.4945,,,,,5.1775,,,,,0.4945,,,,,5.1952,,,,,0.0508
2025-08-22,131509362171.84,1.8962,,,,,0.4882,,,,,5.1117,,,,,0.4882,,,,,5.1293,,,,,0.0514
2025-08-21,132989371070.88,1.9175,,,,,0.4937,,,,,5.1693,,,,,0.4937,,,,,5.1870,,,,,0.0509
