date,市值(元),股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2025-08-20,93870380982.28,0.0320,21.0562,,,,,3.3803,,,,,23.2290,,,,,3.5473,,,,,2.8943,,,,
2025-08-19,92683529776.72,0.0324,20.7899,,,,,3.3376,,,,,22.9353,,,,,3.5024,,,,,2.8577,,,,
2025-08-18,92628961905.2,0.0324,20.7777,,,,,3.3356,,,,,22.9218,,,,,3.5004,,,,,2.8560,,,,
2025-08-15,92219702868.8,0.0325,20.6859,,,,,3.3209,,,,,22.8205,,,,,3.4849,,,,,2.8434,,,,
2025-08-14,92451616322.76,0.0325,20.7379,,,,,3.3292,,,,,22.8779,,,,,3.4937,,,,,2.8505,,,,
2025-08-13,92588036001.56,0.0324,20.7685,,,,,3.3341,,,,,22.9116,,,,,3.4988,,,,,2.8547,,,,
2025-08-12,92697171744.6,0.0324,20.7930,,,,,3.3381,,,,,22.9386,,,,,3.5029,,,,,2.8581,,,,
2025-08-11,92724455680.36,0.0324,20.7991,,,,,3.3390,,,,,22.9454,,,,,3.5040,,,,,2.8589,,,,
2025-08-08,92437974354.88,0.0325,20.7349,,,,,3.3287,,,,,22.8745,,,,,3.4932,,,,,2.8501,,,,
2025-08-07,92901801262.8,0.0323,20.8389,,,,,3.3454,,,,,22.9893,,,,,3.5107,,,,,2.8644,,,,
2025-08-06,92628961905.2,0.0324,20.7777,,,,,3.3356,,,,,22.9218,,,,,3.5004,,,,,2.8560,,,,
2025-08-05,92628961905.2,0.0324,20.7777,,,,,3.3356,,,,,22.9218,,,,,3.5004,,,,,2.8560,,,,
2025-08-04,92560752065.8,0.0324,20.7624,,,,,3.3332,,,,,22.9049,,,,,3.4978,,,,,2.8539,,,,
2025-08-01,92833591423.4,0.0323,20.8236,,,,,3.3430,,,,,22.9724,,,,,3.5081,,,,,2.8623,,,,
2025-07-31,92656245840.96,0.0324,20.7838,,,,,3.3366,,,,,22.9285,,,,,3.5014,,,,,2.8568,,,,
2025-07-30,94320565922.32,0.0318,21.1571,,,,,3.3965,,,,,23.3404,,,,,3.5643,,,,,2.9081,,,,
2025-07-29,93693035399.84,0.0320,21.0164,,,,,3.3739,,,,,23.1851,,,,,3.5406,,,,,2.8888,,,,
2025-07-28,94129578372.0,0.0319,21.1143,,,,,3.3896,,,,,23.2931,,,,,3.5571,,,,,2.9022,,,,
2025-07-25,94811676766.0,0.0317,21.2673,,,,,3.4142,,,,,23.4619,,,,,3.5829,,,,,2.9233,,,,
2025-07-24,95084516123.6,0.0316,21.3285,,,,,3.4240,,,,,23.5294,,,,,3.5932,,,,,2.9317,,,,
2025-07-23,94579763312.04,0.0317,21.2153,,,,,3.4059,,,,,23.4045,,,,,3.5741,,,,,2.9161,,,,
2025-07-22,95234577770.28,0.0315,21.3622,,,,,3.4294,,,,,23.5665,,,,,3.5988,,,,,2.9363,,,,
2025-07-21,93924948853.8,0.0320,21.0684,,,,,3.3823,,,,,23.2425,,,,,3.5493,,,,,2.8959,,,,
2025-07-18,93747603271.36,0.0320,21.0286,,,,,3.3759,,,,,23.1986,,,,,3.5426,,,,,2.8905,,,,
2025-07-17,93174640620.4,0.0322,20.9001,,,,,3.3553,,,,,23.0568,,,,,3.5210,,,,,2.8728,,,,
2025-07-16,93092788813.12,0.0322,20.8817,,,,,3.3523,,,,,23.0365,,,,,3.5179,,,,,2.8703,,,,
2025-07-15,93215566524.04,0.0322,20.9093,,,,,3.3567,,,,,23.0669,,,,,3.5225,,,,,2.8741,,,,
2025-07-14,93870380982.28,0.0320,21.0562,,,,,3.3803,,,,,23.2290,,,,,3.5473,,,,,2.8943,,,,
2025-07-11,93870380982.28,0.0320,21.0562,,,,,3.3803,,,,,23.2290,,,,,3.5473,,,,,2.8943,,,,
2025-07-10,93624825560.44,0.0321,21.0011,,,,,3.3715,,,,,23.1682,,,,,3.5380,,,,,2.8867,,,,
2025-07-09,94020442628.96,0.0319,21.0898,,,,,3.3857,,,,,23.2661,,,,,3.5530,,,,,2.8989,,,,
2025-07-08,93843097046.52,0.0320,21.0500,,,,,3.3793,,,,,23.2222,,,,,3.5462,,,,,2.8934,,,,
2025-07-07,93133714716.76,0.0322,20.8909,,,,,3.3538,,,,,23.0467,,,,,3.5194,,,,,2.8715,,,,
