date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2025-09-10,93728571962.94,320.9203,,,,,0.4840,,,,,-238.0157,,,,,0.4839,,,,,0.0215,0.3240,,,,
2025-09-09,94327094133.84,322.9696,,,,,0.4871,,,,,-239.5356,,,,,0.4869,,,,,0.0214,0.3261,,,,
2025-09-08,92890640923.68,318.0513,,,,,0.4797,,,,,-235.8878,,,,,0.4795,,,,,0.0217,0.3211,,,,
2025-09-05,92651232055.32,317.2316,,,,,0.4785,,,,,-235.2799,,,,,0.4783,,,,,0.0218,0.3203,,,,
2025-09-04,92411823186.96,316.4119,,,,,0.4772,,,,,-234.6719,,,,,0.4771,,,,,0.0218,0.3195,,,,
2025-09-03,92531527621.14,316.8217,,,,,0.4778,,,,,-234.9759,,,,,0.4777,,,,,0.0218,0.3199,,,,
2025-09-02,93608867528.76,320.5105,,,,,0.4834,,,,,-237.7117,,,,,0.4832,,,,,0.0215,0.3236,,,,
2025-09-01,94446798568.02,323.3795,,,,,0.4877,,,,,-239.8395,,,,,0.4876,,,,,0.0214,0.3265,,,,
2025-08-29,95284729607.28,326.2485,,,,,0.4921,,,,,-241.9674,,,,,0.4919,,,,,0.0212,0.3294,,,,
2025-08-28,95284729607.28,326.2485,,,,,0.4921,,,,,-241.9674,,,,,0.4919,,,,,0.0212,0.3294,,,,
2025-08-27,95524138475.64,327.0682,,,,,0.4933,,,,,-242.5754,,,,,0.4931,,,,,0.0211,0.3302,,,,
2025-08-26,98397044895.96,336.9049,,,,,0.5081,,,,,-249.8709,,,,,0.5080,,,,,0.0205,0.3402,,,,
2025-08-25,99354680369.4,21.0124,,,,,0.5164,,,,,24.6462,,,,,0.5163,,,,,0.0203,0.3142,,,,
2025-08-22,95284729607.28,20.1517,,,,,0.4953,,,,,23.6366,,,,,0.4951,,,,,0.0212,0.3014,,,,
2025-08-21,94925616304.74,20.0757,,,,,0.4934,,,,,23.5475,,,,,0.4932,,,,,0.0212,0.3002,,,,
2025-08-20,94207389699.66,19.9238,,,,,0.4897,,,,,23.3694,,,,,0.4895,,,,,0.0214,0.2979,,,,
2025-08-19,95643842909.82,20.2276,,,,,0.4920,,,,,23.7257,,,,,0.4918,,,,,0.0211,0.3025,,,,
2025-08-18,96122660646.54,20.3289,,,,,0.4945,,,,,23.8445,,,,,0.4943,,,,,0.0210,0.3040,,,,
2025-08-15,97559113856.7,20.6327,,,,,0.5018,,,,,24.2008,,,,,0.5017,,,,,0.0207,0.3085,,,,
2025-08-14,95883251778.18,20.2783,,,,,0.4932,,,,,23.7851,,,,,0.4931,,,,,0.0210,0.3032,,,,
2025-08-13,95763547344.0,20.2529,,,,,0.4926,,,,,23.7554,,,,,0.4924,,,,,0.0211,0.3029,,,,
2025-08-12,96002956212.36,20.3036,,,,,0.4938,,,,,23.8148,,,,,0.4937,,,,,0.0210,0.3036,,,,
2025-08-11,96122660646.54,20.3289,,,,,0.4945,,,,,23.8445,,,,,0.4943,,,,,0.0210,0.3040,,,,
2025-08-08,95883251778.18,20.2783,,,,,0.4932,,,,,23.7851,,,,,0.4931,,,,,0.0210,0.3032,,,,
2025-08-07,96242365080.72,20.3542,,,,,0.4951,,,,,23.8742,,,,,0.4949,,,,,0.0210,0.3044,,,,
2025-08-06,95883251778.18,20.2783,,,,,0.4932,,,,,23.7851,,,,,0.4931,,,,,0.0210,0.3032,,,,
2025-08-05,96242365080.72,20.3542,,,,,0.4951,,,,,23.8742,,,,,0.4949,,,,,0.0210,0.3044,,,,
2025-08-04,95643842909.82,20.2276,,,,,0.4920,,,,,23.7257,,,,,0.4918,,,,,0.0211,0.3025,,,,
2025-08-01,95165025173.1,20.1264,,,,,0.4895,,,,,23.6069,,,,,0.4894,,,,,0.0212,0.3010,,,,
2025-07-31,95524138475.64,20.2023,,,,,0.4914,,,,,23.6960,,,,,0.4912,,,,,0.0211,0.3021,,,,
2025-07-30,99594089237.76,21.0631,,,,,0.5123,,,,,24.7056,,,,,0.5121,,,,,0.0203,0.3150,,,,
2025-07-29,100791133579.56,21.3162,,,,,0.5185,,,,,25.0026,,,,,0.5183,,,,,0.0200,0.3188,,,,
2025-07-28,101629064618.82,21.4934,,,,,0.5228,,,,,25.2104,,,,,0.5226,,,,,0.0198,0.3214,,,,
2025-07-25,100312315842.84,21.2150,,,,,0.5160,,,,,24.8838,,,,,0.5158,,,,,0.0201,0.3173,,,,
2025-07-24,99833498106.12,21.1137,,,,,0.5135,,,,,24.7650,,,,,0.5134,,,,,0.0202,0.3157,,,,
2025-07-23,98157636027.6,20.7593,,,,,0.5049,,,,,24.3493,,,,,0.5047,,,,,0.0205,0.3104,,,,
2025-07-22,98157636027.6,20.7593,,,,,0.5049,,,,,24.3493,,,,,0.5047,,,,,0.0205,0.3104,,,,
2025-07-21,96362069514.9,20.3795,,,,,0.4957,,,,,23.9039,,,,,0.4955,,,,,0.0209,0.3048,,,,
2025-07-18,96002956212.36,20.3036,,,,,0.4938,,,,,23.8148,,,,,0.4937,,,,,0.0210,0.3036,,,,
2025-07-17,95643842909.82,20.2276,,,,,0.4920,,,,,23.7257,,,,,0.4918,,,,,0.0211,0.3025,,,,
2025-07-16,95524138475.64,20.2023,,,,,0.4914,,,,,23.6960,,,,,0.4912,,,,,0.0211,0.3021,,,,
2025-07-15,95883251778.18,20.2783,,,,,0.4932,,,,,23.7851,,,,,0.4931,,,,,0.0210,0.3032,,,,
2025-07-14,97439409422.52,20.6074,,,,,0.5012,,,,,24.1711,,,,,0.5011,,,,,0.0207,0.3082,,,,
2025-07-11,98875862632.68,20.9112,,,,,0.5086,,,,,24.5274,,,,,0.5084,,,,,0.0204,0.3127,,,,
2025-07-10,99833498106.12,21.1137,,,,,0.5135,,,,,24.7650,,,,,0.5134,,,,,0.0202,0.3157,,,,
2025-07-09,97559113856.7,20.6327,,,,,0.5018,,,,,24.2008,,,,,0.5017,,,,,0.0207,0.3085,,,,
2025-07-08,98397044895.96,20.8099,,,,,0.5062,,,,,24.4087,,,,,0.5060,,,,,0.0205,0.3112,,,,
2025-07-07,97678818290.88,20.6580,,,,,0.5025,,,,,24.2305,,,,,0.5023,,,,,0.0207,0.3089,,,,
