date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2026-04-10,519369865520.0,69.0759,,,,,0.0006,35.7579,,,,,25.9410,,,,,36.2612,,,,,69.3691,,,,
2026-04-09,487064562880.0,64.7793,,,,,0.0007,33.5338,,,,,24.3275,,,,,34.0057,,,,,65.0543,,,,
2026-04-08,498495669968.0,66.2996,,,,,0.0006,34.3208,,,,,24.8984,,,,,34.8038,,,,,66.5811,,,,
2026-04-07,455952071414.4,60.6413,,,,,0.0007,31.3917,,,,,22.7735,,,,,31.8335,,,,,60.8988,,,,
2026-04-03,452572439753.6,60.1918,,,,,0.0007,31.1590,,,,,22.6047,,,,,31.5975,,,,,60.4474,,,,
2026-04-02,444809227026.88,59.1593,,,,,0.0007,30.6245,,,,,22.2169,,,,,31.0555,,,,,59.4105,,,,
2026-04-01,457840689107.2,60.8925,,,,,0.0007,31.5217,,,,,22.8678,,,,,31.9653,,,,,61.1510,,,,
2026-03-31,440187083726.08,58.5446,,,,,0.0007,30.3063,,,,,21.9861,,,,,30.7328,,,,,58.7932,,,,
2026-03-30,455633988434.56,60.5990,,,,,0.0007,31.3698,,,,,22.7576,,,,,31.8113,,,,,60.8563,,,,
2026-03-27,444729706281.9201,59.1488,,,,,0.0007,30.6191,,,,,22.2130,,,,,31.0500,,,,,59.3999,,,,
2026-03-26,454262255584.0,60.4166,,,,,0.0007,31.2754,,,,,22.6891,,,,,31.7155,,,,,60.6731,,,,
2026-03-25,473347234374.4,62.9549,,,,,0.0007,32.5893,,,,,23.6423,,,,,33.0480,,,,,63.2222,,,,
2026-03-24,465196358016.0,61.8708,,,,,0.0007,32.0282,,,,,23.2352,,,,,32.4789,,,,,62.1335,,,,
2026-03-23,457681647617.28,60.8714,,,,,0.0007,31.5108,,,,,22.8599,,,,,31.9542,,,,,61.1298,,,,
2026-03-20,474192142289.6,63.0673,,,,,0.0007,32.6475,,,,,23.6845,,,,,33.1070,,,,,63.3350,,,,
2026-03-19,437761701004.8,58.2220,,,,,0.0007,30.1393,,,,,21.8649,,,,,30.5635,,,,,58.4692,,,,
2026-03-18,428318612540.8,56.9661,,,,,0.0007,29.4892,,,,,21.3933,,,,,29.9042,,,,,57.2080,,,,
2026-03-17,386997645440.96,51.4704,,,,,0.0008,26.6443,,,,,19.3294,,,,,27.0193,,,,,51.6890,,,,
2026-03-16,410754467997.76,54.6301,,,,,0.0008,28.2799,,,,,20.5160,,,,,28.6779,,,,,54.8620,,,,
2026-03-13,391669489207.36,52.0918,,,,,0.0008,26.9659,,,,,19.5628,,,,,27.3454,,,,,52.3130,,,,
2026-03-12,376500907106.24,50.0744,,,,,0.0008,25.9216,,,,,18.8051,,,,,26.2864,,,,,50.2870,,,,
2026-03-11,390874281757.76,51.9860,,,,,0.0008,26.9112,,,,,19.5230,,,,,27.2899,,,,,52.2067,,,,
2026-03-10,394949719936.96,52.5281,,,,,0.0008,27.1918,,,,,19.7266,,,,,27.5744,,,,,52.7511,,,,
2026-03-09,381699575808.0,50.7658,,,,,0.0008,26.2795,,,,,19.0648,,,,,26.6494,,,,,50.9813,,,,
2026-03-06,399591743424.0,53.1454,,,,,0.0008,27.5114,,,,,19.9584,,,,,27.8985,,,,,53.3711,,,,
2026-03-05,398836296346.88,53.0450,,,,,0.0008,27.4594,,,,,19.9207,,,,,27.8458,,,,,53.2702,,,,
2026-03-04,367157219573.44,48.8317,,,,,0.0009,25.2783,,,,,18.3384,,,,,25.6340,,,,,49.0390,,,,
2026-03-03,379910359046.4,50.5278,,,,,0.0008,26.1563,,,,,18.9754,,,,,26.5244,,,,,50.7424,,,,
2026-03-02,378717547872.0,50.3692,,,,,0.0008,26.0742,,,,,18.9158,,,,,26.4412,,,,,50.5830,,,,
2026-02-27,357704191016.32,47.5744,,,,,0.0009,24.6275,,,,,17.8663,,,,,24.9741,,,,,47.7764,,,,
2026-02-26,383588193500.8,51.0170,,,,,0.0008,26.4095,,,,,19.1591,,,,,26.7812,,,,,51.2336,,,,
2026-02-25,379711557184.0,50.5014,,,,,0.0008,26.1426,,,,,18.9655,,,,,26.5106,,,,,50.7158,,,,
2026-02-24,369831104622.7201,49.1873,,,,,0.0009,25.4624,,,,,18.4720,,,,,25.8207,,,,,49.3961,,,,
2026-02-13,363916749216.32,48.4007,,,,,0.0009,25.0552,,,,,18.1766,,,,,25.4078,,,,,48.6062,,,,
2026-02-12,363568845957.12,48.3544,,,,,0.0009,25.0312,,,,,18.1592,,,,,25.3835,,,,,48.5597,,,,
2026-02-11,369433500897.9201,49.1344,,,,,0.0009,25.4350,,,,,18.4521,,,,,25.7930,,,,,49.3430,,,,
2026-02-10,390755000640.32,51.9702,,,,,0.0008,26.9030,,,,,19.5171,,,,,27.2816,,,,,52.1908,,,,
2026-02-09,387812733076.8,51.5788,,,,,0.0008,26.7004,,,,,19.3701,,,,,27.0762,,,,,51.7978,,,,
2026-02-06,361879030126.7201,48.1297,,,,,0.0009,24.9149,,,,,18.0748,,,,,25.2655,,,,,48.3340,,,,
2026-02-05,380705566496.0,50.6336,,,,,0.0008,26.2111,,,,,19.0151,,,,,26.5800,,,,,50.8486,,,,
2026-02-04,396808517350.4,52.7753,,,,,0.0008,27.3197,,,,,19.8194,,,,,27.7042,,,,,52.9993,,,,
2026-02-03,426529395779.2,56.7281,,,,,0.0007,29.3660,,,,,21.3039,,,,,29.7793,,,,,56.9690,,,,
2026-02-02,436370087968.0,58.0369,,,,,0.0007,30.0435,,,,,21.7954,,,,,30.4663,,,,,58.2833,,,,
2026-01-30,416976966290.88,55.4577,,,,,0.0008,28.7083,,,,,20.8268,,,,,29.1123,,,,,55.6931,,,,
2026-01-29,390645659616.0,51.9556,,,,,0.0008,26.8954,,,,,19.5116,,,,,27.2740,,,,,52.1762,,,,
2026-01-28,390695360081.6001,51.9622,,,,,0.0008,26.8989,,,,,19.5141,,,,,27.2774,,,,,52.1828,,,,
2026-01-27,396848277722.88,52.7806,,,,,0.0008,27.3225,,,,,19.8214,,,,,27.7070,,,,,53.0047,,,,
2026-01-26,386301838922.56,51.3779,,,,,0.0008,26.5964,,,,,19.2947,,,,,26.9707,,,,,51.5960,,,,
2026-01-23,380725446682.24,50.6362,,,,,0.0008,26.2124,,,,,19.0161,,,,,26.5813,,,,,50.8512,,,,
2026-01-22,407245615126.4,54.1634,,,,,0.0008,28.0383,,,,,20.3407,,,,,28.4329,,,,,54.3934,,,,
2026-01-21,392434876377.6001,52.1936,,,,,0.0008,27.0186,,,,,19.6010,,,,,27.3989,,,,,52.4152,,,,
2026-01-20,380268202398.7201,50.5754,,,,,0.0008,26.1810,,,,,18.9933,,,,,26.5494,,,,,50.7902,,,,
2026-01-19,400764674412.1601,53.3014,,,,,0.0008,27.5921,,,,,20.0170,,,,,27.9804,,,,,53.5277,,,,
2026-01-16,394810558633.28,52.5096,,,,,0.0008,27.1822,,,,,19.7196,,,,,27.5647,,,,,52.7325,,,,
2026-01-15,397603724800.0,52.8810,,,,,0.0008,27.3745,,,,,19.8591,,,,,27.7597,,,,,53.1056,,,,
2026-01-14,381669755528.64,50.7618,,,,,0.0008,26.2775,,,,,19.0633,,,,,26.6473,,,,,50.9774,,,,
2026-01-13,380904368358.4,50.6600,,,,,0.0008,26.2248,,,,,19.0251,,,,,26.5938,,,,,50.8751,,,,
2026-01-12,389005544251.2,51.7375,,,,,0.0008,26.7825,,,,,19.4297,,,,,27.1594,,,,,51.9571,,,,
2026-01-09,395834388224.64,52.6457,,,,,0.0008,27.2527,,,,,19.7708,,,,,27.6362,,,,,52.8692,,,,
2026-01-08,407881781086.08,54.2480,,,,,0.0008,28.0821,,,,,20.3725,,,,,28.4773,,,,,54.4783,,,,
2026-01-07,417782113833.6001,55.5648,,,,,0.0008,28.7638,,,,,20.8670,,,,,29.1686,,,,,55.8007,,,,
2026-01-06,415048588225.6001,55.2012,,,,,0.0008,28.5756,,,,,20.7305,,,,,28.9777,,,,,55.4356,,,,
2026-01-05,424074192778.56,56.4016,,,,,0.0008,29.1970,,,,,21.1813,,,,,29.6079,,,,,56.6411,,,,
2025-12-31,428298732354.56,56.9635,,,,,0.0007,29.4878,,,,,21.3923,,,,,29.9028,,,,,57.2053,,,,
2025-12-30,443328153152.0,58.9624,,,,,0.0007,30.5226,,,,,22.1430,,,,,30.9521,,,,,59.2127,,,,
2025-12-29,441837139184.0,58.7641,,,,,0.0007,30.4199,,,,,22.0685,,,,,30.8480,,,,,59.0135,,,,
2025-12-26,442632346633.6001,58.8698,,,,,0.0007,30.4747,,,,,22.1082,,,,,30.9035,,,,,59.1198,,,,
2025-12-25,445289673972.48,59.2232,,,,,0.0007,30.6589,,,,,22.2409,,,,,31.0904,,,,,59.4747,,,,
2025-12-24,450776401355.52,59.9530,,,,,0.0007,31.0366,,,,,22.5150,,,,,31.4734,,,,,60.2075,,,,
2025-12-23,455239337216.0,60.5465,,,,,0.0007,31.3439,,,,,22.7379,,,,,31.7851,,,,,60.8036,,,,
2025-12-22,460199259252.48,61.2062,,,,,0.0007,31.6854,,,,,22.9856,,,,,32.1314,,,,,61.4661,,,,
2025-12-19,431682192473.6001,57.4135,,,,,0.0007,29.7220,,,,,21.5613,,,,,30.1403,,,,,57.6572,,,,
2025-12-18,422935235776.0,56.2501,,,,,0.0008,29.1197,,,,,21.1244,,,,,29.5296,,,,,56.4889,,,,
2025-12-17,443411066227.2,58.9734,,,,,0.0007,30.5295,,,,,22.1471,,,,,30.9592,,,,,59.2238,,,,
2025-12-16,404745541734.4,53.8309,,,,,0.0008,27.8673,,,,,20.2159,,,,,28.2595,,,,,54.0594,,,,
2025-12-15,424237339557.12,56.4233,,,,,0.0008,29.2094,,,,,21.1894,,,,,29.6205,,,,,56.6628,,,,
2025-12-12,425420166656.0,56.5806,,,,,0.0007,29.2908,,,,,21.2485,,,,,29.7031,,,,,56.8208,,,,
2025-12-11,413999424331.52,55.0617,,,,,0.0008,28.5045,,,,,20.6781,,,,,28.9057,,,,,55.2954,,,,
2025-12-10,429654488875.52,57.1438,,,,,0.0007,29.5824,,,,,21.4600,,,,,29.9987,,,,,57.3864,,,,
2025-12-09,416603631893.76,55.4080,,,,,0.0008,28.6838,,,,,20.8081,,,,,29.0875,,,,,55.6433,,,,
2025-12-08,402081695831.04,53.4766,,,,,0.0008,27.6839,,,,,20.0828,,,,,28.0736,,,,,53.7037,,,,
2025-12-05,375234502603.52,49.9059,,,,,0.0009,25.8355,,,,,18.7419,,,,,26.1991,,,,,50.1178,,,,
2025-12-04,371994152736.0,49.4750,,,,,0.0009,25.6124,,,,,18.5800,,,,,25.9728,,,,,49.6850,,,,
2025-12-03,370880903701.76,49.3269,,,,,0.0009,25.5357,,,,,18.5244,,,,,25.8951,,,,,49.5363,,,,
2025-12-02,362799908480.0,48.2522,,,,,0.0009,24.9793,,,,,18.1208,,,,,25.3309,,,,,48.4570,,,,
2025-12-01,353466508094.7201,47.0108,,,,,0.0009,24.3367,,,,,17.6546,,,,,24.6792,,,,,47.2104,,,,
2025-11-28,345703584025.6001,45.9784,,,,,0.0009,23.8022,,,,,17.2669,,,,,24.1372,,,,,46.1736,,,,
2025-11-27,338745777561.6001,45.0530,,,,,0.0009,23.3232,,,,,16.9194,,,,,23.6514,,,,,45.2443,,,,
2025-11-26,329124125194.24,43.7733,,,,,0.0010,22.6607,,,,,16.4388,,,,,22.9796,,,,,43.9591,,,,
2025-11-25,302883255101.44,40.2833,,,,,0.0011,20.8540,,,,,15.1281,,,,,21.1475,,,,,40.4543,,,,
2025-11-24,291233899136.0,38.7339,,,,,0.0011,20.0519,,,,,14.5463,,,,,20.3341,,,,,38.8984,,,,
2025-11-21,298191705600.0,39.6593,,,,,0.0011,20.5310,,,,,14.8938,,,,,20.8199,,,,,39.8277,,,,
2025-11-20,325764498644.48,43.3265,,,,,0.0010,22.4294,,,,,16.2710,,,,,22.7451,,,,,43.5104,,,,
2025-11-19,320456686284.8,42.6205,,,,,0.0010,22.0639,,,,,16.0059,,,,,22.3745,,,,,42.8015,,,,
2025-11-18,314950079454.7201,41.8882,,,,,0.0010,21.6848,,,,,15.7308,,,,,21.9900,,,,,42.0660,,,,
2025-11-17,309821182118.4,41.2060,,,,,0.0010,21.3317,,,,,15.4747,,,,,21.6319,,,,,41.3810,,,,
2025-11-14,308707933084.16,41.0580,,,,,0.0010,21.2550,,,,,15.4191,,,,,21.5542,,,,,41.2323,,,,
2025-11-13,323885890899.2,43.0766,,,,,0.0010,22.3000,,,,,16.1772,,,,,22.6139,,,,,43.2595,,,,
2025-11-12,327116301043.2,43.5063,,,,,0.0010,22.5225,,,,,16.3385,,,,,22.8394,,,,,43.6910,,,,
2025-11-11,324034986752.0,43.0964,,,,,0.0010,22.3103,,,,,16.1846,,,,,22.6243,,,,,43.2794,,,,
2025-11-10,333974710272.0,44.4184,,,,,0.0010,22.9947,,,,,16.6811,,,,,23.3183,,,,,44.6070,,,,
2025-11-07,347681589006.08,46.2414,,,,,0.0009,23.9384,,,,,17.3657,,,,,24.2753,,,,,46.4378,,,,
2025-11-06,354559877681.92,47.1562,,,,,0.0009,24.4120,,,,,17.7092,,,,,24.7556,,,,,47.3564,,,,
2025-11-05,344013831027.2,45.7536,,,,,0.0009,23.6859,,,,,17.1825,,,,,24.0192,,,,,45.9479,,,,
2025-11-04,345942137390.08,46.0101,,,,,0.0009,23.8186,,,,,17.2788,,,,,24.1539,,,,,46.2054,,,,
2025-11-03,344669852779.52,45.8409,,,,,0.0009,23.7310,,,,,17.2153,,,,,24.0650,,,,,46.0355,,,,
2025-10-31,342234620517.12,45.5170,,,,,0.0009,23.5634,,,,,17.0936,,,,,23.8950,,,,,45.7102,,,,
2025-10-30,371745659648.0,49.4419,,,,,0.0009,25.5953,,,,,18.5676,,,,,25.9555,,,,,49.6518,,,,
2025-10-29,403652172147.2,68.2425,,,,,0.0008,33.3028,,,,,24.6787,,,,,33.8660,,,,,68.4279,,,,
2025-10-28,408144927178.24,69.0021,,,,,0.0008,33.6735,,,,,24.9533,,,,,34.2429,,,,,69.1895,,,,
2025-10-27,401515131590.4,67.8812,,,,,0.0008,33.1265,,,,,24.5480,,,,,33.6867,,,,,68.0656,,,,
2025-10-24,370721868125.44,62.6752,,,,,0.0009,30.5859,,,,,22.6654,,,,,31.1032,,,,,62.8455,,,,
2025-10-23,345663825131.52,58.4389,,,,,0.0009,28.5185,,,,,21.1333,,,,,29.0008,,,,,58.5976,,,,
2025-10-22,360642988476.16,60.9713,,,,,0.0009,29.7544,,,,,22.0491,,,,,30.2576,,,,,61.1369,,,,
2025-10-21,363217376867.84,61.4065,,,,,0.0009,29.9668,,,,,22.2065,,,,,30.4736,,,,,61.5733,,,,
2025-10-20,327255457172.48,55.3267,,,,,0.0010,26.9998,,,,,20.0079,,,,,27.4564,,,,,55.4769,,,,
2025-10-17,314403394661.12,53.1539,,,,,0.0010,25.9394,,,,,19.2221,,,,,26.3781,,,,,53.2982,,,,
2025-10-16,322802461035.52,54.5739,,,,,0.0010,26.6324,,,,,19.7356,,,,,27.0828,,,,,54.7221,,,,
2025-10-15,320645541031.68,54.2092,,,,,0.0010,26.4544,,,,,19.6038,,,,,26.9018,,,,,54.3564,,,,
2025-10-14,314592249408.0,53.1858,,,,,0.0010,25.9550,,,,,19.2337,,,,,26.3940,,,,,53.3303,,,,
2025-10-13,346498761907.2,58.5800,,,,,0.0009,28.5874,,,,,21.1844,,,,,29.0709,,,,,58.7391,,,,
2025-10-10,344113228262.4,58.1767,,,,,0.0009,28.3906,,,,,21.0385,,,,,28.8707,,,,,58.3347,,,,
2025-10-09,349033391404.8,59.0085,,,,,0.0009,28.7965,,,,,21.3394,,,,,29.2835,,,,,59.1688,,,,
2025-09-30,363565267191.04,61.4653,,,,,0.0009,29.9955,,,,,22.2278,,,,,30.5027,,,,,61.6323,,,,
2025-09-29,385939584834.56,65.2480,,,,,0.0008,31.8414,,,,,23.5957,,,,,32.3799,,,,,65.4252,,,,
2025-09-26,371745659648.0,62.8483,,,,,0.0009,30.6704,,,,,22.7279,,,,,31.1891,,,,,63.0190,,,,
2025-09-25,373733604352.0,63.1844,,,,,0.0009,30.8344,,,,,22.8495,,,,,31.3559,,,,,63.3560,,,,
2025-09-24,352502354913.28,59.5950,,,,,0.0009,29.0827,,,,,21.5514,,,,,29.5746,,,,,59.7568,,,,
2025-09-23,350872240256.0,59.3194,,,,,0.0009,28.9482,,,,,21.4518,,,,,29.4378,,,,,59.4805,,,,
2025-09-22,340932516736.0,57.6390,,,,,0.0009,28.1282,,,,,20.8441,,,,,28.6039,,,,,57.7955,,,,
2025-09-19,347890323200.0,58.8153,,,,,0.0009,28.7022,,,,,21.2695,,,,,29.1876,,,,,58.9750,,,,
2025-09-18,343427387339.52,58.0608,,,,,0.0009,28.3340,,,,,20.9966,,,,,28.8132,,,,,58.2184,,,,
2025-09-17,345564427896.32,58.4221,,,,,0.0009,28.5103,,,,,21.1273,,,,,28.9925,,,,,58.5807,,,,
2025-09-16,343665940704.0,58.1011,,,,,0.0009,28.3537,,,,,21.0112,,,,,28.8332,,,,,58.2589,,,,
2025-09-15,348188514905.6001,58.8657,,,,,0.0009,28.7268,,,,,21.2877,,,,,29.2126,,,,,59.0256,,,,
2025-09-12,355822222568.96,60.1563,,,,,0.0009,29.3566,,,,,21.7544,,,,,29.8531,,,,,60.3196,,,,
2025-09-11,377512287470.8,63.8232,,,,,0.0008,31.1568,,,,,23.0805,,,,,31.6839,,,,,63.9966,,,,
2025-09-10,332844803075.4,56.2716,,,,,0.0010,27.4704,,,,,20.3496,,,,,27.9351,,,,,56.4245,,,,
2025-09-09,313338179745.44,52.9738,,,,,0.0010,25.8604,,,,,19.1570,,,,,26.2979,,,,,53.1177,,,,
2025-09-08,312523333534.0,52.8360,,,,,0.0010,25.7932,,,,,19.1072,,,,,26.2295,,,,,52.9795,,,,
2025-09-05,347054926031.0,58.6740,,,,,0.0009,28.6431,,,,,21.2184,,,,,29.1277,,,,,58.8334,,,,
2025-09-04,310138417793.2,52.4328,,,,,0.0010,25.5963,,,,,18.9614,,,,,26.0294,,,,,52.5752,,,,
2025-09-03,367386332721.32,62.1113,,,,,0.0009,30.3211,,,,,22.4614,,,,,30.8341,,,,,62.2800,,,,
2025-09-02,355948674314.4,60.1776,,,,,0.0009,29.3772,,,,,21.7621,,,,,29.8742,,,,,60.3411,,,,
2025-09-01,386058235542.0,65.2680,,,,,0.0008,31.8622,,,,,23.6030,,,,,32.4012,,,,,65.4453,,,,
2025-08-29,353961244530.4,59.8416,,,,,0.0009,29.2131,,,,,21.6406,,,,,29.7074,,,,,60.0042,,,,
2025-08-28,352719100915.4,59.6316,,,,,0.0009,29.1106,,,,,21.5647,,,,,29.6031,,,,,59.7936,,,,
2025-08-27,306392112650.36,51.7995,,,,,0.0010,25.2872,,,,,18.7323,,,,,25.7150,,,,,51.9402,,,,
2025-08-26,280267348139.68,47.3828,,,,,0.0011,23.1310,,,,,17.1351,,,,,23.5223,,,,,47.5114,,,,
2025-08-25,294258853819.04,72.0199,,,,,0.0011,30.5511,,,,,25.3973,,,,,31.2041,,,,,72.2318,,,,
2025-08-22,272089074578.52,66.5938,,,,,0.0012,28.2493,,,,,23.4838,,,,,28.8531,,,,,66.7898,,,,
2025-08-21,256239322051.1201,62.7146,,,,,0.0012,26.6037,,,,,22.1158,,,,,27.1724,,,,,62.8992,,,,
