date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2026-01-27,145498833388.8,2.5564,0.2255,7.5550,3.9809,2.4521,-26.3757,0.8823,49.9534,28.8720,19.0419,0.0000,1.9425,0.2813,5.2758,3.1061,1.5627
2026-01-26,144665246322.51,2.5417,0.2243,7.5550,3.9809,2.4521,-26.2246,0.8831,49.9534,28.8720,19.0419,0.0000,1.9313,0.2800,5.2758,3.1086,1.5627
2026-01-23,146635543024.65,2.5764,0.2258,7.5550,3.9824,2.4521,-26.5818,0.8815,49.9576,28.8837,19.0419,0.0000,1.9576,0.2820,5.2787,3.1110,1.5627
2026-01-22,133298149964.01,2.3420,0.1755,7.5550,3.9828,2.4521,-24.1640,0.9025,49.9534,28.8720,19.0419,0.0000,1.7796,0.2416,5.2787,3.1116,1.5627
2026-01-21,130494266195.58,2.2928,0.1648,7.5550,3.9828,2.4540,-23.6557,0.9054,49.9534,28.8720,19.0419,0.0000,1.7422,0.2354,5.2787,3.1123,1.5627
2026-01-20,131706756473.82,2.3141,0.1694,7.5550,3.9828,2.4540,-23.8755,0.9054,49.9534,28.8720,19.0419,0.0000,1.7583,0.2359,5.2787,3.1128,1.5627
2026-01-19,138830136858.48,2.4392,0.1950,7.5550,3.9834,2.4540,-25.1668,0.8930,49.9534,28.8720,19.0419,0.0000,1.8534,0.2598,5.2795,3.1140,1.5627
2026-01-16,141937143196.47,2.4938,0.2097,7.5550,3.9837,2.4552,-25.7300,0.8889,49.9576,28.8837,19.0419,0.0000,1.8949,0.2713,5.2887,3.1147,1.5627
2026-01-15,140194188421.5,2.4632,0.2020,7.5550,3.9851,2.4552,-25.4141,0.8914,49.9534,28.8720,19.0419,0.0000,1.8716,0.2644,5.2887,3.1152,1.5627
2026-01-14,140876214203.01,2.4752,0.2053,7.5550,3.9870,2.4552,-25.5377,0.8905,49.9534,28.8720,19.0419,0.0000,1.8808,0.2685,5.2916,3.1165,1.5627
2026-01-13,140194188421.5,2.4632,0.2020,7.5550,3.9902,2.4552,-25.4141,0.8918,49.9534,28.8720,19.0419,0.0000,1.8716,0.2644,5.2916,3.1172,1.5627
2026-01-12,145726175315.97,2.5604,0.2218,7.5550,3.9902,2.4552,-26.4169,0.8860,49.9534,28.8720,19.0419,0.0000,1.9455,0.2784,5.2916,3.1176,1.5627
2026-01-09,139360601355.21,2.4485,0.1974,7.5550,3.9877,2.4552,-25.2630,0.8931,49.9576,28.8837,19.0419,0.0000,1.8605,0.2601,5.2916,3.1210,1.5627
2026-01-08,142240265766.03,2.4991,0.2102,7.5550,3.9902,2.4598,-25.7850,0.8897,49.9534,28.8720,19.0419,0.0000,1.8990,0.2710,5.2916,3.1216,1.5627
2026-01-07,141330898057.35,2.4831,0.2057,7.5550,3.9934,2.4598,-25.6201,0.8914,49.9534,28.8720,19.0419,0.0000,1.8868,0.2685,5.2974,3.1227,1.5627
2026-01-06,142694949620.37,2.5071,0.2119,7.5550,3.9934,2.4598,-25.8674,0.8893,49.9534,28.8720,19.0419,0.0000,1.9050,0.2718,5.2974,3.1243,1.5627
2026-01-05,140118407779.11,2.4618,0.2012,7.5550,3.9959,2.4598,-25.4004,0.8926,49.9534,28.8720,19.0419,0.0000,1.8706,0.2635,5.2980,3.1275,1.5627
2025-12-31,137920769149.8,2.4232,0.1916,7.5550,3.9979,2.4598,-25.0020,0.8951,49.9576,28.8837,19.0419,0.0000,1.8413,0.2568,5.2982,3.1348,1.5627
2025-12-30,139739428797.2,2.4552,0.1990,7.5550,3.9983,2.4605,-25.3317,0.8935,49.9576,28.8837,19.0419,0.0000,1.8656,0.2609,5.3003,3.1368,1.5627
2025-12-29,141709724431.0,2.4898,0.2052,7.5550,3.9995,2.4617,-25.6888,0.8927,49.9576,28.8837,19.0419,0.0000,1.8919,0.2675,5.3027,3.1374,1.5627
2025-12-26,144134703672.6,2.5324,0.2156,7.5550,4.0007,2.4617,-26.1284,0.8901,49.9534,28.8720,19.0419,0.0000,1.9243,0.2722,5.3027,3.1380,1.5627
2025-12-25,138451158575.1,2.4326,0.1926,7.5550,4.0020,2.4617,-25.0981,0.8950,49.9469,28.8602,19.0419,0.0000,1.8484,0.2579,5.3027,3.1386,1.5627
2025-12-24,137390230156.9,2.4139,0.1902,7.5550,4.0032,2.4636,-24.9058,0.8967,49.9464,28.8558,19.0419,0.0000,1.8342,0.2538,5.3027,3.1392,1.5627
2025-12-23,136556643542.6,2.3993,0.1861,7.5550,4.0044,2.4675,-24.7547,0.8983,49.9264,28.8513,19.0419,0.0000,1.8231,0.2502,5.3027,3.1398,1.5627
2025-12-22,137238668954.3,2.4113,0.1891,7.5681,4.0082,2.4675,-24.8783,0.8974,49.9264,28.8381,19.0419,0.0000,1.8322,0.2528,5.3079,3.1398,1.5588
2025-12-19,137011327150.4,2.4073,0.1878,7.5550,4.0119,2.4697,-24.8371,0.8978,49.9264,28.8513,19.0419,0.0000,1.8292,0.2519,5.3112,3.1409,1.5627
2025-12-18,134131664301.0,2.3567,0.1767,7.5681,4.0153,2.4697,-24.3151,0.9015,49.9264,28.8381,19.0419,0.0000,1.7907,0.2433,5.3112,3.1409,1.5588
2025-12-17,134737909111.4,2.3673,0.1791,7.5681,4.0194,2.4725,-24.4250,0.9015,49.9264,28.8381,19.0419,0.0000,1.7988,0.2449,5.3200,3.1416,1.5588
2025-12-16,132312929869.8,2.3247,0.1705,7.5681,4.0211,2.4738,-23.9854,0.9048,49.9264,28.8381,19.0419,0.0000,1.7664,0.2367,5.3244,3.1423,1.5588
2025-12-15,136405082340.0,2.3966,0.1845,7.5681,4.0220,2.4749,-24.7272,0.9007,49.9264,28.8381,19.0419,0.0000,1.8211,0.2482,5.3286,3.1426,1.5588
2025-12-12,137844913764.7,2.4219,0.1873,7.5550,4.0227,2.4796,-24.9882,0.8995,49.9264,28.8513,19.0419,0.0000,1.8403,0.2527,5.3288,3.1447,1.5627
2025-12-11,135495715124.4,2.3806,0.1812,7.5681,4.0237,2.4796,-24.5624,0.9019,49.9264,28.8381,19.0419,0.0000,1.8089,0.2458,5.3332,3.1448,1.5588
2025-12-10,137920694366.0,2.4232,0.1870,7.5681,4.0247,2.4809,-25.0020,0.8995,49.9264,28.8381,19.0419,0.0000,1.8413,0.2524,5.3351,3.1463,1.5588
2025-12-09,137920694366.0,2.4232,0.1870,7.5681,4.0264,2.4862,-25.0020,0.8999,49.9264,28.8381,19.0419,0.0000,1.8413,0.2524,5.3386,3.1481,1.5588
2025-12-08,137011327150.4,2.4073,0.1858,7.5681,4.0283,2.4867,-24.8371,0.9003,49.9264,28.8381,19.0419,0.0000,1.8292,0.2499,5.3396,3.1505,1.5588
2025-12-05,136556643542.6,2.3993,0.1840,7.5550,4.0285,2.4920,-24.7547,0.9007,49.9264,28.8513,19.0419,0.0000,1.8231,0.2481,5.3456,3.1536,1.5627
2025-12-04,135723056928.3,2.3846,0.1820,7.5681,4.0323,2.4920,-24.6036,0.9015,49.9264,28.8381,19.0419,0.0000,1.8120,0.2466,5.3506,3.1541,1.5588
2025-12-03,136556643542.6,2.3993,0.1837,7.5681,4.0362,2.4959,-24.7547,0.9015,49.9264,28.8381,19.0419,0.0000,1.8231,0.2478,5.3577,3.1553,1.5588
2025-12-02,138754280980.3,2.4379,0.1874,7.5681,4.0385,2.4965,-25.1531,0.9007,49.9264,28.8381,19.0419,0.0000,1.8524,0.2524,5.3595,3.1565,1.5588
2025-12-01,142088627437.5,2.4965,0.1994,7.5681,4.0434,2.4978,-25.7575,0.8999,49.9264,28.8381,19.0419,0.0000,1.8969,0.2607,5.3619,3.1568,1.5588
2025-11-28,140724576614.1,2.4725,0.1948,7.5550,4.0484,2.4985,-25.5102,0.9007,49.9264,28.8513,19.0419,0.0000,1.8787,0.2572,5.3734,3.1585,1.5627
2025-11-27,140800357215.4,2.4738,0.1949,7.5681,4.0492,2.4985,-25.5240,0.9007,49.9264,28.8381,19.0419,0.0000,1.8797,0.2586,5.3738,3.1589,1.5588
2025-11-26,142543311045.3,2.5045,0.2011,7.5681,4.0499,2.5000,-25.8399,0.8999,49.9264,28.8381,19.0419,0.0000,1.9030,0.2615,5.3809,3.1596,1.5588
2025-11-25,143831581267.4,2.5271,0.2048,7.5681,4.0499,2.5000,-26.0735,0.8995,49.9264,28.8381,19.0419,0.0000,1.9202,0.2627,5.3836,3.1620,1.5588
2025-11-24,142164408038.8,2.4978,0.1986,7.5681,4.0504,2.5000,-25.7712,0.9007,49.9264,28.8381,19.0419,0.0000,1.8980,0.2598,5.3852,3.1643,1.5588
2025-11-21,142770652849.2,2.5084,0.2014,7.5550,4.0510,2.5033,-25.8811,0.9003,49.9264,28.8513,19.0419,0.0000,1.9060,0.2614,5.3903,3.1675,1.5627
2025-11-20,152319008613.0,2.6762,0.2197,7.5681,4.0515,2.5011,-27.6121,0.8957,49.9264,28.8381,19.0419,0.0000,2.0335,0.2685,5.3966,3.1687,1.5588
2025-11-19,160654874756.0,2.8227,0.2371,7.5681,4.0521,2.5011,-29.1232,0.8916,49.9264,28.8381,19.0419,0.0000,2.1448,0.2718,5.3991,3.1712,1.5588
2025-11-18,160275971749.5,2.8160,0.2362,7.5681,4.0529,2.5011,-29.0545,0.8920,49.9264,28.8381,19.0419,0.0000,2.1397,0.2714,5.3994,3.1726,1.5588
2025-11-17,164368124219.7,2.8879,0.2536,7.5681,4.0541,2.5011,-29.7963,0.8912,49.9264,28.8381,19.0419,0.0000,2.1944,0.2735,5.4019,3.1744,1.5588
2025-11-14,165807955644.4,2.9132,0.2581,7.5550,4.0551,2.5033,-30.0573,0.8900,49.9264,28.8513,19.0419,0.0000,2.2136,0.2763,5.4025,3.1775,1.5627
2025-11-13,161412680769.0,2.8360,0.2379,7.5681,4.0559,2.5011,-29.2605,0.8920,49.9264,28.8381,19.0419,0.0000,2.1549,0.2718,5.4049,3.1792,1.5588
2025-11-12,157547870102.7,2.7681,0.2263,7.5681,4.0573,2.5011,-28.5599,0.8928,49.9264,28.8381,19.0419,0.0000,2.1033,0.2689,5.4125,3.1824,1.5588
2025-11-11,170051669317.2,2.9878,0.2834,7.5681,4.0590,2.5011,-30.8266,0.8899,49.9264,28.8381,19.0419,0.0000,2.2703,0.2789,5.4166,3.1851,1.5588
2025-11-10,172779770964.0,3.0357,0.2979,7.5681,4.0656,2.5011,-31.3211,0.8899,49.9264,28.8381,19.0419,0.0000,2.3067,0.2834,5.4198,3.1874,1.5588
2025-11-07,169975888715.9,2.9864,0.2825,7.5550,4.0712,2.5033,-30.8128,0.8904,49.9264,28.8513,19.0419,0.0000,2.2692,0.2783,5.4203,3.1891,1.5627
2025-11-06,164974369030.1,2.8986,0.2540,7.5681,4.0714,2.5011,-29.9062,0.8916,49.9264,28.8381,19.0419,0.0000,2.2025,0.2747,5.4254,3.1891,1.5588
2025-11-05,165580613840.5,2.9092,0.2557,7.5681,4.0719,2.5011,-30.0161,0.8916,49.9264,28.8381,19.0419,0.0000,2.2106,0.2747,5.4296,3.1923,1.5588
2025-11-04,161791583775.5,2.8426,0.2387,7.5681,4.0733,2.5011,-29.3292,0.8924,49.9264,28.8381,19.0419,0.0000,2.1600,0.2714,5.4356,3.1970,1.5588
2025-11-03,164898588428.8,2.8972,0.2532,7.5681,4.0758,2.5011,-29.8924,0.8924,49.9264,28.8381,19.0419,0.0000,2.2015,0.2739,5.4370,3.1986,1.5588
2025-10-31,159972849344.3,2.8107,0.2345,7.5550,4.0747,2.5033,-28.9995,0.8929,49.9264,28.8513,19.0419,0.0000,2.1357,0.2701,5.4356,3.1990,1.5627
2025-10-30,163004073396.3,2.8197,0.2354,7.5681,4.0758,2.5011,-27.4254,0.8974,49.9264,28.8381,19.0419,0.0000,2.1206,0.2693,5.4370,3.2046,1.5588
2025-10-29,157547870102.7,2.7253,0.2230,7.5681,4.0773,2.5011,-26.5074,0.8995,49.9264,28.8381,19.0419,0.0000,2.0496,0.2685,5.4370,3.2110,1.5588
