日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2025-07-30,=46.2900,=46.2900,=46.2900,=46.2900,=28259074622.73,=28259074623.0,=10502717917.56,,=0.0097
2025-07-29,=45.3700,=45.3700,=45.3700,=45.3700,=27697433908.69,=27697433909.0,=10293979518.68,,=0.0099
2025-07-28,=45.7000,=45.7000,=45.7000,=45.7000,=27898891990.9,=27898891991.0,=10368853074.8,,=0.0098
2025-07-25,=46.4000,=46.4000,=46.4000,=46.4000,=28326227316.8,=28326227317.0,=10527675769.6,,=0.0096
2025-07-24,=47.0100,=47.0100,=47.0100,=47.0100,=28698619529.37,=28698619529.0,=10666078403.64,,=0.0095
2025-07-23,=47.4100,=47.4100,=47.4100,=47.4100,=28942811144.17,=28942811144.0,=10756834229.24,,=0.0094
2025-07-22,=47.6100,=47.6100,=47.6100,=47.6100,=29064906951.57,=29064906952.0,=10802212142.04,,=0.0094
2025-07-21,=45.8100,=45.8100,=45.8100,=45.8100,=27966044684.97,=27966044685.0,=10393810926.84,,=0.0098
2025-07-18,=46.1800,=46.1800,=46.1800,=46.1800,=28191921928.66,=28191921929.0,=10477760065.52,,=0.0097
2025-07-17,=46.5200,=46.5200,=46.5200,=46.5200,=28399484801.24,=28399484801.0,=10554902517.28,,=0.0096
2025-07-16,=47.1800,=47.1800,=47.1800,=47.1800,=28802400965.66,=28802400966.0,=10704649629.52,,=0.0095
2025-07-15,=46.8000,=46.8000,=46.8000,=46.8000,=28570418931.6,=28570418932.0,=10618431595.2,,=0.0096
2025-07-14,=46.3800,=46.3800,=46.3800,=46.3800,=28314017736.06,=28314017736.0,=10523137978.32,,=0.0096
2025-07-11,=45.3800,=45.3800,=45.3800,=45.3800,=27703538699.06,=27703538699.0,=10296248414.32,,=0.0099
2025-07-10,=45.2900,=45.2900,=45.2900,=45.2900,=27648595585.73,=27648595586.0,=10275828353.56,,=0.0099
2025-07-09,=46.2000,=46.2000,=46.2000,=46.2000,=28204131509.4,=28204131509.0,=10482297856.8,,=0.0097
2025-07-08,=48.3100,=48.3100,=48.3100,=48.3100,=29492242277.47,=29492242277.0,=10961034836.84,,=0.0093
2025-07-07,=48.3700,=48.3700,=48.3700,=48.3700,=29528871019.69,=29528871020.0,=10974648210.68,,=0.0092
2025-07-04,=48.1600,=48.1600,=48.1600,=48.1600,=29400670421.92,=29400670422.0,=10927001402.24,,=0.0093
