日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2025-07-23,=89.3900,=89.3900,=89.3900,=89.3900,=713874121779.77,=177739422541.0,=177739422541.31,,=0.0000
2025-07-22,=89.0800,=89.0800,=89.0800,=89.0800,=711398442422.44,=177123031211.0,=177123031211.32,,=0.0000
2025-07-21,=89.0200,=89.0200,=89.0200,=89.0200,=710919278675.86,=177003729664.0,=177003729663.58,,=0.0000
2025-07-18,=88.5100,=88.5100,=88.5100,=88.5100,=706846386829.93,=175989666508.0,=175989666507.79,,=0.0000
2025-07-17,=88.7900,=88.7900,=88.7900,=88.7900,=709082484313.9701,=176546407064.0,=176546407063.91,,=0.0000
2025-07-16,=87.1200,=87.1200,=87.1200,=87.1200,=695745760034.16,=173225847318.0,=173225847318.48,,=0.0000
2025-07-15,=87.8900,=87.8900,=87.8900,=87.8900,=701895028115.27,=174756883848.0,=174756883847.81,,=0.0000
2025-07-14,=87.5200,=87.5200,=87.5200,=87.5200,=698940185011.36,=174021190970.0,=174021190970.08,,=0.0000
2025-07-11,=88.1600,=88.1600,=88.1600,=88.1600,=704051264974.88,=175293740813.0,=175293740812.64,,=0.0000
2025-07-10,=85.6700,=85.6700,=85.6700,=85.6700,=684165969491.81,=170342726581.0,=170342726581.43,,=0.0000
2025-07-09,=85.8500,=85.8500,=85.8500,=85.8500,=685603460731.5499,=170700631225.0,=170700631224.65,,=0.0000
2025-07-08,=86.7400,=86.7400,=86.7400,=86.7400,=692711056305.82,=172470270849.0,=172470270849.46,,=0.0000
2025-07-07,=85.4800,=85.4800,=85.4800,=85.4800,=682648617627.64,=169964938347.0,=169964938346.92,,=0.0000
2025-07-04,=85.8000,=85.8000,=85.8000,=85.8000,=685204157609.4,=170601213268.0,=170601213268.2,,=0.0000
