date,市值(元),PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2026-05-14,1200461375652.0,36.7965,,,,,80.7879,,,,,34.7323,,,,,23.5098,,,,,80.3044,,,,,0.0013
2026-05-13,1168389680272.8,35.8134,,,,,78.6296,,,,,33.8044,,,,,22.8817,,,,,78.1590,,,,,0.0013
2026-05-12,1133634207606.66,34.7481,,,,,76.2906,,,,,32.7988,,,,,22.2011,,,,,75.8341,,,,,0.0014
2026-05-11,1046929270029.42,32.0904,,,,,70.4556,,,,,30.2902,,,,,20.5030,,,,,70.0340,,,,,0.0015
2026-05-08,986650073124.0,30.2427,,,,,66.3990,,,,,28.5462,,,,,19.3225,,,,,66.0016,,,,,0.0016
2026-05-07,977151060568.98,29.9516,,,,,65.7597,,,,,28.2714,,,,,19.1365,,,,,65.3662,,,,,0.0016
2026-05-06,953242057104.0,29.2187,,,,,64.1507,,,,,27.5796,,,,,18.6683,,,,,63.7668,,,,,0.0016
2026-04-30,954912457905.0,29.2699,,,,,64.2631,,,,,27.6280,,,,,18.7010,,,,,63.8785,,,,,0.0016
2026-04-29,942106051764.0,27.9242,,,,,63.4013,,,,,26.4066,,,,,18.4502,,,,,63.0218,,,,,0.0017
2026-04-28,918720440550.0,27.2310,,,,,61.8275,,,,,25.7512,,,,,17.9922,,,,,61.4575,,,,,0.0017
2026-04-27,954389065654.02,28.2883,,,,,64.2279,,,,,26.7509,,,,,18.6907,,,,,63.8435,,,,,0.0016
2026-04-24,987752537652.66,29.2772,,,,,66.4732,,,,,27.6861,,,,,19.3441,,,,,66.0754,,,,,0.0016
2026-04-23,998899678998.0,29.6076,,,,,67.2233,,,,,27.9985,,,,,19.5624,,,,,66.8210,,,,,0.0016
2026-04-22,987340505455.08,29.2650,,,,,66.4454,,,,,27.6745,,,,,19.3361,,,,,66.0478,,,,,0.0016
2026-04-21,960961802343.24,28.5591,,,,,64.6702,,,,,27.0031,,,,,18.8195,,,,,64.2832,,,,,0.0016
2026-04-20,944450583900.0,28.0684,,,,,63.5591,,,,,26.5391,,,,,18.4961,,,,,63.1787,,,,,0.0016
2026-04-17,945561702234.0,28.1014,,,,,63.6338,,,,,26.5704,,,,,18.5179,,,,,63.2530,,,,,0.0016
2026-04-16,899572514389.74,32.3282,,,,,83.9933,,,,,30.2223,,,,,23.5244,,,,,83.3149,,,,,0.0017
2026-04-15,866650078153.3201,31.1450,,,,,80.9193,,,,,29.1163,,,,,22.6635,,,,,80.2658,,,,,0.0018
2026-04-14,858894472182.0,30.8663,,,,,80.1952,,,,,28.8557,,,,,22.4607,,,,,79.5475,,,,,0.0018
2026-04-13,820005330492.0,29.4687,,,,,76.5641,,,,,27.5492,,,,,21.4437,,,,,75.9457,,,,,0.0019
2026-04-10,816283084073.1,29.3350,,,,,76.2165,,,,,27.4241,,,,,21.3464,,,,,75.6010,,,,,0.0019
2026-04-09,770027227828.6799,27.6727,,,,,71.8976,,,,,25.8701,,,,,20.1367,,,,,71.3169,,,,,0.0020
2026-04-08,764604970358.76,27.4778,,,,,71.3913,,,,,25.6879,,,,,19.9949,,,,,70.8148,,,,,0.0020
2026-04-07,688371141463.02,24.7382,,,,,64.2734,,,,,23.1267,,,,,18.0014,,,,,63.7543,,,,,0.0023
2026-04-03,673915491937.6799,24.2187,,,,,62.9236,,,,,22.6411,,,,,17.6233,,,,,62.4155,,,,,0.0023
2026-04-02,646670870388.0,23.2396,,,,,60.3798,,,,,21.7258,,,,,16.9109,,,,,59.8922,,,,,0.0024
2026-04-01,668748791684.58,24.0330,,,,,62.4412,,,,,22.4675,,,,,17.4882,,,,,61.9369,,,,,0.0023
2026-03-31,632681890562.94,22.7368,,,,,59.0736,,,,,21.2558,,,,,16.5451,,,,,58.5966,,,,,0.0025
2026-03-30,654537588192.7201,26.7699,,,,,77.6038,,,,,24.8031,,,,,20.7432,,,,,76.5473,,,,,0.0015
2026-03-27,664448763732.0,27.1753,,,,,78.7789,,,,,25.1786,,,,,21.0573,,,,,77.7064,,,,,0.0015
2026-03-26,682448880742.8,27.9114,,,,,80.9130,,,,,25.8607,,,,,21.6277,,,,,79.8115,,,,,0.0015
2026-03-25,698226761085.6,28.5567,,,,,82.7837,,,,,26.4586,,,,,22.1277,,,,,81.6567,,,,,0.0014
2026-03-24,670215467885.4601,27.4111,,,,,79.4626,,,,,25.3972,,,,,21.2400,,,,,78.3808,,,,,0.0015
2026-03-23,666248775433.08,27.2489,,,,,78.9923,,,,,25.2469,,,,,21.1143,,,,,77.9169,,,,,0.0015
2026-03-20,680004420408.0,27.8115,,,,,80.6232,,,,,25.7681,,,,,21.5503,,,,,79.5256,,,,,0.0015
2026-03-19,639115265716.8,26.1391,,,,,75.7753,,,,,24.2187,,,,,20.2544,,,,,74.7437,,,,,0.0016
2026-03-18,644448633720.0,26.3573,,,,,76.4076,,,,,24.4208,,,,,20.4234,,,,,75.3674,,,,,0.0016
2026-03-17,603337255362.0,24.6759,,,,,71.5333,,,,,22.8629,,,,,19.1206,,,,,70.5595,,,,,0.0017
2026-03-16,624115168207.8,25.5257,,,,,73.9968,,,,,23.6502,,,,,19.7790,,,,,72.9894,,,,,0.0016
2026-03-13,602248359394.6799,24.6313,,,,,71.4042,,,,,22.8216,,,,,19.0861,,,,,70.4322,,,,,0.0017
2026-03-12,594226085023.2,24.3032,,,,,70.4531,,,,,22.5176,,,,,18.8318,,,,,69.4940,,,,,0.0017
2026-03-11,616315117503.12,25.2066,,,,,73.0720,,,,,23.3547,,,,,19.5319,,,,,72.0772,,,,,0.0016
2026-03-10,607781728698.0,24.8576,,,,,72.0603,,,,,23.0313,,,,,19.2614,,,,,71.0793,,,,,0.0016
2026-03-09,584437132500.66,23.9029,,,,,69.2925,,,,,22.1467,,,,,18.5216,,,,,68.3492,,,,,0.0017
2026-03-06,606092828830.3201,24.7886,,,,,71.8600,,,,,22.9673,,,,,19.2079,,,,,70.8818,,,,,0.0016
2026-03-05,618892912038.0,25.3121,,,,,73.3776,,,,,23.4523,,,,,19.6135,,,,,72.3787,,,,,0.0016
2026-03-04,598892782026.0,24.4941,,,,,71.0064,,,,,22.6945,,,,,18.9797,,,,,70.0397,,,,,0.0017
2026-03-03,626448516709.2,25.6211,,,,,74.2735,,,,,23.7387,,,,,19.8530,,,,,73.2623,,,,,0.0016
2026-03-02,633981899013.7201,25.9292,,,,,75.1666,,,,,24.0241,,,,,20.0917,,,,,74.1433,,,,,0.0016
2026-02-27,593337190356.0,24.2669,,,,,70.3477,,,,,22.4839,,,,,18.8037,,,,,69.3900,,,,,0.0017
2026-02-26,635804133081.48,26.0037,,,,,75.3827,,,,,24.0932,,,,,20.1495,,,,,74.3565,,,,,0.0016
2026-02-25,628970755327.38,25.7242,,,,,74.5725,,,,,23.8342,,,,,19.9329,,,,,73.5573,,,,,0.0016
2026-02-24,615559557036.0,25.1757,,,,,72.9824,,,,,23.3260,,,,,19.5079,,,,,71.9889,,,,,0.0016
2026-02-13,590003835354.0,24.1305,,,,,69.9525,,,,,22.3576,,,,,18.6980,,,,,69.0002,,,,,0.0017
2026-02-12,586070476451.64,23.9697,,,,,69.4861,,,,,22.2086,,,,,18.5734,,,,,68.5402,,,,,0.0017
2026-02-11,591014953037.94,24.1719,,,,,70.0724,,,,,22.3959,,,,,18.7301,,,,,69.1184,,,,,0.0017
2026-02-10,617459569387.14,25.2534,,,,,73.2077,,,,,23.3980,,,,,19.5681,,,,,72.2111,,,,,0.0016
2026-02-09,628881865860.66,25.7206,,,,,74.5620,,,,,23.8309,,,,,19.9301,,,,,73.5469,,,,,0.0016
2026-02-06,600015011543.34,24.5400,,,,,71.1394,,,,,22.7370,,,,,19.0153,,,,,70.1710,,,,,0.0017
2026-02-05,624437392524.66,25.5388,,,,,74.0350,,,,,23.6624,,,,,19.7893,,,,,73.0271,,,,,0.0016
2026-02-04,622226267040.0,25.4484,,,,,73.7728,,,,,23.5787,,,,,19.7192,,,,,72.7685,,,,,0.0016
2026-02-03,655226481559.8,26.7981,,,,,77.6854,,,,,24.8292,,,,,20.7650,,,,,76.6279,,,,,0.0015
2026-02-02,656670935394.0,26.8572,,,,,77.8567,,,,,24.8839,,,,,20.8108,,,,,76.7968,,,,,0.0015
2026-01-30,721115798766.0,29.4929,,,,,85.4975,,,,,27.3260,,,,,22.8531,,,,,84.3335,,,,,0.0014
2026-01-29,682059989325.9,27.8955,,,,,80.8669,,,,,25.8460,,,,,21.6154,,,,,79.7660,,,,,0.0015
2026-01-28,697782313752.0,28.5386,,,,,82.7310,,,,,26.4418,,,,,22.1137,,,,,81.6047,,,,,0.0014
2026-01-27,684004446410.4,27.9751,,,,,81.0974,,,,,25.9197,,,,,21.6770,,,,,79.9934,,,,,0.0015
2026-01-26,655337593393.2,26.8026,,,,,77.6986,,,,,24.8334,,,,,20.7685,,,,,76.6409,,,,,0.0015
2026-01-23,650004225390.0,26.5845,,,,,77.0663,,,,,24.6313,,,,,20.5995,,,,,76.0171,,,,,0.0015
2026-01-22,690004485414.0,28.2205,,,,,81.8088,,,,,26.1471,,,,,21.8672,,,,,80.6951,,,,,0.0014
2026-01-21,646559758554.6,26.4436,,,,,76.6579,,,,,24.5008,,,,,20.4903,,,,,75.6143,,,,,0.0015
2026-01-20,650004225390.0,26.5845,,,,,77.0663,,,,,24.6313,,,,,20.5995,,,,,76.0171,,,,,0.0015
2026-01-19,672782151237.0,27.5161,,,,,79.7669,,,,,25.4944,,,,,21.3214,,,,,78.6810,,,,,0.0015
2026-01-16,685560012078.0,28.0387,,,,,81.2819,,,,,25.9786,,,,,21.7263,,,,,80.1753,,,,,0.0015
2026-01-15,694471181116.6799,28.4031,,,,,82.3384,,,,,26.3163,,,,,22.0087,,,,,81.2175,,,,,0.0014
2026-01-14,658893172062.0,26.9480,,,,,78.1202,,,,,24.9681,,,,,20.8812,,,,,77.0567,,,,,0.0015
2026-01-13,650848675323.84,26.6190,,,,,77.1664,,,,,24.6633,,,,,20.6263,,,,,76.1159,,,,,0.0015
2026-01-12,657748720177.98,26.9012,,,,,77.9845,,,,,24.9247,,,,,20.8449,,,,,76.9228,,,,,0.0015
2026-01-09,648004212388.8,26.5027,,,,,76.8292,,,,,24.5555,,,,,20.5361,,,,,75.7832,,,,,0.0015
2026-01-08,661615411980.3,27.0594,,,,,78.4429,,,,,25.0713,,,,,20.9675,,,,,77.3750,,,,,0.0015
2026-01-07,688448919746.4,28.1568,,,,,81.6244,,,,,26.0881,,,,,21.8179,,,,,80.5132,,,,,0.0015
2026-01-06,672504371653.5,27.5047,,,,,79.7340,,,,,25.4839,,,,,21.3126,,,,,78.6485,,,,,0.0015
2026-01-05,692793392432.34,28.3345,,,,,82.1395,,,,,26.2527,,,,,21.9556,,,,,81.0213,,,,,0.0014
2025-12-31,677782183740.0,27.7206,,,,,80.3597,,,,,25.6839,,,,,21.4798,,,,,79.2657,,,,,0.0015
2025-12-30,702226787088.0,28.7203,,,,,83.2579,,,,,26.6102,,,,,22.2545,,,,,82.1245,,,,,0.0014
2025-12-29,686671130412.0,28.0841,,,,,81.4136,,,,,26.0207,,,,,21.7615,,,,,80.3053,,,,,0.0015
2025-12-26,696671195418.0,28.4931,,,,,82.5992,,,,,26.3997,,,,,22.0784,,,,,81.4748,,,,,0.0014
2025-12-25,710893510093.2,29.0748,,,,,84.2855,,,,,26.9386,,,,,22.5292,,,,,83.1381,,,,,0.0014
2025-12-24,704893471089.6,28.8294,,,,,83.5741,,,,,26.7113,,,,,22.3390,,,,,82.4364,,,,,0.0014
2025-12-23,690004485414.0,28.2205,,,,,81.8088,,,,,26.1471,,,,,21.8672,,,,,80.6951,,,,,0.0014
2025-12-22,686115571245.0,28.0614,,,,,81.3477,,,,,25.9997,,,,,21.7439,,,,,80.2403,,,,,0.0015
2025-12-19,635226351547.8,25.9801,,,,,75.3142,,,,,24.0713,,,,,20.1312,,,,,74.2889,,,,,0.0016
2025-12-18,634670792380.8,25.9574,,,,,75.2483,,,,,24.0502,,,,,20.1136,,,,,74.2239,,,,,0.0016
2025-12-17,655537594693.3201,26.8108,,,,,77.7223,,,,,24.8410,,,,,20.7749,,,,,76.6643,,,,,0.0015
2025-12-16,613103985517.86,25.0753,,,,,72.6913,,,,,23.2330,,,,,19.4301,,,,,71.7017,,,,,0.0016
2025-12-15,634293012147.24,25.9419,,,,,75.2035,,,,,24.0359,,,,,20.1016,,,,,74.1797,,,,,0.0016
2025-12-12,646670870388.0,26.4482,,,,,76.6711,,,,,24.5050,,,,,20.4939,,,,,75.6273,,,,,0.0015
2025-12-11,652015349574.5399,26.6667,,,,,77.3047,,,,,24.7075,,,,,20.6632,,,,,76.2523,,,,,0.0015
2025-12-10,684448893744.0,27.9932,,,,,81.1501,,,,,25.9365,,,,,21.6911,,,,,80.0454,,,,,0.0015
2025-12-09,673337710404.0,27.5388,,,,,79.8328,,,,,25.5155,,,,,21.3390,,,,,78.7460,,,,,0.0015
2025-12-08,633337450380.0,25.9028,,,,,75.0902,,,,,23.9997,,,,,20.0713,,,,,74.0680,,,,,0.0016
2025-12-05,596726101274.7,24.4055,,,,,70.7495,,,,,22.6124,,,,,18.9111,,,,,69.7863,,,,,0.0017
2025-12-04,595003867857.0,24.3350,,,,,70.5453,,,,,22.5471,,,,,18.8565,,,,,69.5849,,,,,0.0017
2025-12-03,581926005065.8201,23.8002,,,,,68.9947,,,,,22.0515,,,,,18.4420,,,,,68.0555,,,,,0.0017
2025-12-02,602226137028.0,24.6304,,,,,71.4016,,,,,22.8208,,,,,19.0854,,,,,70.4296,,,,,0.0017
2025-12-01,597781663692.0,24.4486,,,,,70.8746,,,,,22.6524,,,,,18.9445,,,,,69.9098,,,,,0.0017
2025-11-28,571670382843.0,23.3807,,,,,67.7788,,,,,21.6629,,,,,18.1170,,,,,66.8561,,,,,0.0017
2025-11-27,582226007016.0,23.8124,,,,,69.0303,,,,,22.0629,,,,,18.4515,,,,,68.0906,,,,,0.0017
2025-11-26,603581701395.48,24.6859,,,,,71.5623,,,,,22.8721,,,,,19.1283,,,,,70.5881,,,,,0.0017
2025-11-25,532959020086.44,21.7975,,,,,63.1891,,,,,20.1960,,,,,16.8902,,,,,62.3289,,,,,0.0019
2025-11-24,507558854971.2,20.7586,,,,,60.1776,,,,,19.2335,,,,,16.0852,,,,,59.3583,,,,,0.0020
2025-11-21,515570018159.34,21.0863,,,,,61.1274,,,,,19.5370,,,,,16.3391,,,,,60.2952,,,,,0.0019
2025-11-20,546670220328.0,22.3582,,,,,64.8147,,,,,20.7155,,,,,17.3247,,,,,63.9324,,,,,0.0018
2025-11-19,542892417992.4,22.2037,,,,,64.3668,,,,,20.5724,,,,,17.2050,,,,,63.4906,,,,,0.0018
2025-11-18,525458971331.94,21.4907,,,,,62.2999,,,,,19.9118,,,,,16.6525,,,,,61.4517,,,,,0.0019
2025-11-17,536892378988.8,21.9583,,,,,63.6554,,,,,20.3450,,,,,17.0148,,,,,62.7889,,,,,0.0019
2025-11-14,514247787341.88,21.0322,,,,,60.9706,,,,,19.4869,,,,,16.2972,,,,,60.1406,,,,,0.0019
2025-11-13,534447918654.0,21.8584,,,,,63.3656,,,,,20.2524,,,,,16.9374,,,,,62.5030,,,,,0.0019
2025-11-12,546392440744.5,22.3469,,,,,64.7818,,,,,20.7050,,,,,17.3159,,,,,63.8999,,,,,0.0018
2025-11-11,520058936228.7,21.2699,,,,,61.6596,,,,,19.7071,,,,,16.4814,,,,,60.8202,,,,,0.0019
2025-11-10,544447983660.0,22.2674,,,,,64.5512,,,,,20.6313,,,,,17.2543,,,,,63.6725,,,,,0.0018
2025-11-07,544503539576.7,22.2696,,,,,64.5578,,,,,20.6334,,,,,17.2560,,,,,63.6790,,,,,0.0018
2025-11-06,552092477797.92,22.5800,,,,,65.4576,,,,,20.9210,,,,,17.4966,,,,,64.5665,,,,,0.0018
2025-11-05,530014556501.34,21.6770,,,,,62.8400,,,,,20.0844,,,,,16.7969,,,,,61.9845,,,,,0.0019
2025-11-04,530892339985.2,21.7129,,,,,62.9440,,,,,20.1177,,,,,16.8247,,,,,62.0872,,,,,0.0019
2025-11-03,533336800320.0,21.8129,,,,,63.2339,,,,,20.2103,,,,,16.9022,,,,,62.3730,,,,,0.0019
2025-10-31,525570083165.34,21.4953,,,,,62.3130,,,,,19.9160,,,,,16.6560,,,,,61.4647,,,,,0.0019
2025-10-30,571937051243.16,27.9880,,,,,85.2260,,,,,25.5626,,,,,20.5344,,,,,84.0073,,,,,0.0017
2025-10-29,578581538880.48,28.3131,,,,,86.2161,,,,,25.8596,,,,,20.7730,,,,,84.9833,,,,,0.0017
2025-10-28,570003705342.0,27.8934,,,,,84.9379,,,,,25.4762,,,,,20.4650,,,,,83.7234,,,,,0.0018
2025-10-27,565492564905.96,27.6726,,,,,84.2657,,,,,25.2746,,,,,20.3030,,,,,83.0608,,,,,0.0018
2025-10-24,548892456996.0,26.8603,,,,,81.7920,,,,,24.5326,,,,,19.7070,,,,,80.6225,,,,,0.0018
2025-10-23,489869851093.92,23.9720,,,,,72.9969,,,,,21.8946,,,,,17.5879,,,,,71.9531,,,,,0.0020
2025-10-22,493669875796.2,24.1580,,,,,73.5632,,,,,22.0645,,,,,17.7243,,,,,72.5113,,,,,0.0020
2025-10-21,490558744461.0,24.0057,,,,,73.0996,,,,,21.9254,,,,,17.6126,,,,,72.0543,,,,,0.0020
2025-10-20,447780688602.0,21.9123,,,,,66.7251,,,,,20.0135,,,,,16.0768,,,,,65.7710,,,,,0.0022
2025-10-17,415113809582.4,20.3138,,,,,61.8573,,,,,18.5534,,,,,14.9039,,,,,60.9728,,,,,0.0024
2025-10-16,407747095027.9801,19.9533,,,,,60.7596,,,,,18.2242,,,,,14.6394,,,,,59.8908,,,,,0.0025
2025-10-15,393469224436.08,19.2546,,,,,58.6320,,,,,17.5860,,,,,14.1268,,,,,57.7936,,,,,0.0025
2025-10-14,384558055397.4,18.8185,,,,,57.3041,,,,,17.1878,,,,,13.8069,,,,,56.4847,,,,,0.0026
2025-10-13,418880500734.6601,20.4981,,,,,62.4186,,,,,18.7218,,,,,15.0392,,,,,61.5261,,,,,0.0024
2025-10-10,433336150260.0,20.7541,,,,,64.5727,,,,,18.9906,,,,,15.5582,,,,,63.6493,,,,,0.0023
2025-10-09,443125102782.54,21.2229,,,,,66.0313,,,,,19.4196,,,,,15.9096,,,,,65.0872,,,,,0.0023
2025-09-30,448536249069.12,21.4821,,,,,66.8377,,,,,19.6568,,,,,16.1039,,,,,65.8820,,,,,0.0022
2025-09-29,463058565694.5,22.1776,,,,,69.0017,,,,,20.2932,,,,,16.6253,,,,,68.0150,,,,,0.0022
2025-09-26,459669654775.8,22.0153,,,,,68.4967,,,,,20.1447,,,,,16.5036,,,,,67.5173,,,,,0.0022
2025-09-25,482892027956.4,23.1275,,,,,71.9571,,,,,21.1624,,,,,17.3374,,,,,70.9282,,,,,0.0021
2025-09-24,470558614449.0,22.5368,,,,,70.1193,,,,,20.6219,,,,,16.8946,,,,,69.1166,,,,,0.0021
2025-09-23,482547581272.86,23.1110,,,,,71.9058,,,,,21.1473,,,,,17.3250,,,,,70.8776,,,,,0.0021
2025-09-22,464447463612.0,22.2441,,,,,69.2087,,,,,20.3541,,,,,16.6752,,,,,68.2190,,,,,0.0022
2025-09-19,468336377781.0,22.4304,,,,,69.7882,,,,,20.5245,,,,,16.8148,,,,,68.7902,,,,,0.0021
2025-09-18,454891845939.6,21.7865,,,,,67.7847,,,,,19.9353,,,,,16.3321,,,,,66.8155,,,,,0.0022
2025-09-17,451336267270.8,21.6162,,,,,67.2549,,,,,19.7795,,,,,16.2044,,,,,66.2932,,,,,0.0022
2025-09-16,457136304974.28,21.8940,,,,,68.1192,,,,,20.0337,,,,,16.4127,,,,,67.1452,,,,,0.0022
2025-09-15,453358502638.68,21.7131,,,,,67.5563,,,,,19.8681,,,,,16.2770,,,,,66.5903,,,,,0.0022
2025-09-12,468991937598.06,22.4618,,,,,69.8858,,,,,20.5532,,,,,16.8383,,,,,68.8865,,,,,0.0021
2025-09-11,488858733409.98,23.4133,,,,,72.8462,,,,,21.4239,,,,,17.5516,,,,,71.8046,,,,,0.0020
2025-09-10,427780558590.0,20.4880,,,,,63.7448,,,,,18.7472,,,,,15.3587,,,,,62.8333,,,,,0.0023
2025-09-09,399213706222.8601,19.1199,,,,,59.4880,,,,,17.4952,,,,,14.3331,,,,,58.6374,,,,,0.0025
2025-09-08,411102672396.6601,19.6893,,,,,61.2596,,,,,18.0163,,,,,14.7599,,,,,60.3836,,,,,0.0024
2025-09-05,452225161938.0,21.6588,,,,,67.3874,,,,,19.8184,,,,,16.2363,,,,,66.4238,,,,,0.0022
2025-09-04,410158221812.76,19.6440,,,,,61.1189,,,,,17.9749,,,,,14.7260,,,,,60.2449,,,,,0.0024
2025-09-03,473547522767.46,22.6800,,,,,70.5647,,,,,20.7529,,,,,17.0019,,,,,69.5557,,,,,0.0021
2025-09-02,426669440256.0,20.4348,,,,,63.5792,,,,,18.6985,,,,,15.3188,,,,,62.6701,,,,,0.0023
2025-09-01,451225155437.4,21.6109,,,,,67.2384,,,,,19.7746,,,,,16.2004,,,,,66.2769,,,,,0.0022
2025-08-29,394358119103.28,18.8873,,,,,58.7644,,,,,17.2825,,,,,14.1587,,,,,57.9242,,,,,0.0025
2025-08-28,398924815456.02,19.1060,,,,,59.4449,,,,,17.4826,,,,,14.3227,,,,,58.5949,,,,,0.0025
2025-08-27,361224570383.4,17.3004,,,,,53.8271,,,,,15.8304,,,,,12.9691,,,,,53.0574,,,,,0.0028
2025-08-26,348891156876.0,18.9904,,,,,61.7886,,,,,17.1776,,,,,13.5788,,,,,60.7285,,,,,0.0016
2025-08-25,355557866880.0,19.3533,,,,,62.9693,,,,,17.5058,,,,,13.8383,,,,,61.8889,,,,,0.0016
2025-08-22,309890903352.6,16.8676,,,,,54.8817,,,,,15.2574,,,,,12.0609,,,,,53.9401,,,,,0.0018
