date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2025-12-19,197161196284.56,13.0511,,,,,14.8897,,,,,0.7099,,,,,1.1634,,,,,0.0466,1.1612,,,,
2025-12-18,197735173566.32,13.0891,,,,,14.9331,,,,,0.7119,,,,,1.1668,,,,,0.0464,1.1646,,,,
2025-12-17,196300230361.92,12.9942,,,,,14.8247,,,,,0.7068,,,,,1.1583,,,,,0.0468,1.1561,,,,
2025-12-16,194291309875.76,12.8612,,,,,14.6730,,,,,0.6995,,,,,1.1464,,,,,0.0473,1.1443,,,,
2025-12-15,194578298516.64,12.8802,,,,,14.6947,,,,,0.7006,,,,,1.1481,,,,,0.0472,1.1460,,,,
2025-12-12,203474946383.92,13.4691,,,,,15.3666,,,,,0.7326,,,,,1.2006,,,,,0.0451,1.1984,,,,
2025-12-11,200605059975.12,13.2791,,,,,15.1498,,,,,0.7223,,,,,1.1837,,,,,0.0458,1.1815,,,,
2025-12-10,201179037256.88,13.3171,,,,,15.1932,,,,,0.7243,,,,,1.1871,,,,,0.0456,1.1849,,,,
2025-12-09,199457105411.6,13.2031,,,,,15.0631,,,,,0.7181,,,,,1.1769,,,,,0.0460,1.1747,,,,
2025-12-08,202613980461.28,13.4121,,,,,15.3015,,,,,0.7295,,,,,1.1955,,,,,0.0453,1.1933,,,,
2025-12-05,204048923665.68,13.5071,,,,,15.4099,,,,,0.7347,,,,,1.2040,,,,,0.0450,1.2018,,,,
2025-12-04,201753014538.64,13.3551,,,,,15.2365,,,,,0.7264,,,,,1.1905,,,,,0.0455,1.1882,,,,
2025-12-03,203761935024.8,13.4881,,,,,15.3882,,,,,0.7336,,,,,1.2023,,,,,0.0451,1.2001,,,,
2025-12-02,204048923665.68,13.5071,,,,,15.4099,,,,,0.7347,,,,,1.2040,,,,,0.0450,1.2018,,,,
2025-12-01,204622900947.44,13.5451,,,,,15.4532,,,,,0.7367,,,,,1.2074,,,,,0.0449,1.2051,,,,
2025-11-28,208640741919.76,13.8110,,,,,15.7567,,,,,0.7512,,,,,1.2311,,,,,0.0440,1.2288,,,,
2025-11-27,207492787356.24,13.7350,,,,,15.6700,,,,,0.7471,,,,,1.2243,,,,,0.0443,1.2220,,,,
2025-11-26,208640741919.76,13.8110,,,,,15.7567,,,,,0.7512,,,,,1.2311,,,,,0.0440,1.2288,,,,
2025-11-25,207492787356.24,13.7350,,,,,15.6700,,,,,0.7471,,,,,1.2243,,,,,0.0443,1.2220,,,,
2025-11-24,208066764638.0,13.7730,,,,,15.7133,,,,,0.7491,,,,,1.2277,,,,,0.0441,1.2254,,,,
2025-11-21,210649662405.92,13.9440,,,,,15.9084,,,,,0.7584,,,,,1.2430,,,,,0.0436,1.2406,,,,
2025-11-20,213806537455.6,14.1530,,,,,16.1468,,,,,0.7698,,,,,1.2616,,,,,0.0430,1.2592,,,,
2025-11-19,217250401146.16,14.3810,,,,,16.4069,,,,,0.7822,,,,,1.2819,,,,,0.0423,1.2795,,,,
2025-11-18,216676423864.4,14.3430,,,,,16.3635,,,,,0.7801,,,,,1.2785,,,,,0.0424,1.2761,,,,
2025-11-17,218685344350.56,14.4759,,,,,16.5153,,,,,0.7874,,,,,1.2904,,,,,0.0420,1.2880,,,,
2025-11-14,222129208041.12,14.7039,,,,,16.7753,,,,,0.7998,,,,,1.3107,,,,,0.0413,1.3082,,,,
2025-11-13,225286083090.8,14.9129,,,,,17.0137,,,,,0.8111,,,,,1.3293,,,,,0.0408,1.3268,,,,
2025-11-12,227295003576.96,15.0459,,,,,17.1655,,,,,0.8184,,,,,1.3412,,,,,0.0404,1.3387,,,,
2025-11-11,227581992217.84,15.0649,,,,,17.1871,,,,,0.8194,,,,,1.3429,,,,,0.0404,1.3404,,,,
2025-11-10,227581992217.84,15.0649,,,,,17.1871,,,,,0.8194,,,,,1.3429,,,,,0.0404,1.3404,,,,
2025-11-07,228155969499.6,15.1029,,,,,17.2305,,,,,0.8215,,,,,1.3463,,,,,0.0403,1.3437,,,,
2025-11-06,227008014936.08,15.0269,,,,,17.1438,,,,,0.8173,,,,,1.3395,,,,,0.0405,1.3370,,,,
2025-11-05,221555230759.36,14.6659,,,,,16.7320,,,,,0.7977,,,,,1.3073,,,,,0.0415,1.3049,,,,
2025-11-04,218972332991.44,14.4949,,,,,16.5369,,,,,0.7884,,,,,1.2921,,,,,0.0419,1.2897,,,,
2025-11-03,219259321632.32,14.5139,,,,,16.5586,,,,,0.7894,,,,,1.2938,,,,,0.0419,1.2913,,,,
2025-10-31,220120287554.96,14.5709,,,,,16.6236,,,,,0.7925,,,,,1.2988,,,,,0.0417,1.2964,,,,
2025-10-30,230738867267.52,14.9516,,,,,17.1631,,,,,0.8355,,,,,1.3604,,,,,0.0398,1.3578,,,,
2025-10-29,230738867267.52,14.9516,,,,,17.1631,,,,,0.8355,,,,,1.3604,,,,,0.0398,1.3578,,,,
2025-10-28,230451878626.64,14.9330,,,,,17.1418,,,,,0.8344,,,,,1.3587,,,,,0.0399,1.3561,,,,
2025-10-27,229590912704.0,14.8773,,,,,17.0777,,,,,0.8313,,,,,1.3536,,,,,0.0400,1.3510,,,,
2025-10-24,228442958140.48,14.8029,,,,,16.9923,,,,,0.8272,,,,,1.3468,,,,,0.0402,1.3443,,,,
2025-10-23,229016935422.24,14.8401,,,,,17.0350,,,,,0.8292,,,,,1.3502,,,,,0.0401,1.3477,,,,
2025-10-22,227295003576.96,14.7285,,,,,16.9069,,,,,0.8230,,,,,1.3401,,,,,0.0404,1.3375,,,,
2025-10-21,227581992217.84,14.7471,,,,,16.9283,,,,,0.8240,,,,,1.3418,,,,,0.0404,1.3392,,,,
2025-10-20,220407276195.84,14.2822,,,,,16.3946,,,,,0.7981,,,,,1.2995,,,,,0.0417,1.2970,,,,
2025-10-17,221268242118.48,14.3380,,,,,16.4587,,,,,0.8012,,,,,1.3045,,,,,0.0415,1.3021,,,,
2025-10-16,225860060372.56,14.6355,,,,,16.8002,,,,,0.8178,,,,,1.3316,,,,,0.0407,1.3291,,,,
2025-10-15,224712105809.04,14.5611,,,,,16.7148,,,,,0.8137,,,,,1.3248,,,,,0.0409,1.3223,,,,
2025-10-14,220981253477.6,14.3194,,,,,16.4373,,,,,0.8001,,,,,1.3028,,,,,0.0416,1.3004,,,,
2025-10-13,219546310273.2,14.2264,,,,,16.3306,,,,,0.7950,,,,,1.2944,,,,,0.0418,1.2919,,,,
2025-10-10,221842219400.24,14.3752,,,,,16.5014,,,,,0.8033,,,,,1.3079,,,,,0.0414,1.3054,,,,
2025-10-09,223564151245.52,14.4867,,,,,16.6294,,,,,0.8095,,,,,1.3181,,,,,0.0411,1.3156,,,,
2025-09-30,214380514737.36,13.8916,,,,,15.9463,,,,,0.7762,,,,,1.2639,,,,,0.0428,1.2615,,,,
2025-09-29,210649662405.92,13.6499,,,,,15.6688,,,,,0.7627,,,,,1.2419,,,,,0.0436,1.2396,,,,
2025-09-26,210075685124.16,13.6127,,,,,15.6261,,,,,0.7607,,,,,1.2385,,,,,0.0437,1.2362,,,,
2025-09-25,212084605610.32,13.7429,,,,,15.7756,,,,,0.7679,,,,,1.2504,,,,,0.0433,1.2480,,,,
2025-09-24,213806537455.6,13.8544,,,,,15.9036,,,,,0.7742,,,,,1.2605,,,,,0.0430,1.2582,,,,
2025-09-23,214954492019.12,13.9288,,,,,15.9890,,,,,0.7783,,,,,1.2673,,,,,0.0427,1.2649,,,,
2025-09-22,214667503378.24,13.9102,,,,,15.9677,,,,,0.7773,,,,,1.2656,,,,,0.0428,1.2632,,,,
2025-09-19,215815457941.76,13.9846,,,,,16.0531,,,,,0.7814,,,,,1.2724,,,,,0.0426,1.2700,,,,
2025-09-18,214954492019.12,13.9288,,,,,15.9890,,,,,0.7783,,,,,1.2673,,,,,0.0427,1.2649,,,,
2025-09-17,219259321632.32,14.2078,,,,,16.3092,,,,,0.7939,,,,,1.2927,,,,,0.0419,1.2902,,,,
2025-09-16,219259321632.32,14.2078,,,,,16.3092,,,,,0.7939,,,,,1.2927,,,,,0.0419,1.2902,,,,
2025-09-15,220407276195.84,14.2822,,,,,16.3946,,,,,0.7981,,,,,1.2995,,,,,0.0417,1.2970,,,,
2025-09-12,221842219400.24,14.3752,,,,,16.5014,,,,,0.8033,,,,,1.3079,,,,,0.0414,1.3054,,,,
2025-09-11,222703185322.88,14.4309,,,,,16.5654,,,,,0.8064,,,,,1.3130,,,,,0.0412,1.3105,,,,
2025-09-10,218111367068.8,14.1334,,,,,16.2238,,,,,0.7898,,,,,1.2859,,,,,0.0421,1.2835,,,,
2025-09-09,218398355709.68,14.1520,,,,,16.2452,,,,,0.7908,,,,,1.2876,,,,,0.0420,1.2852,,,,
2025-09-08,218685344350.56,14.1706,,,,,16.2665,,,,,0.7918,,,,,1.2893,,,,,0.0420,1.2869,,,,
2025-09-05,214954492019.12,13.9288,,,,,15.9890,,,,,0.7783,,,,,1.2673,,,,,0.0427,1.2649,,,,
2025-09-04,214380514737.36,13.8916,,,,,15.9463,,,,,0.7762,,,,,1.2639,,,,,0.0428,1.2615,,,,
2025-09-03,215528469300.88,13.9660,,,,,16.0317,,,,,0.7804,,,,,1.2707,,,,,0.0426,1.2683,,,,
2025-09-02,218398355709.68,14.1520,,,,,16.2452,,,,,0.7908,,,,,1.2876,,,,,0.0420,1.2852,,,,
2025-09-01,217824378427.92,14.1148,,,,,16.2025,,,,,0.7887,,,,,1.2842,,,,,0.0422,1.2818,,,,
2025-08-29,220120287554.96,14.2636,,,,,16.3733,,,,,0.7970,,,,,1.2978,,,,,0.0417,1.2953,,,,
2025-08-28,219833298914.08,14.2450,,,,,16.3519,,,,,0.7960,,,,,1.2961,,,,,0.0418,1.2936,,,,
2025-08-27,218111367068.8,14.1334,,,,,16.2238,,,,,0.7898,,,,,1.2859,,,,,0.0421,1.2835,,,,
2025-08-26,223851139886.4,14.5053,,,,,16.6508,,,,,0.8105,,,,,1.3198,,,,,0.0410,1.3173,,,,
2025-08-25,227008014936.08,14.7099,,,,,16.8856,,,,,0.8220,,,,,1.3384,,,,,0.0405,1.3358,,,,
2025-08-22,220120287554.96,15.2520,,,,,17.9231,,,,,0.8371,,,,,1.3331,,,,,0.0274,1.3306,,,,
2025-08-21,218398355709.68,15.1327,,,,,17.7828,,,,,0.8306,,,,,1.3227,,,,,0.0276,1.3202,,,,
