date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2026-03-04,88286314455.9,11.9033,0.1643,39.6515,21.5886,12.8388,0.0424,0.5177,0.5804,0.9267,0.4742,0.3639,1.4855,0.7540,1.5216,1.2434,0.9420
2026-03-03,88464670646.72,11.9273,0.1647,39.6515,21.5886,12.8388,0.0423,0.5188,0.5813,0.9299,0.4742,0.3639,1.4885,0.7561,1.5216,1.2434,0.9420
2026-03-02,88643026837.54,11.9513,0.1655,39.6515,21.5886,12.8388,0.0423,0.5198,0.5830,0.9299,0.4742,0.3639,1.4915,0.7608,1.5216,1.2434,0.9420
2026-02-27,87572889692.62,11.8071,0.1646,39.6089,21.5590,12.8281,0.0428,0.5135,0.5723,0.9331,0.4751,0.3639,1.4734,0.7382,1.5214,1.2434,0.9434
2026-02-26,85967683975.24,11.5906,0.1612,39.6089,21.5738,12.8388,0.0436,0.5041,0.5561,0.9331,0.4746,0.3639,1.4464,0.7050,1.5214,1.2434,0.9434
2026-02-25,84897546830.32,11.4464,0.1579,39.6089,21.5738,12.8388,0.0441,0.4979,0.5472,0.9331,0.4746,0.3639,1.4284,0.6873,1.5214,1.2434,0.9434
2026-02-24,84540834448.68,11.3983,0.1574,39.6089,21.5738,12.8388,0.0443,0.4958,0.5451,0.9331,0.4746,0.3639,1.4224,0.6805,1.5214,1.2420,0.9434
2026-02-13,82578916349.66,11.1337,0.1549,39.4571,21.5511,12.8281,0.0454,0.4843,0.5173,0.9363,0.4751,0.3639,1.3894,0.6350,1.5214,1.2405,0.9442
2026-02-12,83113984922.12,11.2059,0.1575,39.4571,21.5511,12.8281,0.0451,0.4874,0.5293,0.9363,0.4751,0.3639,1.3984,0.6467,1.5214,1.2405,0.9442
2026-02-11,83470697303.76,11.2540,0.1584,39.4571,21.5511,12.8281,0.0449,0.4895,0.5329,0.9363,0.4751,0.3639,1.4044,0.6541,1.5214,1.2405,0.9442
2026-02-10,82935628731.3,11.1818,0.1572,39.6089,21.5511,12.8281,0.0452,0.4864,0.5268,0.9363,0.4751,0.3639,1.3954,0.6430,1.5214,1.2401,0.9434
2026-02-09,83470697303.76,11.2540,0.1581,39.6089,21.5511,12.8281,0.0449,0.4895,0.5330,0.9363,0.4751,0.3639,1.4044,0.6543,1.5214,1.2398,0.9434
2026-02-06,82400560158.84,11.1097,0.1543,39.6089,21.5551,12.8281,0.0455,0.4832,0.5142,0.9363,0.4751,0.3639,1.3864,0.6342,1.5214,1.2397,0.9434
2026-02-05,82222203968.02,11.0857,0.1536,39.6089,21.5590,12.8281,0.0456,0.4822,0.5118,0.9363,0.4751,0.3639,1.3834,0.6299,1.5214,1.2397,0.9434
2026-02-04,82578916349.66,11.1337,0.1548,39.6089,21.5590,12.8281,0.0454,0.4843,0.5178,0.9363,0.4751,0.3639,1.3894,0.6362,1.5214,1.2392,0.9434
2026-02-03,81508779204.74,10.9895,0.1536,39.6089,21.5590,12.8281,0.0460,0.4780,0.5055,0.9363,0.4751,0.3639,1.3714,0.6256,1.5214,1.2392,0.9434
2026-02-02,81152066823.1,10.9414,0.1536,39.6089,21.5590,12.8281,0.0462,0.4759,0.5025,0.9363,0.4751,0.3639,1.3654,0.6193,1.5214,1.2392,0.9434
2026-01-30,82578916349.66,11.1337,0.1556,39.6089,21.5551,12.8281,0.0454,0.4843,0.5167,0.9393,0.4751,0.3639,1.3894,0.6368,1.5214,1.2392,0.9434
2026-01-29,82757272540.48,11.1578,0.1557,39.6089,21.5590,12.8281,0.0453,0.4853,0.5203,0.9393,0.4751,0.3639,1.3924,0.6387,1.5214,1.2392,0.9434
2026-01-28,82222203968.02,11.0857,0.1552,39.6089,21.5590,12.8281,0.0456,0.4822,0.5110,0.9396,0.4751,0.3639,1.3834,0.6316,1.5214,1.2388,0.9434
2026-01-27,83292341112.94,11.2299,0.1574,39.6089,21.5590,12.8281,0.0450,0.4884,0.5275,0.9402,0.4751,0.3639,1.4014,0.6497,1.5214,1.2388,0.9434
2026-01-26,84362478257.86,11.3742,0.1578,39.6089,21.5590,12.8281,0.0444,0.4947,0.5381,0.9402,0.4751,0.3639,1.4194,0.6760,1.5214,1.2366,0.9434
2026-01-23,85075903021.14,11.4704,0.1598,39.6089,21.5551,12.8281,0.0440,0.4989,0.5416,0.9426,0.4751,0.3639,1.4314,0.6896,1.5214,1.2366,0.9434
2026-01-22,86324396356.88,11.6387,0.1620,39.6089,21.5590,12.8281,0.0434,0.5062,0.5503,0.9426,0.4751,0.3639,1.4524,0.7124,1.5214,1.2366,0.9434
2026-01-21,87216177310.98,11.7590,0.1646,39.6089,21.5590,12.8281,0.0429,0.5115,0.5588,0.9428,0.4751,0.3639,1.4674,0.7310,1.5214,1.2366,0.9434
2026-01-20,88821383028.36,11.9754,0.1675,39.6089,21.5590,12.8281,0.0422,0.5209,0.5757,0.9428,0.4751,0.3639,1.4945,0.7640,1.5214,1.2366,0.9434
2026-01-19,87751245883.44,11.8311,0.1658,39.6089,21.5590,12.8281,0.0427,0.5146,0.5664,0.9433,0.4751,0.3639,1.4764,0.7437,1.5214,1.2366,0.9434
2026-01-16,85254259211.96,11.4945,0.1624,39.6089,21.5551,12.8281,0.0439,0.5000,0.5425,0.9491,0.4751,0.3639,1.4344,0.6960,1.5214,1.2366,0.9434
2026-01-15,86681108738.52,11.6868,0.1641,39.6089,21.5590,12.8281,0.0432,0.5083,0.5516,0.9491,0.4751,0.3639,1.4584,0.7221,1.5214,1.2366,0.9434
2026-01-14,86859464929.34,11.7109,0.1654,39.6089,21.5590,12.8281,0.0431,0.5094,0.5529,0.9497,0.4751,0.3639,1.4614,0.7250,1.5214,1.2366,0.9434
2026-01-13,88643026837.54,11.9513,0.1671,39.6089,21.5590,12.8281,0.0423,0.5198,0.5715,0.9497,0.4751,0.3639,1.4915,0.7618,1.5214,1.2366,0.9434
2026-01-12,88464670646.72,11.9273,0.1671,39.6089,21.5590,12.8281,0.0423,0.5188,0.5698,0.9497,0.4751,0.3639,1.4885,0.7580,1.5214,1.2366,0.9434
2026-01-09,88107958265.08,11.8792,0.1674,39.6089,21.5551,12.8281,0.0425,0.5167,0.5666,0.9529,0.4751,0.3639,1.4825,0.7543,1.5214,1.2366,0.9434
2026-01-08,88643026837.54,11.9513,0.1675,39.6089,21.5590,12.8281,0.0423,0.5198,0.5706,0.9529,0.4751,0.3639,1.4915,0.7623,1.5214,1.2366,0.9434
2026-01-07,89356451600.82,12.0475,0.1684,39.6089,21.5590,12.8281,0.0419,0.5240,0.5770,0.9529,0.4751,0.3639,1.5035,0.7771,1.5214,1.2366,0.9434
2026-01-06,89178095410.0,12.0235,0.1684,39.6089,21.5590,12.8281,0.0420,0.5230,0.5740,0.9561,0.4751,0.3639,1.5005,0.7737,1.5214,1.2366,0.9434
2026-01-05,89534807791.64,12.0716,0.1688,39.6089,21.5590,12.8281,0.0418,0.5251,0.5787,0.9561,0.4751,0.3639,1.5065,0.7809,1.5216,1.2366,0.9434
2025-12-31,89891520173.28,12.1197,0.1700,39.6089,21.5551,12.8281,0.0417,0.5271,0.5797,0.9589,0.4751,0.3639,1.5125,0.7894,1.5216,1.2366,0.9434
2025-12-30,92031794463.12,12.4082,0.1717,39.6089,21.5551,12.8281,0.0407,0.5397,0.5962,0.9593,0.4751,0.3639,1.5485,0.8292,1.5223,1.2366,0.9434
2025-12-29,94885493516.24,12.7930,0.1932,39.6089,21.5551,12.8388,0.0395,0.5564,0.6152,0.9593,0.4751,0.3639,1.5965,0.8681,1.5223,1.2366,0.9434
2025-12-26,103089878293.96,13.8991,0.2684,39.6089,21.5511,12.8388,0.0363,0.6045,0.6429,0.9625,0.4751,0.3639,1.7345,0.9294,1.5224,1.2366,0.9434
2025-12-25,105586864965.44,14.2358,0.2812,39.6089,21.5551,12.8388,0.0355,0.6192,0.6503,0.9625,0.4751,0.3639,1.7765,0.9425,1.5223,1.2366,0.9434
2025-12-24,105765221156.26,14.2599,0.2820,39.6089,21.5551,12.8388,0.0354,0.6202,0.6503,0.9657,0.4751,0.3639,1.7795,0.9433,1.5223,1.2366,0.9434
2025-12-23,105408508774.62,14.2118,0.2803,39.6089,21.5551,12.8388,0.0355,0.6181,0.6482,0.9689,0.4751,0.3639,1.7735,0.9425,1.5223,1.2366,0.9434
2025-12-22,104695084011.34,14.1156,0.2765,39.6089,21.5551,12.8388,0.0358,0.6140,0.6448,0.9721,0.4751,0.3639,1.7615,0.9383,1.5223,1.2366,0.9434
2025-12-19,104873440202.16,14.1396,0.2773,39.6089,21.5511,12.8388,0.0357,0.6150,0.6445,0.9785,0.4751,0.3639,1.7645,0.9400,1.5224,1.2366,0.9434
2025-12-18,106835358301.18,14.4041,0.2892,39.6089,21.5551,12.8388,0.0351,0.6265,0.6575,0.9785,0.4751,0.3639,1.7975,0.9501,1.5223,1.2366,0.9434
2025-12-17,105765221156.26,14.2599,0.2829,39.6089,21.5551,12.8388,0.0354,0.6202,0.6490,0.9785,0.4751,0.3639,1.7795,0.9442,1.5223,1.2366,0.9434
2025-12-16,104160015438.88,14.0434,0.2753,39.6089,21.5551,12.8388,0.0360,0.6108,0.6440,0.9785,0.4751,0.3639,1.7525,0.9374,1.5223,1.2366,0.9434
2025-12-15,104873440202.16,14.1396,0.2782,39.6089,21.5551,12.8388,0.0357,0.6150,0.6444,0.9817,0.4751,0.3639,1.7645,0.9412,1.5223,1.2366,0.9434
2025-12-12,105230152583.8,14.1877,0.2802,39.6089,21.5511,12.8388,0.0356,0.6171,0.6458,0.9817,0.4751,0.3639,1.7705,0.9429,1.5224,1.2366,0.9434
2025-12-11,103981659248.06,14.0194,0.2757,39.6089,21.5551,12.8388,0.0360,0.6098,0.6431,0.9817,0.4751,0.3639,1.7495,0.9378,1.5223,1.2366,0.9434
2025-12-10,103981659248.06,14.0194,0.2761,39.6089,21.5551,12.8388,0.0360,0.6098,0.6431,0.9817,0.4751,0.3639,1.7495,0.9383,1.5223,1.2366,0.9434
2025-12-09,102554809721.5,13.8270,0.2727,39.6089,21.5551,12.8388,0.0365,0.6014,0.6423,0.9826,0.4751,0.3639,1.7255,0.9323,1.5223,1.2366,0.9434
2025-12-08,102019741149.04,13.7549,0.2693,39.6089,21.5551,12.8388,0.0367,0.5983,0.6406,0.9849,0.4751,0.3639,1.7165,0.9290,1.5223,1.2366,0.9434
2025-12-05,102198097339.86,13.7789,0.2705,39.6089,21.5511,12.8388,0.0366,0.5993,0.6407,0.9849,0.4751,0.3639,1.7195,0.9298,1.5224,1.2366,0.9434
2025-12-04,102376453530.68,13.8030,0.2719,39.6089,21.5551,12.8388,0.0366,0.6004,0.6410,0.9849,0.4751,0.3639,1.7225,0.9319,1.5223,1.2366,0.9434
2025-12-03,102733165912.32,13.8511,0.2732,39.6089,21.5551,12.8388,0.0365,0.6025,0.6410,0.9849,0.4751,0.3639,1.7285,0.9336,1.5223,1.2366,0.9434
2025-12-02,102019741149.04,13.7549,0.2710,39.6089,21.5551,12.8388,0.0367,0.5983,0.6406,0.9881,0.4751,0.3639,1.7165,0.9307,1.5223,1.2366,0.9434
2025-12-01,101484672576.58,13.6827,0.2710,39.6089,21.5551,12.8388,0.0369,0.5951,0.6385,0.9881,0.4751,0.3639,1.7075,0.9281,1.5223,1.2366,0.9434
2025-11-28,100414535431.66,13.5384,0.2654,39.6089,21.5511,12.8388,0.0373,0.5889,0.6365,0.9913,0.4751,0.3639,1.6895,0.9218,1.5224,1.2366,0.9434
2025-11-27,99166042095.92,13.3701,0.2567,39.6089,21.5551,12.8388,0.0378,0.5815,0.6334,0.9913,0.4751,0.3639,1.6685,0.9167,1.5223,1.2366,0.9434
2025-11-26,95777274470.34,12.9132,0.2101,39.6089,21.5551,12.8388,0.0391,0.5617,0.6195,0.9913,0.4751,0.3639,1.6115,0.8808,1.5223,1.2366,0.9434
2025-11-25,94885493516.24,12.7930,0.1932,39.6089,21.5551,12.8388,0.0395,0.5564,0.6152,0.9945,0.4751,0.3639,1.5965,0.8685,1.5223,1.2366,0.9434
2025-11-24,93815356371.32,12.6487,0.1793,39.6089,21.5551,12.8388,0.0399,0.5502,0.6118,0.9945,0.4751,0.3639,1.5785,0.8533,1.5223,1.2366,0.9434
2025-11-21,94350424943.78,12.7208,0.1868,39.6089,21.5511,12.8388,0.0397,0.5533,0.6128,0.9945,0.4751,0.3639,1.5875,0.8593,1.5224,1.2366,0.9434
2025-11-20,95598918279.52,12.8892,0.2080,39.6089,21.5551,12.8388,0.0392,0.5606,0.6165,0.9945,0.4751,0.3639,1.6085,0.8774,1.5223,1.2366,0.9434
2025-11-19,95955630661.16,12.9373,0.2114,39.6089,21.5551,12.8388,0.0390,0.5627,0.6182,0.9977,0.4751,0.3639,1.6145,0.8816,1.5223,1.2366,0.9434
2025-11-18,94350424943.78,12.7208,0.1869,39.6089,21.5551,12.8388,0.0397,0.5533,0.6131,0.9977,0.4751,0.3639,1.5875,0.8596,1.5223,1.2366,0.9434
2025-11-17,95242205897.88,12.8411,0.2013,39.6089,21.5551,12.8388,0.0393,0.5585,0.6148,0.9977,0.4751,0.3639,1.6025,0.8732,1.5223,1.2366,0.9434
2025-11-14,95063849707.06,12.8170,0.1936,39.6089,21.5511,12.8388,0.0394,0.5575,0.6137,0.9977,0.4751,0.3639,1.5995,0.8698,1.5224,1.2366,0.9434
2025-11-13,96312343042.8,12.9854,0.2195,39.6089,21.5551,12.8388,0.0389,0.5648,0.6186,0.9977,0.4751,0.3639,1.6205,0.8863,1.5223,1.2366,0.9434
2025-11-12,96847411615.26,13.0575,0.2288,39.6089,21.5551,12.8388,0.0387,0.5679,0.6199,0.9977,0.4751,0.3639,1.6295,0.8909,1.5223,1.2366,0.9434
2025-11-11,96847411615.26,13.0575,0.2288,39.6089,21.5551,12.8388,0.0387,0.5679,0.6199,1.0000,0.4751,0.3639,1.6295,0.8909,1.5223,1.2366,0.9434
2025-11-10,97025767806.08,13.0816,0.2309,39.6089,21.5551,12.8388,0.0386,0.5690,0.6203,1.0000,0.4751,0.3639,1.6325,0.8918,1.5223,1.2366,0.9434
2025-11-07,97204123996.9,13.1056,0.2358,39.6089,21.5511,12.8388,0.0385,0.5700,0.6217,1.0041,0.4751,0.3639,1.6355,0.8952,1.5224,1.2366,0.9434
2025-11-06,97739192569.36,13.1777,0.2389,39.6089,21.5551,12.8388,0.0383,0.5732,0.6233,1.0041,0.4751,0.3639,1.6445,0.8985,1.5223,1.2366,0.9434
2025-11-05,96133986851.98,12.9613,0.2140,39.6089,21.5551,12.8388,0.0390,0.5638,0.6178,1.0041,0.4751,0.3639,1.6175,0.8837,1.5223,1.2366,0.9434
2025-11-04,96669055424.44,13.0335,0.2233,39.6089,21.5551,12.8388,0.0387,0.5669,0.6182,1.0041,0.4751,0.3639,1.6265,0.8879,1.5223,1.2366,0.9434
2025-11-03,96133986851.98,12.9613,0.2140,39.6089,21.5551,12.8388,0.0390,0.5638,0.6178,1.0069,0.4751,0.3639,1.6175,0.8837,1.5223,1.2366,0.9434
2025-10-31,94350424943.78,12.7208,0.1868,39.6089,21.5511,12.8388,0.0397,0.5533,0.6128,1.0069,0.4751,0.3639,1.5875,0.8593,1.5224,1.2366,0.9434
