date,市值(元),股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2026-05-19,211777544723.36,0.0376,5.0396,0.0000,20.7566,13.8217,7.9768,7.1578,0.0619,16.2422,11.0541,8.0041,29.0910,0.0004,61.1707,45.6746,33.9268
2026-05-18,212889391462.72,0.0374,5.0661,0.0000,20.7566,13.8217,7.9768,7.1954,0.0656,16.2422,11.0541,8.0041,29.2437,0.0021,61.1707,45.6746,33.9268
2026-05-15,215405676188.64,0.0369,5.1260,0.0000,20.7566,13.8081,7.9768,7.2804,0.0734,16.2422,11.0456,8.0009,29.5894,0.0045,61.1707,45.6593,33.9092
2026-05-14,218565661658.4,0.0364,5.2012,0.0004,20.7566,13.8149,7.9912,7.3872,0.0821,16.2422,11.0498,8.0020,30.0235,0.0099,61.1707,45.6670,33.9211
2026-05-13,220847873386.56,0.0360,5.2555,0.0012,20.7566,13.8217,7.9995,7.4644,0.0924,16.2422,11.0541,8.0041,30.3370,0.0128,61.1707,45.6746,33.9268
2026-05-12,221433055880.96,0.0359,5.2694,0.0017,20.7566,13.8217,8.0043,7.4841,0.0961,16.2422,11.0541,8.0041,30.4173,0.0140,61.1707,45.6746,33.9268
2026-05-11,223247121613.6,0.0356,5.3126,0.0029,20.7566,13.8217,8.0043,7.5455,0.1048,16.2422,11.0541,8.0041,30.6665,0.0210,61.1707,45.6746,33.9268
2026-05-08,223422676361.92,0.0356,5.3167,0.0029,20.7566,13.8081,8.0083,7.5514,0.1076,16.2422,11.0456,8.0009,30.6906,0.0223,61.1707,45.6593,33.9092
2026-05-07,226641180081.12,0.0351,5.3933,0.0062,20.7566,13.8149,8.0100,7.6602,0.1303,16.2422,11.0498,8.0020,31.1328,0.0491,61.1707,45.6670,33.9211
2026-05-06,226699698330.56,0.0351,5.3947,0.0062,20.7566,13.8217,8.0114,7.6622,0.1308,16.2422,11.0541,8.0041,31.1408,0.0495,61.1707,45.6746,33.9268
2026-04-30,226114515836.16,0.0352,5.3808,0.0045,20.7566,13.8081,8.0119,7.6424,0.1290,16.2422,11.0448,7.9988,31.0604,0.0424,61.1707,45.6185,33.9052
2026-04-29,229801165550.88,0.0346,5.4685,0.0115,20.7566,13.8081,8.0123,7.7670,0.1583,16.2422,11.0456,8.0009,31.5668,0.0758,61.1707,45.6593,33.9092
2026-04-28,229742647301.44,0.0346,5.4671,0.0107,20.7566,13.8081,8.0156,7.7650,0.1579,16.2422,11.0456,8.0009,31.5588,0.0754,61.1707,45.6593,33.9092
2026-04-27,233195224018.4,0.0341,5.8924,0.0408,20.7566,13.8081,8.0160,8.0765,0.2168,16.2422,11.0456,8.0009,33.1315,0.1583,61.1707,45.6593,33.9092
2026-04-24,233604851764.48,0.0340,5.9027,0.0412,20.7546,13.8081,8.0201,8.0907,0.2203,16.2247,11.0441,7.9967,33.1897,0.1606,61.1707,45.5776,33.9052
2026-04-23,231615231283.52,0.0343,5.8525,0.0387,20.7566,13.8081,8.0201,8.0218,0.2056,16.2422,11.0448,7.9962,32.9071,0.1434,61.1707,45.6185,33.9052
2026-04-22,233078187519.52,0.0341,5.8894,0.0400,20.7566,13.8081,8.0220,8.0724,0.2152,16.2422,11.0456,7.9962,33.1149,0.1579,61.1707,45.6593,33.9092
2026-04-21,237876683973.6,0.0334,6.0107,0.0462,20.7566,13.8081,8.0222,8.2386,0.2514,16.2422,11.0456,7.9926,33.7967,0.1921,61.1707,45.6593,33.9092
2026-04-20,235770026993.76,0.0337,5.9575,0.0420,20.7566,13.8081,8.0242,8.1657,0.2378,16.2422,11.0456,7.9901,33.4974,0.1797,61.1707,45.6593,33.9092
2026-04-17,233721888263.36,0.0340,5.9057,0.0404,20.7546,13.8081,8.0304,8.0947,0.2216,16.2247,11.0441,7.9842,33.2064,0.1631,61.1707,45.5776,33.9052
2026-04-16,238403348218.56,0.0334,6.0240,0.0466,20.7566,13.8081,8.0304,8.2569,0.2563,16.2422,11.0448,7.9834,33.8715,0.1986,61.1707,45.6185,33.9052
2026-04-15,239456676708.48,0.0332,6.0506,0.0503,20.7566,13.8081,8.0307,8.2933,0.2630,16.2422,11.0456,7.9834,34.0211,0.2077,61.1707,45.6593,33.9092
2026-04-14,238578902966.88,0.0333,6.0284,0.0474,20.7566,13.8081,8.0348,8.2629,0.2576,16.2422,11.0456,7.9834,33.8964,0.1995,61.1707,45.6593,33.9052
2026-04-13,239866304454.56,0.0332,6.0610,0.0507,20.7566,13.8081,8.0366,8.3075,0.2663,16.2422,11.0456,7.9813,34.0793,0.2098,61.1707,45.6593,33.9052
2026-04-10,241972961434.4,0.0329,6.1142,0.0548,20.7546,13.8081,8.0383,8.3805,0.2797,16.2247,11.0441,7.9804,34.3787,0.2298,61.1707,45.5776,33.8698
2026-04-09,240802596445.6,0.0330,6.0846,0.0523,20.7566,13.8081,8.0383,8.3400,0.2732,16.2422,11.0448,7.9718,34.2124,0.2180,61.1707,45.6185,33.8611
2026-04-08,240802596445.6,0.0330,6.0846,0.0523,20.7566,13.8081,8.0432,8.3400,0.2733,16.2422,11.0456,7.9718,34.2124,0.2181,61.1707,45.6593,33.8611
2026-04-07,243026289924.32,0.0327,6.1408,0.0548,20.7566,13.8081,8.0474,8.4170,0.2873,16.2422,11.0456,7.9672,34.5283,0.2362,61.1707,45.6593,33.8611
2026-04-03,243962581915.36,0.0326,6.1645,0.0556,20.7546,13.8081,8.0517,8.4494,0.2941,16.2247,11.0441,7.9564,34.6613,0.2422,61.1707,45.5776,33.8611
2026-04-02,247064049135.68,0.0322,6.2428,0.0577,20.7566,13.8081,8.0517,8.5568,0.3119,16.2422,11.0448,7.9489,35.1020,0.2633,61.1707,45.6185,33.8611
2026-04-01,244372209661.44,0.0325,6.1748,0.0565,20.7566,13.8081,8.0589,8.4636,0.2964,16.2422,11.0456,7.9489,34.7195,0.2473,61.1707,45.6593,33.8611
2026-03-31,239924822704.0,0.0332,6.0624,0.0507,20.7566,13.8081,8.0613,8.3096,0.2696,16.2422,11.0456,7.9481,34.0877,0.2139,61.1707,45.6593,33.8507
2026-03-30,236062618240.96,0.0337,5.9649,0.0420,20.7566,13.8081,8.0629,8.1758,0.2457,16.2422,11.0456,7.9481,33.5389,0.1851,61.1707,45.6593,33.8504
2026-03-27,232317450276.8,0.0342,5.8702,0.0395,20.7546,13.8081,8.0743,8.0461,0.2191,16.2247,11.0441,7.9447,33.0068,0.1528,61.1707,45.5776,33.8409
2026-03-26,216224931680.8,0.0372,5.7204,0.0346,20.7566,13.8081,8.0743,7.6867,0.1483,16.2422,11.0448,7.9447,31.5591,0.0783,61.1707,45.6185,33.8409
2026-03-25,216517522928.0,0.0372,5.7281,0.0346,20.7566,13.8081,8.0852,7.6972,0.1505,16.2422,11.0456,7.9447,31.6018,0.0808,61.1707,45.6593,33.8504
2026-03-24,214469384197.6,0.0375,5.6739,0.0313,20.7566,13.8081,8.0932,7.6243,0.1356,16.2422,11.0456,7.9447,31.3029,0.0651,61.1707,45.6593,33.8504
2026-03-23,212362727217.76,0.0379,5.6182,0.0268,20.7566,13.8081,8.0932,7.5494,0.1191,16.2422,11.0456,7.9447,30.9954,0.0387,61.1707,45.6593,33.8504
2026-03-20,221491574130.4,0.0363,5.8597,0.0371,20.7546,13.8081,8.1034,7.8740,0.1886,16.2247,11.0441,7.9447,32.3278,0.1133,61.1707,45.5776,33.8409
2026-03-19,223598231110.24,0.0360,5.9154,0.0379,20.7566,13.8081,8.1034,7.9489,0.2019,16.2422,11.0448,7.9447,32.6353,0.1302,61.1707,45.6185,33.8409
2026-03-18,225646369840.64,0.0357,5.9696,0.0396,20.7566,13.8081,8.1061,8.0217,0.2127,16.2422,11.0456,7.9447,32.9342,0.1476,61.1707,45.6593,33.8504
2026-03-17,227928581568.8,0.0353,6.0300,0.0437,20.7566,13.8081,8.1068,8.1028,0.2284,16.2422,11.0456,7.9426,33.2673,0.1702,61.1707,45.6593,33.8504
2026-03-16,225353778593.44,0.0357,5.9619,0.0387,20.7566,13.8081,8.1112,8.0113,0.2115,16.2422,11.0456,7.9364,32.8915,0.1463,61.1707,45.6593,33.8504
2026-03-13,221140464633.76,0.0364,5.8504,0.0367,20.7546,13.8081,8.1236,7.8615,0.1857,16.2247,11.0441,7.9276,32.2765,0.1120,61.1707,45.5776,33.8409
2026-03-12,216634559426.88,0.0371,5.7312,0.0338,20.7566,13.8081,8.1236,7.7013,0.1541,16.2422,11.0448,7.9276,31.6189,0.0820,61.1707,45.6185,33.8409
2026-03-11,218799734656.16,0.0368,5.7885,0.0359,20.7566,13.8081,8.1236,7.7783,0.1719,16.2422,11.0456,7.9281,31.9349,0.0977,61.1707,45.6593,33.8504
2026-03-10,218156033912.32,0.0369,5.7715,0.0350,20.7566,13.8081,8.1356,7.7554,0.1653,16.2422,11.0456,7.9281,31.8409,0.0923,61.1707,45.6593,33.8504
2026-03-09,218331588660.64,0.0369,5.7761,0.0350,20.7566,13.8081,8.1364,7.7616,0.1686,16.2422,11.0456,7.9281,31.8666,0.0940,61.1707,45.6593,33.8504
2026-03-06,216634559426.88,0.0371,5.7312,0.0338,20.7546,13.8081,8.1387,7.7013,0.1561,16.2247,11.0441,7.9276,31.6189,0.0840,61.1707,45.5776,33.8409
2026-03-05,210548661485.12,0.0382,5.5702,0.0198,20.7566,13.8081,8.1387,7.4850,0.1141,16.2422,11.0448,7.9276,30.7306,0.0255,61.1707,45.6185,33.8409
2026-03-04,207739785512.0,0.0387,5.4959,0.0136,20.7566,13.8081,8.1463,7.3851,0.0998,16.2422,11.0456,7.9281,30.3206,0.0132,61.1707,45.6593,33.8504
2026-03-03,211016807480.64,0.0381,5.5826,0.0202,20.7566,13.8081,8.1470,7.5016,0.1162,16.2422,11.0456,7.9281,30.7989,0.0293,61.1707,45.6593,33.8504
2026-03-02,208617559253.6,0.0386,5.5191,0.0157,20.7566,13.8081,8.1519,7.4163,0.1035,16.2422,11.0456,7.9281,30.4488,0.0165,61.1707,45.6593,33.8504
2026-02-27,210431624986.24,0.0382,5.5671,0.0185,20.7546,13.8081,8.1608,7.4808,0.1141,16.2247,11.0441,7.9276,30.7135,0.0251,61.1707,45.5776,33.8409
2026-02-26,209729405992.96,0.0384,5.5485,0.0169,20.7566,13.8081,8.1608,7.4558,0.1096,16.2422,11.0448,7.9276,30.6110,0.0194,61.1707,45.6185,33.8409
2026-02-25,209963478990.72,0.0383,5.5547,0.0169,20.7566,13.8081,8.1722,7.4642,0.1117,16.2422,11.0448,7.9276,30.6452,0.0218,61.1707,45.6185,33.8409
2026-02-24,211660508224.48,0.0380,5.5996,0.0210,20.7566,13.8081,8.1762,7.5245,0.1203,16.2422,11.0448,7.9276,30.8929,0.0346,61.1707,45.6185,33.8409
2026-02-13,208559041004.16,0.0386,5.5176,0.0152,20.7501,13.7590,8.1925,7.4142,0.1072,16.2101,11.0315,7.9210,30.4402,0.0164,61.1183,45.4806,33.8136
2026-02-12,210314588487.36,0.0383,5.5640,0.0169,20.7501,13.7616,8.2009,7.4766,0.1151,16.2101,11.0316,7.9212,30.6965,0.0238,61.1183,45.5130,33.8169
2026-02-11,213123464460.48,0.0378,5.6383,0.0234,20.7546,13.7642,8.2009,7.5765,0.1320,16.2247,11.0317,7.9212,31.1064,0.0473,61.1707,45.5453,33.8169
2026-02-10,214293829449.28,0.0375,5.6693,0.0255,20.7546,13.7746,8.2106,7.6181,0.1411,16.2247,11.0331,7.9232,31.2772,0.0638,61.1707,45.5493,33.8218
2026-02-09,217453814919.04,0.0370,5.7529,0.0292,20.7546,13.7849,8.2125,7.7304,0.1621,16.2247,11.0345,7.9254,31.7385,0.0877,61.1707,45.5534,33.8258
2026-02-06,217044187172.96,0.0371,5.7420,0.0288,20.7546,13.7965,8.2268,7.7159,0.1601,16.2247,11.0393,7.9254,31.6787,0.0856,61.1707,45.5655,33.8293
2026-02-05,222135274874.24,0.0362,5.6161,0.0214,20.7546,13.8081,8.2331,7.8969,0.1940,16.2247,11.0441,7.9276,32.4217,0.1174,61.1707,45.5776,33.8409
2026-02-04,212304208968.32,0.0379,5.3676,0.0037,20.7546,13.8081,8.2369,7.5474,0.1256,16.2247,11.0441,7.9276,30.9868,0.0391,61.1707,45.5776,33.8409
2026-02-03,209904960741.28,0.0383,5.3069,0.0025,20.7546,13.8081,8.2409,7.4621,0.1145,16.2247,11.0441,7.9276,30.6367,0.0214,61.1707,45.5776,33.8409
2026-02-02,208149413258.08,0.0387,5.2625,0.0012,20.7546,13.8081,8.2445,7.3997,0.1071,16.2247,11.0441,7.9276,30.3804,0.0157,61.1707,45.5776,33.8409
2026-01-30,206569420523.2,0.0390,5.2226,0.0004,20.7546,13.7965,8.2455,7.3435,0.0988,16.2247,11.0393,7.9254,30.1498,0.0136,61.1707,45.5655,33.8293
2026-01-29,213006427961.6,0.0378,5.3853,0.0029,20.7546,13.8081,8.2466,7.5723,0.1314,16.2247,11.0441,7.9276,31.0893,0.0437,61.1707,45.5776,33.8409
2026-01-28,204638318291.68,0.0393,5.1738,0.0000,20.7546,13.8081,8.2508,7.2748,0.0939,16.2247,11.0441,7.9276,29.8680,0.0099,61.1707,45.5776,33.8409
2026-01-27,207213121267.04,0.0388,5.2389,0.0000,20.7546,13.8081,8.2511,7.3664,0.1034,16.2247,11.0441,7.9276,30.2438,0.0136,61.1707,45.5776,33.8409
2026-01-26,208793114001.92,0.0385,5.2788,0.0000,20.7546,13.8081,8.2656,7.4226,0.1108,16.2247,11.0441,7.9276,30.4744,0.0165,61.1707,45.5776,33.8409
2026-01-23,209729405992.96,0.0384,5.3025,0.0000,20.7546,13.7965,8.2678,7.4558,0.1140,16.2247,11.0393,7.9254,30.6110,0.0177,61.1707,45.5655,33.8293
2026-01-22,211484953476.16,0.0380,5.3469,0.0000,20.7546,13.8081,8.2678,7.5182,0.1236,16.2247,11.0441,7.9276,30.8673,0.0297,61.1707,45.5776,33.8409
2026-01-21,213591610456.0,0.0377,5.4001,0.0025,20.7546,13.8081,8.2690,7.5931,0.1367,16.2247,11.0441,7.9276,31.1747,0.0515,61.1707,45.5776,33.8409
2026-01-20,215815303934.72,0.0373,5.4563,0.0054,20.7546,13.8081,8.2731,7.6722,0.1520,16.2247,11.0441,7.9276,31.4993,0.0721,61.1707,45.5776,33.8409
2026-01-19,215698267435.84,0.0373,5.4534,0.0045,20.7546,13.8081,8.2741,7.6680,0.1503,16.2247,11.0441,7.9276,31.4822,0.0708,61.1707,45.5776,33.8504
2026-01-16,216459004678.56,0.0372,5.4726,0.0058,20.7546,13.7965,8.2783,7.6951,0.1552,16.2247,11.0393,7.9276,31.5933,0.0758,61.1707,45.5655,33.8507
2026-01-15,219970099644.96,0.0366,5.5614,0.0107,20.7546,13.8081,8.2806,7.8199,0.1792,16.2247,11.0441,7.9281,32.1057,0.1005,61.1707,45.5776,33.8611
2026-01-14,221140464633.76,0.0364,5.5910,0.0132,20.7546,13.8081,8.2826,7.8615,0.1862,16.2247,11.0441,7.9281,32.2765,0.1083,61.1707,45.5776,33.8611
2026-01-13,223422676361.92,0.0360,5.6487,0.0173,20.7546,13.8081,8.2834,7.9426,0.2010,16.2247,11.0441,7.9281,32.6096,0.1244,61.1707,45.5776,33.8611
2026-01-12,224241931854.08,0.0359,5.6694,0.0181,20.7546,13.8081,8.2863,7.9718,0.2047,16.2247,11.0441,7.9276,32.7292,0.1297,61.1707,45.5776,33.8611
2026-01-09,221725647128.16,0.0363,5.6058,0.0140,20.7546,13.7965,8.2868,7.8823,0.1931,16.2247,11.0393,7.9254,32.3620,0.1116,61.1707,45.5655,33.8698
2026-01-08,222486384370.88,0.0362,5.6250,0.0157,20.7546,13.8081,8.2956,7.9093,0.1960,16.2247,11.0441,7.9254,32.4730,0.1174,61.1707,45.5776,33.8885
2026-01-07,223481194611.36,0.0360,5.6502,0.0165,20.7546,13.8081,8.2956,7.9447,0.2014,16.2247,11.0441,7.9276,32.6182,0.1240,61.1707,45.5776,33.9052
2026-01-06,224593041350.72,0.0358,5.6783,0.0169,20.7546,13.8081,8.3038,7.9842,0.2076,16.2247,11.0441,7.9254,32.7805,0.1334,61.1707,45.5776,33.9092
2026-01-05,221959720125.92,0.0363,5.6117,0.0140,20.7546,13.8081,8.3249,7.8906,0.1940,16.2247,11.0441,7.9254,32.3961,0.1124,61.1707,45.5776,33.9211
2025-12-31,216634559426.88,0.0371,5.4771,0.0066,20.7546,13.7965,8.3259,7.7013,0.1573,16.2247,11.0393,7.9276,31.6189,0.0782,61.1707,45.5655,33.9268
2025-12-30,218156033912.32,0.0369,5.5155,0.0082,20.7546,13.7965,8.3355,7.7554,0.1671,16.2247,11.0393,7.9281,31.8409,0.0869,61.1707,45.5655,33.9315
2025-12-29,217804924415.68,0.0369,5.5066,0.0078,20.7546,13.7965,8.3393,7.7429,0.1651,16.2247,11.0393,7.9364,31.7897,0.0844,61.1707,45.5655,33.9374
2025-12-26,218975289404.48,0.0368,5.5362,0.0091,20.7546,13.7849,8.3401,7.7845,0.1733,16.2247,11.0345,7.9447,31.9605,0.0926,61.1707,45.5534,33.9403
2025-12-25,218858252905.6,0.0368,5.5333,0.0086,20.7546,13.7965,8.3468,7.7804,0.1725,16.2247,11.0393,7.9474,31.9434,0.0918,61.1707,45.5655,33.9403
2025-12-24,218565661658.4,0.0368,5.5259,0.0082,20.7546,13.7965,8.3522,7.7700,0.1709,16.2247,11.0393,7.9481,31.9007,0.0893,61.1707,45.5655,33.9459
2025-12-23,221081946384.32,0.0364,5.5895,0.0099,20.7546,13.7965,8.3567,7.8594,0.1840,16.2247,11.0393,7.9481,32.2680,0.1050,61.1707,45.5655,33.9553
2025-12-22,221491574130.4,0.0363,5.5999,0.0107,20.7546,13.7965,8.3583,7.8740,0.1890,16.2247,11.0393,7.9522,32.3278,0.1066,61.1707,45.5655,33.9582
2025-12-19,221081946384.32,0.0364,5.5895,0.0099,20.7546,13.7849,8.3734,7.8594,0.1840,16.2247,11.0345,7.9564,32.2680,0.1049,61.1707,45.5534,33.9655
2025-12-18,216576041177.44,0.0291,5.4756,0.0062,20.7546,13.7965,8.3814,7.6992,0.1569,16.2247,11.0393,7.9602,31.6103,0.0766,61.1707,45.5655,33.9754
2025-12-17,216693077676.32,0.0290,5.4785,0.0062,20.7546,13.7965,8.3867,7.7034,0.1581,16.2247,11.0393,7.9672,31.6274,0.0782,61.1707,45.5655,33.9845
2025-12-16,214996048442.56,0.0293,5.4356,0.0037,20.7546,13.7965,8.3927,7.6431,0.1462,16.2247,11.0393,7.9801,31.3797,0.0646,61.1707,45.5655,33.9847
2025-12-15,213650128705.44,0.0295,5.4016,0.0025,20.7546,13.7965,8.4018,7.5952,0.1367,16.2247,11.0393,7.9804,31.1833,0.0531,61.1707,45.5655,33.9939
2025-12-12,213533092206.56,0.0295,5.3986,0.0021,20.7546,13.7849,8.4084,7.5911,0.1358,16.2247,11.0345,7.9804,31.1662,0.0506,61.1707,45.5534,33.9939
2025-12-11,212655318464.96,0.0296,5.3765,0.0004,20.7546,13.7965,8.4226,7.5599,0.1293,16.2247,11.0393,7.9813,31.0381,0.0387,61.1707,45.5655,34.0104
2025-12-10,213123464460.48,0.0295,5.3883,0.0008,20.7546,13.7965,8.4351,7.5765,0.1322,16.2247,11.0393,7.9834,31.1064,0.0441,61.1707,45.5655,34.0108
2025-12-09,213416055707.68,0.0295,5.3957,0.0008,20.7546,13.7965,8.4433,7.5869,0.1334,16.2247,11.0393,7.9834,31.1491,0.0478,61.1707,45.5655,34.0108
2025-12-08,213650128705.44,0.0295,5.4016,0.0008,20.7546,13.7965,8.4614,7.5952,0.1350,16.2247,11.0393,7.9900,31.1833,0.0515,61.1707,45.5655,34.0194
2025-12-05,213650128705.44,0.0295,5.4016,0.0008,20.7546,13.7849,8.4711,7.5952,0.1350,16.2247,11.0345,7.9901,31.1833,0.0514,61.1707,45.5534,34.0465
2025-12-04,211953099471.68,0.0297,5.3587,0.0000,20.7546,13.7965,8.4775,7.5349,0.1247,16.2247,11.0393,7.9926,30.9356,0.0329,61.1707,45.5655,34.0507
2025-12-03,213064946211.04,0.0295,5.3868,0.0000,20.7546,13.7965,8.4817,7.5744,0.1313,16.2247,11.0393,7.9962,31.0979,0.0420,61.1707,45.5655,34.0649
2025-12-02,215756785685.28,0.0292,5.4549,0.0004,20.7546,13.7965,8.4852,7.6701,0.1470,16.2247,11.0393,7.9967,31.4908,0.0667,61.1707,45.5655,34.0730
2025-12-01,217453814919.04,0.0289,5.4978,0.0021,20.7546,13.7965,8.4902,7.7304,0.1564,16.2247,11.0393,7.9988,31.7385,0.0774,61.1707,45.5655,34.0793
2025-11-28,216283449930.24,0.0291,5.4682,0.0008,20.7546,13.7849,8.4914,7.6888,0.1502,16.2247,11.0345,8.0009,31.5676,0.0695,61.1707,45.5534,34.0823
2025-11-27,216459004678.56,0.0291,5.4726,0.0008,20.7546,13.7965,8.4965,7.6951,0.1511,16.2247,11.0393,8.0020,31.5933,0.0708,61.1707,45.5655,34.0823
2025-11-26,215522712687.52,0.0292,5.4489,0.0000,20.7546,13.7965,8.5192,7.6618,0.1445,16.2247,11.0393,8.0041,31.4566,0.0663,61.1707,45.5655,34.0888
2025-11-25,217102705422.4,0.0290,5.4889,0.0004,20.7546,13.7965,8.5323,7.7180,0.1531,16.2247,11.0393,8.0041,31.6872,0.0749,61.1707,45.5655,34.0901
2025-11-24,215815303934.72,0.0292,5.4563,0.0000,20.7546,13.7965,8.5324,7.6722,0.1470,16.2247,11.0393,8.0082,31.4993,0.0667,61.1707,45.5655,34.0901
2025-11-21,218214552161.76,0.0288,5.5170,0.0000,20.7546,13.7849,8.5381,7.7575,0.1601,16.2247,11.0345,8.0139,31.8495,0.0786,61.1707,45.5534,34.0901
2025-11-20,220906391636.0,0.0285,5.5851,0.0008,20.7546,13.7965,8.5457,7.8532,0.1746,16.2247,11.0393,8.0165,32.2424,0.0951,61.1707,45.5655,34.1270
2025-11-19,221198982883.2,0.0284,5.5925,0.0012,20.7546,13.7965,8.5495,7.8636,0.1758,16.2247,11.0393,8.0207,32.2851,0.0967,61.1707,45.5655,34.1272
2025-11-18,222193793123.68,0.0283,5.6176,0.0012,20.7546,13.7965,8.5501,7.8989,0.1816,16.2247,11.0393,8.0209,32.4303,0.1009,61.1707,45.5655,34.1461
2025-11-17,223481194611.36,0.0282,5.6502,0.0029,20.7546,13.7965,8.5506,7.9447,0.1881,16.2247,11.0393,8.0290,32.6182,0.1103,61.1707,45.5655,34.1518
2025-11-14,224827114348.48,0.0280,5.6842,0.0029,20.7546,13.7849,8.5537,7.9926,0.1942,16.2247,11.0345,8.0300,32.8146,0.1226,61.1707,45.5534,34.1556
2025-11-13,225880442838.4,0.0279,5.7108,0.0037,20.7546,13.7965,8.5571,8.0300,0.1997,16.2247,11.0393,8.0319,32.9684,0.1289,61.1707,45.5655,34.1870
2025-11-12,225061187346.24,0.0280,5.6901,0.0033,20.7546,13.7965,8.5571,8.0009,0.1956,16.2247,11.0393,8.0325,32.8488,0.1239,61.1707,45.5655,34.1918
2025-11-11,225997479337.28,0.0278,5.7138,0.0033,20.7546,13.7965,8.5699,8.0342,0.2005,16.2247,11.0393,8.0331,32.9854,0.1289,61.1707,45.5655,34.1969
2025-11-10,226173034085.6,0.0278,5.7182,0.0033,20.7546,13.7965,8.5699,8.0404,0.2021,16.2247,11.0393,8.0331,33.0111,0.1309,61.1707,45.5655,34.1990
2025-11-07,222193793123.68,0.0283,5.6176,0.0012,20.7546,13.7849,8.5831,7.8989,0.1815,16.2247,11.0345,8.0331,32.4303,0.1008,61.1707,45.5534,34.2081
2025-11-06,220672318638.24,0.0285,5.5791,0.0004,20.7546,13.7965,8.5919,7.8449,0.1733,16.2247,11.0393,8.0376,32.2082,0.0930,61.1707,45.5655,34.2123
2025-11-05,220555282139.36,0.0285,5.5762,0.0000,20.7546,13.7965,8.5919,7.8407,0.1729,16.2247,11.0393,8.0376,32.1911,0.0922,61.1707,45.5655,34.2162
2025-11-04,220906391636.0,0.0285,5.5851,0.0000,20.7546,13.7965,8.5949,7.8532,0.1737,16.2247,11.0393,8.0394,32.2424,0.0943,61.1707,45.5655,34.2248
2025-11-03,223247121613.6,0.0282,5.6442,0.0008,20.7546,13.7965,8.5949,7.9364,0.1861,16.2247,11.0393,8.0396,32.5840,0.1062,61.1707,45.5655,34.2319
2025-10-31,223013048615.84,0.0282,5.6383,0.0004,20.7546,13.7849,8.6120,7.9281,0.1856,16.2247,11.0345,8.0408,32.5499,0.1029,61.1707,45.5534,34.2399
2025-10-30,222252311373.12,0.0283,5.6191,0.0000,20.7546,13.7965,8.6157,7.9010,0.1803,16.2247,11.0393,8.0430,32.4388,0.1000,61.1707,45.5655,34.2575
2025-10-29,224944150847.36,0.0280,5.6871,0.0000,20.7546,13.7965,8.6184,7.9967,0.1918,16.2247,11.0393,8.0456,32.8317,0.1202,61.1707,45.5655,34.2751
2025-10-28,224710077849.6,0.0280,5.9655,0.0016,20.7546,13.7965,8.6243,8.0325,0.1964,16.2247,11.0393,8.0518,33.0209,0.1276,61.1707,45.5655,34.2796
2025-10-27,226524143582.24,0.0278,6.0136,0.0037,20.7546,13.7965,8.6275,8.0974,0.2075,16.2247,11.0393,8.0518,33.2875,0.1470,61.1707,45.5655,34.2839
