date,市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2026-04-17,1762244737356.6,21.4142,,,,,7.2035,,,,,10.2424,,,,,0.0369,21.4072,,,,,7.2035,,,,
2026-04-16,1831870961310.6,20.3219,,,,,8.0675,,,,,10.0694,,,,,0.0353,20.3479,,,,,8.0675,,,,
2026-04-15,1837706540512.5,20.3866,,,,,8.0932,,,,,10.1014,,,,,0.0352,20.4128,,,,,8.0932,,,,
2026-04-14,1811909774083.5,20.1004,,,,,7.9795,,,,,9.9596,,,,,0.0357,20.1262,,,,,7.9795,,,,
2026-04-13,1807414124011.65,20.0505,,,,,7.9597,,,,,9.9349,,,,,0.0358,20.0763,,,,,7.9597,,,,
2026-04-10,1820750801801.4,20.1985,,,,,8.0185,,,,,10.0082,,,,,0.0355,20.2244,,,,,8.0185,,,,
2026-04-09,1828928126305.35,20.2892,,,,,8.0545,,,,,10.0532,,,,,0.0354,20.3153,,,,,8.0545,,,,
2026-04-08,1834600910379.3,20.3521,,,,,8.0795,,,,,10.0844,,,,,0.0353,20.3783,,,,,8.0795,,,,
2026-04-07,1803294155004.3,20.0048,,,,,7.9416,,,,,9.9123,,,,,0.0359,20.0305,,,,,7.9416,,,,
2026-04-03,1828314513900.0,20.2824,,,,,8.0518,,,,,10.0498,,,,,0.0354,20.3084,,,,,8.0518,,,,
2026-04-02,1828164241474.2,20.2807,,,,,8.0511,,,,,10.0490,,,,,0.0354,20.3068,,,,,8.0511,,,,
2026-04-01,1827613242579.6,20.2746,,,,,8.0487,,,,,10.0459,,,,,0.0354,20.3006,,,,,8.0487,,,,
2026-03-31,1815791811750.0,20.1435,,,,,7.9966,,,,,9.9810,,,,,0.0356,20.1693,,,,,7.9966,,,,
2026-03-30,1778223705300.0,19.7267,,,,,7.8312,,,,,9.7745,,,,,0.0364,19.7520,,,,,7.8312,,,,
2026-03-27,1773239669844.3,19.6714,,,,,7.8092,,,,,9.7471,,,,,0.0365,19.6967,,,,,7.8092,,,,
2026-03-26,1754655979853.7002,19.4653,,,,,7.7274,,,,,9.6449,,,,,0.0369,19.4903,,,,,7.7274,,,,
2026-03-25,1766039116108.05,19.5916,,,,,7.7775,,,,,9.7075,,,,,0.0366,19.6167,,,,,7.7775,,,,
2026-03-24,1762357441675.95,19.5507,,,,,7.7613,,,,,9.6873,,,,,0.0367,19.5758,,,,,7.7613,,,,
2026-03-23,1763284121635.0498,19.5610,,,,,7.7654,,,,,9.6923,,,,,0.0367,19.5861,,,,,7.7654,,,,
2026-03-20,1809530460675.0,20.0740,,,,,7.9691,,,,,9.9466,,,,,0.0357,20.0998,,,,,7.9691,,,,
2026-03-19,1819385827267.0496,20.1834,,,,,8.0125,,,,,10.0007,,,,,0.0355,20.2093,,,,,8.0125,,,,
2026-03-18,1839334491792.0,20.4047,,,,,8.1003,,,,,10.1104,,,,,0.0352,20.4308,,,,,8.1003,,,,
2026-03-17,1859621269275.0,20.6297,,,,,8.1897,,,,,10.2219,,,,,0.0348,20.6562,,,,,8.1897,,,,
2026-03-16,1828539922538.7,20.2849,,,,,8.0528,,,,,10.0510,,,,,0.0354,20.3109,,,,,8.0528,,,,
2026-03-13,1770259266732.6,19.6384,,,,,7.7961,,,,,9.7307,,,,,0.0365,19.6636,,,,,7.7961,,,,
2026-03-12,1743160139280.0,19.3377,,,,,7.6768,,,,,9.5817,,,,,0.0371,19.3626,,,,,7.6768,,,,
2026-03-11,1753178301000.0,19.4489,,,,,7.7209,,,,,9.6368,,,,,0.0369,19.4738,,,,,7.7209,,,,
2026-03-10,1755532569004.2002,19.4750,,,,,7.7313,,,,,9.6497,,,,,0.0368,19.5000,,,,,7.7313,,,,
2026-03-09,1749421490355.0,19.4072,,,,,7.7043,,,,,9.6161,,,,,0.0370,19.4321,,,,,7.7043,,,,
2026-03-06,1755682841430.0,19.4767,,,,,7.7319,,,,,9.6506,,,,,0.0368,19.5017,,,,,7.7319,,,,
2026-03-05,1751976121593.6,19.4355,,,,,7.7156,,,,,9.6302,,,,,0.0369,19.4605,,,,,7.7156,,,,
2026-03-04,1754655979853.7002,19.4653,,,,,7.7274,,,,,9.6449,,,,,0.0369,19.4903,,,,,7.7274,,,,
2026-03-03,1785975257930.85,19.8127,,,,,7.8653,,,,,9.8171,,,,,0.0362,19.8381,,,,,7.8653,,,,
2026-03-02,1803406859323.65,20.0061,,,,,7.9421,,,,,9.9129,,,,,0.0359,20.0318,,,,,7.9421,,,,
2026-02-27,1822078208229.3,20.2132,,,,,8.0243,,,,,10.0155,,,,,0.0355,20.2392,,,,,8.0243,,,,
2026-02-26,1836091111935.15,20.3687,,,,,8.0860,,,,,10.0925,,,,,0.0352,20.3948,,,,,8.0860,,,,
2026-02-25,1867961388906.9,20.7222,,,,,8.2264,,,,,10.2677,,,,,0.0346,20.7488,,,,,8.2264,,,,
2026-02-24,1836829951362.0,20.3769,,,,,8.0893,,,,,10.0966,,,,,0.0352,20.4030,,,,,8.0893,,,,
2026-02-13,1859996950339.5,20.6339,,,,,8.1913,,,,,10.2240,,,,,0.0348,20.6604,,,,,8.1913,,,,
2026-02-12,1861624901619.0,20.6519,,,,,8.1985,,,,,10.2329,,,,,0.0347,20.6784,,,,,8.1985,,,,
2026-02-11,1883827652530.95,20.8982,,,,,8.2963,,,,,10.3549,,,,,0.0343,20.9251,,,,,8.2963,,,,
2026-02-10,1884416219532.0,20.9048,,,,,8.2989,,,,,10.3582,,,,,0.0343,20.9316,,,,,8.2989,,,,
2026-02-09,1909661987066.4,21.1848,,,,,8.4100,,,,,10.4969,,,,,0.0339,21.2120,,,,,8.4100,,,,
2026-02-06,1897201898427.15,21.0466,,,,,8.3552,,,,,10.4285,,,,,0.0341,21.0736,,,,,8.3552,,,,
2026-02-05,1947280184325.0,21.6022,,,,,8.5757,,,,,10.7037,,,,,0.0332,21.6299,,,,,8.5757,,,,
2026-02-04,1909712077875.0,21.1854,,,,,8.4103,,,,,10.4972,,,,,0.0339,21.2126,,,,,8.4103,,,,
2026-02-03,1846998385507.8,20.4897,,,,,8.1341,,,,,10.1525,,,,,0.0350,20.5160,,,,,8.1341,,,,
2026-02-02,1786989596805.0,19.8240,,,,,7.8698,,,,,9.8226,,,,,0.0362,19.8494,,,,,7.8698,,,,
2026-01-30,1754430571215.0,19.4628,,,,,7.7264,,,,,9.6437,,,,,0.0369,19.4878,,,,,7.7264,,,,
2026-01-29,1800413933509.8,19.9729,,,,,7.9289,,,,,9.8964,,,,,0.0359,19.9985,,,,,7.9289,,,,
2026-01-28,1657617560893.35,18.3888,,,,,7.3001,,,,,9.1115,,,,,0.0390,18.4124,,,,,7.3001,,,,
2026-01-27,1681811421447.15,18.6572,,,,,7.4066,,,,,9.2445,,,,,0.0385,18.6811,,,,,7.4066,,,,
2026-01-26,1680546628530.0,18.6431,,,,,7.4010,,,,,9.2376,,,,,0.0385,18.6671,,,,,7.4010,,,,
2026-01-23,1674285277455.0,18.5737,,,,,7.3735,,,,,9.2031,,,,,0.0386,18.5975,,,,,7.3735,,,,
2026-01-22,1678117224312.9,18.6162,,,,,7.3903,,,,,9.2242,,,,,0.0385,18.6401,,,,,7.3903,,,,
2026-01-21,1691892196677.9,18.7690,,,,,7.4510,,,,,9.2999,,,,,0.0382,18.7931,,,,,7.4510,,,,
2026-01-20,1720055753813.25,19.0814,,,,,7.5750,,,,,9.4547,,,,,0.0376,19.1059,,,,,7.5750,,,,
2026-01-19,1723123815840.0,19.1155,,,,,7.5885,,,,,9.4716,,,,,0.0375,19.1400,,,,,7.5885,,,,
2026-01-16,1730637437130.0,19.1988,,,,,7.6216,,,,,9.5129,,,,,0.0374,19.2235,,,,,7.6216,,,,
2026-01-15,1739265578911.35,19.2945,,,,,7.6596,,,,,9.5603,,,,,0.0372,19.3193,,,,,7.6596,,,,
2026-01-14,1750686283272.15,19.4212,,,,,7.7099,,,,,9.6231,,,,,0.0369,19.4462,,,,,7.7099,,,,
2026-01-13,1766953273365.0,19.6017,,,,,7.7816,,,,,9.7125,,,,,0.0366,19.6269,,,,,7.7816,,,,
2026-01-12,1782268538094.45,19.7716,,,,,7.8490,,,,,9.7967,,,,,0.0363,19.7970,,,,,7.8490,,,,
2026-01-09,1777096662106.5,19.7142,,,,,7.8262,,,,,9.7683,,,,,0.0364,19.7395,,,,,7.8262,,,,
2026-01-08,1768581224644.5,19.6198,,,,,7.7887,,,,,9.7215,,,,,0.0366,19.6449,,,,,7.7887,,,,
2026-01-07,1782431333222.4,19.7734,,,,,7.8497,,,,,9.7976,,,,,0.0363,19.7988,,,,,7.8497,,,,
2026-01-06,1788254389722.15,19.8380,,,,,7.8754,,,,,9.8296,,,,,0.0362,19.8635,,,,,7.8754,,,,
2026-01-05,1785737326590.0,19.8101,,,,,7.8643,,,,,9.8158,,,,,0.0362,19.8355,,,,,7.8643,,,,
2025-12-31,1724601494693.7002,19.1319,,,,,7.5950,,,,,9.4797,,,,,0.0375,19.1564,,,,,7.5950,,,,
2025-12-30,1740304963189.8,19.3061,,,,,7.6642,,,,,9.5660,,,,,0.0372,19.3308,,,,,7.6642,,,,
2025-12-29,1755682841430.0,19.4767,,,,,7.7319,,,,,9.6506,,,,,0.0368,19.5017,,,,,7.7319,,,,
2025-12-26,1770872879137.9502,19.6452,,,,,7.7988,,,,,9.7341,,,,,0.0365,19.6704,,,,,7.7988,,,,
2025-12-25,1770922969946.55,19.6457,,,,,7.7990,,,,,9.7343,,,,,0.0365,19.6709,,,,,7.7990,,,,
2025-12-24,1754305344193.5,19.4614,,,,,7.7259,,,,,9.6430,,,,,0.0369,19.4864,,,,,7.7259,,,,
2025-12-23,1763021144889.9,19.5581,,,,,7.7642,,,,,9.6909,,,,,0.0367,19.5832,,,,,7.7642,,,,
2025-12-22,1763522052975.9,19.5636,,,,,7.7664,,,,,9.6937,,,,,0.0367,19.5887,,,,,7.7664,,,,
2025-12-19,1765701003150.0,19.5878,,,,,7.7760,,,,,9.7056,,,,,0.0366,19.6129,,,,,7.7760,,,,
2025-12-18,1791998677665.0,19.8795,,,,,6.9709,,,,,9.8502,,,,,0.0361,19.9050,,,,,6.9709,,,,
2025-12-17,1794628445116.5,19.9087,,,,,6.9811,,,,,9.8646,,,,,0.0360,19.9343,,,,,6.9811,,,,
2025-12-16,1780728245730.0,19.7545,,,,,6.9270,,,,,9.7882,,,,,0.0363,19.7799,,,,,6.9270,,,,
2025-12-15,1785737326590.0,19.8101,,,,,6.9465,,,,,9.8158,,,,,0.0362,19.8355,,,,,6.9465,,,,
2025-12-12,1779037680939.75,19.7358,,,,,6.9204,,,,,9.7789,,,,,0.0364,19.7611,,,,,6.9204,,,,
2025-12-11,1768193020877.85,19.6154,,,,,6.8783,,,,,9.7193,,,,,0.0366,19.6406,,,,,6.8783,,,,
2025-12-10,1756684657602.0,19.4878,,,,,6.8335,,,,,9.6561,,,,,0.0368,19.5128,,,,,6.8335,,,,
2025-12-09,1754443093917.15,19.4629,,,,,6.8248,,,,,9.6437,,,,,0.0369,19.4879,,,,,6.8248,,,,
2025-12-08,1775994664317.3,19.7020,,,,,6.9086,,,,,9.7622,,,,,0.0364,19.7273,,,,,6.9086,,,,
2025-12-05,1790758930152.15,19.8658,,,,,6.9660,,,,,9.8434,,,,,0.0361,19.8913,,,,,6.9660,,,,
2025-12-04,1783207740755.7,19.7820,,,,,6.9367,,,,,9.8019,,,,,0.0363,19.8074,,,,,6.9367,,,,
2025-12-03,1789619364256.5,19.8531,,,,,6.9616,,,,,9.8371,,,,,0.0361,19.8786,,,,,6.9616,,,,
2025-12-02,1798297596846.45,19.9494,,,,,6.9954,,,,,9.8848,,,,,0.0360,19.9750,,,,,6.9954,,,,
2025-12-01,1813287271320.0,20.1157,,,,,7.0537,,,,,9.9672,,,,,0.0357,20.1415,,,,,7.0537,,,,
2025-11-28,1816417946857.5,20.1504,,,,,7.0659,,,,,9.9844,,,,,0.0356,20.1763,,,,,7.0659,,,,
2025-11-27,1812410682169.5,20.1060,,,,,7.0503,,,,,9.9624,,,,,0.0357,20.1318,,,,,7.0503,,,,
2025-11-26,1814727382067.25,20.1317,,,,,7.0593,,,,,9.9751,,,,,0.0356,20.1575,,,,,7.0593,,,,
2025-11-25,1809092166099.75,20.0692,,,,,7.0374,,,,,9.9441,,,,,0.0357,20.0949,,,,,7.0374,,,,
2025-11-24,1818296352180.0,20.1713,,,,,7.0732,,,,,9.9947,,,,,0.0356,20.1972,,,,,7.0732,,,,
2025-11-21,1836579497319.0,20.3741,,,,,7.1443,,,,,10.0952,,,,,0.0352,20.4002,,,,,7.1443,,,,
2025-11-20,1837218155128.65,20.3812,,,,,7.1468,,,,,10.0987,,,,,0.0352,20.4073,,,,,7.1468,,,,
2025-11-19,1842102008967.15,20.4354,,,,,7.1658,,,,,10.1256,,,,,0.0351,20.4616,,,,,7.1658,,,,
2025-11-18,1848350837340.0,20.5047,,,,,7.1901,,,,,10.1599,,,,,0.0350,20.5310,,,,,7.1901,,,,
2025-11-17,1842089486265.0,20.4352,,,,,7.1657,,,,,10.1255,,,,,0.0351,20.4614,,,,,7.1657,,,,
2025-11-14,1824056795169.0,20.2352,,,,,7.0956,,,,,10.0264,,,,,0.0355,20.2611,,,,,7.0956,,,,
2025-11-13,1841313078731.7,20.4266,,,,,7.1627,,,,,10.1213,,,,,0.0351,20.4528,,,,,7.1627,,,,
2025-11-12,1834763705507.25,20.3540,,,,,7.1372,,,,,10.0853,,,,,0.0352,20.3801,,,,,7.1372,,,,
2025-11-11,1827049720982.85,20.2684,,,,,7.1072,,,,,10.0429,,,,,0.0354,20.2944,,,,,7.1072,,,,
2025-11-10,1831194735394.5,20.3144,,,,,7.1233,,,,,10.0656,,,,,0.0353,20.3404,,,,,7.1233,,,,
2025-11-07,1794916467265.95,19.9119,,,,,6.9822,,,,,9.8662,,,,,0.0360,19.9375,,,,,6.9822,,,,
2025-11-06,1797170553652.9502,19.9369,,,,,6.9910,,,,,9.8786,,,,,0.0360,19.9625,,,,,6.9910,,,,
2025-11-05,1778323886917.2,19.7278,,,,,6.9177,,,,,9.7750,,,,,0.0364,19.7532,,,,,6.9177,,,,
2025-11-04,1789494137235.0,19.8518,,,,,6.9611,,,,,9.8364,,,,,0.0361,19.8772,,,,,6.9611,,,,
2025-11-03,1797007758525.0,19.9351,,,,,6.9903,,,,,9.8777,,,,,0.0360,19.9607,,,,,6.9903,,,,
2025-10-31,1790758930152.15,19.8658,,,,,6.9660,,,,,9.8434,,,,,0.0361,19.8913,,,,,6.9660,,,,
2025-10-30,1786664006549.1,19.8204,,,,,6.9501,,,,,9.8209,,,,,0.0362,19.8458,,,,,6.9501,,,,
2025-10-29,1793125720858.5,19.9322,,,,,7.5137,,,,,9.8639,,,,,0.0361,19.9379,,,,,7.5137,,,,
2025-10-28,1809530460675.0,20.1146,,,,,7.5825,,,,,9.9541,,,,,0.0357,20.1203,,,,,7.5825,,,,
2025-10-27,1803782540388.15,20.0507,,,,,7.5584,,,,,9.9225,,,,,0.0359,20.0564,,,,,7.5584,,,,
2025-10-24,1815791811750.0,20.1842,,,,,7.6087,,,,,9.9886,,,,,0.0356,20.1899,,,,,7.6087,,,,
2025-10-23,1838307630215.7,20.4345,,,,,7.7031,,,,,10.1124,,,,,0.0352,20.4403,,,,,7.7031,,,,
2025-10-22,1826686562620.5,20.3053,,,,,7.6544,,,,,10.0485,,,,,0.0354,20.3111,,,,,7.6544,,,,
2025-10-21,1831144644585.9,20.3549,,,,,7.6730,,,,,10.0730,,,,,0.0353,20.3606,,,,,7.6730,,,,
2025-10-20,1825722314554.9504,20.2946,,,,,7.6503,,,,,10.0432,,,,,0.0354,20.3004,,,,,7.6503,,,,
2025-10-17,1822053162825.0,20.2538,,,,,7.6349,,,,,10.0230,,,,,0.0355,20.2596,,,,,7.6349,,,,
2025-10-16,1859508564955.65,20.6702,,,,,7.7919,,,,,10.2291,,,,,0.0348,20.6760,,,,,7.7919,,,,
2025-10-15,1830819054330.0,20.3512,,,,,7.6717,,,,,10.0713,,,,,0.0353,20.3570,,,,,7.6717,,,,
2025-10-14,1817069127369.3,20.1984,,,,,7.6141,,,,,9.9956,,,,,0.0356,20.2041,,,,,7.6141,,,,
2025-10-13,1777221889128.0,19.7555,,,,,7.4471,,,,,9.7764,,,,,0.0364,19.7611,,,,,7.4471,,,,
2025-10-10,1790746407450.0,19.9058,,,,,7.5038,,,,,9.8508,,,,,0.0361,19.9115,,,,,7.5038,,,,
2025-10-09,1799236799507.7,20.0002,,,,,7.5393,,,,,9.8975,,,,,0.0359,20.0059,,,,,7.5393,,,,
2025-09-30,1808265667757.85,20.1005,,,,,7.5772,,,,,9.9472,,,,,0.0358,20.1063,,,,,7.5772,,,,
2025-09-29,1829391466284.9,20.3354,,,,,7.6657,,,,,10.0634,,,,,0.0354,20.3412,,,,,7.6657,,,,
2025-09-26,1797007758525.0,19.9754,,,,,7.5300,,,,,9.8853,,,,,0.0360,19.9811,,,,,7.5300,,,,
2025-09-25,1802016839385.0,20.0311,,,,,7.5510,,,,,9.9128,,,,,0.0359,20.0368,,,,,7.5510,,,,
2025-09-24,1805773650030.0,20.0728,,,,,7.5667,,,,,9.9335,,,,,0.0358,20.0785,,,,,7.5667,,,,
2025-09-23,1812560954595.3,20.1483,,,,,7.5952,,,,,9.9708,,,,,0.0357,20.1540,,,,,7.5952,,,,
2025-09-22,1819986916970.25,20.2308,,,,,7.6263,,,,,10.0117,,,,,0.0355,20.2366,,,,,7.6263,,,,
2025-09-19,1838295107513.55,20.4343,,,,,7.7030,,,,,10.1124,,,,,0.0352,20.4402,,,,,7.7030,,,,
2025-09-18,1838282584811.4,20.4342,,,,,7.7030,,,,,10.1123,,,,,0.0352,20.4400,,,,,7.7030,,,,
2025-09-17,1869639430995.0,20.7828,,,,,7.8343,,,,,10.2848,,,,,0.0346,20.7887,,,,,7.8343,,,,
2025-09-16,1878380277095.7,20.8799,,,,,7.8710,,,,,10.3329,,,,,0.0344,20.8859,,,,,7.8710,,,,
2025-09-15,1897314602746.5,21.0904,,,,,7.9503,,,,,10.4370,,,,,0.0341,21.0964,,,,,7.9503,,,,
2025-09-12,1898441645940.0,21.1029,,,,,7.9550,,,,,10.4432,,,,,0.0341,21.1089,,,,,7.9550,,,,
2025-09-11,1907833672552.5,21.2073,,,,,7.9944,,,,,10.4949,,,,,0.0339,21.2134,,,,,7.9944,,,,
2025-09-10,1905967789932.15,21.1866,,,,,7.9866,,,,,10.4846,,,,,0.0339,21.1926,,,,,7.9866,,,,
2025-09-09,1884666673575.0,20.9498,,,,,7.8973,,,,,10.3675,,,,,0.0343,20.9558,,,,,7.8973,,,,
2025-09-08,1879945614864.45,20.8973,,,,,7.8775,,,,,10.3415,,,,,0.0344,20.9033,,,,,7.8775,,,,
2025-09-05,1857116728845.0,20.6436,,,,,7.7819,,,,,10.2159,,,,,0.0348,20.6494,,,,,7.7819,,,,
2025-09-04,1844168254821.9,20.4996,,,,,7.7276,,,,,10.1447,,,,,0.0351,20.5055,,,,,7.7276,,,,
2025-09-03,1854048666818.25,20.6095,,,,,7.7690,,,,,10.1990,,,,,0.0349,20.6153,,,,,7.7690,,,,
2025-09-02,1867510571629.5,20.7591,,,,,7.8254,,,,,10.2731,,,,,0.0346,20.7650,,,,,7.8254,,,,
2025-09-01,1848476064361.5,20.5475,,,,,7.7457,,,,,10.1684,,,,,0.0350,20.5534,,,,,7.7457,,,,
2025-08-29,1859172744000.0,20.6664,,,,,7.7905,,,,,10.2272,,,,,0.0348,20.6723,,,,,7.7905,,,,
2025-08-28,1816587638580.0,20.1930,,,,,7.6120,,,,,9.9930,,,,,0.0356,20.1988,,,,,7.6120,,,,
2025-08-27,1818974414400.0,20.2196,,,,,7.6220,,,,,10.0061,,,,,0.0356,20.2253,,,,,7.6220,,,,
2025-08-26,1861195222458.0,20.6889,,,,,7.7990,,,,,10.2383,,,,,0.0347,20.6948,,,,,7.7990,,,,
