date,市值(元),股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2026-02-25,2262843299620.35,0.0442,2.9978,0.8793,2.8231,2.3532,1.9375,0.6685,0.3321,0.9442,0.7363,0.5963,6.7115,0.6749,6.9967,6.1875,5.0696
2026-02-24,2270691311064.12,0.0441,3.0082,0.8850,2.8230,2.3522,1.9375,0.6708,0.3366,0.9442,0.7366,0.5963,6.7347,0.6893,6.9967,6.1861,5.0696
2026-02-13,2275923318693.3,0.0440,3.0151,0.8874,2.8206,2.3461,1.9375,0.6724,0.3385,0.9437,0.7383,0.5966,6.7503,0.6972,6.9957,6.1794,5.0696
2026-02-12,2304699360653.79,0.0434,3.0533,0.9018,2.8189,2.3452,1.9375,0.6809,0.3510,0.9437,0.7386,0.5966,6.8356,0.7489,6.9957,6.1778,5.0696
2026-02-11,2343939417872.64,0.0427,3.1053,0.9206,2.8189,2.3443,1.9375,0.6925,0.3680,0.9442,0.7389,0.5963,6.9520,0.7895,6.9967,6.1761,5.0696
2026-02-10,2346555421687.23,0.0427,3.1087,0.9218,2.8189,2.3431,1.9375,0.6933,0.3690,0.9442,0.7389,0.5963,6.9597,0.7910,6.9967,6.1753,5.0696
2026-02-09,2317779379726.7397,0.0432,3.0706,0.9103,2.8156,2.3418,1.9375,0.6848,0.3556,0.9442,0.7389,0.5963,6.8744,0.7630,6.9967,6.1746,5.0696
2026-02-06,2312547372097.56,0.0433,3.0637,0.9078,2.8156,2.3414,1.9375,0.6832,0.3536,0.9442,0.7390,0.5963,6.8589,0.7567,6.9967,6.1742,5.0696
2026-02-05,2309931368282.97,0.0433,3.0602,0.9057,2.8156,2.3410,1.9375,0.6824,0.3534,0.9442,0.7391,0.5963,6.8511,0.7537,6.9967,6.1738,5.0696
2026-02-04,2281155326322.48,0.0439,3.0221,0.8929,2.8156,2.3409,1.9375,0.6739,0.3410,0.9442,0.7393,0.5963,6.7658,0.7080,6.9967,6.1738,5.0696
2026-02-03,2262843299620.35,0.0442,2.9978,0.8834,2.8156,2.3393,1.9375,0.6685,0.3320,0.9442,0.7397,0.5963,6.7115,0.6792,6.9967,6.1737,5.0696
2026-02-02,2299467353024.61,0.0435,3.0463,0.9007,2.8142,2.3378,1.9375,0.6794,0.3493,0.9442,0.7398,0.5963,6.8201,0.7430,6.9967,6.1736,5.0696
2026-01-30,2281155326322.48,0.0439,3.0221,0.8938,2.8142,2.3378,1.9375,0.6739,0.3405,0.9442,0.7400,0.5963,6.7658,0.7089,6.9967,6.1736,5.0696
2026-01-29,2294235345395.4297,0.0436,3.0394,0.8987,2.8142,2.3378,1.9375,0.6778,0.3456,0.9442,0.7400,0.5963,6.8046,0.7327,6.9967,6.1736,5.0696
2026-01-28,2278539322507.89,0.0439,3.0186,0.8929,2.8123,2.3378,1.9375,0.6732,0.3398,0.9442,0.7403,0.5963,6.7580,0.7051,6.9967,6.1701,5.0696
2026-01-27,2281155326322.48,0.0439,3.0221,0.8946,2.8123,2.3374,1.9375,0.6739,0.3402,0.9442,0.7405,0.5963,6.7658,0.7096,6.9967,6.1661,5.0696
2026-01-26,2273307314878.71,0.0440,3.0117,0.8917,2.8117,2.3373,1.9375,0.6716,0.3365,0.9442,0.7405,0.5963,6.7425,0.6989,6.9967,6.1661,5.0696
2026-01-23,2262843299620.35,0.0442,2.9978,0.8864,2.8117,2.3341,1.9375,0.6685,0.3318,0.9442,0.7406,0.5963,6.7115,0.6822,6.9967,6.1661,5.0696
2026-01-22,2273307314878.71,0.0440,3.0117,0.8921,2.8114,2.3337,1.9375,0.6716,0.3361,0.9442,0.7407,0.5963,6.7425,0.6993,6.9967,6.1661,5.0696
2026-01-21,2317779379726.7397,0.0432,3.0706,0.9106,2.8113,2.3334,1.9375,0.6848,0.3509,0.9442,0.7407,0.5963,6.8744,0.7632,6.9967,6.1654,5.0696
2026-01-20,2359635440760.1797,0.0424,3.1260,0.9271,2.8108,2.3312,1.9375,0.6971,0.3678,0.9442,0.7410,0.5963,6.9985,0.8011,6.9967,6.1644,5.0696
2026-01-19,2338707410243.46,0.0428,3.0983,0.9172,2.8108,2.3312,1.9375,0.6909,0.3587,0.9442,0.7410,0.5963,6.9365,0.7838,6.9957,6.1638,5.0696
2026-01-16,2341323414058.05,0.0428,3.1018,0.9197,2.8091,2.3300,1.9375,0.6917,0.3602,0.9442,0.7411,0.5963,6.9442,0.7876,6.9957,6.1633,5.0696
2026-01-15,2362251444574.77,0.0424,3.1295,0.9287,2.8073,2.3288,1.9375,0.6979,0.3674,0.9442,0.7412,0.5963,7.0063,0.8031,6.9957,6.1628,5.0696
2026-01-14,2372715459833.13,0.0422,3.1434,0.9312,2.8067,2.3279,1.9375,0.7010,0.3752,0.9442,0.7412,0.5963,7.0373,0.8134,6.9934,6.1628,5.0696
2026-01-13,2406723509422.8,0.0416,3.1884,0.9423,2.8067,2.3279,1.9375,0.7110,0.4049,0.9443,0.7429,0.5963,7.1382,0.8410,6.9903,6.1563,5.0696
2026-01-12,2383179475091.4897,0.0420,3.1572,0.9353,2.8067,2.3279,1.9375,0.7041,0.3826,0.9443,0.7430,0.5963,7.0684,0.8217,6.9899,6.1563,5.0696
2026-01-09,2370099456018.54,0.0422,3.1399,0.9317,2.8041,2.3273,1.9375,0.7002,0.3730,0.9444,0.7432,0.5963,7.0296,0.8127,6.9869,6.1525,5.0696
2026-01-08,2377947467462.31,0.0421,3.1503,0.9345,2.8040,2.3266,1.9375,0.7025,0.3773,0.9444,0.7432,0.5963,7.0529,0.8188,6.9804,6.1510,5.0696
2026-01-07,2364867448389.36,0.0423,3.1330,0.9316,2.8036,2.3253,1.9375,0.6987,0.3694,0.9450,0.7434,0.5963,7.0141,0.8089,6.9779,6.1494,5.0696
2026-01-06,2396259494164.44,0.0418,3.1746,0.9374,2.8034,2.3253,1.9375,0.7079,0.3876,0.9451,0.7434,0.5963,7.1072,0.8324,6.9770,6.1494,5.0696
2026-01-05,2419803528495.75,0.0414,3.2058,0.9469,2.8034,2.3253,1.9375,0.7149,0.4217,0.9451,0.7434,0.5963,7.1770,0.8521,6.9740,6.1494,5.0696
2025-12-31,2427651539939.52,0.0412,3.2162,0.9481,2.8023,2.3253,1.9375,0.7172,0.4294,0.9452,0.7437,0.5963,7.2003,0.8604,6.9734,6.1471,5.0696
2025-12-30,2411955517051.98,0.0415,3.1954,0.9452,2.8014,2.3253,1.9375,0.7126,0.4109,0.9458,0.7440,0.5963,7.1537,0.8456,6.9709,6.1471,5.0696
2025-12-29,2425035536124.9297,0.0413,3.2127,0.9481,2.8003,2.3253,1.9375,0.7164,0.4245,0.9458,0.7442,0.5963,7.1925,0.8580,6.9708,6.1471,5.0696
2025-12-26,2377947467462.31,0.0421,3.1503,0.9370,2.7965,2.3253,1.9375,0.7025,0.3765,0.9458,0.7445,0.5963,7.0529,0.8214,6.9708,6.1471,5.0696
2025-12-25,2406723509422.8,0.0416,3.1884,0.9444,2.7965,2.3253,1.9375,0.7110,0.4022,0.9458,0.7447,0.5963,7.1382,0.8431,6.9692,6.1471,5.0696
2025-12-24,2398875497979.03,0.0417,3.1780,0.9411,2.7954,2.3253,1.9375,0.7087,0.3911,0.9458,0.7451,0.5963,7.1149,0.8374,6.9673,6.1471,5.0696
2025-12-23,2411955517051.98,0.0415,3.1954,0.9461,2.7954,2.3253,1.9375,0.7126,0.4096,0.9458,0.7453,0.5963,7.1537,0.8464,6.9643,6.1471,5.0696
2025-12-22,2404107505608.21,0.0416,3.1850,0.9440,2.7954,2.3253,1.9375,0.7103,0.4002,0.9458,0.7453,0.5963,7.1304,0.8427,6.9643,6.1471,5.0696
2025-12-19,2398875497979.03,0.0417,3.1780,0.9424,2.7923,2.3253,1.9375,0.7087,0.3909,0.9460,0.7454,0.5963,7.1149,0.8387,6.9633,6.1471,5.0696
2025-12-18,2396259494164.44,0.0418,3.1746,0.9415,2.7916,2.3253,1.9375,0.7079,0.3870,0.9460,0.7456,0.5963,7.1072,0.8366,6.9598,6.1471,5.0696
2025-12-17,2336091406428.87,0.0429,3.0949,0.9247,2.7916,2.3253,1.9375,0.6902,0.3565,0.9463,0.7457,0.5963,6.9287,0.7909,6.9598,6.1471,5.0696
2025-12-16,2312547372097.56,0.0433,3.0637,0.9181,2.7916,2.3253,1.9375,0.6832,0.3491,0.9463,0.7458,0.5963,6.8589,0.7670,6.9598,6.1471,5.0696
2025-12-15,2323011387355.9204,0.0431,3.0775,0.9218,2.7916,2.3253,1.9375,0.6863,0.3508,0.9473,0.7461,0.5963,6.8899,0.7777,6.9598,6.1471,5.0696
2025-12-12,2323011387355.9204,0.0431,3.0775,0.9222,2.7898,2.3253,1.9375,0.6863,0.3506,0.9475,0.7465,0.5963,6.8899,0.7782,6.9598,6.1471,5.0696
2025-12-11,2338707410243.46,0.0428,3.0983,0.9259,2.7889,2.3253,1.9375,0.6909,0.3569,0.9475,0.7465,0.5963,6.9365,0.7925,6.9598,6.1471,5.0696
2025-12-10,2404107505608.21,0.0416,3.1850,0.9444,2.7860,2.3253,1.9375,0.7002,0.3701,0.9476,0.7465,0.5963,7.1304,0.8431,6.9598,6.1471,5.0696
2025-12-09,2443347562827.06,0.0410,3.2369,0.9518,2.7840,2.3253,1.9375,0.7116,0.4018,0.9476,0.7467,0.5963,7.2468,0.8781,6.9598,6.1471,5.0696
2025-12-08,2435499551383.29,0.0411,3.2265,0.9498,2.7837,2.3253,1.9375,0.7094,0.3919,0.9478,0.7468,0.5963,7.2236,0.8674,6.9558,6.1471,5.0696
2025-12-05,2435499551383.29,0.0411,3.2265,0.9502,2.7837,2.3253,1.9375,0.7094,0.3918,0.9483,0.7468,0.5963,7.2236,0.8679,6.9546,6.1471,5.0696
2025-12-04,2456427581900.0103,0.0408,3.2543,0.9555,2.7837,2.3253,1.9375,0.7154,0.4146,0.9483,0.7468,0.5963,7.2856,0.8864,6.9538,6.1471,5.0696
2025-12-03,2469507600972.96,0.0405,3.2716,0.9592,2.7813,2.3253,1.9375,0.7193,0.4265,0.9489,0.7473,0.5963,7.3244,0.8946,6.9483,6.1471,5.0696
2025-12-02,2511363662006.4,0.0399,3.3271,0.9675,2.7813,2.3253,1.9375,0.7314,0.4660,0.9496,0.7479,0.5963,7.4486,0.9259,6.9483,6.1471,5.0696
2025-12-01,2524443681079.35,0.0397,3.3444,0.9708,2.7803,2.3253,1.9375,0.7353,0.4759,0.9498,0.7483,0.5963,7.4874,0.9337,6.9477,6.1471,5.0696
2025-11-28,2527059684893.94,0.0396,3.3478,0.9712,2.7803,2.3253,1.9375,0.7360,0.4765,0.9502,0.7484,0.5963,7.4951,0.9362,6.9456,6.1471,5.0696
2025-11-27,2540139703966.89,0.0394,3.3652,0.9749,2.7803,2.3253,1.9375,0.7398,0.4813,0.9502,0.7484,0.5963,7.5339,0.9411,6.9449,6.1471,5.0696
2025-11-26,2542755707781.48,0.0394,3.3686,0.9753,2.7802,2.3253,1.9375,0.7406,0.4833,0.9504,0.7485,0.5963,7.5417,0.9440,6.9449,6.1471,5.0696
2025-11-25,2576763757371.15,0.0388,3.4137,0.9831,2.7802,2.3253,1.9375,0.7505,0.5014,0.9504,0.7487,0.5963,7.6425,0.9588,6.9421,6.1471,5.0696
2025-11-24,2550603719225.25,0.0392,3.3790,0.9765,2.7797,2.3253,1.9375,0.7429,0.4862,0.9507,0.7487,0.5963,7.5649,0.9465,6.9408,6.1471,5.0696
2025-11-21,2561067734483.61,0.0391,3.3929,0.9798,2.7789,2.3253,1.9375,0.7459,0.4934,0.9512,0.7501,0.5963,7.5960,0.9527,6.9408,6.1471,5.0696
2025-11-20,2568915745927.38,0.0390,3.4033,0.9811,2.7789,2.3253,1.9375,0.7482,0.4973,0.9512,0.7502,0.5963,7.6193,0.9572,6.9395,6.1471,5.0696
2025-11-19,2490435631489.6797,0.0402,3.2993,0.9654,2.7765,2.3253,1.9375,0.7254,0.4459,0.9514,0.7508,0.5963,7.3865,0.9156,6.9392,6.1471,5.0696
2025-11-18,2461659589529.19,0.0407,3.2612,0.9617,2.7737,2.3253,1.9375,0.7170,0.4183,0.9515,0.7516,0.5963,7.3011,0.8946,6.9379,6.1471,5.0696
2025-11-17,2469507600972.96,0.0405,3.2716,0.9638,2.7727,2.3253,1.9375,0.7193,0.4261,0.9516,0.7521,0.5963,7.3244,0.8991,6.9376,6.1471,5.0696
2025-11-14,2500899646748.04,0.0400,3.3132,0.9683,2.7725,2.3253,1.9375,0.7284,0.4551,0.9520,0.7525,0.5963,7.4175,0.9243,6.9352,6.1471,5.0696
2025-11-13,2495667639118.86,0.0401,3.3063,0.9662,2.7723,2.3253,1.9375,0.7269,0.4496,0.9520,0.7525,0.5963,7.4020,0.9197,6.9339,6.1471,5.0696
2025-11-12,2508747658191.81,0.0399,3.3236,0.9704,2.7723,2.3253,1.9375,0.7307,0.4619,0.9520,0.7525,0.5963,7.4408,0.9284,6.9326,6.1471,5.0696
2025-11-11,2495667639118.86,0.0401,3.3063,0.9671,2.7718,2.3253,1.9375,0.7269,0.4496,0.9523,0.7525,0.5963,7.4020,0.9205,6.9281,6.1471,5.0696
2025-11-10,2485203623860.5,0.0403,3.2924,0.9667,2.7706,2.3253,1.9375,0.7238,0.4417,0.9523,0.7529,0.5963,7.3710,0.9131,6.9281,6.1471,5.0696
2025-11-07,2456427581900.0103,0.0408,3.2543,0.9634,2.7689,2.3253,1.9375,0.7154,0.4144,0.9529,0.7536,0.5963,7.2856,0.8942,6.9269,6.1471,5.0696
2025-11-06,2469507600972.96,0.0405,3.2716,0.9662,2.7689,2.3253,1.9375,0.7193,0.4257,0.9529,0.7536,0.5963,7.3244,0.9016,6.9255,6.1471,5.0696
2025-11-05,2479971616231.3203,0.0404,3.2855,0.9667,2.7685,2.3253,1.9375,0.7223,0.4368,0.9529,0.7539,0.5963,7.3555,0.9086,6.9255,6.1471,5.0696
2025-11-04,2498283642933.45,0.0401,3.3097,0.9687,2.7667,2.3253,1.9375,0.7276,0.4504,0.9531,0.7541,0.5963,7.4098,0.9226,6.9231,6.1471,5.0696
