date,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2026-04-09,13.2392,0.4284,18.0123,14.4801,12.8003,0.0563,1.2689,0.5181,1.5206,1.3172,1.1257,2.6064,0.1268,4.5235,3.4194,2.7106,581802693752.72,,,,,,,,,,
2026-04-08,13.2755,0.4284,18.0123,14.4801,12.8003,0.0561,1.2724,0.5181,1.5206,1.3172,1.1257,2.6135,0.1268,4.5235,3.4194,2.7106,583399381751.78,,,,,,,,,,
2026-04-07,13.1700,0.4284,18.0123,14.4801,12.8003,0.0566,1.2623,0.5181,1.5206,1.3172,1.1257,2.5928,0.1268,4.5235,3.4194,2.7106,578761383278.3201,,,,,,,,,,
2026-04-03,13.2098,0.4284,18.0123,14.4801,12.8003,0.0564,1.2661,0.5181,1.5206,1.3172,1.1257,2.6006,0.1268,4.5235,3.4194,2.7106,580510136801.1,,,,,,,,,,
2026-04-02,13.3863,0.4284,18.0123,14.4801,12.8003,0.0556,1.2830,0.5181,1.5206,1.3172,1.1257,2.6353,0.1268,4.5235,3.4194,2.7106,588265478510.8201,,,,,,,,,,
2026-04-01,13.2946,0.4284,18.0123,14.4801,12.8003,0.0560,1.2742,0.5181,1.5206,1.3172,1.1257,2.6173,0.1268,4.5235,3.4194,2.7106,584235742132.24,,,,,,,,,,
2026-03-31,13.2098,0.4284,18.0123,14.4801,12.8003,0.0564,1.2661,0.5181,1.5206,1.3172,1.1257,2.6006,0.1268,4.5235,3.4194,2.7106,580510136801.1,,,,,,,,,,
2026-03-30,12.2481,0.4284,18.0123,14.4801,12.8003,0.0561,1.2080,0.5181,1.5206,1.3172,1.1257,2.5275,0.1268,4.5235,3.4194,2.7106,547754179446.6,,,,,,,,,,
2026-03-27,12.7034,0.4284,18.0123,14.4801,12.8003,0.0541,1.2529,0.5181,1.5206,1.3172,1.1257,2.6215,0.1268,4.5235,3.4194,2.7106,568114528973.88,,,,,,,,,,
2026-03-26,12.6252,0.4284,18.0123,14.4801,12.8003,0.0544,1.2452,0.5181,1.5206,1.3172,1.1257,2.6053,0.1268,4.5235,3.4194,2.7106,564619842114.72,,,,,,,,,,
2026-03-25,12.7068,0.4284,18.0123,14.4801,12.8003,0.0540,1.2532,0.5181,1.5206,1.3172,1.1257,2.6222,0.1268,4.5235,3.4194,2.7106,568266471880.7999,,,,,,,,,,
2026-03-24,12.6100,0.4284,18.0123,14.4801,12.8003,0.0502,1.2437,0.5181,1.5206,1.3172,1.1257,2.6022,0.1268,4.5235,3.4194,2.7106,563936099033.5801,,,,,,,,,,
2026-03-23,12.4639,0.4284,18.0123,14.4801,12.8003,0.0507,1.2292,0.5181,1.5206,1.3172,1.1257,2.5720,0.1268,4.5235,3.4194,2.7106,557402554036.02,,,,,,,,,,
2026-03-20,12.7611,0.4284,18.0123,14.4801,12.8003,0.0496,1.2586,0.5181,1.5206,1.3172,1.1257,2.6334,0.1268,4.5235,3.4194,2.7106,570697558391.52,,,,,,,,,,
2026-03-19,12.9106,0.4284,18.0123,14.4801,12.8003,0.0490,1.2733,0.5181,1.5206,1.3172,1.1257,2.6642,0.1268,4.5235,3.4194,2.7106,577383046296.0,,,,,,,,,,
2026-03-18,13.0907,0.4284,18.0123,14.4801,12.8003,0.0483,1.2911,0.5181,1.5206,1.3172,1.1257,2.7014,0.1268,4.5235,3.4194,2.7106,585436020362.76,,,,,,,,,,
2026-03-17,13.0126,0.4284,18.0123,14.4801,12.8003,0.0486,1.2834,0.5181,1.5206,1.3172,1.1257,2.6853,0.1268,4.5235,3.4194,2.7106,581941333503.6,,,,,,,,,,
2026-03-16,13.0194,0.4284,18.0123,14.4801,12.8003,0.0486,1.2840,0.5181,1.5206,1.3172,1.1257,2.6867,0.1268,4.5235,3.4194,2.7106,582245219317.4401,,,,,,,,,,
2026-03-13,13.0567,0.4284,18.0123,14.4801,12.8003,0.0484,1.2877,0.5181,1.5206,1.3172,1.1257,2.6944,0.1268,4.5235,3.4194,2.7106,583916591293.5599,,,,,,,,,,
2026-03-12,13.1485,0.4284,18.0123,14.4801,12.8003,0.0481,1.2968,0.5181,1.5206,1.3172,1.1257,2.7133,0.1268,4.5235,3.4194,2.7106,588019049780.4,,,,,,,,,,
2026-03-11,13.1468,0.4284,18.0123,14.4801,12.8003,0.0481,1.2966,0.5181,1.5206,1.3172,1.1257,2.7130,0.1268,4.5235,3.4194,2.7106,587943078326.9401,,,,,,,,,,
2026-03-10,13.0126,0.4284,18.0123,14.4801,12.8003,0.0486,1.2834,0.5181,1.5206,1.3172,1.1257,2.6853,0.1268,4.5235,3.4194,2.7106,581941333503.6,,,,,,,,,,
2026-03-09,12.8104,0.4284,18.0123,14.4801,12.8003,0.0494,1.2634,0.5181,1.5206,1.3172,1.1257,2.6435,0.1268,4.5235,3.4194,2.7106,572900730541.86,,,,,,,,,,
2026-03-06,12.9990,0.4284,18.0123,14.4801,12.8003,0.0487,1.2820,0.5181,1.5206,1.3172,1.1257,2.6825,0.1268,4.5235,3.4194,2.7106,581333561875.9199,,,,,,,,,,
2026-03-05,12.9565,0.4284,18.0123,14.4801,12.8003,0.0488,1.2778,0.5181,1.5206,1.3172,1.1257,2.6737,0.1268,4.5235,3.4194,2.7106,579434275539.4199,,,,,,,,,,
2026-03-04,12.9378,0.4284,18.0123,14.4801,12.8003,0.0489,1.2760,0.5181,1.5206,1.3172,1.1257,2.6698,0.1268,4.5235,3.4194,2.7106,578598589551.36,,,,,,,,,,
2026-03-03,13.0058,0.4284,18.0123,14.4801,12.8003,0.0486,1.2827,0.5181,1.5206,1.3172,1.1257,2.6839,0.1268,4.5235,3.4194,2.7106,581637447689.76,,,,,,,,,,
2026-03-02,13.1570,0.4284,18.0123,14.4801,12.8003,0.0481,1.2976,0.5181,1.5206,1.3172,1.1257,2.7151,0.1268,4.5235,3.4194,2.7106,588398907047.7001,,,,,,,,,,
2026-02-27,13.3591,0.4284,18.0123,14.4801,12.8003,0.0473,1.3175,0.5181,1.5206,1.3172,1.1257,2.7568,0.1268,4.5235,3.4194,2.7106,597439510009.4401,,,,,,,,,,
2026-02-26,13.4627,0.4284,18.0123,14.4801,12.8003,0.0470,1.3278,0.5181,1.5206,1.3172,1.1257,2.7782,0.1268,4.5235,3.4194,2.7106,602073768670.5,,,,,,,,,,
2026-02-25,13.5392,0.4284,18.0123,14.4801,12.8003,0.0467,1.3353,0.5181,1.5206,1.3172,1.1257,2.7939,0.1268,4.5235,3.4194,2.7106,605492484076.2001,,,,,,,,,,
2026-02-24,13.5086,0.4284,18.0123,14.4801,12.8003,0.0468,1.3323,0.5181,1.5206,1.3172,1.1257,2.7876,0.1268,4.5235,3.4194,2.7106,604124997913.9199,,,,,,,,,,
2026-02-13,13.4288,0.4284,18.0123,14.4801,12.8003,0.0471,1.3244,0.5181,1.5206,1.3172,1.1257,2.7711,0.1268,4.5235,3.4194,2.7106,600554339601.2999,,,,,,,,,,
2026-02-12,13.5562,0.4284,18.0123,14.4801,12.8003,0.0467,1.3370,0.5181,1.5206,1.3172,1.1257,2.7974,0.1268,4.5235,3.4194,2.7106,606252198610.7999,,,,,,,,,,
2026-02-11,13.5375,0.4284,18.0123,14.4801,12.8003,0.0467,1.3351,0.5181,1.5206,1.3172,1.1257,2.7936,0.1268,4.5235,3.4194,2.7106,605416512622.74,,,,,,,,,,
2026-02-10,13.6224,0.4284,18.0123,14.4801,12.8003,0.0464,1.3435,0.5181,1.5206,1.3172,1.1257,2.8111,0.1268,4.5235,3.4194,2.7106,609215085295.74,,,,,,,,,,
2026-02-09,13.4474,0.4284,18.0123,14.4801,12.8003,0.0470,1.3263,0.5181,1.5206,1.3172,1.1257,2.7750,0.1268,4.5235,3.4194,2.7106,601390025589.36,,,,,,,,,,
2026-02-06,13.5120,0.4284,18.0123,14.4801,12.8003,0.0468,1.3326,0.5181,1.5206,1.3172,1.1257,2.7883,0.1268,4.5235,3.4194,2.7106,604276940820.8401,,,,,,,,,,
2026-02-05,13.6666,0.4284,18.0123,14.4801,12.8003,0.0463,1.3479,0.5181,1.5206,1.3172,1.1257,2.8202,0.1268,4.5235,3.4194,2.7106,611190343085.7001,,,,,,,,,,
2026-02-04,13.5579,0.4284,18.0123,14.4801,12.8003,0.0467,1.3371,0.5181,1.5206,1.3172,1.1257,2.7978,0.1268,4.5235,3.4194,2.7106,606328170064.26,,,,,,,,,,
2026-02-03,13.2351,0.4284,18.0123,14.4801,12.8003,0.0478,1.3053,0.5181,1.5206,1.3172,1.1257,2.7312,0.1268,4.5235,3.4194,2.7106,591893593906.86,,,,,,,,,,
2026-02-02,13.2249,0.4284,18.0123,14.4801,12.8003,0.0478,1.3043,0.5181,1.5206,1.3172,1.1257,2.7291,0.1268,4.5235,3.4194,2.7106,591437765186.1,,,,,,,,,,
2026-01-30,13.1807,0.4284,18.0123,14.4801,12.8003,0.0480,1.2999,0.5181,1.5206,1.3172,1.1257,2.7200,0.1268,4.5235,3.4194,2.7106,589462507396.14,,,,,,,,,,
2026-01-29,13.2300,0.4284,18.0123,14.4801,12.8003,0.0478,1.3048,0.5181,1.5206,1.3172,1.1257,2.7301,0.1268,4.5235,3.4194,2.7106,591665679546.48,,,,,,,,,,
2026-01-28,12.7985,0.4284,18.0123,14.4801,12.8003,0.0494,1.2623,0.5181,1.5206,1.3172,1.1257,2.6411,0.1268,4.5235,3.4194,2.7106,572368930367.64,,,,,,,,,,
2026-01-27,12.9276,0.4284,18.0123,14.4801,12.8003,0.0489,1.2750,0.5181,1.5206,1.3172,1.1257,2.6677,0.1268,4.5235,3.4194,2.7106,578142760830.6,,,,,,,,,,
2026-01-26,12.9701,0.4284,18.0123,14.4801,12.8003,0.0488,1.2792,0.5181,1.5206,1.3172,1.1257,2.6765,0.1268,4.5235,3.4194,2.7106,580042047167.1,,,,,,,,,,
2026-01-23,13.0431,0.4284,18.0123,14.4801,12.8003,0.0485,1.2864,0.5181,1.5206,1.3172,1.1257,2.6916,0.1268,4.5235,3.4194,2.7106,583308819665.88,,,,,,,,,,
2026-01-22,13.1638,0.4284,18.0123,14.4801,12.8003,0.0480,1.2983,0.5181,1.5206,1.3172,1.1257,2.7165,0.1268,4.5235,3.4194,2.7106,588702792861.5399,,,,,,,,,,
2026-01-21,13.2130,0.4284,18.0123,14.4801,12.8003,0.0479,1.3031,0.5181,1.5206,1.3172,1.1257,2.7266,0.1268,4.5235,3.4194,2.7106,590905965011.88,,,,,,,,,,
2026-01-20,13.4203,0.4284,18.0123,14.4801,12.8003,0.0471,1.3236,0.5181,1.5206,1.3172,1.1257,2.7694,0.1268,4.5235,3.4194,2.7106,600174482334.0,,,,,,,,,,
2026-01-19,13.1858,0.4284,18.0123,14.4801,12.8003,0.0480,1.3005,0.5181,1.5206,1.3172,1.1257,2.7210,0.1268,4.5235,3.4194,2.7106,589690421756.52,,,,,,,,,,
2026-01-16,13.1332,0.4284,18.0123,14.4801,12.8003,0.0482,1.2953,0.5181,1.5206,1.3172,1.1257,2.7102,0.1268,4.5235,3.4194,2.7106,587335306699.26,,,,,,,,,,
2026-01-15,13.1179,0.4284,18.0123,14.4801,12.8003,0.0482,1.2937,0.5181,1.5206,1.3172,1.1257,2.7070,0.1268,4.5235,3.4194,2.7106,586651563618.12,,,,,,,,,,
2026-01-14,13.1060,0.4284,18.0123,14.4801,12.8003,0.0483,1.2926,0.5181,1.5206,1.3172,1.1257,2.7045,0.1268,4.5235,3.4194,2.7106,586119763443.9,,,,,,,,,,
2026-01-13,12.9446,0.4284,18.0123,14.4801,12.8003,0.0489,1.2767,0.5181,1.5206,1.3172,1.1257,2.6712,0.1268,4.5235,3.4194,2.7106,578902475365.2001,,,,,,,,,,
2026-01-12,13.3557,0.4284,18.0123,14.4801,12.8003,0.0474,1.3172,0.5181,1.5206,1.3172,1.1257,2.7561,0.1268,4.5235,3.4194,2.7106,597287567102.52,,,,,,,,,,
2026-01-09,13.5511,0.4284,18.0123,14.4801,12.8003,0.0467,1.3365,0.5181,1.5206,1.3172,1.1257,2.7964,0.1268,4.5235,3.4194,2.7106,606024284250.4199,,,,,,,,,,
2026-01-08,13.4254,0.4284,18.0123,14.4801,12.8003,0.0471,1.3241,0.5181,1.5206,1.3172,1.1257,2.7704,0.1268,4.5235,3.4194,2.7106,600402396694.38,,,,,,,,,,
2026-01-07,13.4831,0.4284,18.0123,14.4801,12.8003,0.0469,1.3298,0.5181,1.5206,1.3172,1.1257,2.7824,0.1268,4.5235,3.4194,2.7106,602985426112.02,,,,,,,,,,
2026-01-06,13.3931,0.4284,18.0123,14.4801,12.8003,0.0472,1.3209,0.5181,1.5206,1.3172,1.1257,2.7638,0.1268,4.5235,3.4194,2.7106,598958939078.64,,,,,,,,,,
2026-01-05,13.3659,0.4284,18.0123,14.4801,12.8003,0.0473,1.3182,0.5181,1.5206,1.3172,1.1257,2.7582,0.1268,4.5235,3.4194,2.7106,597743395823.28,,,,,,,,,,
2025-12-31,13.2759,0.4284,18.0123,14.4801,12.8003,0.0476,1.3093,0.5181,1.5206,1.3172,1.1257,2.7396,0.1268,4.5235,3.4194,2.7106,593716908789.9,,,,,,,,,,
2025-12-30,13.3959,0.4284,18.0123,14.4801,12.8003,0.0472,1.3212,0.5181,1.5206,1.3172,1.1257,2.7644,0.1268,4.5235,3.4194,2.7106,599086985595.2999,,,,,,,,,,
2025-12-29,13.3212,0.4284,18.0123,14.4801,12.8003,0.0475,1.3138,0.5181,1.5206,1.3172,1.1257,2.7490,0.1268,4.5235,3.4194,2.7106,595743951052.98,,,,,,,,,,
2025-12-26,13.3993,0.4284,18.0123,14.4801,12.8003,0.0472,1.3215,0.5181,1.5206,1.3172,1.1257,2.7651,0.1268,4.5235,3.4194,2.7106,599238941710.86,,,,,,,,,,
2025-12-25,13.3518,0.4284,18.0123,14.4801,12.8003,0.0474,1.3168,0.5181,1.5206,1.3172,1.1257,2.7553,0.1268,4.5235,3.4194,2.7106,597111556093.02,,,,,,,,,,
2025-12-24,13.3875,0.4284,18.0123,14.4801,12.8003,0.0472,1.3203,0.5181,1.5206,1.3172,1.1257,2.7626,0.1268,4.5235,3.4194,2.7106,598707095306.4,,,,,,,,,,
2025-12-23,13.5319,0.4284,18.0123,14.4801,12.8003,0.0467,1.3346,0.5181,1.5206,1.3172,1.1257,2.7924,0.1268,4.5235,3.4194,2.7106,605165230217.7001,,,,,,,,,,
2025-12-22,13.4486,0.4284,18.0123,14.4801,12.8003,0.0470,1.3264,0.5181,1.5206,1.3172,1.1257,2.7752,0.1268,4.5235,3.4194,2.7106,601442305386.48,,,,,,,,,,
2025-12-19,13.4979,0.4284,18.0123,14.4801,12.8003,0.0469,1.3312,0.5181,1.5206,1.3172,1.1257,2.7854,0.1268,4.5235,3.4194,2.7106,603645669062.1,,,,,,,,,,
2025-12-18,13.7286,0.4284,18.0123,14.4801,12.8003,0.0461,1.3540,0.5181,1.5206,1.3172,1.1257,2.8330,0.1268,4.5235,3.4194,2.7106,613963777678.29,,,,,,,,,,
2025-12-17,13.8387,0.4284,18.0123,14.4801,12.8003,0.0457,1.3648,0.5181,1.5206,1.3172,1.1257,2.8557,0.1268,4.5235,3.4194,2.7106,618885947510.61,,,,,,,,,,
2025-12-16,13.7510,0.4284,18.0123,14.4801,12.8003,0.0460,1.3562,0.5181,1.5206,1.3172,1.1257,2.8376,0.1268,4.5235,3.4194,2.7106,614963593425.48,,,,,,,,,,
2025-12-15,13.8283,0.4284,18.0123,14.4801,12.8003,0.0457,1.3638,0.5181,1.5206,1.3172,1.1257,2.8536,0.1268,4.5235,3.4194,2.7106,618424494088.83,,,,,,,,,,
2025-12-12,13.6409,0.4284,18.0123,14.4801,12.8003,0.0464,1.3453,0.5181,1.5206,1.3172,1.1257,2.8149,0.1268,4.5235,3.4194,2.7106,610041423593.1599,,,,,,,,,,
2025-12-11,13.6375,0.4284,18.0123,14.4801,12.8003,0.0464,1.3450,0.5181,1.5206,1.3172,1.1257,2.8142,0.1268,4.5235,3.4194,2.7106,609887605785.9,,,,,,,,,,
2025-12-10,13.7699,0.4284,18.0123,14.4801,12.8003,0.0459,1.3581,0.5181,1.5206,1.3172,1.1257,2.8415,0.1268,4.5235,3.4194,2.7106,615809591365.4099,,,,,,,,,,
2025-12-09,13.7922,0.4284,18.0123,14.4801,12.8003,0.0459,1.3603,0.5181,1.5206,1.3172,1.1257,2.8462,0.1268,4.5235,3.4194,2.7106,616809407112.6,,,,,,,,,,
2025-12-08,14.0585,0.4284,18.0123,14.4801,12.8003,0.0450,1.3865,0.5181,1.5206,1.3172,1.1257,2.9011,0.1268,4.5235,3.4194,2.7106,628715432878.02,,,,,,,,,,
2025-12-05,14.1306,0.4284,18.0123,14.4801,12.8003,0.0448,1.3936,0.5181,1.5206,1.3172,1.1257,2.9160,0.1268,4.5235,3.4194,2.7106,631943161539.66,,,,,,,,,,
2025-12-04,14.0722,0.4284,18.0123,14.4801,12.8003,0.0449,1.3879,0.5181,1.5206,1.3172,1.1257,2.9039,0.1268,4.5235,3.4194,2.7106,629330238337.38,,,,,,,,,,
2025-12-03,14.1203,0.4284,18.0123,14.4801,12.8003,0.0448,1.3926,0.5181,1.5206,1.3172,1.1257,2.9139,0.1268,4.5235,3.4194,2.7106,631482057445.14,,,,,,,,,,
2025-12-02,14.0155,0.4284,18.0123,14.4801,12.8003,0.0451,1.3823,0.5181,1.5206,1.3172,1.1257,2.8922,0.1268,4.5235,3.4194,2.7106,626794165817.52,,,,,,,,,,
2025-12-01,13.7474,0.4284,18.0123,14.4801,12.8003,0.0460,1.3558,0.5181,1.5206,1.3172,1.1257,2.8369,0.1268,4.5235,3.4194,2.7106,614805459360.0,,,,,,,,,,
2025-11-28,13.7234,0.4284,18.0123,14.4801,12.8003,0.0461,1.3535,0.5181,1.5206,1.3172,1.1257,2.8319,0.1268,4.5235,3.4194,2.7106,613729549806.12,,,,,,,,,,
2025-11-27,13.7131,0.4284,18.0123,14.4801,12.8003,0.0461,1.3524,0.5181,1.5206,1.3172,1.1257,2.8298,0.1268,4.5235,3.4194,2.7106,613268445711.6,,,,,,,,,,
2025-11-26,13.7131,0.4284,18.0123,14.4801,12.8003,0.0461,1.3524,0.5181,1.5206,1.3172,1.1257,2.8298,0.1268,4.5235,3.4194,2.7106,613268445711.6,,,,,,,,,,
2025-11-25,13.5240,0.4284,18.0123,14.4801,12.8003,0.0468,1.3338,0.5181,1.5206,1.3172,1.1257,2.7908,0.1268,4.5235,3.4194,2.7106,604814870645.4,,,,,,,,,,
2025-11-24,13.5000,0.4284,18.0123,14.4801,12.8003,0.0469,1.3314,0.5181,1.5206,1.3172,1.1257,2.7858,0.1268,4.5235,3.4194,2.7106,603738961091.52,,,,,,,,,,
2025-11-21,13.5326,0.4284,18.0123,14.4801,12.8003,0.0467,1.3347,0.5181,1.5206,1.3172,1.1257,2.7926,0.1268,4.5235,3.4194,2.7106,605199124057.5,,,,,,,,,,
2025-11-20,13.3934,0.4284,18.0123,14.4801,12.8003,0.0472,1.3209,0.5181,1.5206,1.3172,1.1257,2.7639,0.1268,4.5235,3.4194,2.7106,598974218781.48,,,,,,,,,,
2025-11-19,13.3006,0.4284,18.0123,14.4801,12.8003,0.0476,1.3118,0.5181,1.5206,1.3172,1.1257,2.7447,0.1268,4.5235,3.4194,2.7106,594824281930.8,,,,,,,,,,
2025-11-18,13.3006,0.4284,18.0123,14.4801,12.8003,0.0476,1.3118,0.5181,1.5206,1.3172,1.1257,2.7447,0.1268,4.5235,3.4194,2.7106,594824281930.8,,,,,,,,,,
2025-11-17,13.4759,0.4284,18.0123,14.4801,12.8003,0.0469,1.3291,0.5181,1.5206,1.3172,1.1257,2.7324,0.1268,4.5235,3.4194,2.7106,602663051537.64,,,,,,,,,,
2025-11-14,13.6151,0.4284,18.0123,14.4801,12.8003,0.0465,1.3428,0.5181,1.5206,1.3172,1.1257,2.7607,0.1268,4.5235,3.4194,2.7106,608887956813.66,,,,,,,,,,
2025-11-13,13.6787,0.4284,18.0123,14.4801,12.8003,0.0462,1.3491,0.5181,1.5206,1.3172,1.1257,2.7735,0.1268,4.5235,3.4194,2.7106,611731432063.2,,,,,,,,,,
2025-11-12,13.6598,0.4284,18.0123,14.4801,12.8003,0.0463,1.3472,0.5181,1.5206,1.3172,1.1257,2.7697,0.1268,4.5235,3.4194,2.7106,610886074556.58,,,,,,,,,,
2025-11-11,13.2497,0.4284,18.0123,14.4801,12.8003,0.0477,1.3068,0.5181,1.5206,1.3172,1.1257,2.6866,0.1268,4.5235,3.4194,2.7106,592547684100.16,,,,,,,,,,
2025-11-10,13.2669,0.4284,18.0123,14.4801,12.8003,0.0477,1.3084,0.5181,1.5206,1.3172,1.1257,2.6900,0.1268,4.5235,3.4194,2.7106,593314934759.36,,,,,,,,,,
2025-11-07,13.0730,0.4284,18.0123,14.4801,12.8003,0.0484,1.2893,0.5181,1.5206,1.3172,1.1257,2.6507,0.1268,4.5235,3.4194,2.7106,584645002310.4,,,,,,,,,,
2025-11-06,13.2154,0.4284,18.0123,14.4801,12.8003,0.0479,1.3034,0.5181,1.5206,1.3172,1.1257,2.6796,0.1268,4.5235,3.4194,2.7106,591013182781.76,,,,,,,,,,
2025-11-05,13.0284,0.4284,18.0123,14.4801,12.8003,0.0485,1.2849,0.5181,1.5206,1.3172,1.1257,2.6417,0.1268,4.5235,3.4194,2.7106,582650150596.48,,,,,,,,,,
2025-11-04,12.8946,0.4284,18.0123,14.4801,12.8003,0.0491,1.2717,0.5181,1.5206,1.3172,1.1257,2.6146,0.1268,4.5235,3.4194,2.7106,576665595454.72,,,,,,,,,,
2025-11-03,12.9341,0.4284,18.0123,14.4801,12.8003,0.0489,1.2756,0.5181,1.5206,1.3172,1.1257,2.6226,0.1268,4.5235,3.4194,2.7106,578430271970.88,,,,,,,,,,
2025-10-31,13.1073,0.4284,18.0123,14.4801,12.8003,0.0483,1.2927,0.5181,1.5206,1.3172,1.1257,2.6577,0.1268,4.5235,3.4194,2.7106,586179503628.8,,,,,,,,,,
2025-10-30,12.9186,0.4284,18.0123,14.4801,12.8003,0.0490,1.2741,0.5181,1.5206,1.3172,1.1257,2.6194,0.1268,4.5235,3.4194,2.7106,577739746377.6,,,,,,,,,,
2025-10-29,13.0486,0.4284,18.0123,14.4801,12.8003,0.0496,1.2877,0.5181,1.5206,1.3172,1.1257,2.6414,0.1268,4.5235,3.4194,2.7106,570834490444.8,,,,,,,,,,
2025-10-28,13.0504,0.4284,18.0123,14.4801,12.8003,0.0495,1.2879,0.5181,1.5206,1.3172,1.1257,2.6418,0.1268,4.5235,3.4194,2.7106,570911215510.72,,,,,,,,,,
2025-10-27,13.1328,0.4284,18.0123,14.4801,12.8003,0.0492,1.2960,0.5181,1.5206,1.3172,1.1257,2.6584,0.1268,4.5235,3.4194,2.7106,574517293608.96,,,,,,,,,,
2025-10-24,13.0854,0.4284,18.0123,14.4801,12.8003,0.0494,1.2913,0.5181,1.5206,1.3172,1.1257,2.6489,0.1268,4.5235,3.4194,2.7106,572445716829.12,,,,,,,,,,
2025-10-23,13.1346,0.4284,18.0123,14.4801,12.8003,0.0492,1.2962,0.5181,1.5206,1.3172,1.1257,2.6588,0.1268,4.5235,3.4194,2.7106,574594018674.88,,,,,,,,,,
