date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率
2026-05-22,599790550541.12,16.8713,,,,,17.9616,,,,,0.7247,,,,,0.2177,,,,,0.7199,,,,,0.0404
2026-05-21,608255336536.66,17.1094,,,,,18.2151,,,,,0.7349,,,,,0.2208,,,,,0.7301,,,,,0.0398
2026-05-20,616720122532.2,17.3475,,,,,18.4685,,,,,0.7451,,,,,0.2239,,,,,0.7402,,,,,0.0392
2026-05-19,620347887958.86,17.4495,,,,,18.5772,,,,,0.7495,,,,,0.2252,,,,,0.7446,,,,,0.0390
2026-05-18,621557143101.08,17.4835,,,,,18.6134,,,,,0.7510,,,,,0.2256,,,,,0.7460,,,,,0.0389
2026-05-15,620347887958.86,17.4495,,,,,18.5772,,,,,0.7495,,,,,0.2252,,,,,0.7446,,,,,0.0390
2026-05-14,622766398243.3,17.5175,,,,,18.6496,,,,,0.7524,,,,,0.2261,,,,,0.7475,,,,,0.0389
2026-05-13,625184908527.74,17.5856,,,,,18.7220,,,,,0.7554,,,,,0.2269,,,,,0.7504,,,,,0.0387
2026-05-12,628812673954.4,17.6876,,,,,18.8307,,,,,0.7597,,,,,0.2283,,,,,0.7548,,,,,0.0385
2026-05-11,630021929096.62,17.7216,,,,,18.8669,,,,,0.7612,,,,,0.2287,,,,,0.7562,,,,,0.0384
2026-05-08,631231184238.84,17.7557,,,,,18.9031,,,,,0.7627,,,,,0.2291,,,,,0.7577,,,,,0.0383
2026-05-07,637277459949.94,17.9257,,,,,19.0842,,,,,0.7700,,,,,0.2313,,,,,0.7649,,,,,0.0380
2026-05-06,649370011372.14,18.2659,,,,,19.4463,,,,,0.7846,,,,,0.2357,,,,,0.7794,,,,,0.0373
2026-04-30,651788521656.58,18.3339,,,,,19.5187,,,,,0.7875,,,,,0.2366,,,,,0.7823,,,,,0.0371
2026-04-29,655416287083.24,18.4359,,,,,19.6274,,,,,0.7919,,,,,0.2379,,,,,0.7867,,,,,0.0369
2026-04-28,646951501087.7,20.3386,,,,,21.9090,,,,,0.7843,,,,,0.2324,,,,,0.7792,,,,,0.0374
2026-04-27,645742245945.48,20.3006,,,,,21.8681,,,,,0.7829,,,,,0.2320,,,,,0.7777,,,,,0.0375
2026-04-24,651788521656.58,20.4907,,,,,22.0728,,,,,0.7902,,,,,0.2342,,,,,0.7850,,,,,0.0371
2026-04-23,659044052509.9,20.7188,,,,,22.3185,,,,,0.7990,,,,,0.2368,,,,,0.7937,,,,,0.0367
2026-04-22,657834797367.68,20.6808,,,,,22.2776,,,,,0.7975,,,,,0.2363,,,,,0.7923,,,,,0.0368
2026-04-21,665090328221.0,20.9089,,,,,22.5233,,,,,0.8063,,,,,0.2389,,,,,0.8010,,,,,0.0364
2026-04-20,668718093647.66,21.0229,,,,,22.6461,,,,,0.8107,,,,,0.2402,,,,,0.8054,,,,,0.0362
2026-04-17,672345859074.32,21.1370,,,,,22.7690,,,,,0.8151,,,,,0.2415,,,,,0.8097,,,,,0.0360
2026-04-16,684438410496.52,21.5171,,,,,23.1785,,,,,0.8298,,,,,0.2459,,,,,0.8243,,,,,0.0354
2026-04-15,688066175923.18,21.6312,,,,,23.3014,,,,,0.8342,,,,,0.2472,,,,,0.8287,,,,,0.0352
2026-04-14,698949472203.16,21.9733,,,,,23.6699,,,,,0.8474,,,,,0.2511,,,,,0.8418,,,,,0.0346
2026-04-13,704995747914.26,22.1634,,,,,23.8747,,,,,0.8547,,,,,0.2533,,,,,0.8491,,,,,0.0343
2026-04-10,702577237629.82,22.0874,,,,,23.7928,,,,,0.8518,,,,,0.2524,,,,,0.8461,,,,,0.0345
2026-04-09,706205003056.48,22.2014,,,,,23.9156,,,,,0.8562,,,,,0.2537,,,,,0.8505,,,,,0.0343
2026-04-08,712251278767.58,22.3915,,,,,24.1204,,,,,0.8635,,,,,0.2559,,,,,0.8578,,,,,0.0340
2026-04-07,714669789052.02,22.4675,,,,,24.2023,,,,,0.8664,,,,,0.2567,,,,,0.8607,,,,,0.0339
2026-04-03,708623513340.92,22.2775,,,,,23.9975,,,,,0.8591,,,,,0.2546,,,,,0.8534,,,,,0.0342
2026-04-02,719506809620.9,22.6196,,,,,24.3661,,,,,0.8723,,,,,0.2585,,,,,0.8665,,,,,0.0336
2026-04-01,712251278767.58,22.3915,,,,,24.1204,,,,,0.8635,,,,,0.2559,,,,,0.8578,,,,,0.0340
2026-03-31,711042023625.36,22.3535,,,,,24.0794,,,,,0.8620,,,,,0.2554,,,,,0.8563,,,,,0.0340
2026-03-30,721925319905.34,22.6956,,,,,24.4480,,,,,0.8752,,,,,0.2594,,,,,0.8695,,,,,0.0335
2026-03-27,713460533909.8,22.4295,,,,,24.1614,,,,,0.8650,,,,,0.2563,,,,,0.8593,,,,,0.0339
2026-03-26,711042023625.36,22.3535,,,,,24.0794,,,,,0.8620,,,,,0.2554,,,,,0.8563,,,,,0.0340
2026-03-25,715879044194.24,22.5056,,,,,24.2433,,,,,0.8679,,,,,0.2572,,,,,0.8622,,,,,0.0338
2026-03-24,718297554478.68,22.5816,,,,,24.3252,,,,,0.8708,,,,,0.2580,,,,,0.8651,,,,,0.0337
2026-03-23,730390105900.88,22.9617,,,,,24.7347,,,,,0.8855,,,,,0.2624,,,,,0.8796,,,,,0.0331
2026-03-20,735227126469.76,20.3946,,,,,21.2236,,,,,0.8917,,,,,0.2606,,,,,0.8848,,,,,0.0376
2026-03-19,759412229314.16,21.0655,,,,,21.9217,,,,,0.9211,,,,,0.2692,,,,,0.9139,,,,,0.0364
2026-03-18,740064147038.64,20.5288,,,,,21.3632,,,,,0.8976,,,,,0.2623,,,,,0.8906,,,,,0.0373
2026-03-17,755784463887.5,20.9649,,,,,21.8170,,,,,0.9167,,,,,0.2679,,,,,0.9095,,,,,0.0366
2026-03-16,765458505025.26,21.2332,,,,,22.0963,,,,,0.9284,,,,,0.2713,,,,,0.9212,,,,,0.0361
2026-03-13,765458505025.26,21.2332,,,,,22.0963,,,,,0.9284,,,,,0.2713,,,,,0.9212,,,,,0.0361
2026-03-12,781178821874.12,21.6693,,,,,22.5500,,,,,0.9475,,,,,0.2769,,,,,0.9401,,,,,0.0354
2026-03-11,787225097585.22,21.8370,,,,,22.7246,,,,,0.9548,,,,,0.2790,,,,,0.9474,,,,,0.0351
2026-03-10,793271373296.32,22.0048,,,,,22.8991,,,,,0.9621,,,,,0.2812,,,,,0.9546,,,,,0.0348
2026-03-09,846478599554.0,23.4807,,,,,24.4350,,,,,1.0267,,,,,0.3000,,,,,1.0187,,,,,0.0326
2026-03-06,831967537847.36,23.0782,,,,,24.0162,,,,,1.0091,,,,,0.2949,,,,,1.0012,,,,,0.0332
2026-03-05,850106364980.66,23.5813,,,,,24.5398,,,,,1.0311,,,,,0.3013,,,,,1.0230,,,,,0.0325
2026-03-04,894848805242.8,24.8224,,,,,25.8313,,,,,1.0853,,,,,0.3172,,,,,1.0769,,,,,0.0309
2026-03-03,945637521216.04,26.2313,,,,,27.2974,,,,,1.1469,,,,,0.3352,,,,,1.1380,,,,,0.0292
2026-03-02,859780406118.42,23.8497,,,,,24.8190,,,,,1.0428,,,,,0.3047,,,,,1.0347,,,,,0.0321
2026-02-27,781178821874.12,21.6693,,,,,22.5500,,,,,0.9475,,,,,0.2769,,,,,0.9401,,,,,0.0354
2026-02-26,784806587300.78,21.7699,,,,,22.6548,,,,,0.9519,,,,,0.2782,,,,,0.9444,,,,,0.0352
2026-02-25,788434352727.44,21.8706,,,,,22.7595,,,,,0.9563,,,,,0.2794,,,,,0.9488,,,,,0.0351
2026-02-24,795689883580.76,22.0718,,,,,22.9689,,,,,0.9651,,,,,0.2820,,,,,0.9575,,,,,0.0347
2026-02-13,770295525594.14,21.3674,,,,,22.2359,,,,,0.9343,,,,,0.2730,,,,,0.9270,,,,,0.0359
2026-02-12,798108393865.2,22.1389,,,,,23.0388,,,,,0.9680,,,,,0.2829,,,,,0.9605,,,,,0.0346
2026-02-11,790852863011.88,21.9377,,,,,22.8293,,,,,0.9592,,,,,0.2803,,,,,0.9517,,,,,0.0349
2026-02-10,781178821874.12,21.6693,,,,,22.5500,,,,,0.9475,,,,,0.2769,,,,,0.9401,,,,,0.0354
2026-02-09,786015842443.0,21.8035,,,,,22.6897,,,,,0.9533,,,,,0.2786,,,,,0.9459,,,,,0.0352
2026-02-06,786015842443.0,21.8035,,,,,22.6897,,,,,0.9533,,,,,0.2786,,,,,0.9459,,,,,0.0352
2026-02-05,773923291020.8,21.4681,,,,,22.3406,,,,,0.9387,,,,,0.2743,,,,,0.9314,,,,,0.0357
2026-02-04,786015842443.0,21.8035,,,,,22.6897,,,,,0.9533,,,,,0.2786,,,,,0.9459,,,,,0.0352
2026-02-03,761830739598.6,21.1326,,,,,21.9915,,,,,0.9240,,,,,0.2700,,,,,0.9168,,,,,0.0363
2026-02-02,771504780736.36,21.4010,,,,,22.2708,,,,,0.9357,,,,,0.2734,,,,,0.9284,,,,,0.0358
2026-01-30,787225097585.22,21.8370,,,,,22.7246,,,,,0.9548,,,,,0.2790,,,,,0.9474,,,,,0.0351
2026-01-29,778760311589.68,21.6022,,,,,22.4802,,,,,0.9445,,,,,0.2760,,,,,0.9372,,,,,0.0355
2026-01-28,773923291020.8,21.4681,,,,,22.3406,,,,,0.9387,,,,,0.2743,,,,,0.9314,,,,,0.0357
2026-01-27,770295525594.14,21.3674,,,,,22.2359,,,,,0.9343,,,,,0.2730,,,,,0.9270,,,,,0.0359
2026-01-26,771504780736.36,21.4010,,,,,22.2708,,,,,0.9357,,,,,0.2734,,,,,0.9284,,,,,0.0358
2026-01-23,743691912465.3,20.6295,,,,,21.4679,,,,,0.9020,,,,,0.2636,,,,,0.8950,,,,,0.0372
2026-01-22,750947443318.62,20.8307,,,,,21.6774,,,,,0.9108,,,,,0.2662,,,,,0.9037,,,,,0.0368
2026-01-21,720716064763.12,19.9921,,,,,20.8047,,,,,0.8741,,,,,0.2554,,,,,0.8673,,,,,0.0383
2026-01-20,726762340474.22,20.1598,,,,,20.9792,,,,,0.8815,,,,,0.2576,,,,,0.8746,,,,,0.0380
2026-01-19,717088299336.46,19.8915,,,,,20.7000,,,,,0.8697,,,,,0.2542,,,,,0.8630,,,,,0.0385
2026-01-16,706205003056.48,19.5896,,,,,20.3858,,,,,0.8565,,,,,0.2503,,,,,0.8499,,,,,0.0391
2026-01-15,719506809620.9,19.9586,,,,,20.7698,,,,,0.8727,,,,,0.2550,,,,,0.8659,,,,,0.0384
2026-01-14,721925319905.34,20.0257,,,,,20.8396,,,,,0.8756,,,,,0.2559,,,,,0.8688,,,,,0.0383
2026-01-13,721925319905.34,20.0257,,,,,20.8396,,,,,0.8756,,,,,0.2559,,,,,0.8688,,,,,0.0383
2026-01-12,721925319905.34,20.0257,,,,,20.8396,,,,,0.8756,,,,,0.2559,,,,,0.8688,,,,,0.0383
2026-01-09,744901167607.52,20.6630,,,,,21.5028,,,,,0.9035,,,,,0.2640,,,,,0.8964,,,,,0.0371
2026-01-08,734017871327.54,20.3611,,,,,21.1887,,,,,0.8903,,,,,0.2602,,,,,0.8833,,,,,0.0377
2026-01-07,737645636754.2,20.4617,,,,,21.2934,,,,,0.8947,,,,,0.2614,,,,,0.8877,,,,,0.0375
2026-01-06,747319677891.96,20.7301,,,,,21.5726,,,,,0.9064,,,,,0.2649,,,,,0.8993,,,,,0.0370
2026-01-05,736436381611.98,20.4282,,,,,21.2585,,,,,0.8932,,,,,0.2610,,,,,0.8862,,,,,0.0375
2025-12-31,747319677891.96,20.7301,,,,,21.5726,,,,,0.9064,,,,,0.2649,,,,,0.8993,,,,,0.0370
2025-12-30,744901167607.52,20.6630,,,,,21.5028,,,,,0.9035,,,,,0.2640,,,,,0.8964,,,,,0.0371
2025-12-29,726529585332.0,20.1534,,,,,20.9725,,,,,0.8812,,,,,0.2575,,,,,0.8743,,,,,0.0380
2025-12-26,701101049845.38,19.4480,,,,,20.2385,,,,,0.8503,,,,,0.2485,,,,,0.8437,,,,,0.0394
2025-12-25,708366345698.7,19.6496,,,,,20.4482,,,,,0.8592,,,,,0.2511,,,,,0.8525,,,,,0.0390
2025-12-24,715631641552.02,19.8511,,,,,20.6579,,,,,0.8680,,,,,0.2536,,,,,0.8612,,,,,0.0386
2025-12-23,716842524194.24,19.8847,,,,,20.6929,,,,,0.8694,,,,,0.2541,,,,,0.8627,,,,,0.0386
2025-12-22,710788110983.14,19.7167,,,,,20.5181,,,,,0.8621,,,,,0.2519,,,,,0.8554,,,,,0.0389
2025-12-19,713209876267.58,19.7839,,,,,20.5880,,,,,0.8650,,,,,0.2528,,,,,0.8583,,,,,0.0387
2025-12-18,718053406836.46,19.9183,,,,,20.7278,,,,,0.8709,,,,,0.2545,,,,,0.8641,,,,,0.0385
2025-12-17,707155463056.48,19.6160,,,,,20.4132,,,,,0.8577,,,,,0.2506,,,,,0.8510,,,,,0.0391
2025-12-16,704733697772.04,19.5488,,,,,20.3433,,,,,0.8548,,,,,0.2498,,,,,0.8481,,,,,0.0392
2025-12-15,702311932487.6,19.4816,,,,,20.2734,,,,,0.8518,,,,,0.2489,,,,,0.8452,,,,,0.0394
2025-12-12,699890167203.16,19.4144,,,,,20.2035,,,,,0.8489,,,,,0.2481,,,,,0.8423,,,,,0.0395
2025-12-11,704733697772.04,19.5488,,,,,20.3433,,,,,0.8548,,,,,0.2498,,,,,0.8481,,,,,0.0392
2025-12-10,709577228340.92,19.6831,,,,,20.4831,,,,,0.8606,,,,,0.2515,,,,,0.8539,,,,,0.0389
2025-12-09,718053406836.46,19.9183,,,,,20.7278,,,,,0.8709,,,,,0.2545,,,,,0.8641,,,,,0.0385
2025-12-08,721686054763.12,20.0190,,,,,20.8327,,,,,0.8753,,,,,0.2558,,,,,0.8685,,,,,0.0383
2025-12-05,721686054763.12,20.0190,,,,,20.8327,,,,,0.8753,,,,,0.2558,,,,,0.8685,,,,,0.0383
2025-12-04,722896937405.34,20.0526,,,,,20.8676,,,,,0.8768,,,,,0.2562,,,,,0.8699,,,,,0.0382
2025-12-03,720475172120.9,19.9854,,,,,20.7977,,,,,0.8738,,,,,0.2554,,,,,0.8670,,,,,0.0384
2025-12-02,724107820047.56,20.0862,,,,,20.9026,,,,,0.8783,,,,,0.2566,,,,,0.8714,,,,,0.0382
2025-12-01,708366345698.7,19.6496,,,,,20.4482,,,,,0.8592,,,,,0.2511,,,,,0.8525,,,,,0.0390
2025-11-28,699890167203.16,19.4144,,,,,20.2035,,,,,0.8489,,,,,0.2481,,,,,0.8423,,,,,0.0395
2025-11-27,703522815129.82,19.5152,,,,,20.3084,,,,,0.8533,,,,,0.2493,,,,,0.8466,,,,,0.0393
2025-11-26,695046636634.28,19.2801,,,,,20.0637,,,,,0.8430,,,,,0.2463,,,,,0.8364,,,,,0.0398
2025-11-25,702311932487.6,19.4816,,,,,20.2734,,,,,0.8518,,,,,0.2489,,,,,0.8452,,,,,0.0394
2025-11-24,707155463056.48,19.6160,,,,,20.4132,,,,,0.8577,,,,,0.2506,,,,,0.8510,,,,,0.0391
2025-11-21,723430353777.0599,20.0674,,,,,20.8830,,,,,0.8774,,,,,0.2564,,,,,0.8706,,,,,0.0382
2025-11-20,733124562872.9,20.3363,,,,,21.1629,,,,,0.8892,,,,,0.2598,,,,,0.8823,,,,,0.0377
2025-11-19,733124562872.9,20.3363,,,,,21.1629,,,,,0.8892,,,,,0.2598,,,,,0.8823,,,,,0.0377
2025-11-18,702830159448.4,19.4960,,,,,20.2884,,,,,0.8524,,,,,0.2491,,,,,0.8458,,,,,0.0393
2025-11-17,700406607174.4401,19.4288,,,,,20.2184,,,,,0.8495,,,,,0.2482,,,,,0.8429,,,,,0.0395
2025-11-14,691924174215.58,19.1935,,,,,19.9736,,,,,0.8392,,,,,0.2452,,,,,0.8327,,,,,0.0399
2025-11-13,688288845804.64,19.0926,,,,,19.8686,,,,,0.8348,,,,,0.2439,,,,,0.8283,,,,,0.0402
2025-11-12,691924174215.58,19.1935,,,,,19.9736,,,,,0.8392,,,,,0.2452,,,,,0.8327,,,,,0.0399
2025-11-11,687077069667.66,19.0590,,,,,19.8336,,,,,0.8333,,,,,0.2435,,,,,0.8268,,,,,0.0402
2025-11-10,685865293530.68,19.0254,,,,,19.7987,,,,,0.8319,,,,,0.2431,,,,,0.8254,,,,,0.0403
2025-11-07,679806412845.78,18.8573,,,,,19.6238,,,,,0.8245,,,,,0.2409,,,,,0.8181,,,,,0.0407
2025-11-06,672535756023.9,18.6556,,,,,19.4139,,,,,0.8157,,,,,0.2384,,,,,0.8093,,,,,0.0411
2025-11-05,672535756023.9,18.6556,,,,,19.4139,,,,,0.8157,,,,,0.2384,,,,,0.8093,,,,,0.0411
2025-11-04,676171084434.84,18.7565,,,,,19.5188,,,,,0.8201,,,,,0.2397,,,,,0.8137,,,,,0.0409
2025-11-03,674959308297.86,18.7229,,,,,19.4838,,,,,0.8186,,,,,0.2392,,,,,0.8123,,,,,0.0409
2025-10-31,662841546928.0599,18.3867,,,,,19.1340,,,,,0.8039,,,,,0.2349,,,,,0.7977,,,,,0.0417
2025-10-30,670112203749.9401,18.5884,,,,,19.3439,,,,,0.8128,,,,,0.2375,,,,,0.8064,,,,,0.0412
2025-10-29,668900427612.96,18.5327,,,,,19.8546,,,,,0.8255,,,,,0.2301,,,,,0.8189,,,,,0.0413
2025-10-28,673747532160.88,18.6670,,,,,19.9984,,,,,0.8315,,,,,0.2317,,,,,0.8249,,,,,0.0410
2025-10-27,676171084434.84,18.7341,,,,,20.0704,,,,,0.8345,,,,,0.2326,,,,,0.8278,,,,,0.0409
2025-10-24,671323979886.92,18.5998,,,,,19.9265,,,,,0.8285,,,,,0.2309,,,,,0.8219,,,,,0.0412
2025-10-23,673747532160.88,18.6670,,,,,19.9984,,,,,0.8315,,,,,0.2317,,,,,0.8249,,,,,0.0410
2025-10-22,666476875339.0,18.4655,,,,,19.7826,,,,,0.8225,,,,,0.2292,,,,,0.8160,,,,,0.0415
2025-10-21,661629770791.08,18.3312,,,,,19.6388,,,,,0.8165,,,,,0.2276,,,,,0.8100,,,,,0.0418
2025-10-20,662841546928.0599,18.3648,,,,,19.6747,,,,,0.8180,,,,,0.2280,,,,,0.8115,,,,,0.0417
2025-10-17,655570890106.18,18.1634,,,,,19.4589,,,,,0.8090,,,,,0.2255,,,,,0.8026,,,,,0.0422
2025-10-16,660417994654.1,18.2977,,,,,19.6028,,,,,0.8150,,,,,0.2271,,,,,0.8086,,,,,0.0418
2025-10-15,653147337832.22,18.0962,,,,,19.3870,,,,,0.8060,,,,,0.2246,,,,,0.7997,,,,,0.0423
2025-10-14,656782666243.16,18.1970,,,,,19.4949,,,,,0.8105,,,,,0.2259,,,,,0.8041,,,,,0.0421
2025-10-13,649512009421.28,17.9955,,,,,19.2791,,,,,0.8016,,,,,0.2234,,,,,0.7952,,,,,0.0425
2025-10-10,650723785558.26,18.0291,,,,,19.3150,,,,,0.8031,,,,,0.2238,,,,,0.7967,,,,,0.0425
2025-10-09,649512009421.28,17.9955,,,,,19.2791,,,,,0.8016,,,,,0.2234,,,,,0.7952,,,,,0.0425
2025-09-30,641029576462.42,17.7605,,,,,19.0273,,,,,0.7911,,,,,0.2205,,,,,0.7848,,,,,0.0431
2025-09-29,643453128736.38,17.8276,,,,,19.0992,,,,,0.7941,,,,,0.2213,,,,,0.7878,,,,,0.0430
2025-09-26,648300233284.2999,17.9619,,,,,19.2431,,,,,0.8001,,,,,0.2230,,,,,0.7937,,,,,0.0426
2025-09-25,648300233284.2999,17.9619,,,,,19.2431,,,,,0.8001,,,,,0.2230,,,,,0.7937,,,,,0.0426
2025-09-24,649512009421.28,17.9955,,,,,19.2791,,,,,0.8016,,,,,0.2234,,,,,0.7952,,,,,0.0425
2025-09-23,649512009421.28,17.9955,,,,,19.2791,,,,,0.8016,,,,,0.2234,,,,,0.7952,,,,,0.0425
2025-09-22,644664904873.36,17.8612,,,,,19.1352,,,,,0.7956,,,,,0.2217,,,,,0.7893,,,,,0.0429
2025-09-19,649512009421.28,17.9955,,,,,19.2791,,,,,0.8016,,,,,0.2234,,,,,0.7952,,,,,0.0425
2025-09-18,654359113969.2001,18.1298,,,,,19.4229,,,,,0.8075,,,,,0.2251,,,,,0.8011,,,,,0.0422
2025-09-17,665265099202.02,18.4320,,,,,19.7467,,,,,0.8210,,,,,0.2288,,,,,0.8145,,,,,0.0415
2025-09-16,664053323065.04,18.3984,,,,,19.7107,,,,,0.8195,,,,,0.2284,,,,,0.8130,,,,,0.0416
2025-09-15,668900427612.96,18.5327,,,,,19.8546,,,,,0.8255,,,,,0.2301,,,,,0.8189,,,,,0.0413
2025-09-12,670112203749.9401,18.5663,,,,,19.8905,,,,,0.8270,,,,,0.2305,,,,,0.8204,,,,,0.0412
2025-09-11,682229965119.74,18.9020,,,,,20.2502,,,,,0.8310,,,,,0.2346,,,,,0.8245,,,,,0.0405
2025-09-10,679806412845.78,18.8349,,,,,20.1783,,,,,0.8281,,,,,0.2338,,,,,0.8216,,,,,0.0407
2025-09-09,685865293530.68,19.0027,,,,,20.3581,,,,,0.8354,,,,,0.2359,,,,,0.8289,,,,,0.0403
2025-09-08,688288845804.64,19.0699,,,,,20.4301,,,,,0.8384,,,,,0.2367,,,,,0.8318,,,,,0.0402
2025-09-05,689500621941.62,19.1034,,,,,20.4660,,,,,0.8399,,,,,0.2371,,,,,0.8333,,,,,0.0401
2025-09-04,700406607174.4401,19.4056,,,,,20.7897,,,,,0.8531,,,,,0.2409,,,,,0.8465,,,,,0.0395
2025-09-03,697160116763.5,19.3157,,,,,20.6934,,,,,0.8492,,,,,0.2398,,,,,0.8425,,,,,0.0396
2025-09-02,704434831025.38,19.5172,,,,,20.9093,,,,,0.8581,,,,,0.2423,,,,,0.8513,,,,,0.0392
2025-09-01,691097854878.6,19.1477,,,,,20.5134,,,,,0.8418,,,,,0.2377,,,,,0.8352,,,,,0.0400
2025-08-29,692310307255.58,19.1813,,,,,20.5494,,,,,0.8433,,,,,0.2381,,,,,0.8367,,,,,0.0399
2025-08-28,698372569140.48,19.3493,,,,,20.7294,,,,,0.8507,,,,,0.2402,,,,,0.8440,,,,,0.0396
2025-08-27,695947664386.52,19.2821,,,,,20.6574,,,,,0.8477,,,,,0.2394,,,,,0.8411,,,,,0.0397
2025-08-26,705647283402.36,19.5508,,,,,20.9453,,,,,0.8595,,,,,0.2427,,,,,0.8528,,,,,0.0392
2025-08-25,708072188156.32,19.6180,,,,,21.0173,,,,,0.8625,,,,,0.2435,,,,,0.8557,,,,,0.0390
2025-08-22,706859735779.34,19.5844,,,,,20.9813,,,,,0.8610,,,,,0.2431,,,,,0.8543,,,,,0.0391
2025-08-21,710497092910.28,15.6978,,,,,16.4871,,,,,0.8757,,,,,0.2353,,,,,0.8687,,,,,0.0489
