date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2026-03-27,122095931420.16,0.6345,,,,,15.0493,,,,,0.0368,16.0910,,,,,1.4794,,,,,0.6386,,,,
2026-03-26,121513008136.47,0.6315,,,,,14.9774,,,,,0.0370,16.0142,,,,,1.4723,,,,,0.6356,,,,
2026-03-25,123685722193.86,0.6428,,,,,15.2452,,,,,0.0364,16.3005,,,,,1.4986,,,,,0.6469,,,,
2026-03-24,122943819832.8,0.6458,,,,,13.9675,,,,,0.0408,14.5964,,,,,1.4605,,,,,0.6505,,,,
2026-03-23,120347161569.09,0.6321,,,,,13.6725,,,,,0.0417,14.2881,,,,,1.4297,,,,,0.6368,,,,
2026-03-20,125275512967.56,0.6580,,,,,14.2324,,,,,0.0400,14.8732,,,,,1.4882,,,,,0.6629,,,,
2026-03-19,127766185179.69,0.6711,,,,,14.5153,,,,,0.0392,15.1689,,,,,1.5178,,,,,0.6760,,,,
2026-03-18,131846648165.52,0.6925,,,,,14.9789,,,,,0.0380,15.6534,,,,,1.5663,,,,,0.6976,,,,
2026-03-17,132853515655.53,0.6978,,,,,15.0933,,,,,0.0377,15.7729,,,,,1.5783,,,,,0.7030,,,,
2026-03-16,132482564475.0,0.6959,,,,,15.0512,,,,,0.0378,15.7289,,,,,1.5739,,,,,0.7010,,,,
2026-03-13,134284327351.86,0.7053,,,,,15.2558,,,,,0.0373,15.9428,,,,,1.5953,,,,,0.7105,,,,
2026-03-12,135132215764.5,0.7098,,,,,15.3522,,,,,0.0371,16.0435,,,,,1.6053,,,,,0.7150,,,,
2026-03-11,134920243661.34,0.7087,,,,,15.3281,,,,,0.0372,16.0183,,,,,1.6028,,,,,0.7139,,,,
2026-03-10,130998759752.88,0.6881,,,,,14.8826,,,,,0.0383,15.5527,,,,,1.5562,,,,,0.6931,,,,
2026-03-09,130309850417.61,0.6845,,,,,14.8043,,,,,0.0385,15.4709,,,,,1.5480,,,,,0.6895,,,,
2026-03-06,134284327351.86,0.7053,,,,,15.2558,,,,,0.0373,15.9428,,,,,1.5953,,,,,0.7105,,,,
2026-03-05,131422703959.2,0.6903,,,,,14.9307,,,,,0.0381,15.6030,,,,,1.5613,,,,,0.6954,,,,
2026-03-04,132853515655.53,0.6978,,,,,15.0933,,,,,0.0377,15.7729,,,,,1.5783,,,,,0.7030,,,,
2026-03-03,133754397093.96,0.7026,,,,,15.1956,,,,,0.0375,15.8799,,,,,1.5890,,,,,0.7077,,,,
2026-03-02,138152818234.53,0.7257,,,,,15.6953,,,,,0.0363,16.4021,,,,,1.6412,,,,,0.7310,,,,
2026-02-27,135450173919.24,0.7115,,,,,15.3883,,,,,0.0370,16.0812,,,,,1.6091,,,,,0.7167,,,,
2026-02-26,135715139048.19,0.7129,,,,,15.4184,,,,,0.0369,16.1127,,,,,1.6123,,,,,0.7181,,,,
2026-02-25,139795602034.02,0.7343,,,,,15.8820,,,,,0.0359,16.5971,,,,,1.6607,,,,,0.7397,,,,
2026-02-24,132058620268.68,0.6936,,,,,15.0030,,,,,0.0380,15.6785,,,,,1.5688,,,,,0.6988,,,,
2026-02-13,130680801598.14,0.6864,,,,,14.8465,,,,,0.0384,15.5150,,,,,1.5525,,,,,0.6915,,,,
2026-02-12,133701404068.17,0.7023,,,,,15.1896,,,,,0.0375,15.8736,,,,,1.5883,,,,,0.7074,,,,
2026-02-11,134390313403.44,0.7059,,,,,15.2679,,,,,0.0373,15.9554,,,,,1.5965,,,,,0.7111,,,,
2026-02-10,131157738830.25,0.6889,,,,,14.9006,,,,,0.0382,15.5716,,,,,1.5581,,,,,0.6940,,,,
2026-02-09,132588550526.58,0.6964,,,,,15.0632,,,,,0.0378,15.7415,,,,,1.5751,,,,,0.7016,,,,
2026-02-06,132641543552.37,0.6967,,,,,15.0692,,,,,0.0378,15.7478,,,,,1.5757,,,,,0.7018,,,,
2026-02-05,133542424990.8,0.7014,,,,,15.1716,,,,,0.0375,15.8547,,,,,1.5864,,,,,0.7066,,,,
2026-02-04,133754397093.96,0.7026,,,,,15.1956,,,,,0.0375,15.8799,,,,,1.5890,,,,,0.7077,,,,
2026-02-03,129144003850.23,0.6783,,,,,14.6719,,,,,0.0388,15.3325,,,,,1.5342,,,,,0.6833,,,,
2026-02-02,124480617580.71,0.6538,,,,,14.1421,,,,,0.0403,14.7789,,,,,1.4788,,,,,0.6587,,,,
2026-01-30,129938899237.08,0.6825,,,,,14.7622,,,,,0.0386,15.4269,,,,,1.5436,,,,,0.6875,,,,
2026-01-29,131634676062.36,0.6914,,,,,14.9548,,,,,0.0381,15.6282,,,,,1.5638,,,,,0.6965,,,,
2026-01-28,129302982927.6,0.6792,,,,,14.6899,,,,,0.0388,15.3514,,,,,1.5361,,,,,0.6842,,,,
2026-01-27,125540478096.51,0.6594,,,,,14.2625,,,,,0.0399,14.9047,,,,,1.4914,,,,,0.6643,,,,
2026-01-26,126176394405.99,0.6627,,,,,14.3347,,,,,0.0397,14.9802,,,,,1.4989,,,,,0.6676,,,,
2026-01-23,125752450199.67,0.6605,,,,,14.2866,,,,,0.0399,14.9299,,,,,1.4939,,,,,0.6654,,,,
2026-01-22,126971289792.84,0.6669,,,,,14.4250,,,,,0.0395,15.0746,,,,,1.5084,,,,,0.6718,,,,
2026-01-21,123367764039.12,0.6480,,,,,14.0156,,,,,0.0406,14.6467,,,,,1.4656,,,,,0.6528,,,,
2026-01-20,125010547838.61,0.6566,,,,,14.2023,,,,,0.0401,14.8418,,,,,1.4851,,,,,0.6615,,,,
2026-01-19,118227440537.49,0.6210,,,,,13.4316,,,,,0.0424,14.0365,,,,,1.4045,,,,,0.6256,,,,
2026-01-16,117379552124.85,0.6165,,,,,13.3353,,,,,0.0427,13.9358,,,,,1.3944,,,,,0.6211,,,,
2026-01-15,119446280130.66,0.6274,,,,,13.5701,,,,,0.0420,14.1812,,,,,1.4190,,,,,0.6320,,,,
2026-01-14,118492405666.44,0.6224,,,,,13.4617,,,,,0.0423,14.0679,,,,,1.4077,,,,,0.6270,,,,
2026-01-13,119393287104.87,0.6271,,,,,13.5641,,,,,0.0420,14.1749,,,,,1.4184,,,,,0.6317,,,,
2026-01-12,120029203414.35,0.6305,,,,,13.6363,,,,,0.0418,14.2504,,,,,1.4259,,,,,0.6351,,,,
2026-01-09,120612126698.04,0.6335,,,,,13.7026,,,,,0.0416,14.3196,,,,,1.4328,,,,,0.6382,,,,
2026-01-08,121407022084.89,0.6377,,,,,13.7929,,,,,0.0413,14.4139,,,,,1.4423,,,,,0.6424,,,,
2026-01-07,119923217362.77,0.6299,,,,,13.6243,,,,,0.0418,14.2378,,,,,1.4247,,,,,0.6345,,,,
2026-01-06,118651384743.81,0.6232,,,,,13.4798,,,,,0.0423,14.0868,,,,,1.4095,,,,,0.6278,,,,
2026-01-05,117114586995.9,0.6152,,,,,13.3052,,,,,0.0428,13.9043,,,,,1.3913,,,,,0.6197,,,,
2025-12-31,115842754376.94,0.6085,,,,,13.1607,,,,,0.0433,13.7533,,,,,1.3762,,,,,0.6130,,,,
2025-12-30,115736768325.36,0.6079,,,,,13.1487,,,,,0.0433,13.7408,,,,,1.3749,,,,,0.6124,,,,
2025-12-29,117697510279.59,0.6182,,,,,13.3714,,,,,0.0426,13.9735,,,,,1.3982,,,,,0.6228,,,,
2025-12-26,117644517253.8,0.6179,,,,,13.3654,,,,,0.0426,13.9672,,,,,1.3976,,,,,0.6225,,,,
2025-12-25,118757370795.39,0.6238,,,,,13.4919,,,,,0.0422,14.0994,,,,,1.4108,,,,,0.6284,,,,
2025-12-24,118333426589.07,0.6216,,,,,13.4437,,,,,0.0424,14.0490,,,,,1.4058,,,,,0.6261,,,,
2025-12-23,117591524228.01,0.6177,,,,,13.3594,,,,,0.0426,13.9610,,,,,1.3970,,,,,0.6222,,,,
2025-12-22,116902614892.74,0.6140,,,,,13.2811,,,,,0.0429,13.8792,,,,,1.3888,,,,,0.6186,,,,
2025-12-19,117538531202.22,0.6174,,,,,13.3534,,,,,0.0427,13.9547,,,,,1.3963,,,,,0.6219,,,,
2025-12-18,117485538176.43,0.6171,,,,,13.3474,,,,,0.0427,13.9484,,,,,1.3957,,,,,0.6216,,,,
2025-12-17,116902614892.74,0.6140,,,,,13.2811,,,,,0.0429,13.8792,,,,,1.3888,,,,,0.6186,,,,
2025-12-16,116160712531.68,0.6101,,,,,13.1968,,,,,0.0432,13.7911,,,,,1.3800,,,,,0.6146,,,,
2025-12-15,118068461460.12,0.6202,,,,,13.4136,,,,,0.0425,14.0176,,,,,1.4026,,,,,0.6247,,,,
2025-12-12,117432545150.64,0.6168,,,,,13.3413,,,,,0.0427,13.9421,,,,,1.3951,,,,,0.6214,,,,
2025-12-11,117432545150.64,0.6168,,,,,13.3413,,,,,0.0427,13.9421,,,,,1.3951,,,,,0.6214,,,,
2025-12-10,118227440537.49,0.6210,,,,,13.4316,,,,,0.0424,14.0365,,,,,1.4045,,,,,0.6256,,,,
2025-12-09,116902614892.74,0.6140,,,,,13.2811,,,,,0.0429,13.8792,,,,,1.3888,,,,,0.6186,,,,
2025-12-08,120135189465.93,0.6310,,,,,13.6484,,,,,0.0417,14.2629,,,,,1.4272,,,,,0.6357,,,,
2025-12-05,120771105775.41,0.6344,,,,,13.7206,,,,,0.0415,14.3384,,,,,1.4347,,,,,0.6390,,,,
2025-12-04,120294168543.3,0.6319,,,,,13.6664,,,,,0.0417,14.2818,,,,,1.4291,,,,,0.6365,,,,
2025-12-03,120718112749.62,0.6341,,,,,13.7146,,,,,0.0415,14.3322,,,,,1.4341,,,,,0.6387,,,,
2025-12-02,120506140646.46,0.6330,,,,,13.6905,,,,,0.0416,14.3070,,,,,1.4316,,,,,0.6376,,,,
2025-12-01,120559133672.25,0.6332,,,,,13.6965,,,,,0.0416,14.3133,,,,,1.4322,,,,,0.6379,,,,
2025-11-28,121089063930.15,0.6360,,,,,13.7568,,,,,0.0414,14.3762,,,,,1.4385,,,,,0.6407,,,,
2025-11-27,119870224336.98,0.6296,,,,,13.6183,,,,,0.0418,14.2315,,,,,1.4240,,,,,0.6343,,,,
2025-11-26,120983077878.57,0.6355,,,,,13.7447,,,,,0.0414,14.3636,,,,,1.4372,,,,,0.6402,,,,
2025-11-25,121407022084.89,0.6377,,,,,13.7929,,,,,0.0413,14.4139,,,,,1.4423,,,,,0.6424,,,,
2025-11-24,121248043007.52,0.6369,,,,,13.7748,,,,,0.0413,14.3951,,,,,1.4404,,,,,0.6416,,,,
2025-11-21,121883959317.0,0.6402,,,,,13.8471,,,,,0.0411,14.4706,,,,,1.4479,,,,,0.6449,,,,
2025-11-20,123261777987.54,0.6474,,,,,14.0036,,,,,0.0407,14.6342,,,,,1.4643,,,,,0.6522,,,,
2025-11-19,121830966291.21,0.6399,,,,,13.8410,,,,,0.0411,14.4643,,,,,1.4473,,,,,0.6446,,,,
2025-11-18,121936952342.79,0.6405,,,,,13.8531,,,,,0.0411,14.4769,,,,,1.4486,,,,,0.6452,,,,
2025-11-17,123579736142.28,0.6491,,,,,14.0397,,,,,0.0406,14.6719,,,,,1.4681,,,,,0.6539,,,,
2025-11-14,125540478096.51,0.6594,,,,,14.2625,,,,,0.0399,14.9047,,,,,1.4914,,,,,0.6643,,,,
2025-11-13,126176394405.99,0.6627,,,,,14.3347,,,,,0.0397,14.9802,,,,,1.4989,,,,,0.6676,,,,
2025-11-12,124533610606.5,0.6541,,,,,14.1481,,,,,0.0403,14.7851,,,,,1.4794,,,,,0.6589,,,,
2025-11-11,125646464148.09,0.6600,,,,,14.2745,,,,,0.0399,14.9173,,,,,1.4926,,,,,0.6648,,,,
2025-11-10,125010547838.61,0.6566,,,,,14.2023,,,,,0.0401,14.8418,,,,,1.4851,,,,,0.6615,,,,
2025-11-07,123579736142.28,0.6491,,,,,14.0397,,,,,0.0406,14.6719,,,,,1.4681,,,,,0.6539,,,,
2025-11-06,121936952342.79,0.6405,,,,,13.8531,,,,,0.0411,14.4769,,,,,1.4486,,,,,0.6452,,,,
2025-11-05,122148924445.95,0.6416,,,,,13.8772,,,,,0.0410,14.5020,,,,,1.4511,,,,,0.6463,,,,
2025-11-04,121936952342.79,0.6405,,,,,13.8531,,,,,0.0411,14.4769,,,,,1.4486,,,,,0.6452,,,,
2025-11-03,123261777987.54,0.6474,,,,,14.0036,,,,,0.0407,14.6342,,,,,1.4643,,,,,0.6522,,,,
2025-10-31,122890826807.01,0.6455,,,,,13.9614,,,,,0.0408,14.5901,,,,,1.4599,,,,,0.6502,,,,
2025-10-30,123844701271.23,0.6594,,,,,14.1726,,,,,0.0405,14.7823,,,,,1.4275,,,,,0.6642,,,,
2025-10-29,124003680348.6,0.6602,,,,,14.1908,,,,,0.0404,14.8013,,,,,1.4293,,,,,0.6650,,,,
2025-10-28,123950687322.81,0.6599,,,,,14.1847,,,,,0.0404,14.7949,,,,,1.4287,,,,,0.6648,,,,
2025-10-27,125858436251.25,0.6701,,,,,14.4030,,,,,0.0398,15.0226,,,,,1.4507,,,,,0.6750,,,,
2025-10-24,123632729168.07,0.6582,,,,,14.1483,,,,,0.0405,14.7570,,,,,1.4251,,,,,0.6631,,,,
2025-10-23,124957554812.82,0.6653,,,,,14.2999,,,,,0.0401,14.9151,,,,,1.4403,,,,,0.6702,,,,
2025-10-22,125434492044.93,0.6678,,,,,14.3545,,,,,0.0400,14.9720,,,,,1.4458,,,,,0.6727,,,,
2025-10-21,125540478096.51,0.6684,,,,,14.3666,,,,,0.0399,14.9847,,,,,1.4471,,,,,0.6733,,,,
2025-10-20,126441359534.94,0.6732,,,,,14.4697,,,,,0.0396,15.0922,,,,,1.4574,,,,,0.6781,,,,
2025-10-17,125805443225.46,0.6698,,,,,14.3969,,,,,0.0398,15.0163,,,,,1.4501,,,,,0.6747,,,,
2025-10-16,127077275844.42,0.6766,,,,,14.5425,,,,,0.0395,15.1681,,,,,1.4648,,,,,0.6815,,,,
2025-10-15,129779920159.71,0.6910,,,,,14.8518,,,,,0.0386,15.4907,,,,,1.4959,,,,,0.6960,,,,
2025-10-14,126653331638.1,0.6743,,,,,14.4940,,,,,0.0396,15.1175,,,,,1.4599,,,,,0.6793,,,,
2025-10-13,126229387431.78,0.6721,,,,,14.4455,,,,,0.0397,15.0669,,,,,1.4550,,,,,0.6770,,,,
2025-10-10,127766185179.69,0.6802,,,,,14.6213,,,,,0.0392,15.2504,,,,,1.4727,,,,,0.6852,,,,
2025-10-09,125328505993.35,0.6673,,,,,14.3424,,,,,0.0400,14.9594,,,,,1.4446,,,,,0.6722,,,,
2025-09-30,123049805884.38,0.6551,,,,,14.0816,,,,,0.0407,14.6874,,,,,1.4183,,,,,0.6599,,,,
2025-09-29,123738715219.65,0.6544,,,,,14.1604,,,,,0.0405,14.7696,,,,,1.4263,,,,,0.6592,,,,
2025-09-26,122784840755.43,0.6493,,,,,14.0513,,,,,0.0408,14.6558,,,,,1.4153,,,,,0.6541,,,,
2025-09-25,122996812858.59,0.6505,,,,,14.0755,,,,,0.0408,14.6811,,,,,1.4177,,,,,0.6552,,,,
2025-09-24,122625861678.06,0.6485,,,,,14.0331,,,,,0.0409,14.6368,,,,,1.4135,,,,,0.6532,,,,
2025-09-23,122466882600.69,0.6477,,,,,14.0149,,,,,0.0409,14.6178,,,,,1.4116,,,,,0.6524,,,,
2025-09-22,121777973265.42,0.6440,,,,,13.9361,,,,,0.0412,14.5356,,,,,1.4037,,,,,0.6487,,,,
2025-09-19,123526743116.49,0.6533,,,,,14.1362,,,,,0.0406,14.7443,,,,,1.4238,,,,,0.6580,,,,
2025-09-18,122201917471.74,0.6463,,,,,13.9846,,,,,0.0410,14.5862,,,,,1.4086,,,,,0.6510,,,,
2025-09-17,124745582709.66,0.6597,,,,,14.2757,,,,,0.0402,14.8898,,,,,1.4379,,,,,0.6645,,,,
2025-09-16,124692589683.87,0.6594,,,,,14.2696,,,,,0.0402,14.8835,,,,,1.4373,,,,,0.6642,,,,
2025-09-15,126070408354.41,0.6667,,,,,14.4273,,,,,0.0398,15.0479,,,,,1.4532,,,,,0.6716,,,,
2025-09-12,126229387431.78,0.6676,,,,,14.4455,,,,,0.0397,15.0669,,,,,1.4550,,,,,0.6724,,,,
2025-09-11,127925164257.06,0.6765,,,,,14.6395,,,,,0.0392,15.2693,,,,,1.4745,,,,,0.6815,,,,
2025-09-10,127607206102.32,0.6749,,,,,14.6031,,,,,0.0393,15.2314,,,,,1.4709,,,,,0.6798,,,,
2025-09-09,129885906211.29,0.6869,,,,,14.8639,,,,,0.0386,15.5034,,,,,1.4971,,,,,0.6919,,,,
2025-09-08,127819178205.48,0.6760,,,,,14.6274,,,,,0.0392,15.2567,,,,,1.4733,,,,,0.6809,,,,
2025-09-05,125964422302.83,0.6662,,,,,14.4151,,,,,0.0398,15.0353,,,,,1.4519,,,,,0.6710,,,,
2025-09-04,125381499019.14,0.6631,,,,,14.3484,,,,,0.0400,14.9657,,,,,1.4452,,,,,0.6679,,,,
2025-09-03,125805443225.46,0.6653,,,,,14.3969,,,,,0.0398,15.0163,,,,,1.4501,,,,,0.6702,,,,
2025-09-02,128031150308.64,0.6771,,,,,14.6517,,,,,0.0392,15.2820,,,,,1.4758,,,,,0.6820,,,,
2025-09-01,128826045695.49,0.6813,,,,,14.7426,,,,,0.0389,15.3769,,,,,1.4849,,,,,0.6863,,,,
2025-08-29,129038017798.65,0.6824,,,,,14.7669,,,,,0.0389,15.4022,,,,,1.4874,,,,,0.6874,,,,
2025-08-28,130309850417.61,0.6891,,,,,14.9124,,,,,0.0385,15.5540,,,,,1.5020,,,,,0.6942,,,,
2025-08-27,130468829494.98,0.6900,,,,,14.9306,,,,,0.0384,15.5729,,,,,1.5039,,,,,0.6950,,,,
2025-08-26,131051752778.67,0.7028,,,,,16.3728,,,,,0.0286,17.1110,,,,,1.4766,,,,,0.7084,,,,
2025-08-25,130945766727.09,0.7023,,,,,16.3596,,,,,0.0286,17.0972,,,,,1.4754,,,,,0.7078,,,,
2025-08-22,128720059643.91,0.6903,,,,,16.0815,,,,,0.0291,16.8066,,,,,1.4503,,,,,0.6958,,,,
2025-08-21,128190129386.01,0.6875,,,,,16.0153,,,,,0.0292,16.7374,,,,,1.4443,,,,,0.6929,,,,
