date,stockCode,融券净卖出金额
2025-08-11T00:00:00+08:00,000333,-814908
2025-08-12T00:00:00+08:00,000333,-396303
2025-08-13T00:00:00+08:00,000333,-39069
2025-08-14T00:00:00+08:00,000333,1115409
2025-08-15T00:00:00+08:00,000333,-1024629
2025-08-18T00:00:00+08:00,000333,422464
2025-08-19T00:00:00+08:00,000333,-56712
2025-08-20T00:00:00+08:00,000333,-855140
2025-08-21T00:00:00+08:00,000333,371356
2025-08-22T00:00:00+08:00,000333,-931869
2025-08-25T00:00:00+08:00,000333,-667395
2025-08-26T00:00:00+08:00,000333,162756
2025-08-27T00:00:00+08:00,000333,1488934
2025-08-28T00:00:00+08:00,000333,1733996
2025-08-29T00:00:00+08:00,000333,-1871436
2025-09-01T00:00:00+08:00,000333,952254
2025-09-02T00:00:00+08:00,000333,4244504
2025-09-03T00:00:00+08:00,000333,-3066198
2025-09-04T00:00:00+08:00,000333,1393084
2025-09-05T00:00:00+08:00,000333,-1515124
2025-09-08T00:00:00+08:00,000333,619093
2025-09-09T00:00:00+08:00,000333,621421
2025-09-10T00:00:00+08:00,000333,578282
2025-09-11T00:00:00+08:00,000333,-785604
2025-09-12T00:00:00+08:00,000333,-1358343
2025-09-15T00:00:00+08:00,000333,540117
2025-09-16T00:00:00+08:00,000333,-946860
2025-09-17T00:00:00+08:00,000333,159850
2025-09-18T00:00:00+08:00,000333,1244888
2025-09-19T00:00:00+08:00,000333,-531128
2025-09-22T00:00:00+08:00,000333,-1369450
2025-09-23T00:00:00+08:00,000333,-146628
2025-09-24T00:00:00+08:00,000333,826158
2025-09-25T00:00:00+08:00,000333,-479322
2025-09-26T00:00:00+08:00,000333,-1054228
2025-09-29T00:00:00+08:00,000333,-1685845
2025-09-30T00:00:00+08:00,000333,500843
2025-10-09T00:00:00+08:00,000333,-919287
2025-10-10T00:00:00+08:00,000333,1838607
2025-10-13T00:00:00+08:00,000333,-2422808
2025-10-14T00:00:00+08:00,000333,2097770
2025-10-15T00:00:00+08:00,000333,-40592
2025-10-16T00:00:00+08:00,000333,315888
2025-10-17T00:00:00+08:00,000333,2039944
2025-10-20T00:00:00+08:00,000333,-1058729
2025-10-21T00:00:00+08:00,000333,2150086
2025-10-22T00:00:00+08:00,000333,186919
2025-10-23T00:00:00+08:00,000333,2291547
2025-10-24T00:00:00+08:00,000333,-9569
2025-10-27T00:00:00+08:00,000333,2830338
2025-10-28T00:00:00+08:00,000333,-478616
2025-10-29T00:00:00+08:00,000333,1463144
2025-10-30T00:00:00+08:00,000333,2038110
2025-10-31T00:00:00+08:00,000333,3665490
2025-11-03T00:00:00+08:00,000333,-4309722
2025-11-04T00:00:00+08:00,000333,2075774
2025-11-05T00:00:00+08:00,000333,-155836
2025-11-06T00:00:00+08:00,000333,5900987
2025-11-07T00:00:00+08:00,000333,-4776084
2025-11-10T00:00:00+08:00,000333,4581842
2025-11-11T00:00:00+08:00,000333,1807838
2025-11-12T00:00:00+08:00,000333,3010435
2025-11-13T00:00:00+08:00,000333,-382552
2025-11-14T00:00:00+08:00,000333,-251743
2025-11-17T00:00:00+08:00,000333,-734973
2025-11-18T00:00:00+08:00,000333,-759486
2025-11-19T00:00:00+08:00,000333,2213640
2025-11-20T00:00:00+08:00,000333,-524808
2025-11-21T00:00:00+08:00,000333,3917943
2025-11-24T00:00:00+08:00,000333,-302951
2025-11-25T00:00:00+08:00,000333,-1137554
2025-11-26T00:00:00+08:00,000333,5517550
2025-11-27T00:00:00+08:00,000333,-2370060
2025-11-28T00:00:00+08:00,000333,2066022
2025-12-01T00:00:00+08:00,000333,328618
2025-12-02T00:00:00+08:00,000333,6727264
2025-12-03T00:00:00+08:00,000333,-6326054
2025-12-04T00:00:00+08:00,000333,2051012
2025-12-05T00:00:00+08:00,000333,-3541487
2025-12-08T00:00:00+08:00,000333,-19527
2025-12-09T00:00:00+08:00,000333,-2957228
2025-12-10T00:00:00+08:00,000333,1364159
2025-12-11T00:00:00+08:00,000333,-795819
2025-12-12T00:00:00+08:00,000333,549024
2025-12-15T00:00:00+08:00,000333,99014
2025-12-16T00:00:00+08:00,000333,1029666
2025-12-17T00:00:00+08:00,000333,640950
2025-12-18T00:00:00+08:00,000333,-1224767
2025-12-19T00:00:00+08:00,000333,1195128
2025-12-22T00:00:00+08:00,000333,-60911
2025-12-23T00:00:00+08:00,000333,290411
2025-12-24T00:00:00+08:00,000333,-2980355
2025-12-25T00:00:00+08:00,000333,-493666
2025-12-26T00:00:00+08:00,000333,-1752105
2025-12-29T00:00:00+08:00,000333,-395506
2025-12-30T00:00:00+08:00,000333,678237
2025-12-31T00:00:00+08:00,000333,-3803570
2026-01-05T00:00:00+08:00,000333,4253478
2026-01-06T00:00:00+08:00,000333,-2456988
2026-01-07T00:00:00+08:00,000333,2544974
2026-01-08T00:00:00+08:00,000333,555482
2026-01-09T00:00:00+08:00,000333,5179790
2026-01-12T00:00:00+08:00,000333,-4105560
2026-01-13T00:00:00+08:00,000333,-247566
2026-01-14T00:00:00+08:00,000333,3332895
2026-01-15T00:00:00+08:00,000333,3002523
2026-01-16T00:00:00+08:00,000333,-2561697
2026-01-19T00:00:00+08:00,000333,2176859
2026-01-20T00:00:00+08:00,000333,4592640
2026-01-21T00:00:00+08:00,000333,747590
2026-01-22T00:00:00+08:00,000333,-1329697
2026-01-23T00:00:00+08:00,000333,1244335
2026-01-26T00:00:00+08:00,000333,1680392
2026-01-27T00:00:00+08:00,000333,2147640
2026-01-28T00:00:00+08:00,000333,-218242
2026-01-29T00:00:00+08:00,000333,6709750
2026-01-30T00:00:00+08:00,000333,-267273
2026-02-02T00:00:00+08:00,000333,-736470
2026-02-03T00:00:00+08:00,000333,473415
2026-02-04T00:00:00+08:00,000333,-163600
2026-02-05T00:00:00+08:00,000333,-1002475
2026-02-06T00:00:00+08:00,000333,-1605767
2026-02-09T00:00:00+08:00,000333,-1533966
2026-02-10T00:00:00+08:00,000333,2175808
2026-02-11T00:00:00+08:00,000333,-1548350
2026-02-12T00:00:00+08:00,000333,-139450
2026-02-13T00:00:00+08:00,000333,-951000
2026-02-24T00:00:00+08:00,000333,368628
2026-02-25T00:00:00+08:00,000333,1111292
2026-02-26T00:00:00+08:00,000333,-550860
2026-02-27T00:00:00+08:00,000333,-2726760
2026-03-02T00:00:00+08:00,000333,-820545
2026-03-03T00:00:00+08:00,000333,-1577783
2026-03-04T00:00:00+08:00,000333,-473328
2026-03-05T00:00:00+08:00,000333,1779662
2026-03-06T00:00:00+08:00,000333,-3375426
2026-03-09T00:00:00+08:00,000333,1147919
2026-03-10T00:00:00+08:00,000333,2708981
2026-03-11T00:00:00+08:00,000333,1994499
2026-03-12T00:00:00+08:00,000333,3033261
2026-03-13T00:00:00+08:00,000333,-302616
2026-03-16T00:00:00+08:00,000333,1249048
2026-03-17T00:00:00+08:00,000333,1900288
2026-03-18T00:00:00+08:00,000333,5812808
2026-03-19T00:00:00+08:00,000333,-3238408
2026-03-20T00:00:00+08:00,000333,-147168
2026-03-23T00:00:00+08:00,000333,2395951
2026-03-24T00:00:00+08:00,000333,-2356963
2026-03-25T00:00:00+08:00,000333,512780
2026-03-26T00:00:00+08:00,000333,4578880
2026-03-27T00:00:00+08:00,000333,579206
2026-03-30T00:00:00+08:00,000333,-4880526
2026-03-31T00:00:00+08:00,000333,14736010
2026-04-01T00:00:00+08:00,000333,-1838978
2026-04-02T00:00:00+08:00,000333,2610404
2026-04-03T00:00:00+08:00,000333,-2611461
2026-04-07T00:00:00+08:00,000333,-182051
2026-04-08T00:00:00+08:00,000333,-2495565
2026-04-09T00:00:00+08:00,000333,4651805
2026-04-10T00:00:00+08:00,000333,-2770575
2026-04-13T00:00:00+08:00,000333,2505429
2026-04-14T00:00:00+08:00,000333,-156088
2026-04-15T00:00:00+08:00,000333,5116294
