date,stockCode,股价
2025-10-15T00:00:00+08:00,000333,72.92
2025-10-16T00:00:00+08:00,000333,73.18
2025-10-17T00:00:00+08:00,000333,72.8
2025-10-20T00:00:00+08:00,000333,72.87
2025-10-21T00:00:00+08:00,000333,72.91
2025-10-22T00:00:00+08:00,000333,73.88
2025-10-23T00:00:00+08:00,000333,74.89
2025-10-24T00:00:00+08:00,000333,74.61
2025-10-27T00:00:00+08:00,000333,74.88
2025-10-28T00:00:00+08:00,000333,74.41
2025-10-29T00:00:00+08:00,000333,74.4
2025-10-30T00:00:00+08:00,000333,75.3
2025-10-31T00:00:00+08:00,000333,76.4
2025-11-03T00:00:00+08:00,000333,75.39
2025-11-04T00:00:00+08:00,000333,75.16
2025-11-05T00:00:00+08:00,000333,75.94
2025-11-06T00:00:00+08:00,000333,77.03
2025-11-07T00:00:00+08:00,000333,76.2
2025-11-10T00:00:00+08:00,000333,77.33
2025-11-11T00:00:00+08:00,000333,77.23
2025-11-12T00:00:00+08:00,000333,79.49
2025-11-13T00:00:00+08:00,000333,79.6
2025-11-14T00:00:00+08:00,000333,79.23
2025-11-17T00:00:00+08:00,000333,78.42
2025-11-18T00:00:00+08:00,000333,77.4
2025-11-19T00:00:00+08:00,000333,77.4
2025-11-20T00:00:00+08:00,000333,77.94
2025-11-21T00:00:00+08:00,000333,78.75
2025-11-24T00:00:00+08:00,000333,78.56
2025-11-25T00:00:00+08:00,000333,78.7
2025-11-26T00:00:00+08:00,000333,79.8
2025-11-27T00:00:00+08:00,000333,79.8
2025-11-28T00:00:00+08:00,000333,79.86
2025-12-01T00:00:00+08:00,000333,80
2025-12-02T00:00:00+08:00,000333,81.56
2025-12-03T00:00:00+08:00,000333,82.17
2025-12-04T00:00:00+08:00,000333,81.89
2025-12-05T00:00:00+08:00,000333,82.23
2025-12-08T00:00:00+08:00,000333,81.81
2025-12-09T00:00:00+08:00,000333,80.2
2025-12-10T00:00:00+08:00,000333,80.07
2025-12-11T00:00:00+08:00,000333,79.3
2025-12-12T00:00:00+08:00,000333,79.32
2025-12-15T00:00:00+08:00,000333,80.41
2025-12-16T00:00:00+08:00,000333,79.96
2025-12-17T00:00:00+08:00,000333,80.47
2025-12-18T00:00:00+08:00,000333,79.83
2025-12-19T00:00:00+08:00,000333,79.45
2025-12-22T00:00:00+08:00,000333,79.16
2025-12-23T00:00:00+08:00,000333,79.65
2025-12-24T00:00:00+08:00,000333,78.8
2025-12-25T00:00:00+08:00,000333,78.59
2025-12-26T00:00:00+08:00,000333,78.87
2025-12-29T00:00:00+08:00,000333,78.41
2025-12-30T00:00:00+08:00,000333,78.85
2025-12-31T00:00:00+08:00,000333,78.15
2026-01-05T00:00:00+08:00,000333,78.68
2026-01-06T00:00:00+08:00,000333,78.84
2026-01-07T00:00:00+08:00,000333,79.37
2026-01-08T00:00:00+08:00,000333,79.03
2026-01-09T00:00:00+08:00,000333,79.77
2026-01-12T00:00:00+08:00,000333,78.62
2026-01-13T00:00:00+08:00,000333,76.2
2026-01-14T00:00:00+08:00,000333,77.15
2026-01-15T00:00:00+08:00,000333,77.22
2026-01-16T00:00:00+08:00,000333,77.31
2026-01-19T00:00:00+08:00,000333,77.62
2026-01-20T00:00:00+08:00,000333,79
2026-01-21T00:00:00+08:00,000333,77.78
2026-01-22T00:00:00+08:00,000333,77.49
2026-01-23T00:00:00+08:00,000333,76.78
2026-01-26T00:00:00+08:00,000333,76.35
2026-01-27T00:00:00+08:00,000333,76.1
2026-01-28T00:00:00+08:00,000333,75.34
2026-01-29T00:00:00+08:00,000333,77.88
2026-01-30T00:00:00+08:00,000333,77.59
2026-02-02T00:00:00+08:00,000333,77.85
2026-02-03T00:00:00+08:00,000333,77.91
2026-02-04T00:00:00+08:00,000333,79.81
2026-02-05T00:00:00+08:00,000333,80.45
2026-02-06T00:00:00+08:00,000333,79.54
2026-02-09T00:00:00+08:00,000333,79.16
2026-02-10T00:00:00+08:00,000333,80.19
2026-02-11T00:00:00+08:00,000333,79.69
2026-02-12T00:00:00+08:00,000333,79.8
2026-02-13T00:00:00+08:00,000333,79.05
2026-02-24T00:00:00+08:00,000333,79.52
2026-02-25T00:00:00+08:00,000333,79.7
2026-02-26T00:00:00+08:00,000333,79.25
2026-02-27T00:00:00+08:00,000333,78.64
2026-03-02T00:00:00+08:00,000333,77.45
2026-03-03T00:00:00+08:00,000333,76.56
2026-03-04T00:00:00+08:00,000333,76.16
2026-03-05T00:00:00+08:00,000333,76.27
2026-03-06T00:00:00+08:00,000333,76.52
2026-03-09T00:00:00+08:00,000333,75.41
2026-03-10T00:00:00+08:00,000333,76.6
2026-03-11T00:00:00+08:00,000333,77.39
2026-03-12T00:00:00+08:00,000333,77.4
2026-03-13T00:00:00+08:00,000333,76.86
2026-03-16T00:00:00+08:00,000333,76.64
2026-03-17T00:00:00+08:00,000333,76.6
2026-03-18T00:00:00+08:00,000333,77.06
2026-03-19T00:00:00+08:00,000333,76
2026-03-20T00:00:00+08:00,000333,75.12
2026-03-23T00:00:00+08:00,000333,73.37
2026-03-24T00:00:00+08:00,000333,74.23
2026-03-25T00:00:00+08:00,000333,74.8
2026-03-26T00:00:00+08:00,000333,74.32
2026-03-27T00:00:00+08:00,000333,74.78
2026-03-30T00:00:00+08:00,000333,72.1
2026-03-31T00:00:00+08:00,000333,76.35
2026-04-01T00:00:00+08:00,000333,76.84
2026-04-02T00:00:00+08:00,000333,77.37
2026-04-03T00:00:00+08:00,000333,76.35
2026-04-07T00:00:00+08:00,000333,76.12
2026-04-08T00:00:00+08:00,000333,76.73
2026-04-09T00:00:00+08:00,000333,76.52
2026-04-10T00:00:00+08:00,000333,76.41
2026-04-13T00:00:00+08:00,000333,75.78
2026-04-14T00:00:00+08:00,000333,76.55
2026-04-15T00:00:00+08:00,000333,77.49
2026-04-16T00:00:00+08:00,000333,77.9
