date,stockCode,流通市值
2026-01-27T00:00:00+08:00,000333,520974127467
2026-01-28T00:00:00+08:00,000333,515771232107
2026-01-29T00:00:00+08:00,000333,533159856072
2026-01-30T00:00:00+08:00,000333,531174540738
2026-02-02T00:00:00+08:00,000333,532954478624
2026-02-03T00:00:00+08:00,000333,533365233521
2026-02-04T00:00:00+08:00,000333,546372471920
2026-02-05T00:00:00+08:00,000333,550753857486
2026-02-06T00:00:00+08:00,000333,544524074884
2026-02-09T00:00:00+08:00,000333,541922627205
2026-02-10T00:00:00+08:00,000333,548973919600
2026-02-11T00:00:00+08:00,000333,545550962126
2026-02-12T00:00:00+08:00,000333,546304012771
2026-02-13T00:00:00+08:00,000333,541169576560
2026-02-24T00:00:00+08:00,000333,544387156585
2026-02-25T00:00:00+08:00,000333,545619421276
2026-02-26T00:00:00+08:00,000333,542538759550
2026-02-27T00:00:00+08:00,000333,538362751432
2026-03-02T00:00:00+08:00,000333,530216112645
2026-03-03T00:00:00+08:00,000333,524123248342
2026-03-04T00:00:00+08:00,000333,521384882364
2026-03-05T00:00:00+08:00,000333,522137933008
2026-03-06T00:00:00+08:00,000333,523849411744
2026-03-09T00:00:00+08:00,000333,516250446153
2026-03-10T00:00:00+08:00,000333,524397084940
2026-03-11T00:00:00+08:00,000333,529805357748
2026-03-12T00:00:00+08:00,000333,529873816898
2026-03-13T00:00:00+08:00,000333,526177022826
2026-03-16T00:00:00+08:00,000333,524670921538
2026-03-17T00:00:00+08:00,000333,524397084940
2026-03-18T00:00:00+08:00,000333,527546205816
2026-03-19T00:00:00+08:00,000333,520289535972
2026-03-20T00:00:00+08:00,000333,514265130819
2026-03-23T00:00:00+08:00,000333,502284779661
2026-03-24T00:00:00+08:00,000333,508172266516
2026-03-25T00:00:00+08:00,000333,512074438036
2026-03-26T00:00:00+08:00,000333,508788398861
2026-03-27T00:00:00+08:00,000333,511937519737
2026-03-30T00:00:00+08:00,000333,493590467679
2026-03-31T00:00:00+08:00,000333,523156364270
2026-04-01T00:00:00+08:00,000333,526513883831
2026-04-02T00:00:00+08:00,000333,530145486622
2026-04-03T00:00:00+08:00,000333,523156364270
2026-04-07T00:00:00+08:00,000333,521580385700
2026-04-08T00:00:00+08:00,000333,525760154950
2026-04-09T00:00:00+08:00,000333,524321217995
2026-04-10T00:00:00+08:00,000333,523567489114
2026-04-13T00:00:00+08:00,000333,519250678250
2026-04-14T00:00:00+08:00,000333,524526780417
2026-04-15T00:00:00+08:00,000333,530967736310
2026-04-16T00:00:00+08:00,000333,533777089412
