date,stockCode,人均自由流通市值
2025-07-30T00:00:00+08:00,000333,1228346
2025-07-31T00:00:00+08:00,000333,1195640
2025-08-01T00:00:00+08:00,000333,1205861
2025-08-04T00:00:00+08:00,000333,1208416
2025-08-05T00:00:00+08:00,000333,1215911
2025-08-06T00:00:00+08:00,000333,1221362
2025-08-07T00:00:00+08:00,000333,1217615
2025-08-08T00:00:00+08:00,000333,1219318
2025-08-11T00:00:00+08:00,000333,1222384
2025-08-12T00:00:00+08:00,000333,1225280
2025-08-13T00:00:00+08:00,000333,1223406
2025-08-14T00:00:00+08:00,000333,1232094
2025-08-15T00:00:00+08:00,000333,1231583
2025-08-18T00:00:00+08:00,000333,1223747
2025-08-19T00:00:00+08:00,000333,1238056
2025-08-20T00:00:00+08:00,000333,1230220
2025-08-21T00:00:00+08:00,000333,1225110
2025-08-22T00:00:00+08:00,000333,1228006
2025-08-25T00:00:00+08:00,000333,1252365
2025-08-26T00:00:00+08:00,000333,1257134
2025-08-27T00:00:00+08:00,000333,1238567
2025-08-28T00:00:00+08:00,000333,1252024
2025-08-29T00:00:00+08:00,000333,1255601
2025-09-01T00:00:00+08:00,000333,1264649
2025-09-02T00:00:00+08:00,000333,1301035
2025-09-03T00:00:00+08:00,000333,1291810
2025-09-04T00:00:00+08:00,000333,1291298
2025-09-05T00:00:00+08:00,000333,1302060
2025-09-08T00:00:00+08:00,000333,1315897
2025-09-09T00:00:00+08:00,000333,1318460
2025-09-10T00:00:00+08:00,000333,1315727
2025-09-11T00:00:00+08:00,000333,1315727
2025-09-12T00:00:00+08:00,000333,1290956
2025-09-15T00:00:00+08:00,000333,1284123
2025-09-16T00:00:00+08:00,000333,1271994
2025-09-17T00:00:00+08:00,000333,1270115
2025-09-18T00:00:00+08:00,000333,1259695
2025-09-19T00:00:00+08:00,000333,1270115
2025-09-22T00:00:00+08:00,000333,1251495
2025-09-23T00:00:00+08:00,000333,1256107
2025-09-24T00:00:00+08:00,000333,1265844
2025-09-25T00:00:00+08:00,000333,1244320
2025-09-26T00:00:00+08:00,000333,1267553
2025-09-29T00:00:00+08:00,000333,1259524
2025-09-30T00:00:00+08:00,000333,1114560
2025-10-09T00:00:00+08:00,000333,1114100
2025-10-10T00:00:00+08:00,000333,1117168
2025-10-13T00:00:00+08:00,000333,1101521
2025-10-14T00:00:00+08:00,000333,1113639
2025-10-15T00:00:00+08:00,000333,1118548
2025-10-16T00:00:00+08:00,000333,1122536
2025-10-17T00:00:00+08:00,000333,1116707
2025-10-20T00:00:00+08:00,000333,1117781
2025-10-21T00:00:00+08:00,000333,1118395
2025-10-22T00:00:00+08:00,000333,1133274
2025-10-23T00:00:00+08:00,000333,1148767
2025-10-24T00:00:00+08:00,000333,1144472
2025-10-27T00:00:00+08:00,000333,1148613
2025-10-28T00:00:00+08:00,000333,1141404
2025-10-29T00:00:00+08:00,000333,1141250
2025-10-30T00:00:00+08:00,000333,1158894
2025-10-31T00:00:00+08:00,000333,1175823
2025-11-03T00:00:00+08:00,000333,1160279
2025-11-04T00:00:00+08:00,000333,1156739
2025-11-05T00:00:00+08:00,000333,1168743
2025-11-06T00:00:00+08:00,000333,1185519
2025-11-07T00:00:00+08:00,000333,1172745
2025-11-10T00:00:00+08:00,000333,1190136
2025-11-11T00:00:00+08:00,000333,1188597
2025-11-12T00:00:00+08:00,000333,1223379
2025-11-13T00:00:00+08:00,000333,1225072
2025-11-14T00:00:00+08:00,000333,1219378
2025-11-17T00:00:00+08:00,000333,1206911
2025-11-18T00:00:00+08:00,000333,1191213
2025-11-19T00:00:00+08:00,000333,1191213
2025-11-20T00:00:00+08:00,000333,1199524
2025-11-21T00:00:00+08:00,000333,1211990
2025-11-24T00:00:00+08:00,000333,1209066
2025-11-25T00:00:00+08:00,000333,1211221
2025-11-26T00:00:00+08:00,000333,1228150
2025-11-27T00:00:00+08:00,000333,1228150
2025-11-28T00:00:00+08:00,000333,1229074
2025-12-01T00:00:00+08:00,000333,1231228
2025-12-02T00:00:00+08:00,000333,1255237
2025-12-03T00:00:00+08:00,000333,1264625
2025-12-04T00:00:00+08:00,000333,1260316
2025-12-05T00:00:00+08:00,000333,1265549
2025-12-08T00:00:00+08:00,000333,1259085
2025-12-09T00:00:00+08:00,000333,1234306
2025-12-10T00:00:00+08:00,000333,1232306
2025-12-11T00:00:00+08:00,000333,1220455
2025-12-12T00:00:00+08:00,000333,1220763
2025-12-15T00:00:00+08:00,000333,1237538
2025-12-16T00:00:00+08:00,000333,1230613
2025-12-17T00:00:00+08:00,000333,1238462
2025-12-18T00:00:00+08:00,000333,1228612
2025-12-19T00:00:00+08:00,000333,1222764
2025-12-22T00:00:00+08:00,000333,1218300
2025-12-23T00:00:00+08:00,000333,1225842
2025-12-24T00:00:00+08:00,000333,1212760
2025-12-25T00:00:00+08:00,000333,1209528
2025-12-26T00:00:00+08:00,000333,1213837
2025-12-29T00:00:00+08:00,000333,1206758
2025-12-30T00:00:00+08:00,000333,1213529
2025-12-31T00:00:00+08:00,000333,1475375
2026-01-05T00:00:00+08:00,000333,1485380
2026-01-06T00:00:00+08:00,000333,1488401
2026-01-07T00:00:00+08:00,000333,1498407
2026-01-08T00:00:00+08:00,000333,1491988
2026-01-09T00:00:00+08:00,000333,1505958
2026-01-12T00:00:00+08:00,000333,1484248
2026-01-13T00:00:00+08:00,000333,1438561
2026-01-14T00:00:00+08:00,000333,1456496
2026-01-15T00:00:00+08:00,000333,1457817
2026-01-16T00:00:00+08:00,000333,1459516
2026-01-19T00:00:00+08:00,000333,1465369
2026-01-20T00:00:00+08:00,000333,1491422
2026-01-21T00:00:00+08:00,000333,1468389
2026-01-22T00:00:00+08:00,000333,1462915
2026-01-23T00:00:00+08:00,000333,1449511
2026-01-26T00:00:00+08:00,000333,1441393
2026-01-27T00:00:00+08:00,000333,1436673
2026-01-28T00:00:00+08:00,000333,1422325
2026-01-29T00:00:00+08:00,000333,1470277
2026-01-30T00:00:00+08:00,000333,1464802
2026-02-02T00:00:00+08:00,000333,1469711
2026-02-03T00:00:00+08:00,000333,1470844
2026-02-04T00:00:00+08:00,000333,1506713
2026-02-05T00:00:00+08:00,000333,1518796
2026-02-06T00:00:00+08:00,000333,1501616
2026-02-09T00:00:00+08:00,000333,1494442
2026-02-10T00:00:00+08:00,000333,1513887
2026-02-11T00:00:00+08:00,000333,1504448
2026-02-12T00:00:00+08:00,000333,1506525
2026-02-13T00:00:00+08:00,000333,1492365
2026-02-24T00:00:00+08:00,000333,1501238
2026-02-25T00:00:00+08:00,000333,1504637
2026-02-26T00:00:00+08:00,000333,1496141
2026-02-27T00:00:00+08:00,000333,1484625
2026-03-02T00:00:00+08:00,000333,1500871
2026-03-03T00:00:00+08:00,000333,1483624
2026-03-04T00:00:00+08:00,000333,1475872
2026-03-05T00:00:00+08:00,000333,1478004
2026-03-06T00:00:00+08:00,000333,1482849
2026-03-09T00:00:00+08:00,000333,1461338
2026-03-10T00:00:00+08:00,000333,1484399
2026-03-11T00:00:00+08:00,000333,1499708
2026-03-12T00:00:00+08:00,000333,1499902
2026-03-13T00:00:00+08:00,000333,1489437
2026-03-16T00:00:00+08:00,000333,1485174
2026-03-17T00:00:00+08:00,000333,1484399
2026-03-18T00:00:00+08:00,000333,1493313
2026-03-19T00:00:00+08:00,000333,1472772
2026-03-20T00:00:00+08:00,000333,1455719
2026-03-23T00:00:00+08:00,000333,1421806
2026-03-24T00:00:00+08:00,000333,1438472
2026-03-25T00:00:00+08:00,000333,1449517
2026-03-26T00:00:00+08:00,000333,1440216
2026-03-27T00:00:00+08:00,000333,1449130
2026-03-30T00:00:00+08:00,000333,1397195
2026-03-31T00:00:00+08:00,000333,1456511
2026-04-01T00:00:00+08:00,000333,1465859
2026-04-02T00:00:00+08:00,000333,1475970
2026-04-03T00:00:00+08:00,000333,1456511
2026-04-07T00:00:00+08:00,000333,1452124
2026-04-08T00:00:00+08:00,000333,1463761
2026-04-09T00:00:00+08:00,000333,1459754
2026-04-10T00:00:00+08:00,000333,1457656
2026-04-13T00:00:00+08:00,000333,1445638
2026-04-14T00:00:00+08:00,000333,1460327
2026-04-15T00:00:00+08:00,000333,1478259
2026-04-16T00:00:00+08:00,000333,1486080
