date,stockCode,EV_EBITDA
2026-02-13T00:00:00+08:00,000333,7.9899
2026-02-24T00:00:00+08:00,000333,8.0543
2026-02-25T00:00:00+08:00,000333,8.079
2026-02-26T00:00:00+08:00,000333,8.0173
2026-02-27T00:00:00+08:00,000333,7.9338
2026-03-02T00:00:00+08:00,000333,7.7707
2026-03-03T00:00:00+08:00,000333,7.6487
2026-03-04T00:00:00+08:00,000333,7.5939
2026-03-05T00:00:00+08:00,000333,7.609
2026-03-06T00:00:00+08:00,000333,7.6433
2026-03-09T00:00:00+08:00,000333,7.4912
2026-03-10T00:00:00+08:00,000333,7.6542
2026-03-11T00:00:00+08:00,000333,7.7625
2026-03-12T00:00:00+08:00,000333,7.7638
2026-03-13T00:00:00+08:00,000333,7.6898
2026-03-16T00:00:00+08:00,000333,7.6597
2026-03-17T00:00:00+08:00,000333,7.6542
2026-03-18T00:00:00+08:00,000333,7.7173
2026-03-19T00:00:00+08:00,000333,7.572
2026-03-20T00:00:00+08:00,000333,7.4514
2026-03-23T00:00:00+08:00,000333,7.2116
2026-03-24T00:00:00+08:00,000333,7.3295
2026-03-25T00:00:00+08:00,000333,7.4076
2026-03-26T00:00:00+08:00,000333,7.3418
2026-03-27T00:00:00+08:00,000333,7.4048
2026-03-30T00:00:00+08:00,000333,7.0376
2026-03-31T00:00:00+08:00,000333,8.5971
2026-04-01T00:00:00+08:00,000333,8.6634
2026-04-02T00:00:00+08:00,000333,8.7352
2026-04-03T00:00:00+08:00,000333,8.5971
2026-04-07T00:00:00+08:00,000333,8.566
2026-04-08T00:00:00+08:00,000333,8.6486
2026-04-09T00:00:00+08:00,000333,8.6201
2026-04-10T00:00:00+08:00,000333,8.6053
2026-04-13T00:00:00+08:00,000333,8.52
2026-04-14T00:00:00+08:00,000333,8.6242
2026-04-15T00:00:00+08:00,000333,8.7514
2026-04-16T00:00:00+08:00,000333,8.8069
