date,市值(元),股息率,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2025-08-20,121211636602.08,0.0158,1.4138,,,,,21.1918,,,,,4.1164,,,,,1.3879,,,,,19.7518,,,,
2025-08-19,121211636602.08,0.0158,1.4138,,,,,21.1918,,,,,4.1164,,,,,1.3879,,,,,19.7518,,,,
2025-08-18,122926895610.6,0.0156,1.4025,,,,,21.4917,,,,,4.1746,,,,,1.3773,,,,,20.0313,,,,
2025-08-15,122355142607.76,0.0157,1.3960,,,,,21.3917,,,,,4.1552,,,,,1.3709,,,,,19.9381,,,,
2025-08-14,122355142607.76,0.0157,1.3960,,,,,21.3917,,,,,4.1552,,,,,1.3709,,,,,19.9381,,,,
2025-08-13,122926895610.6,0.0156,1.4025,,,,,21.4917,,,,,4.1746,,,,,1.3773,,,,,20.0313,,,,
2025-08-12,122926895610.6,0.0156,1.4025,,,,,21.4917,,,,,4.1746,,,,,1.3773,,,,,20.0313,,,,
2025-08-11,123212772112.02,0.0155,1.4058,,,,,21.5417,,,,,4.1843,,,,,1.3805,,,,,20.0779,,,,
2025-08-08,123498648613.44,0.0155,1.4090,,,,,21.5916,,,,,4.1940,,,,,1.3837,,,,,20.1245,,,,
2025-08-07,122926895610.6,0.0156,1.4025,,,,,21.4917,,,,,4.1746,,,,,1.3773,,,,,20.0313,,,,
2025-08-06,123212772112.02,0.0155,1.4058,,,,,21.5417,,,,,4.1843,,,,,1.3805,,,,,20.0779,,,,
2025-08-05,123498648613.44,0.0155,1.4090,,,,,21.5916,,,,,4.1940,,,,,1.3837,,,,,20.1245,,,,
2025-08-04,123212772112.02,0.0155,1.4058,,,,,21.5417,,,,,4.1843,,,,,1.3805,,,,,20.0779,,,,
2025-08-01,123212772112.02,0.0155,1.4058,,,,,21.5417,,,,,4.1843,,,,,1.3805,,,,,20.0779,,,,
2025-07-31,123784525114.86,0.0155,1.4123,,,,,21.6416,,,,,4.2037,,,,,1.3869,,,,,20.1711,,,,
2025-07-30,125213907621.96,0.0153,1.4286,,,,,21.8915,,,,,4.2523,,,,,1.4029,,,,,20.4040,,,,
2025-07-29,124642154619.12,0.0154,1.4221,,,,,21.7916,,,,,4.2329,,,,,1.3965,,,,,20.3108,,,,
2025-07-28,124642154619.12,0.0154,1.4221,,,,,21.7916,,,,,4.2329,,,,,1.3965,,,,,20.3108,,,,
2025-07-25,125213907621.96,0.0153,1.4286,,,,,21.8915,,,,,4.2523,,,,,1.4029,,,,,20.4040,,,,
2025-07-24,126357413627.64,0.0152,1.4416,,,,,22.0915,,,,,4.2911,,,,,1.4158,,,,,20.5903,,,,
2025-07-23,125499784123.38,0.0153,1.4319,,,,,21.9415,,,,,4.2620,,,,,1.4062,,,,,20.4506,,,,
2025-07-22,126357413627.64,0.0152,1.4416,,,,,22.0915,,,,,4.2911,,,,,1.4158,,,,,20.5903,,,,
2025-07-21,124928031120.54,0.0153,1.4253,,,,,21.8415,,,,,4.2426,,,,,1.3997,,,,,20.3574,,,,
2025-07-18,122926895610.6,0.0156,1.4025,,,,,21.4917,,,,,4.1746,,,,,1.3773,,,,,20.0313,,,,
2025-07-17,122641019109.18,0.0156,1.3992,,,,,21.4417,,,,,4.1649,,,,,1.3741,,,,,19.9847,,,,
2025-07-16,122926895610.6,0.0156,1.4025,,,,,21.4917,,,,,4.1746,,,,,1.3773,,,,,20.0313,,,,
2025-07-15,123212772112.02,0.0155,1.4058,,,,,21.5417,,,,,4.1843,,,,,1.3805,,,,,20.0779,,,,
2025-07-14,124642154619.12,0.0154,1.4221,,,,,21.7916,,,,,4.2329,,,,,1.3965,,,,,20.3108,,,,
2025-07-11,123918671338.02,0.0155,1.4138,,,,,21.6651,,,,,4.2083,,,,,1.3884,,,,,20.1929,,,,
2025-07-10,123632485030.08,0.0155,1.4106,,,,,21.6150,,,,,4.1986,,,,,1.3852,,,,,20.1463,,,,
2025-07-09,123632485030.08,0.0155,1.4106,,,,,21.6150,,,,,4.1986,,,,,1.3852,,,,,20.1463,,,,
2025-07-08,123918671338.02,0.0155,1.4138,,,,,21.6651,,,,,4.2083,,,,,1.3884,,,,,20.1929,,,,
2025-07-07,124204857645.96,0.0154,1.4171,,,,,21.7151,,,,,4.2180,,,,,1.3916,,,,,20.2395,,,,
