date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2026-06-16,198715707177.92,10.0953,,,,,6.3018,,,,,49.5156,,,,,6.3971,,,,,51.9899,,,,,0.0072
2026-06-15,183223568040.56,9.3083,,,,,5.8105,,,,,45.6553,,,,,5.8984,,,,,47.9367,,,,,0.0078
2026-06-12,166570519252.08,8.4623,,,,,5.2824,,,,,41.5057,,,,,5.3623,,,,,43.5798,,,,,0.0086
2026-06-11,164408825418.96,8.3525,,,,,5.2138,,,,,40.9671,,,,,5.2927,,,,,43.0142,,,,,0.0087
2026-06-10,157603492981.36,8.0067,,,,,4.9980,,,,,39.2714,,,,,5.0736,,,,,41.2338,,,,,0.0091
2026-06-09,156602708799.36,7.9559,,,,,4.9663,,,,,39.0220,,,,,5.0414,,,,,40.9719,,,,,0.0092
2026-06-08,142351542047.68,7.2319,,,,,4.5143,,,,,35.4709,,,,,4.5826,,,,,37.2434,,,,,0.0101
2026-06-05,147955933466.88,7.5166,,,,,4.6921,,,,,36.8674,,,,,4.7630,,,,,38.7097,,,,,0.0097
2026-06-04,153680418987.92,7.8074,,,,,4.8736,,,,,38.2938,,,,,4.9473,,,,,40.2074,,,,,0.0093
2026-06-03,151758913358.48,7.7098,,,,,4.8127,,,,,37.8150,,,,,4.8855,,,,,39.7047,,,,,0.0095
2026-06-02,155722018719.2,7.9111,,,,,4.9383,,,,,38.8025,,,,,5.0131,,,,,40.7415,,,,,0.0092
2026-06-01,153400199416.96,7.7932,,,,,4.8647,,,,,38.2240,,,,,4.9383,,,,,40.1341,,,,,0.0094
2026-05-29,168532056248.8,8.5619,,,,,5.3446,,,,,41.9945,,,,,5.4254,,,,,44.0930,,,,,0.0085
2026-05-28,174056384933.44,8.8426,,,,,5.5198,,,,,43.3711,,,,,5.6033,,,,,45.5383,,,,,0.0082
2026-05-27,158243994857.84,8.0393,,,,,5.0183,,,,,39.4309,,,,,5.0942,,,,,41.4013,,,,,0.0091
2026-05-26,165249484131.84,8.3952,,,,,5.1181,,,,,41.1766,,,,,5.1937,,,,,43.2342,,,,,0.0087
2026-05-25,157803649817.76,8.0169,,,,,4.8875,,,,,39.3212,,,,,4.9597,,,,,41.2861,,,,,0.0091
2026-05-22,153520293518.8,7.7993,,,,,4.7548,,,,,38.2539,,,,,4.8250,,,,,40.1655,,,,,0.0093
2026-05-21,142191416578.56,7.2237,,,,,4.4039,,,,,35.4310,,,,,4.4690,,,,,37.2015,,,,,0.0101
2026-05-20,140550130520.08,7.1404,,,,,4.3531,,,,,35.0220,,,,,4.4174,,,,,36.7721,,,,,0.0102
2026-05-19,139709471807.2,7.0977,,,,,4.3271,,,,,34.8126,,,,,4.3910,,,,,36.5522,,,,,0.0103
2026-05-18,136667087893.92,6.9431,,,,,4.2328,,,,,34.0545,,,,,4.2954,,,,,35.7562,,,,,0.0105
2026-05-15,135546209610.08,6.8862,,,,,4.1981,,,,,33.7752,,,,,4.2601,,,,,35.4629,,,,,0.0106
2026-05-14,150598003707.36,7.6508,,,,,4.6643,,,,,37.5257,,,,,4.7332,,,,,39.4009,,,,,0.0095
2026-05-13,152519509336.8,7.7484,,,,,4.7238,,,,,38.0045,,,,,4.7936,,,,,39.9036,,,,,0.0094
2026-05-12,151398631052.96,7.6915,,,,,4.6891,,,,,37.7252,,,,,4.7584,,,,,39.6104,,,,,0.0095
2026-05-11,152159227031.28,7.7301,,,,,4.7127,,,,,37.9148,,,,,4.7823,,,,,39.8094,,,,,0.0094
2026-05-08,152119195664.0,7.7281,,,,,4.7114,,,,,37.9048,,,,,4.7810,,,,,39.7989,,,,,0.0094
2026-05-07,151838976093.04,7.7139,,,,,4.7027,,,,,37.8350,,,,,4.7722,,,,,39.7256,,,,,0.0094
2026-05-06,148116058936.0,7.5247,,,,,4.5874,,,,,36.9073,,,,,4.6552,,,,,38.7516,,,,,0.0097
2026-04-30,138108217116.0,7.0163,,,,,4.2775,,,,,34.4136,,,,,4.3407,,,,,36.1332,,,,,0.0104
2026-04-29,142911981189.6,7.2604,,,,,4.4263,,,,,35.6105,,,,,4.4916,,,,,37.3900,,,,,0.0101
2026-04-28,138108217116.0,7.0163,,,,,4.2775,,,,,34.4136,,,,,4.3407,,,,,36.1332,,,,,0.0104
2026-04-27,133864892184.32,6.8007,,,,,4.1461,,,,,33.3562,,,,,4.2073,,,,,35.0230,,,,,0.0108
2026-04-24,132103512024.0,6.9967,,,,,4.2484,,,,,37.9434,,,,,4.3136,,,,,40.2085,,,,,0.0109
2026-04-23,134185143122.56,7.1069,,,,,4.3154,,,,,38.5413,,,,,4.3816,,,,,40.8421,,,,,0.0107
2026-04-22,129101159478.0,6.8377,,,,,4.1519,,,,,37.0810,,,,,4.2156,,,,,39.2947,,,,,0.0112
2026-04-21,127099591114.0,6.7317,,,,,4.0875,,,,,36.5061,,,,,4.1502,,,,,38.6855,,,,,0.0113
2026-04-20,126939465644.88,6.7232,,,,,4.0824,,,,,36.4601,,,,,4.1450,,,,,38.6367,,,,,0.0114
2026-04-17,134105080388.0,7.1027,,,,,4.3128,,,,,38.5183,,,,,4.3790,,,,,40.8177,,,,,0.0107
2026-04-16,132103512024.0,6.9967,,,,,4.2484,,,,,37.9434,,,,,4.3136,,,,,40.2085,,,,,0.0109
2026-04-15,124497552240.8,6.5938,,,,,4.0038,,,,,35.7588,,,,,4.0653,,,,,37.8935,,,,,0.0116
2026-04-14,129981849558.16,6.8843,,,,,4.1802,,,,,37.3340,,,,,4.2444,,,,,39.5627,,,,,0.0111
2026-04-13,128540720336.08,6.8080,,,,,4.1339,,,,,36.9201,,,,,4.1973,,,,,39.1241,,,,,0.0112
2026-04-10,116851561090.32,6.1889,,,,,3.7579,,,,,33.5626,,,,,3.8156,,,,,35.5663,,,,,0.0123
2026-04-09,112087828384.0,5.9366,,,,,3.6047,,,,,32.1944,,,,,3.6601,,,,,34.1163,,,,,0.0129
2026-04-08,109485789510.8,5.7988,,,,,3.5211,,,,,31.4470,,,,,3.5751,,,,,33.3243,,,,,0.0132
2026-04-07,105402590048.24,5.5825,,,,,3.3897,,,,,30.2742,,,,,3.4418,,,,,32.0815,,,,,0.0137
2026-04-03,103881398091.6,5.5019,,,,,3.3408,,,,,29.8373,,,,,3.3921,,,,,31.6185,,,,,0.0139
2026-04-02,102600394338.64,5.4341,,,,,3.2996,,,,,29.4694,,,,,3.3503,,,,,31.2286,,,,,0.0140
2026-04-01,102920645276.88,5.4511,,,,,3.3099,,,,,29.5613,,,,,3.3607,,,,,31.3261,,,,,0.0140
2026-03-31,97316253857.68,5.1542,,,,,3.1297,,,,,27.9516,,,,,3.1777,,,,,29.6203,,,,,0.0148
2026-03-30,99477947690.8,5.2687,,,,,3.1992,,,,,28.5725,,,,,3.2483,,,,,30.2782,,,,,0.0145
2026-03-27,100038386832.72,5.2984,,,,,3.2172,,,,,28.7335,,,,,3.2666,,,,,30.4488,,,,,0.0144
2026-03-26,98076849836.0,5.1945,,,,,3.1541,,,,,28.1701,,,,,3.2026,,,,,29.8518,,,,,0.0147
2026-03-25,101239327851.12,5.3620,,,,,3.2559,,,,,29.0784,,,,,3.3058,,,,,30.8143,,,,,0.0142
2026-03-24,96675751981.2,5.1203,,,,,3.1091,,,,,27.7677,,,,,3.1568,,,,,29.4253,,,,,0.0149
2026-03-23,93793493537.04,4.9676,,,,,3.0164,,,,,26.9398,,,,,3.0627,,,,,28.5480,,,,,0.0154
2026-03-20,90671046889.2,4.8023,,,,,2.9160,,,,,26.0430,,,,,2.9607,,,,,27.5977,,,,,0.0159
2026-03-19,93873556271.6,5.1784,,,,,3.0349,,,,,28.9350,,,,,3.0817,,,,,26.9767,,,,,0.0175
2026-03-18,98397100774.24,5.4280,,,,,3.1812,,,,,30.3293,,,,,3.2302,,,,,28.2766,,,,,0.0167
2026-03-17,95755030533.76,5.2822,,,,,3.0957,,,,,29.5150,,,,,3.1435,,,,,27.5174,,,,,0.0171
2026-03-16,98917508548.88,5.4567,,,,,3.1980,,,,,30.4898,,,,,3.2473,,,,,28.4262,,,,,0.0166
2026-03-13,104481868600.8,5.7636,,,,,3.3779,,,,,32.2049,,,,,3.4300,,,,,30.0252,,,,,0.0157
2026-03-12,106083123292.0,5.8520,,,,,3.4297,,,,,32.6984,,,,,3.4826,,,,,30.4854,,,,,0.0155
2026-03-11,106083123292.0,5.8520,,,,,3.4297,,,,,32.6984,,,,,3.4826,,,,,30.4854,,,,,0.0155
2026-03-10,107524252514.08,5.9315,,,,,3.4762,,,,,33.1426,,,,,3.5299,,,,,30.8995,,,,,0.0153
2026-03-09,104081554928.0,5.7415,,,,,3.3649,,,,,32.0815,,,,,3.4169,,,,,29.9102,,,,,0.0158
2026-03-06,105482652782.8,5.8188,,,,,3.4102,,,,,32.5134,,,,,3.4629,,,,,30.3128,,,,,0.0156
2026-03-05,109645914979.92,6.0485,,,,,3.5448,,,,,33.7966,,,,,3.5995,,,,,31.5092,,,,,0.0150
2026-03-04,105762872353.76,5.8343,,,,,3.4193,,,,,32.5997,,,,,3.4721,,,,,30.3934,,,,,0.0155
2026-03-03,105882966455.6,5.8409,,,,,3.4232,,,,,32.6367,,,,,3.4760,,,,,30.4279,,,,,0.0155
2026-03-02,113488926238.8,6.2605,,,,,3.6691,,,,,34.9812,,,,,3.7257,,,,,32.6136,,,,,0.0145
2026-02-27,108244817125.12,5.9712,,,,,3.4995,,,,,33.3647,,,,,3.5535,,,,,31.1066,,,,,0.0152
2026-02-26,114089396748.0,6.2936,,,,,3.6885,,,,,35.1662,,,,,3.7454,,,,,32.7862,,,,,0.0144
2026-02-25,110566636427.36,6.0993,,,,,3.5746,,,,,34.0804,,,,,3.6298,,,,,31.7738,,,,,0.0148
2026-02-24,113288769402.4,6.2494,,,,,3.6626,,,,,34.9195,,,,,3.7191,,,,,32.5561,,,,,0.0145
2026-02-13,103000708011.44,5.6819,,,,,3.3300,,,,,31.7483,,,,,3.3814,,,,,29.5996,,,,,0.0159
2026-02-12,110006197285.44,6.0684,,,,,3.5565,,,,,33.9077,,,,,3.6114,,,,,31.6128,,,,,0.0149
2026-02-11,102680457073.2,5.6643,,,,,3.3196,,,,,31.6496,,,,,3.3709,,,,,29.5076,,,,,0.0160
2026-02-10,93353148496.96,5.1497,,,,,3.0181,,,,,28.7746,,,,,3.0647,,,,,26.8271,,,,,0.0176
2026-02-09,89830388176.32,4.9554,,,,,2.9042,,,,,27.6888,,,,,2.9490,,,,,25.8148,,,,,0.0183
2026-02-06,88028976648.72,4.8560,,,,,2.8460,,,,,27.1335,,,,,2.8899,,,,,25.2971,,,,,0.0186
2026-02-05,87108255201.28,4.8052,,,,,2.8162,,,,,26.8497,,,,,2.8596,,,,,25.0325,,,,,0.0188
2026-02-04,87788788445.04,4.8428,,,,,2.8382,,,,,27.0595,,,,,2.8820,,,,,25.2281,,,,,0.0187
2026-02-03,82824898902.32,4.5689,,,,,2.6777,,,,,25.5295,,,,,2.7190,,,,,23.8016,,,,,0.0198
2026-02-02,80663205069.2,4.4497,,,,,2.6078,,,,,24.8632,,,,,2.6481,,,,,23.1804,,,,,0.0203
2026-01-30,85547031877.36,4.7191,,,,,2.7657,,,,,26.3685,,,,,2.8084,,,,,24.5839,,,,,0.0192
2026-01-29,85266812306.4,4.7036,,,,,2.7567,,,,,26.2821,,,,,2.7992,,,,,24.5034,,,,,0.0192
2026-01-28,87268380670.4,4.8141,,,,,2.8214,,,,,26.8991,,,,,2.8649,,,,,25.0785,,,,,0.0188
2026-01-27,82104334291.28,4.5292,,,,,2.6544,,,,,25.3074,,,,,2.6954,,,,,23.5945,,,,,0.0200
2026-01-26,82624742065.92,4.5579,,,,,2.6712,,,,,25.4678,,,,,2.7125,,,,,23.7441,,,,,0.0199
2026-01-23,83105118473.28,4.5844,,,,,2.6868,,,,,25.6158,,,,,2.7282,,,,,23.8821,,,,,0.0197
2026-01-22,85106686837.28,4.6948,,,,,2.7515,,,,,26.2328,,,,,2.7939,,,,,24.4573,,,,,0.0193
2026-01-21,81824114720.32,4.5137,,,,,2.6454,,,,,25.2210,,,,,2.6862,,,,,23.5140,,,,,0.0201
2026-01-20,76419880137.52,4.2156,,,,,2.4706,,,,,23.5552,,,,,2.5088,,,,,21.9610,,,,,0.0215
2026-01-19,76299786035.68,4.2090,,,,,2.4668,,,,,23.5182,,,,,2.5048,,,,,21.9265,,,,,0.0215
2026-01-16,75178907751.84,4.1472,,,,,2.4305,,,,,23.1727,,,,,2.4680,,,,,21.6044,,,,,0.0218
2026-01-15,73377496224.24,4.0478,,,,,2.3723,,,,,22.6174,,,,,2.4089,,,,,21.0867,,,,,0.0224
2026-01-14,70295080943.68,3.8777,,,,,2.2726,,,,,21.6673,,,,,2.3077,,,,,20.2009,,,,,0.0233
2026-01-13,70695394616.48,3.8998,,,,,2.2856,,,,,21.7907,,,,,2.3208,,,,,20.3159,,,,,0.0232
2026-01-12,71335896492.96,3.9352,,,,,2.3063,,,,,21.9882,,,,,2.3419,,,,,20.5000,,,,,0.0230
2026-01-09,70895551452.88,3.9109,,,,,2.2920,,,,,21.8524,,,,,2.3274,,,,,20.3734,,,,,0.0232
2026-01-08,70255049576.4,3.8755,,,,,2.2713,,,,,21.6550,,,,,2.3064,,,,,20.1894,,,,,0.0234
2026-01-07,70255049576.4,3.8755,,,,,2.2713,,,,,21.6550,,,,,2.3064,,,,,20.1894,,,,,0.0234
2026-01-06,70094924107.28,3.8667,,,,,2.2662,,,,,21.6056,,,,,2.3011,,,,,20.1434,,,,,0.0234
2026-01-05,70054892740.0,3.8645,,,,,2.2649,,,,,21.5933,,,,,2.2998,,,,,20.1319,,,,,0.0234
2025-12-31,68453638048.8,3.7762,,,,,2.2131,,,,,21.0997,,,,,2.2472,,,,,19.6717,,,,,0.0240
2025-12-30,66452069684.8,3.6658,,,,,2.1484,,,,,20.4828,,,,,2.1815,,,,,19.0965,,,,,0.0247
2025-12-29,64410469953.52,3.5531,,,,,2.0824,,,,,19.8535,,,,,2.1145,,,,,18.5098,,,,,0.0255
2025-12-26,66412038317.52,3.6635,,,,,2.1471,,,,,20.4705,,,,,2.1802,,,,,19.0850,,,,,0.0247
2025-12-25,66412038317.52,3.6635,,,,,2.1471,,,,,20.4705,,,,,2.1802,,,,,19.0850,,,,,0.0247
2025-12-24,67212665663.12,3.7077,,,,,2.1730,,,,,20.7172,,,,,2.2065,,,,,19.3151,,,,,0.0244
2025-12-23,65331191400.96,3.6039,,,,,2.1121,,,,,20.1373,,,,,2.1447,,,,,18.7744,,,,,0.0251
2025-12-22,62649089793.2,3.4560,,,,,2.0254,,,,,19.3106,,,,,2.0567,,,,,18.0036,,,,,0.0262
2025-12-19,60927741000.16,3.3610,,,,,1.9698,,,,,18.7800,,,,,2.0002,,,,,17.5090,,,,,0.0269
2025-12-18,60687552796.48,3.3478,,,,,1.9620,,,,,18.7060,,,,,1.9923,,,,,17.4399,,,,,0.0270
2025-12-17,61247991938.4,3.3787,,,,,1.9801,,,,,18.8787,,,,,2.0107,,,,,17.6010,,,,,0.0268
2025-12-16,60127113654.56,3.3168,,,,,1.9439,,,,,18.5332,,,,,1.9739,,,,,17.2789,,,,,0.0273
2025-12-15,60847678265.6,3.3566,,,,,1.9672,,,,,18.7553,,,,,1.9975,,,,,17.4860,,,,,0.0270
2025-12-12,60927741000.16,3.3610,,,,,1.9698,,,,,18.7800,,,,,2.0002,,,,,17.5090,,,,,0.0269
2025-12-11,61207960571.12,3.3765,,,,,1.9788,,,,,18.8664,,,,,2.0094,,,,,17.5895,,,,,0.0268
2025-12-10,62488964324.08,3.4471,,,,,2.0203,,,,,19.2612,,,,,2.0514,,,,,17.9576,,,,,0.0263
2025-12-09,62729152527.76,3.4604,,,,,2.0280,,,,,19.3353,,,,,2.0593,,,,,18.0266,,,,,0.0262
2025-12-08,63049403466.0,3.4780,,,,,2.0384,,,,,19.4340,,,,,2.0698,,,,,18.1187,,,,,0.0260
2025-12-05,62809215262.32,3.4648,,,,,2.0306,,,,,19.3599,,,,,2.0619,,,,,18.0497,,,,,0.0261
2025-12-04,61728368345.76,3.4052,,,,,1.9957,,,,,19.0268,,,,,2.0265,,,,,17.7390,,,,,0.0266
2025-12-03,62168713385.84,3.4295,,,,,2.0099,,,,,19.1625,,,,,2.0409,,,,,17.8656,,,,,0.0264
2025-12-02,62609058425.92,3.4538,,,,,2.0241,,,,,19.2982,,,,,2.0554,,,,,17.9921,,,,,0.0262
2025-12-01,63009372098.72,3.4758,,,,,2.0371,,,,,19.4216,,,,,2.0685,,,,,18.1072,,,,,0.0260
2025-11-28,59686768614.48,3.2926,,,,,1.9297,,,,,18.3975,,,,,1.9594,,,,,17.1523,,,,,0.0275
2025-11-27,59686768614.48,3.2926,,,,,1.9297,,,,,18.3975,,,,,1.9594,,,,,17.1523,,,,,0.0275
2025-11-26,60847678265.6,3.3566,,,,,1.9672,,,,,18.7553,,,,,1.9975,,,,,17.4860,,,,,0.0270
2025-11-25,60767615531.04,3.3522,,,,,1.9646,,,,,18.7307,,,,,1.9949,,,,,17.4630,,,,,0.0270
2025-11-24,59726799981.76,3.2948,,,,,1.9310,,,,,18.4098,,,,,1.9607,,,,,17.1639,,,,,0.0275
2025-11-21,59326486308.96,3.2727,,,,,1.9180,,,,,18.2864,,,,,1.9476,,,,,17.0488,,,,,0.0277
2025-11-20,61968556549.44,3.4184,,,,,2.0034,,,,,19.1008,,,,,2.0343,,,,,17.8081,,,,,0.0265
2025-11-19,61848462447.6,3.4118,,,,,1.9996,,,,,19.0638,,,,,2.0304,,,,,17.7736,,,,,0.0265
2025-11-18,62569027058.64,3.4516,,,,,2.0228,,,,,19.2859,,,,,2.0541,,,,,17.9806,,,,,0.0262
2025-11-17,62528995691.36,3.4493,,,,,2.0216,,,,,19.2736,,,,,2.0527,,,,,17.9691,,,,,0.0262
2025-11-14,63609842607.92,3.5090,,,,,2.0565,,,,,19.6067,,,,,2.0882,,,,,18.2797,,,,,0.0258
2025-11-13,66171850113.84,3.6503,,,,,2.1393,,,,,20.3964,,,,,2.1723,,,,,19.0160,,,,,0.0248
2025-11-12,62729152527.76,3.4604,,,,,2.0280,,,,,19.3353,,,,,2.0593,,,,,18.0266,,,,,0.0262
2025-11-11,63489748506.08,3.5023,,,,,2.0526,,,,,19.5697,,,,,2.0843,,,,,18.2452,,,,,0.0259
2025-11-10,64330407218.96,3.5487,,,,,2.0798,,,,,19.8288,,,,,2.1119,,,,,18.4868,,,,,0.0255
2025-11-07,64850814993.6,3.5774,,,,,2.0966,,,,,19.9892,,,,,2.1290,,,,,18.6364,,,,,0.0253
2025-11-06,63649873975.2,3.5112,,,,,2.0578,,,,,19.6191,,,,,2.0895,,,,,18.2912,,,,,0.0258
2025-11-05,63049403466.0,3.4780,,,,,2.0384,,,,,19.4340,,,,,2.0698,,,,,18.1187,,,,,0.0260
2025-11-04,62889277996.88,3.4692,,,,,2.0332,,,,,19.3846,,,,,2.0646,,,,,18.0727,,,,,0.0261
2025-11-03,63569811240.64,3.5068,,,,,2.0552,,,,,19.5944,,,,,2.0869,,,,,18.2682,,,,,0.0258
2025-10-31,65651442339.2,3.6216,,,,,2.1225,,,,,20.2360,,,,,2.1552,,,,,18.8664,,,,,0.0250
2025-10-30,64490532688.08,3.5575,,,,,2.0850,,,,,19.8782,,,,,2.1171,,,,,18.5328,,,,,0.0255
2025-10-29,66291944215.68,3.6569,,,,,2.1432,,,,,20.4334,,,,,2.1763,,,,,19.0505,,,,,0.0248
2025-10-28,64370438586.24,3.5509,,,,,2.0811,,,,,19.8412,,,,,2.1132,,,,,18.4983,,,,,0.0255
2025-10-27,64250344484.4,3.5443,,,,,2.0772,,,,,19.8041,,,,,2.1093,,,,,18.4638,,,,,0.0255
2025-10-24,63129466200.56,3.4825,,,,,2.0410,,,,,19.4587,,,,,2.0725,,,,,18.1417,,,,,0.0260
2025-10-23,61368086040.24,3.3853,,,,,1.9840,,,,,18.9157,,,,,2.0146,,,,,17.6355,,,,,0.0267
2025-10-22,62048619284.0,3.4228,,,,,2.0060,,,,,19.1255,,,,,2.0370,,,,,17.8311,,,,,0.0265
2025-10-21,63449717138.8,3.6834,,,,,2.1088,,,,,22.1769,,,,,2.1423,,,,,20.0118,,,,,0.0259
2025-10-20,61528211509.36,3.5718,,,,,2.0449,,,,,21.5053,,,,,2.0774,,,,,19.4057,,,,,0.0267
2025-10-17,61127897836.56,3.5486,,,,,2.0316,,,,,21.3654,,,,,2.0639,,,,,19.2795,,,,,0.0269
2025-10-16,63369654404.24,3.6787,,,,,2.1061,,,,,22.1489,,,,,2.1396,,,,,19.9865,,,,,0.0259
2025-10-15,63769968077.04,3.7020,,,,,2.1194,,,,,22.2889,,,,,2.1531,,,,,20.1128,,,,,0.0257
2025-10-14,64090219015.28,3.7206,,,,,2.0830,,,,,22.4008,,,,,2.1153,,,,,20.2138,,,,,0.0256
2025-10-13,66812351990.32,3.8786,,,,,2.1714,,,,,23.3522,,,,,2.2051,,,,,21.0723,,,,,0.0246
2025-10-10,69014077190.72,4.0064,,,,,2.2430,,,,,24.1218,,,,,2.2778,,,,,21.7667,,,,,0.0238
2025-10-09,68093355743.28,3.9530,,,,,2.2131,,,,,23.8000,,,,,2.2474,,,,,21.4763,,,,,0.0241
2025-09-30,69414390863.52,4.0297,,,,,2.2560,,,,,24.2617,,,,,2.2910,,,,,21.8930,,,,,0.0236
2025-09-29,68213449845.12,3.9599,,,,,2.2170,,,,,23.8419,,,,,2.2514,,,,,21.5142,,,,,0.0241
2025-09-26,67252697030.4,3.9042,,,,,2.1858,,,,,23.5061,,,,,2.2197,,,,,21.2112,,,,,0.0244
2025-09-25,68373575314.24,3.9692,,,,,2.2222,,,,,23.8979,,,,,2.2567,,,,,21.5647,,,,,0.0240
2025-09-24,64770752259.04,3.7601,,,,,2.1051,,,,,22.6387,,,,,2.1377,,,,,20.4284,,,,,0.0253
2025-09-23,64290375851.68,3.7322,,,,,2.0895,,,,,22.4708,,,,,2.1219,,,,,20.2769,,,,,0.0255
2025-09-22,64650658157.2,3.7531,,,,,2.1012,,,,,22.5967,,,,,2.1338,,,,,20.3905,,,,,0.0254
2025-09-19,62569027058.64,3.6323,,,,,2.0335,,,,,21.8691,,,,,2.0651,,,,,19.7340,,,,,0.0262
2025-09-18,61167929203.84,3.5509,,,,,1.9880,,,,,21.3794,,,,,2.0188,,,,,19.2921,,,,,0.0268
2025-09-17,60847678265.6,3.5323,,,,,1.9776,,,,,21.2675,,,,,2.0083,,,,,19.1911,,,,,0.0270
2025-09-16,60807646898.32,3.5300,,,,,1.9763,,,,,21.2535,,,,,2.0069,,,,,19.1785,,,,,0.0270
2025-09-15,61488180142.08,3.5695,,,,,1.9984,,,,,21.4913,,,,,2.0294,,,,,19.3931,,,,,0.0267
2025-09-12,62328838854.96,3.6183,,,,,2.0257,,,,,21.7852,,,,,2.0571,,,,,19.6582,,,,,0.0263
2025-09-11,64370438586.24,3.7368,,,,,2.0921,,,,,22.4987,,,,,2.1245,,,,,20.3022,,,,,0.0255
2025-09-10,61207960571.12,3.5533,,,,,1.9893,,,,,21.3934,,,,,2.0202,,,,,19.3047,,,,,0.0268
2025-09-09,61528211509.36,3.5718,,,,,1.9997,,,,,21.5053,,,,,2.0307,,,,,19.4057,,,,,0.0267
2025-09-08,62288807487.68,3.6160,,,,,2.0244,,,,,21.7712,,,,,2.0558,,,,,19.6456,,,,,0.0263
2025-09-05,59126329472.56,3.4324,,,,,1.9216,,,,,20.6658,,,,,1.9514,,,,,18.6482,,,,,0.0278
2025-09-04,57845325719.6,3.3580,,,,,1.8800,,,,,20.2181,,,,,1.9092,,,,,18.2442,,,,,0.0284
2025-09-03,59406549043.52,3.4487,,,,,1.9307,,,,,20.7638,,,,,1.9607,,,,,18.7366,,,,,0.0276
2025-09-02,60367301858.24,3.5045,,,,,1.9620,,,,,21.0996,,,,,1.9924,,,,,19.0396,,,,,0.0272
2025-09-01,65251128666.4,3.7880,,,,,2.1207,,,,,22.8066,,,,,2.1536,,,,,20.5799,,,,,0.0252
2025-08-29,62488964324.08,3.6276,,,,,2.0309,,,,,21.8411,,,,,2.0624,,,,,19.7087,,,,,0.0263
2025-08-28,56804510170.32,3.2976,,,,,1.8462,,,,,19.8543,,,,,1.8748,,,,,17.9159,,,,,0.0289
2025-08-27,53882220358.88,3.1785,,,,,1.8076,,,,,22.7904,,,,,1.8365,,,,,19.0738,,,,,0.0178
2025-08-26,55123192744.56,3.2517,,,,,1.8492,,,,,23.3153,,,,,1.8788,,,,,19.5131,,,,,0.0174
2025-08-25,54362596766.24,3.2068,,,,,1.8237,,,,,22.9936,,,,,1.8529,,,,,19.2438,,,,,0.0177
2025-08-22,54202471297.12,3.1974,,,,,1.8183,,,,,22.9259,,,,,1.8475,,,,,19.1871,,,,,0.0177
2025-08-21,52040777464.0,3.0699,,,,,1.7458,,,,,22.0115,,,,,1.7738,,,,,18.4219,,,,,0.0185
