date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2026-03-16,55597106134.86,0.3163,0.0085,2.1328,1.4176,0.4502,-0.9336,0.9974,14.5796,9.0621,7.6945,0.0000,0.1953,0.0379,1.0040,0.7379,0.2640
2026-03-13,55597106134.86,0.3163,0.0085,2.1331,1.4196,0.4502,-0.9336,0.9979,14.5796,9.0618,7.6914,0.0000,0.1953,0.0379,1.0043,0.7390,0.2640
2026-03-12,55477799040.15,0.3157,0.0072,2.1331,1.4217,0.4502,-0.9316,0.9983,14.5287,9.0616,7.6914,0.0000,0.1949,0.0367,1.0043,0.7400,0.2641
2026-03-11,55716413229.57,0.3170,0.0094,2.1331,1.4232,0.4505,-0.9356,0.9974,14.5052,9.0613,7.6914,0.0000,0.1957,0.0380,1.0043,0.7408,0.2642
2026-03-10,55716413229.57,0.3170,0.0094,2.1331,1.4248,0.4507,-0.9356,0.9979,14.4867,9.0609,7.6914,0.0000,0.1957,0.0380,1.0043,0.7416,0.2642
2026-03-09,55477799040.15,0.3157,0.0073,2.1331,1.4253,0.4512,-0.9316,0.9987,14.4728,9.0593,7.6914,0.0000,0.1949,0.0367,1.0043,0.7419,0.2644
2026-03-06,56312948703.12,0.3204,0.0154,2.1353,1.4258,0.4512,-0.9456,0.9966,14.4728,9.0576,7.6851,0.0000,0.1978,0.0406,1.0043,0.7422,0.2644
2026-03-05,55955027418.99,0.3184,0.0111,2.1353,1.4307,0.4529,-0.9396,0.9974,14.4497,9.0576,7.6851,0.0000,0.1966,0.0389,1.0043,0.7447,0.2648
2026-03-04,55119877756.02,0.3136,0.0060,2.1353,1.4356,0.4533,-0.9256,0.9996,14.4312,9.0576,7.6851,0.0000,0.1936,0.0338,1.0043,0.7473,0.2650
2026-03-03,55716413229.57,0.3170,0.0086,2.1353,1.4363,0.4537,-0.9356,0.9991,14.4156,9.0566,7.6851,0.0000,0.1957,0.0372,1.0043,0.7477,0.2650
2026-03-02,56670869987.25,0.3224,0.0171,2.1353,1.4371,0.4542,-0.9516,0.9953,14.3802,9.0557,7.6851,0.0000,0.1991,0.0419,1.0043,0.7481,0.2653
2026-02-27,57744633839.64,0.3286,0.0304,2.1368,1.4374,0.4542,-0.9697,0.9906,14.3802,9.0552,7.6850,0.0000,0.2028,0.0501,1.0044,0.7482,0.2653
2026-02-26,57506019650.22,0.3272,0.0265,2.1368,1.4376,0.4547,-0.9657,0.9919,14.3756,9.0548,7.6850,0.0000,0.2020,0.0479,1.0044,0.7483,0.2653
2026-02-25,59653547355.0,0.3394,0.0488,2.1368,1.4394,0.4551,-1.0017,0.9803,14.3617,9.0543,7.6850,0.0000,0.2096,0.0655,1.0044,0.7493,0.2654
2026-02-24,58699090597.32,0.3340,0.0394,2.1368,1.4412,0.4552,-0.9857,0.9850,14.3478,9.0538,7.6850,0.0000,0.2062,0.0570,1.0044,0.7502,0.2654
2026-02-13,59295626070.87,0.3374,0.0441,2.1368,1.4435,0.4561,-0.9957,0.9811,14.2784,9.0533,7.6850,0.0000,0.2083,0.0626,1.0044,0.7514,0.2658
2026-02-12,58699090597.32,0.3340,0.0395,2.1392,1.4459,0.4561,-0.9857,0.9854,14.2784,9.0527,7.6850,0.0000,0.2062,0.0570,1.0044,0.7526,0.2658
2026-02-11,58341169313.19,0.3319,0.0360,2.1392,1.4479,0.4561,-0.9797,0.9876,14.2507,9.0512,7.6850,0.0000,0.2049,0.0545,1.0044,0.7534,0.2658
2026-02-10,58221862218.48,0.3313,0.0343,2.1392,1.4500,0.4571,-0.9777,0.9880,14.2414,9.0497,7.6850,0.0000,0.2045,0.0519,1.0044,0.7542,0.2658
2026-02-09,59176318976.16,0.3367,0.0416,2.1392,1.4569,0.4576,-0.9937,0.9837,14.2321,9.0493,7.6850,0.0000,0.2079,0.0597,1.0044,0.7545,0.2658
2026-02-06,57386712555.51,0.3265,0.0258,2.1392,1.4639,0.4581,-0.9637,0.9927,14.2229,9.0488,7.6850,0.0000,0.2016,0.0468,1.0044,0.7548,0.2663
2026-02-05,58221862218.48,0.3313,0.0339,2.1392,1.4697,0.4581,-0.9777,0.9888,14.2229,9.0473,7.6828,0.0000,0.2045,0.0516,1.0046,0.7599,0.2663
2026-02-04,58460476407.9,0.3326,0.0353,2.1392,1.4754,0.4581,-0.9817,0.9880,14.2195,9.0458,7.6828,0.0000,0.2054,0.0537,1.0046,0.7650,0.2665
2026-02-03,56074334513.7,0.3190,0.0125,2.1392,1.4774,0.4595,-0.9416,0.9983,14.2121,9.0439,7.6828,0.0000,0.1970,0.0391,1.0046,0.7696,0.2666
2026-02-02,55835720324.28,0.3177,0.0095,2.1392,1.4794,0.4604,-0.9376,0.9991,14.2090,9.0419,7.6828,0.0000,0.1961,0.0379,1.0046,0.7742,0.2666
2026-01-30,58221862218.48,0.3313,0.0331,2.1392,1.4805,0.4606,-0.9777,0.9901,14.1164,9.0414,7.6828,0.0000,0.2045,0.0508,1.0046,0.7747,0.2668
2026-01-29,61204539586.23,0.3482,0.0517,2.1405,1.4815,0.4606,-1.0278,0.9836,14.1164,9.0408,7.6799,0.0000,0.2150,0.0702,1.0048,0.7751,0.2668
2026-01-28,57983248029.06,0.3299,0.0310,2.1405,1.4820,0.4611,-0.9737,0.9918,14.0891,9.0402,7.6799,0.0000,0.2037,0.0491,1.0048,0.7793,0.2669
2026-01-27,56670869987.25,0.3224,0.0164,2.1405,1.4825,0.4611,-0.9516,0.9966,14.0877,9.0395,7.6799,0.0000,0.1991,0.0414,1.0048,0.7834,0.2669
2026-01-26,57506019650.22,0.3272,0.0250,2.1405,1.4846,0.4618,-0.9657,0.9940,14.0788,9.0395,7.6799,0.0000,0.2020,0.0466,1.0048,0.7838,0.2669
2026-01-23,59057011881.45,0.3360,0.0358,2.1405,1.4867,0.4622,-0.9917,0.9888,14.0764,9.0394,7.6799,0.0000,0.2075,0.0544,1.0048,0.7842,0.2669
2026-01-22,59057011881.45,0.3360,0.0358,2.1405,1.4875,0.4622,-0.9917,0.9892,14.0764,9.0377,7.6640,0.0000,0.2075,0.0544,1.0050,0.7843,0.2669
2026-01-21,59772854449.71,0.3401,0.0427,2.1405,1.4882,0.4622,-1.0037,0.9870,14.0595,9.0360,7.6640,0.0000,0.2100,0.0596,1.0050,0.7844,0.2672
2026-01-20,57148098366.09,0.3252,0.0220,2.1405,1.4908,0.4626,-0.9597,0.9944,14.0563,9.0356,7.6640,0.0000,0.2008,0.0441,1.0050,0.7844,0.2675
2026-01-19,56432255797.83,0.3211,0.0134,2.1405,1.4934,0.4633,-0.9476,0.9978,14.0377,9.0352,7.6640,0.0000,0.1982,0.0393,1.0050,0.7844,0.2677
2026-01-16,56432255797.83,0.3211,0.0134,2.1405,1.4937,0.4635,-0.9476,0.9983,14.0255,9.0348,7.6640,0.0000,0.1982,0.0393,1.0050,0.7857,0.2677
2026-01-15,57863940934.35,0.3292,0.0272,2.1405,1.4939,0.4635,-0.9717,0.9944,14.0255,9.0344,7.6640,0.0000,0.2033,0.0467,1.0051,0.7871,0.2677
2026-01-14,55955027418.99,0.3184,0.0100,2.1405,1.4952,0.4642,-0.9396,0.9991,14.0061,9.0333,7.6640,0.0000,0.1966,0.0381,1.0051,0.7876,0.2682
2026-01-13,57625326744.93,0.3279,0.0251,2.1405,1.4965,0.4642,-0.9677,0.9952,14.0001,9.0322,7.6640,0.0000,0.2024,0.0450,1.0051,0.7880,0.2689
2026-01-12,58221862218.48,0.3313,0.0294,2.1405,1.4986,0.4661,-0.9777,0.9944,14.0001,9.0305,7.6640,0.0000,0.2045,0.0472,1.0051,0.7880,0.2690
2026-01-09,59176318976.16,0.3367,0.0342,2.1405,1.5007,0.4666,-0.9937,0.9918,13.9966,9.0289,7.6640,0.0000,0.2079,0.0524,1.0051,0.7881,0.2692
2026-01-08,58460476407.9,0.3326,0.0299,2.1412,1.5012,0.4666,-0.9817,0.9939,13.9966,9.0289,7.6640,0.0000,0.2054,0.0485,1.0057,0.7885,0.2692
2026-01-07,56432255797.83,0.3211,0.0130,2.1412,1.5017,0.4670,-0.9476,0.9991,13.9916,9.0289,7.6640,0.0000,0.1982,0.0390,1.0057,0.7889,0.2693
2026-01-06,57625326744.93,0.3279,0.0247,2.1412,1.5045,0.4683,-0.9677,0.9961,13.9860,9.0289,7.6640,0.0000,0.2024,0.0447,1.0057,0.7899,0.2696
2026-01-05,56670869987.25,0.3224,0.0148,2.1412,1.5072,0.4684,-0.9516,0.9987,13.9764,9.0288,7.6640,0.0000,0.1991,0.0399,1.0057,0.7908,0.2699
2025-12-31,55477799040.15,0.3157,0.0069,2.1412,1.5083,0.4684,-0.9316,0.9996,13.9764,9.0288,7.6640,0.0000,0.1949,0.0369,1.0057,0.7917,0.2701
2025-12-30,55119877756.02,0.3136,0.0061,2.1412,1.5095,0.4684,-0.9256,1.0000,13.9764,9.0288,7.6621,0.0000,0.1936,0.0343,1.0073,0.7925,0.2701
2025-12-29,56551562892.54,0.3218,0.0126,2.1412,1.5129,0.4699,-0.9496,1.0000,13.9527,9.0283,7.6621,0.0000,0.1987,0.0382,1.0073,0.7926,0.2704
2025-12-26,56909484176.67,0.3238,0.0161,2.1412,1.5163,0.4708,-0.9556,0.9991,13.9359,9.0278,7.6621,0.0000,0.1999,0.0391,1.0073,0.7926,0.2708
2025-12-25,57148098366.09,0.3252,0.0183,2.1412,1.5196,0.4713,-0.9597,0.9987,13.9290,9.0269,7.6621,0.0000,0.2008,0.0405,1.0073,0.7931,0.2713
2025-12-24,56790177081.96,0.3231,0.0144,2.1412,1.5229,0.4717,-0.9536,1.0000,13.9012,9.0259,7.6621,0.0000,0.1995,0.0387,1.0073,0.7936,0.2713
2025-12-23,57148098366.09,0.3252,0.0178,2.1447,1.5241,0.4717,-0.9597,0.9996,13.9012,9.0256,7.6620,0.0000,0.2008,0.0401,1.0073,0.7939,0.2713
2025-12-22,58818397692.03,0.3347,0.0279,2.1447,1.5252,0.4729,-0.9877,0.9978,13.8935,9.0253,7.6620,0.0000,0.2066,0.0457,1.0073,0.7942,0.2720
2025-12-19,58460476407.9,0.3326,0.0257,2.1447,1.5261,0.4736,-0.9817,0.9987,13.8935,9.0253,7.6620,0.0000,0.2054,0.0444,1.0073,0.7945,0.2723
2025-12-18,58102555123.77,0.3306,0.0240,2.1447,1.5270,0.4739,-0.9757,0.9991,13.8619,9.0253,7.6620,0.0000,0.2041,0.0423,1.0073,0.7948,0.2724
2025-12-17,59176318976.16,0.3367,0.0283,2.1455,1.5270,0.4746,-0.9937,0.9983,13.8619,9.0253,7.6620,0.0000,0.2079,0.0466,1.0077,0.7951,0.2728
2025-12-16,59295626070.87,0.3374,0.0283,2.1459,1.5324,0.4746,-0.9957,0.9978,13.8619,9.0253,7.6620,0.0000,0.2083,0.0471,1.0086,0.7964,0.2731
2025-12-15,58102555123.77,0.3306,0.0240,2.1468,1.5342,0.4746,-0.9757,0.9996,13.8572,9.0253,7.6620,0.0000,0.2041,0.0423,1.0086,0.7970,0.2732
2025-12-12,59892161544.42,0.3408,0.0331,2.1478,1.5382,0.4760,-1.0057,0.9978,13.8572,9.0253,7.6620,0.0000,0.2104,0.0510,1.0090,0.7976,0.2734
2025-12-11,60488697017.97,0.3442,0.0366,2.1478,1.5396,0.4779,-1.0157,0.9978,13.8526,9.0253,7.6620,0.0000,0.2125,0.0536,1.0090,0.7979,0.2734
2025-12-10,62636224722.75,0.3564,0.0453,2.1481,1.5415,0.4788,-1.0518,0.9969,13.8242,9.0253,7.6620,0.0000,0.2200,0.0619,1.0090,0.7979,0.2734
2025-12-09,56909484176.67,0.3238,0.0157,2.1492,1.5433,0.4788,-0.9556,1.0000,13.8223,9.0253,7.6620,0.0000,0.1999,0.0388,1.0097,0.7988,0.2737
2025-12-08,58579783502.61,0.3333,0.0253,2.1499,1.5436,0.4798,-0.9837,1.0000,13.8156,9.0253,7.6620,0.0000,0.2058,0.0432,1.0103,0.7991,0.2737
2025-12-05,59057011881.45,0.3360,0.0257,2.1521,1.5490,0.4798,-0.9917,1.0000,13.8051,9.0253,7.6620,0.0000,0.2075,0.0444,1.0120,0.7997,0.2742
2025-12-04,59295626070.87,0.3374,0.0266,2.1521,1.5506,0.4798,-0.9957,1.0000,13.8049,9.0253,7.6620,0.0000,0.2083,0.0453,1.0120,0.8000,0.2744
2025-12-03,59772854449.71,0.3401,0.0305,2.1564,1.5516,0.4812,-1.0037,1.0000,13.8017,9.0253,7.6620,0.0000,0.2100,0.0475,1.0124,0.8000,0.2747
2025-12-02,62039689249.2,0.3530,0.0384,2.1578,1.5524,0.4812,-1.0418,0.9996,13.7927,9.0253,7.6620,0.0000,0.2179,0.0575,1.0133,0.8003,0.2747
2025-12-01,62039689249.2,0.3530,0.0384,2.1582,1.5524,0.4816,-1.0418,1.0000,13.7554,9.0253,7.6620,0.0000,0.2179,0.0575,1.0139,0.8027,0.2748
2025-11-28,64187216953.98,0.3652,0.0484,2.1582,1.5534,0.4840,-1.0779,1.0000,13.7398,9.0253,7.6620,0.0000,0.2255,0.0649,1.0148,0.8040,0.2749
2025-11-27,65260980806.37,0.3713,0.0523,2.1582,1.5534,0.4841,-1.0959,1.0000,13.7334,9.0253,7.6620,0.0000,0.2293,0.0697,1.0148,0.8041,0.2750
2025-11-26,70271878784.19,0.3998,0.0990,2.1582,1.5554,0.4846,-1.1800,1.0000,13.7299,9.0253,7.6620,0.0000,0.2469,0.1190,1.0148,0.8044,0.2751
2025-11-25,72061485204.84,0.4100,0.1138,2.1582,1.5558,0.4859,-1.2101,0.9996,13.6920,9.0253,7.6620,0.0000,0.2531,0.1391,1.0148,0.8044,0.2755
2025-11-24,72061485204.84,0.4100,0.1138,2.1582,1.5626,0.4897,-1.2101,1.0000,13.6860,9.0253,7.6620,0.0000,0.2531,0.1391,1.0148,0.8049,0.2773
2025-11-21,72300099394.26,0.4114,0.1163,2.1582,1.5644,0.4897,-1.2141,0.9996,13.6581,9.0253,7.6620,0.0000,0.2540,0.1429,1.0148,0.8061,0.2773
2025-11-20,73970398720.2,0.4209,0.1308,2.1582,1.5650,0.4916,-1.2421,0.9983,13.6464,9.0253,7.6620,0.0000,0.2598,0.1595,1.0148,0.8065,0.2778
2025-11-19,72300099394.26,0.4114,0.1164,2.1582,1.5654,0.4934,-1.2141,1.0000,13.6305,9.0253,7.6620,0.0000,0.2540,0.1430,1.0148,0.8080,0.2781
2025-11-18,73135249057.23,0.4161,0.1238,2.1582,1.5659,0.4937,-1.2281,1.0000,13.6069,9.0253,7.6620,0.0000,0.2569,0.1517,1.0148,0.8081,0.2781
2025-11-17,74686241288.46,0.4249,0.1373,2.1582,1.5683,0.4953,-1.2542,0.9974,13.5793,9.0253,7.6620,0.0000,0.2624,0.1639,1.0148,0.8081,0.2785
2025-11-14,74805548383.17,0.4256,0.1381,2.1582,1.5703,0.4963,-1.2562,0.9969,13.5675,9.0253,7.6620,0.0000,0.2628,0.1651,1.0148,0.8084,0.2787
2025-11-13,74924855477.88,0.4263,0.1399,2.1582,1.5704,0.4972,-1.2582,0.9965,13.4998,9.0253,7.6620,0.0000,0.2632,0.1678,1.0148,0.8086,0.2794
2025-11-12,74686241288.46,0.4249,0.1373,2.1582,1.5731,0.5015,-1.2542,0.9978,13.4962,9.0253,7.6620,0.0000,0.2624,0.1639,1.0148,0.8097,0.2794
2025-11-11,74924855477.88,0.4263,0.1395,2.1582,1.5731,0.5019,-1.2582,0.9974,13.4916,9.0253,7.6620,0.0000,0.2632,0.1674,1.0148,0.8121,0.2794
2025-11-10,74686241288.46,0.4249,0.1373,2.1582,1.5733,0.5019,-1.2542,0.9983,13.4734,9.0253,7.6620,0.0000,0.2624,0.1639,1.0148,0.8123,0.2801
2025-11-07,73731784530.78,0.4195,0.1277,2.1582,1.5755,0.5040,-1.2381,0.9996,13.4731,9.0253,7.6620,0.0000,0.2590,0.1564,1.0148,0.8125,0.2804
2025-11-06,73731784530.78,0.4195,0.1277,2.1582,1.5764,0.5085,-1.2381,1.0000,13.4575,9.0253,7.6620,0.0000,0.2590,0.1565,1.0148,0.8126,0.2806
2025-11-05,74209012909.62,0.4222,0.1308,2.1582,1.5792,0.5090,-1.2461,1.0000,13.4429,9.0253,7.6620,0.0000,0.2607,0.1582,1.0148,0.8127,0.2807
2025-11-04,74328320004.33,0.4229,0.1321,2.1582,1.5806,0.5118,-1.2481,1.0000,13.4311,9.0253,7.6620,0.0000,0.2611,0.1591,1.0148,0.8127,0.2818
