date,stockCode,总股东人数
2025-11-06T00:00:00+08:00,002475,476361
2025-11-07T00:00:00+08:00,002475,476361
2025-11-10T00:00:00+08:00,002475,439758
2025-11-11T00:00:00+08:00,002475,439758
2025-11-12T00:00:00+08:00,002475,439758
2025-11-13T00:00:00+08:00,002475,439758
2025-11-14T00:00:00+08:00,002475,439758
2025-11-17T00:00:00+08:00,002475,439758
2025-11-18T00:00:00+08:00,002475,439758
2025-11-19T00:00:00+08:00,002475,439758
2025-11-20T00:00:00+08:00,002475,439758
2025-11-21T00:00:00+08:00,002475,439758
2025-11-24T00:00:00+08:00,002475,439758
2025-11-25T00:00:00+08:00,002475,439758
2025-11-26T00:00:00+08:00,002475,439758
2025-11-27T00:00:00+08:00,002475,439758
2025-11-28T00:00:00+08:00,002475,439758
2025-12-01T00:00:00+08:00,002475,439758
2025-12-02T00:00:00+08:00,002475,439758
2025-12-03T00:00:00+08:00,002475,439758
2025-12-04T00:00:00+08:00,002475,439758
2025-12-05T00:00:00+08:00,002475,439758
2025-12-08T00:00:00+08:00,002475,439758
2025-12-09T00:00:00+08:00,002475,439758
2025-12-10T00:00:00+08:00,002475,426745
2025-12-11T00:00:00+08:00,002475,426745
2025-12-12T00:00:00+08:00,002475,426745
2025-12-15T00:00:00+08:00,002475,426745
2025-12-16T00:00:00+08:00,002475,426745
2025-12-17T00:00:00+08:00,002475,426745
2025-12-18T00:00:00+08:00,002475,426745
2025-12-19T00:00:00+08:00,002475,411478
2025-12-22T00:00:00+08:00,002475,411478
2025-12-23T00:00:00+08:00,002475,411478
2025-12-24T00:00:00+08:00,002475,411478
2025-12-25T00:00:00+08:00,002475,411478
2025-12-26T00:00:00+08:00,002475,411478
2025-12-29T00:00:00+08:00,002475,411478
2025-12-30T00:00:00+08:00,002475,411478
2025-12-31T00:00:00+08:00,002475,420923
2026-01-05T00:00:00+08:00,002475,420923
2026-01-06T00:00:00+08:00,002475,420923
2026-01-07T00:00:00+08:00,002475,420923
2026-01-08T00:00:00+08:00,002475,420923
2026-01-09T00:00:00+08:00,002475,420923
2026-01-12T00:00:00+08:00,002475,420923
2026-01-13T00:00:00+08:00,002475,420923
2026-01-14T00:00:00+08:00,002475,420923
2026-01-15T00:00:00+08:00,002475,420923
2026-01-16T00:00:00+08:00,002475,420923
2026-01-19T00:00:00+08:00,002475,420923
2026-01-20T00:00:00+08:00,002475,482344
2026-01-21T00:00:00+08:00,002475,482344
2026-01-22T00:00:00+08:00,002475,482344
2026-01-23T00:00:00+08:00,002475,482344
2026-01-26T00:00:00+08:00,002475,482344
2026-01-27T00:00:00+08:00,002475,482344
2026-01-28T00:00:00+08:00,002475,482344
2026-01-29T00:00:00+08:00,002475,482344
2026-01-30T00:00:00+08:00,002475,482344
2026-02-02T00:00:00+08:00,002475,521814
2026-02-03T00:00:00+08:00,002475,521814
2026-02-04T00:00:00+08:00,002475,521814
2026-02-05T00:00:00+08:00,002475,521814
2026-02-06T00:00:00+08:00,002475,521814
2026-02-09T00:00:00+08:00,002475,521814
2026-02-10T00:00:00+08:00,002475,521814
2026-02-11T00:00:00+08:00,002475,521814
2026-02-12T00:00:00+08:00,002475,521814
2026-02-13T00:00:00+08:00,002475,521814
2026-02-24T00:00:00+08:00,002475,521814
2026-02-25T00:00:00+08:00,002475,521814
2026-02-26T00:00:00+08:00,002475,521814
2026-02-27T00:00:00+08:00,002475,521814
2026-03-02T00:00:00+08:00,002475,521814
2026-03-03T00:00:00+08:00,002475,521814
2026-03-04T00:00:00+08:00,002475,521814
2026-03-05T00:00:00+08:00,002475,521814
2026-03-06T00:00:00+08:00,002475,521814
2026-03-09T00:00:00+08:00,002475,521814
2026-03-10T00:00:00+08:00,002475,549981
2026-03-11T00:00:00+08:00,002475,549981
2026-03-12T00:00:00+08:00,002475,549981
2026-03-13T00:00:00+08:00,002475,549981
2026-03-16T00:00:00+08:00,002475,549981
2026-03-17T00:00:00+08:00,002475,549981
2026-03-18T00:00:00+08:00,002475,549981
2026-03-19T00:00:00+08:00,002475,549981
2026-03-20T00:00:00+08:00,002475,549981
2026-03-23T00:00:00+08:00,002475,549981
2026-03-24T00:00:00+08:00,002475,549981
2026-03-25T00:00:00+08:00,002475,549981
2026-03-26T00:00:00+08:00,002475,549981
2026-03-27T00:00:00+08:00,002475,549981
2026-03-30T00:00:00+08:00,002475,549981
2026-03-31T00:00:00+08:00,002475,549981
2026-04-01T00:00:00+08:00,002475,549981
2026-04-02T00:00:00+08:00,002475,549981
2026-04-03T00:00:00+08:00,002475,549981
2026-04-07T00:00:00+08:00,002475,549981
2026-04-08T00:00:00+08:00,002475,549981
2026-04-09T00:00:00+08:00,002475,549981
2026-04-10T00:00:00+08:00,002475,549981
2026-04-13T00:00:00+08:00,002475,549981
2026-04-14T00:00:00+08:00,002475,549981
2026-04-15T00:00:00+08:00,002475,549981
2026-04-16T00:00:00+08:00,002475,549981
