date,stockCode,融券余额
2025-12-04T00:00:00+08:00,002475,43998472
2025-12-05T00:00:00+08:00,002475,45140086
2025-12-08T00:00:00+08:00,002475,48097524
2025-12-09T00:00:00+08:00,002475,45508054
2025-12-10T00:00:00+08:00,002475,45317688
2025-12-11T00:00:00+08:00,002475,46061653
2025-12-12T00:00:00+08:00,002475,44249966
2025-12-15T00:00:00+08:00,002475,39644822
2025-12-16T00:00:00+08:00,002475,46486489
2025-12-17T00:00:00+08:00,002475,46808216
2025-12-18T00:00:00+08:00,002475,43815226
2025-12-19T00:00:00+08:00,002475,44178133
2025-12-22T00:00:00+08:00,002475,40385483
2025-12-23T00:00:00+08:00,002475,39471561
2025-12-24T00:00:00+08:00,002475,41138840
2025-12-25T00:00:00+08:00,002475,39340163
2025-12-26T00:00:00+08:00,002475,36666907
2025-12-29T00:00:00+08:00,002475,39598798
2025-12-30T00:00:00+08:00,002475,36773292
2025-12-31T00:00:00+08:00,002475,33002838
2026-01-05T00:00:00+08:00,002475,42481420
2026-01-06T00:00:00+08:00,002475,40634276
2026-01-07T00:00:00+08:00,002475,34049917
2026-01-08T00:00:00+08:00,002475,31973935
2026-01-09T00:00:00+08:00,002475,34088852
2026-01-12T00:00:00+08:00,002475,32180329
2026-01-13T00:00:00+08:00,002475,31233841
2026-01-14T00:00:00+08:00,002475,29102405
2026-01-15T00:00:00+08:00,002475,37936371
2026-01-16T00:00:00+08:00,002475,36227864
2026-01-19T00:00:00+08:00,002475,39290295
2026-01-20T00:00:00+08:00,002475,37576426
2026-01-21T00:00:00+08:00,002475,36048111
2026-01-22T00:00:00+08:00,002475,30780567
2026-01-23T00:00:00+08:00,002475,29035269
2026-01-26T00:00:00+08:00,002475,22407215
2026-01-27T00:00:00+08:00,002475,20019187
2026-01-28T00:00:00+08:00,002475,19008066
2026-01-29T00:00:00+08:00,002475,19549972
2026-01-30T00:00:00+08:00,002475,18352948
2026-02-02T00:00:00+08:00,002475,18859670
2026-02-03T00:00:00+08:00,002475,19208648
2026-02-04T00:00:00+08:00,002475,17597110
2026-02-05T00:00:00+08:00,002475,16748628
2026-02-06T00:00:00+08:00,002475,15921954
2026-02-09T00:00:00+08:00,002475,16268939
2026-02-10T00:00:00+08:00,002475,15856321
2026-02-11T00:00:00+08:00,002475,16309586
2026-02-12T00:00:00+08:00,002475,15444590
2026-02-13T00:00:00+08:00,002475,16294506
2026-02-24T00:00:00+08:00,002475,15961512
2026-02-25T00:00:00+08:00,002475,16420905
2026-02-26T00:00:00+08:00,002475,15345851
2026-02-27T00:00:00+08:00,002475,14943362
2026-03-02T00:00:00+08:00,002475,16164949
2026-03-03T00:00:00+08:00,002475,14428264
2026-03-04T00:00:00+08:00,002475,14039408
2026-03-05T00:00:00+08:00,002475,13501126
2026-03-06T00:00:00+08:00,002475,14992113
2026-03-09T00:00:00+08:00,002475,12976197
2026-03-10T00:00:00+08:00,002475,21146723
2026-03-11T00:00:00+08:00,002475,18811642
2026-03-12T00:00:00+08:00,002475,16264722
2026-03-13T00:00:00+08:00,002475,17806058
2026-03-16T00:00:00+08:00,002475,18825103
2026-03-17T00:00:00+08:00,002475,23293432
2026-03-18T00:00:00+08:00,002475,23493635
2026-03-19T00:00:00+08:00,002475,21073130
2026-03-20T00:00:00+08:00,002475,22010404
2026-03-23T00:00:00+08:00,002475,23032305
2026-03-24T00:00:00+08:00,002475,20999341
2026-03-25T00:00:00+08:00,002475,32057989
2026-03-26T00:00:00+08:00,002475,42257872
2026-03-27T00:00:00+08:00,002475,40926181
2026-03-30T00:00:00+08:00,002475,38625624
2026-03-31T00:00:00+08:00,002475,40967473
2026-04-01T00:00:00+08:00,002475,43866043
2026-04-02T00:00:00+08:00,002475,47857381
2026-04-03T00:00:00+08:00,002475,47231470
2026-04-07T00:00:00+08:00,002475,27914158
2026-04-08T00:00:00+08:00,002475,21438958
2026-04-09T00:00:00+08:00,002475,29569998
2026-04-10T00:00:00+08:00,002475,30803866
2026-04-13T00:00:00+08:00,002475,32321298
2026-04-14T00:00:00+08:00,002475,38450344
2026-04-15T00:00:00+08:00,002475,37540317
