date,stockCode,换手率
2025-10-09T00:00:00+08:00,002475,0.036
2025-10-10T00:00:00+08:00,002475,0.0359
2025-10-13T00:00:00+08:00,002475,0.0368
2025-10-14T00:00:00+08:00,002475,0.0342
2025-10-15T00:00:00+08:00,002475,0.0334
2025-10-16T00:00:00+08:00,002475,0.0353
2025-10-17T00:00:00+08:00,002475,0.0247
2025-10-20T00:00:00+08:00,002475,0.0224
2025-10-21T00:00:00+08:00,002475,0.0403
2025-10-22T00:00:00+08:00,002475,0.0182
2025-10-23T00:00:00+08:00,002475,0.0151
2025-10-24T00:00:00+08:00,002475,0.0323
2025-10-27T00:00:00+08:00,002475,0.0322
2025-10-28T00:00:00+08:00,002475,0.0196
2025-10-29T00:00:00+08:00,002475,0.0248
2025-10-30T00:00:00+08:00,002475,0.0246
2025-10-31T00:00:00+08:00,002475,0.0239
2025-11-03T00:00:00+08:00,002475,0.0193
2025-11-04T00:00:00+08:00,002475,0.0178
2025-11-05T00:00:00+08:00,002475,0.0154
2025-11-06T00:00:00+08:00,002475,0.0182
2025-11-07T00:00:00+08:00,002475,0.0145
2025-11-10T00:00:00+08:00,002475,0.0211
2025-11-11T00:00:00+08:00,002475,0.0149
2025-11-12T00:00:00+08:00,002475,0.0187
2025-11-13T00:00:00+08:00,002475,0.0129
2025-11-14T00:00:00+08:00,002475,0.014
2025-11-17T00:00:00+08:00,002475,0.0102
2025-11-18T00:00:00+08:00,002475,0.0145
2025-11-19T00:00:00+08:00,002475,0.0129
2025-11-20T00:00:00+08:00,002475,0.0132
2025-11-21T00:00:00+08:00,002475,0.0206
2025-11-24T00:00:00+08:00,002475,0.0132
2025-11-25T00:00:00+08:00,002475,0.02
2025-11-26T00:00:00+08:00,002475,0.0219
2025-11-27T00:00:00+08:00,002475,0.0174
2025-11-28T00:00:00+08:00,002475,0.0132
2025-12-01T00:00:00+08:00,002475,0.019
2025-12-02T00:00:00+08:00,002475,0.025
2025-12-03T00:00:00+08:00,002475,0.0149
2025-12-04T00:00:00+08:00,002475,0.0143
2025-12-05T00:00:00+08:00,002475,0.0099
2025-12-08T00:00:00+08:00,002475,0.0153
2025-12-09T00:00:00+08:00,002475,0.0152
2025-12-10T00:00:00+08:00,002475,0.0132
2025-12-11T00:00:00+08:00,002475,0.0121
2025-12-12T00:00:00+08:00,002475,0.0182
2025-12-15T00:00:00+08:00,002475,0.0169
2025-12-16T00:00:00+08:00,002475,0.01
2025-12-17T00:00:00+08:00,002475,0.0105
2025-12-18T00:00:00+08:00,002475,0.0083
2025-12-19T00:00:00+08:00,002475,0.0085
2025-12-22T00:00:00+08:00,002475,0.0107
2025-12-23T00:00:00+08:00,002475,0.0107
2025-12-24T00:00:00+08:00,002475,0.0126
2025-12-25T00:00:00+08:00,002475,0.0109
2025-12-26T00:00:00+08:00,002475,0.0102
2025-12-29T00:00:00+08:00,002475,0.0128
2025-12-30T00:00:00+08:00,002475,0.0136
2025-12-31T00:00:00+08:00,002475,0.0144
2026-01-05T00:00:00+08:00,002475,0.0219
2026-01-06T00:00:00+08:00,002475,0.0195
2026-01-07T00:00:00+08:00,002475,0.0258
2026-01-08T00:00:00+08:00,002475,0.033
2026-01-09T00:00:00+08:00,002475,0.0212
2026-01-12T00:00:00+08:00,002475,0.0259
2026-01-13T00:00:00+08:00,002475,0.0184
2026-01-14T00:00:00+08:00,002475,0.0234
2026-01-15T00:00:00+08:00,002475,0.0362
2026-01-16T00:00:00+08:00,002475,0.0358
2026-01-19T00:00:00+08:00,002475,0.0269
2026-01-20T00:00:00+08:00,002475,0.0244
2026-01-21T00:00:00+08:00,002475,0.0154
2026-01-22T00:00:00+08:00,002475,0.0206
2026-01-23T00:00:00+08:00,002475,0.0199
2026-01-26T00:00:00+08:00,002475,0.0175
2026-01-27T00:00:00+08:00,002475,0.0169
2026-01-28T00:00:00+08:00,002475,0.0208
2026-01-29T00:00:00+08:00,002475,0.0203
2026-01-30T00:00:00+08:00,002475,0.0149
2026-02-02T00:00:00+08:00,002475,0.0191
2026-02-03T00:00:00+08:00,002475,0.0144
2026-02-04T00:00:00+08:00,002475,0.0171
2026-02-05T00:00:00+08:00,002475,0.0105
2026-02-06T00:00:00+08:00,002475,0.01
2026-02-09T00:00:00+08:00,002475,0.0107
2026-02-10T00:00:00+08:00,002475,0.0103
2026-02-11T00:00:00+08:00,002475,0.0095
2026-02-12T00:00:00+08:00,002475,0.0133
2026-02-13T00:00:00+08:00,002475,0.0158
2026-02-24T00:00:00+08:00,002475,0.0116
2026-02-25T00:00:00+08:00,002475,0.0172
2026-02-26T00:00:00+08:00,002475,0.0146
2026-02-27T00:00:00+08:00,002475,0.0175
2026-03-02T00:00:00+08:00,002475,0.0177
2026-03-03T00:00:00+08:00,002475,0.0187
2026-03-04T00:00:00+08:00,002475,0.0165
2026-03-05T00:00:00+08:00,002475,0.0139
2026-03-06T00:00:00+08:00,002475,0.0101
2026-03-09T00:00:00+08:00,002475,0.0134
2026-03-10T00:00:00+08:00,002475,0.025
2026-03-11T00:00:00+08:00,002475,0.0232
2026-03-12T00:00:00+08:00,002475,0.0118
2026-03-13T00:00:00+08:00,002475,0.0113
2026-03-16T00:00:00+08:00,002475,0.0133
2026-03-17T00:00:00+08:00,002475,0.0255
2026-03-18T00:00:00+08:00,002475,0.0118
2026-03-19T00:00:00+08:00,002475,0.0126
2026-03-20T00:00:00+08:00,002475,0.0138
2026-03-23T00:00:00+08:00,002475,0.014
2026-03-24T00:00:00+08:00,002475,0.0152
2026-03-25T00:00:00+08:00,002475,0.0359
2026-03-26T00:00:00+08:00,002475,0.0303
2026-03-27T00:00:00+08:00,002475,0.0241
2026-03-30T00:00:00+08:00,002475,0.022
2026-03-31T00:00:00+08:00,002475,0.023
2026-04-01T00:00:00+08:00,002475,0.0153
2026-04-02T00:00:00+08:00,002475,0.0118
2026-04-03T00:00:00+08:00,002475,0.0103
2026-04-07T00:00:00+08:00,002475,0.011
2026-04-08T00:00:00+08:00,002475,0.0278
2026-04-09T00:00:00+08:00,002475,0.0412
2026-04-10T00:00:00+08:00,002475,0.0532
2026-04-13T00:00:00+08:00,002475,0.0329
2026-04-14T00:00:00+08:00,002475,0.0335
2026-04-15T00:00:00+08:00,002475,0.0272
2026-04-16T00:00:00+08:00,002475,0.0275
