date,stockCode,融券卖出金额
2025-12-25T00:00:00+08:00,002475,1782900
2025-12-26T00:00:00+08:00,002475,788400
2025-12-29T00:00:00+08:00,002475,4913768
2025-12-30T00:00:00+08:00,002475,609735
2025-12-31T00:00:00+08:00,002475,2007534
2026-01-05T00:00:00+08:00,002475,9994485
2026-01-06T00:00:00+08:00,002475,3671640
2026-01-07T00:00:00+08:00,002475,1904905
2026-01-08T00:00:00+08:00,002475,3122056
2026-01-09T00:00:00+08:00,002475,5231100
2026-01-12T00:00:00+08:00,002475,3996503
2026-01-13T00:00:00+08:00,002475,3072854
2026-01-14T00:00:00+08:00,002475,3268380
2026-01-15T00:00:00+08:00,002475,9861903
2026-01-16T00:00:00+08:00,002475,3525456
2026-01-19T00:00:00+08:00,002475,6243094
2026-01-20T00:00:00+08:00,002475,6860724
2026-01-21T00:00:00+08:00,002475,2710350
2026-01-22T00:00:00+08:00,002475,1167687
2026-01-23T00:00:00+08:00,002475,1365300
2026-01-26T00:00:00+08:00,002475,1898559
2026-01-27T00:00:00+08:00,002475,762824
2026-01-28T00:00:00+08:00,002475,1097568
2026-01-29T00:00:00+08:00,002475,3061510
2026-01-30T00:00:00+08:00,002475,982110
2026-02-02T00:00:00+08:00,002475,1958250
2026-02-03T00:00:00+08:00,002475,1893806
2026-02-04T00:00:00+08:00,002475,1505100
2026-02-05T00:00:00+08:00,002475,139590
2026-02-06T00:00:00+08:00,002475,276318
2026-02-09T00:00:00+08:00,002475,527544
2026-02-10T00:00:00+08:00,002475,661632
2026-02-11T00:00:00+08:00,002475,1570305
2026-02-12T00:00:00+08:00,002475,105903
2026-02-13T00:00:00+08:00,002475,1082040
2026-02-24T00:00:00+08:00,002475,825269
2026-02-25T00:00:00+08:00,002475,784016
2026-02-26T00:00:00+08:00,002475,936228
2026-02-27T00:00:00+08:00,002475,672948
2026-03-02T00:00:00+08:00,002475,2342547
2026-03-03T00:00:00+08:00,002475,1137360
2026-03-04T00:00:00+08:00,002475,1693848
2026-03-05T00:00:00+08:00,002475,808400
2026-03-06T00:00:00+08:00,002475,1906190
2026-03-09T00:00:00+08:00,002475,1069500
2026-03-10T00:00:00+08:00,002475,7966607
2026-03-11T00:00:00+08:00,002475,1354590
2026-03-12T00:00:00+08:00,002475,984060
2026-03-13T00:00:00+08:00,002475,4227581
2026-03-16T00:00:00+08:00,002475,2167440
2026-03-17T00:00:00+08:00,002475,5451402
2026-03-18T00:00:00+08:00,002475,5190568
2026-03-19T00:00:00+08:00,002475,566872
2026-03-20T00:00:00+08:00,002475,1610548
2026-03-23T00:00:00+08:00,002475,3426200
2026-03-24T00:00:00+08:00,002475,1821162
2026-03-25T00:00:00+08:00,002475,14042235
2026-03-26T00:00:00+08:00,002475,17867640
2026-03-27T00:00:00+08:00,002475,3578127
2026-03-30T00:00:00+08:00,002475,2969484
2026-03-31T00:00:00+08:00,002475,3773316
2026-04-01T00:00:00+08:00,002475,4591440
2026-04-02T00:00:00+08:00,002475,6550557
2026-04-03T00:00:00+08:00,002475,2171600
2026-04-07T00:00:00+08:00,002475,1369437
2026-04-08T00:00:00+08:00,002475,5117233
2026-04-09T00:00:00+08:00,002475,8682184
2026-04-10T00:00:00+08:00,002475,5562008
2026-04-13T00:00:00+08:00,002475,3363640
2026-04-14T00:00:00+08:00,002475,7788738
2026-04-15T00:00:00+08:00,002475,3326948
