日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2026-05-21,=31.6300,=31.6300,=31.6300,=31.6300,=289884887126.5,=286137700922.0,=147614074075.28,,=0.0364
2026-05-20,=32.5500,=32.5500,=32.5500,=32.5500,=298316568952.5,=294460390926.0,=151907622862.8,,=0.0353
2026-05-19,=33.3800,=33.3800,=33.3800,=33.3800,=305923412339.0,=301968904735.0,=155781150573.28,,=0.0345
2026-05-18,=33.0000,=33.0000,=33.0000,=33.0000,=302440761150.0,=298531271907.0,=154007728248.0,,=0.0348
2026-05-15,=33.1200,=33.1200,=33.1200,=33.1200,=303540545736.0,=299616840168.0,=154567756350.72,,=0.0347
2026-05-14,=33.4500,=33.4500,=33.4500,=33.4500,=306564953347.5,=302602152888.0,=156107833633.2,,=0.0344
2026-05-13,=34.4900,=34.4900,=34.4900,=34.4900,=316096419759.5,=312010411154.0,=160961410523.44,,=0.0333
2026-05-12,=34.5600,=34.5600,=34.5600,=34.5600,=316737960768.0,=312643659306.0,=161288093583.36,,=0.0333
2026-05-11,=35.3600,=35.3600,=35.3600,=35.3600,=324069858008.0,=319880781049.0,=165021614268.16,,=0.0325
2026-05-08,=35.5500,=35.5500,=35.5500,=35.5500,=325811183602.5,=321599597463.0,=165908325430.8,,=0.0323
2026-05-07,=35.9600,=35.9600,=35.9600,=35.9600,=329568780938.0,=325308622357.0,=167821754781.76,,=0.0320
2026-05-06,=36.0400,=36.0400,=36.0400,=36.0400,=330301970662.0,=326032334531.0,=168195106850.24,,=0.0319
2026-04-30,=36.2900,=36.2900,=36.2900,=36.2900,=332593188549.5,=328293935076.0,=169361832064.24,,=0.0317
2026-04-29,=34.8100,=34.8100,=34.8100,=34.8100,=319029178655.5,=314905259851.0,=162454818797.36,,=0.0330
2026-04-28,=34.6500,=34.6500,=34.6500,=34.6500,=317562799207.5,=313457835502.0,=161708114660.4,,=0.0332
2026-04-27,=33.9700,=33.9700,=33.9700,=33.9700,=311330686553.5,=307306282021.0,=158534622078.32,,=0.0339
2026-04-24,=33.6000,=33.6000,=33.6000,=33.6000,=307939684080.0,=303959113214.0,=156807868761.6,,=0.0342
2026-04-23,=33.4900,=33.4900,=33.4900,=33.4900,=306931548209.5,=302964008975.0,=156294509667.44,,=0.0343
2026-04-22,=33.6300,=33.6300,=33.6300,=33.6300,=308214630226.5,=304230505280.0,=156947875787.28,,=0.0342
2026-04-21,=33.7300,=33.7300,=33.7300,=33.7300,=309131117381.5,=305135145498.0,=157414565872.88,,=0.0341
2026-04-20,=34.5100,=34.5100,=34.5100,=34.5100,=316279717190.5,=312191339197.0,=161054748540.56,,=0.0333
2026-04-17,=33.1300,=33.1300,=33.1300,=33.1300,=303632194451.5,=299708345234.0,=154615466403.27,,=0.0333
2026-04-16,=33.5400,=33.5400,=33.5400,=33.5400,=307389791787.0,=303417383011.0,=156528908637.66,,=0.0328
2026-04-15,=33.2000,=33.2000,=33.2000,=33.2000,=304273735460.0,=300341595586.0,=154942151662.8,,=0.0332
2026-04-14,=33.4800,=33.4800,=33.4800,=33.4800,=306839899494.0,=302874596995.0,=156248892700.92,,=0.0329
2026-04-13,=32.6500,=32.6500,=32.6500,=32.6500,=299233056107.5,=295366057105.0,=152375338909.35,,=0.0337
2026-04-10,=31.7100,=31.7100,=31.7100,=31.7100,=290618076850.5,=286862409519.0,=147988422567.09,,=0.0347
2026-04-09,=30.7600,=30.7600,=30.7600,=30.7600,=281911448878.0,=278268297598.0,=143554836902.04,,=0.0358
2026-04-08,=30.8800,=30.8800,=30.8800,=30.8800,=283011233464.0,=279353869630.0,=144114868775.52,,=0.0357
2026-04-07,=30.2000,=30.2000,=30.2000,=30.2000,=276779120810.0,=273202294780.0,=140941354825.8,,=0.0365
2026-04-03,=30.2700,=30.2700,=30.2700,=30.2700,=277420661818.5,=273835545133.0,=141268040085.33,,=0.0364
2026-04-02,=30.4000,=30.4000,=30.4000,=30.4000,=278612095120.0,=275011581501.0,=141874741281.6,,=0.0362
2026-04-01,=30.7200,=30.7200,=30.7200,=30.7200,=281544854016.0,=277906440253.0,=143368159610.88,,=0.0359
2026-03-31,=30.4200,=30.4200,=30.4200,=30.4200,=278795392551.0,=275192510173.0,=141968079927.18,,=0.0362
2026-03-30,=30.5300,=30.5300,=30.5300,=30.5300,=279803528421.5,=276187617869.0,=142481442477.87,,=0.0361
2026-03-27,=30.3500,=30.3500,=30.3500,=30.3500,=278153851542.5,=274559259821.0,=141641394667.65,,=0.0363
2026-03-26,=30.3700,=30.3700,=30.3700,=30.3700,=278337148973.5,=274740188493.0,=141734733313.23,,=0.0363
2026-03-25,=30.7800,=30.7800,=30.7800,=30.7800,=282094746309.0,=278449226270.0,=143648175547.62,,=0.0358
2026-03-24,=30.2800,=30.2800,=30.2800,=30.2800,=277512310534.0,=273926009469.0,=141314709408.12,,=0.0364
2026-03-23,=30.0100,=30.0100,=30.0100,=30.0100,=275037795215.5,=271483472396.0,=140054637692.79,,=0.0367
2026-03-20,=31.3000,=31.3000,=31.3000,=31.3000,=286860479515.0,=283153371743.0,=146074980332.7,,=0.0352
2026-03-19,=31.2500,=31.2500,=31.2500,=31.2500,=286402235937.5,=282701050063.0,=145841633718.75,,=0.0353
2026-03-18,=32.1700,=32.1700,=32.1700,=32.1700,=294833917763.5,=291023768976.0,=150135211415.43,,=0.0342
2026-03-17,=31.6200,=31.6200,=31.6200,=31.6200,=289793238411.0,=286048230495.0,=147568398661.98,,=0.0348
2026-03-16,=31.7600,=31.7600,=31.7600,=31.7600,=291076320428.0,=287314731200.0,=148221769181.04,,=0.0347
2026-03-13,=31.9400,=31.9400,=31.9400,=31.9400,=292725997307.0,=288943089248.0,=149061816991.26,,=0.0345
2026-03-12,=31.9200,=31.9200,=31.9200,=31.9200,=292542699876.0,=288762160576.0,=148968478345.68,,=0.0345
2026-03-11,=31.6500,=31.6500,=31.6500,=31.6500,=290068184557.5,=286319623503.0,=147708406630.35,,=0.0348
2026-03-10,=31.3200,=31.3200,=31.3200,=31.3200,=287043776946.0,=283334300415.0,=146168318978.28,,=0.0352
2026-03-09,=31.1600,=31.1600,=31.1600,=31.1600,=285577397498.0,=281886871038.0,=145421609813.64,,=0.0354
2026-03-06,=31.0700,=31.0700,=31.0700,=31.0700,=284752559058.5,=281072692014.0,=145001585908.53,,=0.0355
2026-03-05,=30.7600,=30.7600,=30.7600,=30.7600,=281911448878.0,=278268297598.0,=143554836902.04,,=0.0358
2026-03-04,=30.2600,=30.2600,=30.2600,=30.2600,=277329013103.0,=273745080797.0,=141221370762.54,,=0.0364
2026-03-03,=30.3100,=30.3100,=30.3100,=30.3100,=277787256680.5,=274197402477.0,=141454717376.49,,=0.0363
2026-03-02,=31.1600,=31.1600,=31.1600,=31.1600,=285577397498.0,=281886871038.0,=145421609813.64,,=0.0354
2026-02-27,=31.4400,=31.4400,=31.4400,=31.4400,=288143561532.0,=284419872447.0,=146728350851.76,,=0.0350
2026-02-26,=31.5600,=31.5600,=31.5600,=31.5600,=289243346118.0,=285505444479.0,=147288382725.24,,=0.0349
2026-02-25,=31.9300,=31.9300,=31.9300,=31.9300,=292634348591.5,=288852624912.0,=149015147668.47,,=0.0345
2026-02-24,=32.3400,=32.3400,=32.3400,=32.3400,=296391945927.0001,=292561662689.0,=150928589902.86,,=0.0341
2026-02-13,=32.3800,=32.3800,=32.3800,=32.3800,=296758540789.0,=292923520033.0,=151115267194.02,,=0.0340
2026-02-12,=32.4900,=32.4900,=32.4900,=32.4900,=297766676659.5,=293918627729.0,=151628629744.71,,=0.0339
2026-02-11,=32.4000,=32.4000,=32.4000,=32.4000,=296941838220.0,=293104448705.0,=151208605839.6,,=0.0340
2026-02-10,=32.8600,=32.8600,=32.8600,=32.8600,=301157679133.0,=297265808162.0,=153355394687.94,,=0.0335
2026-02-09,=32.5400,=32.5400,=32.5400,=32.5400,=298224920237.0,=294370949409.0,=151861976358.66,,=0.0339
2026-02-06,=32.6400,=32.6400,=32.6400,=32.6400,=299141407392.0,=295275592769.0,=152328669586.56,,=0.0338
2026-02-05,=32.5000,=32.5000,=32.5000,=32.5000,=297858325375.0,=294009092065.0,=151675299067.5,,=0.0339
2026-02-04,=31.9300,=31.9300,=31.9300,=31.9300,=292634348591.5,=288852624912.0,=149015147668.47,,=0.0345
2026-02-03,=31.8600,=31.8600,=31.8600,=31.8600,=291992807583.0,=288219374560.0,=148688462408.94,,=0.0346
2026-02-02,=31.6100,=31.6100,=31.6100,=31.6100,=289701589695.5,=285957766159.0,=147521729339.19,,=0.0349
2026-01-30,=31.3300,=31.3300,=31.3300,=31.3300,=287135425661.5,=283424764751.0,=146214988301.07,,=0.0352
2026-01-29,=32.2000,=32.2000,=32.2000,=32.2000,=295108863910.0,=291295161984.0,=150275219383.8,,=0.0342
2026-01-28,=32.0300,=32.0300,=32.0300,=32.0300,=293550835746.5,=289757268272.0,=149481840896.37,,=0.0344
2026-01-27,=31.9000,=31.9000,=31.9000,=31.9000,=292359402445.0,=288581231904.0,=148875139700.1,,=0.0345
2026-01-26,=32.3100,=32.3100,=32.3100,=32.3100,=296116999780.5,=292290269681.0,=150788581934.49,,=0.0341
2026-01-23,=31.9500,=31.9500,=31.9500,=31.9500,=292817646022.5,=289033553584.0,=149108486314.05,,=0.0345
2026-01-22,=32.0900,=32.0900,=32.0900,=32.0900,=294100728039.5001,=290300054288.0,=149761856833.11,,=0.0343
2026-01-21,=32.6000,=32.6000,=32.6000,=32.6000,=298774812530.0,=294913735425.0,=152141992295.4,,=0.0338
2026-01-20,=31.1400,=31.1400,=31.1400,=31.1400,=285394100067.0,=281705942366.0,=145328271168.06,,=0.0354
2026-01-19,=31.0100,=31.0100,=31.0100,=31.0100,=284202666765.5,=280529905998.0,=144721569971.79,,=0.0355
2026-01-16,=31.0000,=31.0000,=31.0000,=31.0000,=284111018050.0,=280439441662.0,=144674900649.0,,=0.0355
2026-01-15,=31.2900,=31.2900,=31.2900,=31.2900,=286768830799.5,=283062907407.0,=146028311009.91,,=0.0352
2026-01-14,=31.4300,=31.4300,=31.4300,=31.4300,=288051912816.5,=284329408111.0,=146681681528.97,,=0.0350
2026-01-13,=30.8700,=30.8700,=30.8700,=30.8700,=282919584748.5,=279263405294.0,=144068199452.73,,=0.0357
2026-01-12,=31.6400,=31.6400,=31.6400,=31.6400,=289976535842.0,=286229159167.0,=147661737307.56,,=0.0348
2026-01-09,=30.2600,=30.2600,=30.2600,=30.2600,=277329013103.0,=273745080797.0,=141221370762.54,,=0.0364
2026-01-08,=30.0100,=30.0100,=30.0100,=30.0100,=275037795215.5,=271483472396.0,=140054637692.79,,=0.0367
2026-01-07,=30.0700,=30.0700,=30.0700,=30.0700,=275587687508.5,=272026258412.0,=140334653629.53,,=0.0366
2026-01-06,=30.3900,=30.3900,=30.3900,=30.3900,=278520446404.5,=274921117165.0,=141828071958.81,,=0.0362
2026-01-05,=30.0000,=30.0000,=30.0000,=30.0000,=274946146500.0,=271393008060.0,=140007968370.0,,=0.0367
2025-12-31,=29.8400,=29.8400,=29.8400,=29.8400,=273479767052.0,=269945578684.0,=139261259205.36,,=0.0369
2025-12-30,=29.8500,=29.8500,=29.8500,=29.8500,=273571415767.5,=270036043020.0,=139307928528.15,,=0.0369
2025-12-29,=29.6000,=29.6000,=29.6000,=29.6000,=271280197880.0,=267774434619.0,=138141195458.4,,=0.0372
2025-12-26,=29.8200,=29.8200,=29.8200,=29.8200,=273296469621.0,=269764650012.0,=139167920559.78,,=0.0369
2025-12-25,=29.6300,=29.6300,=29.6300,=29.6300,=271555144026.5,=268045827627.0,=138281203426.77,,=0.0372
2025-12-24,=29.3300,=29.3300,=29.3300,=29.3300,=268805682561.5,=265331897547.0,=136881123743.07,,=0.0376
2025-12-23,=29.1400,=29.1400,=29.1400,=29.1400,=267064356967.0,=263613075162.0,=135994406610.06,,=0.0378
2025-12-22,=29.1500,=29.1500,=29.1500,=29.1500,=267156005682.5,=263703539498.0,=136041075932.85,,=0.0378
2025-12-19,=29.1900,=29.1900,=29.1900,=29.1900,=267522600544.5,=264065396842.0,=136227753224.01,,=0.0377
2025-12-18,=29.0200,=29.0200,=29.0200,=29.0200,=265964572381.0,=262527503130.0,=135434374736.58,,=0.0380
2025-12-17,=29.0700,=29.0700,=29.0700,=29.0700,=266422815958.5,=262979824810.0,=135667721350.53,,=0.0379
2025-12-16,=28.6900,=28.6900,=28.6900,=28.6900,=262940164769.5,=259542180041.0,=133894287084.51,,=0.0384
2025-12-15,=29.0200,=29.0200,=29.0200,=29.0200,=265964572381.0,=262527503130.0,=135434374736.58,,=0.0380
2025-12-12,=29.6300,=29.6300,=29.6300,=29.6300,=271555144026.5,=268045827627.0,=138281203426.77,,=0.0372
2025-12-11,=29.4000,=29.4000,=29.4000,=29.4000,=269447223570.0,=265965147899.0,=137207809002.6,,=0.0375
2025-12-10,=30.0000,=30.0000,=30.0000,=30.0000,=274946146500.0,=271393008060.0,=140007968370.0,,=0.0367
2025-12-09,=29.9900,=29.9900,=29.9900,=29.9900,=274854497784.5,=271302543724.0,=139961299047.21,,=0.0367
2025-12-08,=30.4300,=30.4300,=30.4300,=30.4300,=278887041266.5,=275282974509.0,=142014749249.97,,=0.0362
2025-12-05,=30.0700,=30.0700,=30.0700,=30.0700,=275587687508.5,=272026258412.0,=140334653629.53,,=0.0366
2025-12-04,=30.3500,=30.3500,=30.3500,=30.3500,=278153851542.5,=274559259821.0,=141641394667.65,,=0.0363
2025-12-03,=30.3400,=30.3400,=30.3400,=30.3400,=278062202827.0,=274468795485.0,=141594725344.86,,=0.0363
2025-12-02,=30.5200,=30.5200,=30.5200,=30.5200,=279711879706.0,=276097153533.0,=142434773155.08,,=0.0361
2025-12-01,=30.5800,=30.5800,=30.5800,=30.5800,=280261771999.0,=276639939549.0,=142714789091.82,,=0.0360
2025-11-28,=30.0200,=30.0200,=30.0200,=30.0200,=275129443931.0,=271573936732.0,=140101307015.58,,=0.0367
2025-11-27,=29.7300,=29.7300,=29.7300,=29.7300,=272471631181.5,=268950470987.0,=138747896654.67,,=0.0371
2025-11-26,=29.9000,=29.9000,=29.9000,=29.9000,=274029659345.0,=270488364700.0,=139541275142.1,,=0.0368
2025-11-25,=29.9900,=29.9900,=29.9900,=29.9900,=274854497784.5,=271302543724.0,=139961299047.21,,=0.0367
2025-11-24,=29.8600,=29.8600,=29.8600,=29.8600,=273663064483.0,=270126507356.0,=139354597850.94,,=0.0369
2025-11-21,=29.8200,=29.8200,=29.8200,=29.8200,=273296469621.0,=269764650012.0,=139167920559.78,,=0.0369
2025-11-20,=30.2300,=30.2300,=30.2300,=30.2300,=277054066956.5,=273473687788.0,=141081362794.17,,=0.0364
2025-11-19,=30.4200,=30.4200,=30.4200,=30.4200,=278795392551.0,=275192510173.0,=141968079927.18,,=0.0362
2025-11-18,=30.7300,=30.7300,=30.7300,=30.7300,=281636502731.5,=277996904589.0,=143414828933.67,,=0.0358
2025-11-17,=30.4600,=30.4600,=30.4600,=30.4600,=279161987413.0,=275554367517.0,=142154757218.34,,=0.0362
2025-11-14,=31.3100,=31.3100,=31.3100,=31.3100,=286952128230.5,=283243836079.0,=146121649655.49,,=0.0352
2025-11-13,=31.6900,=31.6900,=31.6900,=31.6900,=290434779419.5,=286681480847.0,=147895083921.51,,=0.0348
2025-11-12,=31.4300,=31.4300,=31.4300,=31.4300,=288051912816.5,=284329408111.0,=146681681528.97,,=0.0350
2025-11-11,=31.7200,=31.7200,=31.7200,=31.7200,=290709725566.0,=286952873855.0,=148035091889.88,,=0.0347
2025-11-10,=31.8100,=31.8100,=31.8100,=31.8100,=291534564005.5,=287767052880.0,=148455115794.99,,=0.0346
2025-11-07,=31.3700,=31.3700,=31.3700,=31.3700,=287502020523.5,=283786622095.0,=146401665592.23,,=0.0351
2025-11-06,=31.8000,=31.8000,=31.8000,=31.8000,=291442915290.0,=287676588544.0,=148408446472.2,,=0.0346
2025-11-05,=31.5000,=31.5000,=31.5000,=31.5000,=288693453825.0,=284962658463.0,=147008366788.5,,=0.0350
2025-11-04,=31.7900,=31.7900,=31.7900,=31.7900,=291351266574.5,=287586124208.0,=148361777149.41,,=0.0347
2025-11-03,=32.6000,=32.6000,=32.6000,=32.6000,=298774812530.0,=294913735425.0,=152141992295.4,,=0.0338
2025-10-31,=32.8700,=32.8700,=32.8700,=32.8700,=301249327848.5,=297356272498.0,=153402064010.73,,=0.0335
2025-10-30,=33.2200,=33.2200,=33.2200,=33.2200,=304457032891.0,=300522524258.0,=155035490308.38,,=0.0332
2025-10-29,=33.3500,=33.3500,=33.3500,=33.3500,=305648466192.5,=301698560627.0,=155642191504.65,,=0.0330
2025-10-28,=32.9800,=32.9800,=32.9800,=32.9800,=302257463719.0,=298351380194.0,=153915426561.42,,=0.0334
2025-10-27,=33.9000,=33.9000,=33.9000,=33.9000,=310689145545.0,=306674099108.0,=158209004258.1,,=0.0325
2025-10-24,=33.2900,=33.2900,=33.2900,=33.2900,=305098573899.5,=301155774611.0,=155362175567.91,,=0.0331
2025-10-23,=33.4300,=33.4300,=33.4300,=33.4300,=306381655916.5,=302422275315.0,=156015546086.97,,=0.0330
2025-10-22,=33.4700,=33.4700,=33.4700,=33.4700,=306748250778.5,=302784132659.0,=156202223378.13,,=0.0329
2025-10-21,=32.5800,=32.5800,=32.5800,=32.5800,=298591515099.0,=294732806753.0,=152048653649.82,,=0.0338
2025-10-20,=32.3600,=32.3600,=32.3600,=32.3600,=296575243358.0,=292742591361.0,=151021928548.44,,=0.0340
2025-10-17,=33.0600,=33.0600,=33.0600,=33.0600,=302990653443.0,=299075094882.0,=156547664358.3,,=0.0333
2025-10-16,=33.4000,=33.4000,=33.4000,=33.4000,=306106709770.0,=302150882307.0,=158157652437.0,,=0.0330
2025-10-15,=33.3700,=33.3700,=33.3700,=33.3700,=305831763623.5,=301879489299.0,=158015594665.35,,=0.0330
2025-10-14,=33.2500,=33.2500,=33.2500,=33.2500,=304731979037.5,=300793917267.0,=157447363578.75,,=0.0331
2025-10-13,=33.3600,=33.3600,=33.3600,=33.3600,=305740114908.0,=301789024963.0,=157968242074.8,,=0.0330
2025-10-10,=33.9100,=33.9100,=33.9100,=33.9100,=310780794260.5,=306764563444.0,=160572634555.05,,=0.0325
2025-10-09,=34.1700,=34.1700,=34.1700,=34.1700,=313163660863.5,=309116636180.0,=161803801909.35,,=0.0322
2025-09-30,=31.5200,=31.5200,=31.5200,=31.5200,=288876751256.0,=285143587135.0,=149255365413.6,,=0.0349
2025-09-29,=31.2200,=31.2200,=31.2200,=31.2200,=286127289791.0,=282429657054.0,=147834787697.1,,=0.0353
2025-09-26,=30.6600,=30.6600,=30.6600,=30.6600,=280994961723.0,=277363654237.0,=145183042626.3,,=0.0359
2025-09-25,=31.2400,=31.2400,=31.2400,=31.2400,=286310587222.0,=282610585726.0,=147929492878.2,,=0.0353
2025-09-24,=30.9700,=30.9700,=30.9700,=30.9700,=283836071903.5,=280168048654.0,=146650972933.35,,=0.0356
2025-09-23,=30.2900,=30.2900,=30.2900,=30.2900,=277603959249.5,=274016473805.0,=143430996775.95,,=0.0364
2025-09-22,=30.4100,=30.4100,=30.4100,=30.4100,=278703743835.5,=275102045837.0,=143999227862.55,,=0.0362
2025-09-19,=30.7100,=30.7100,=30.7100,=30.7100,=281453205300.5,=277815975917.0,=145419805579.05,,=0.0359
2025-09-18,=30.9200,=30.9200,=30.9200,=30.9200,=283377828326.0,=279715726974.0,=146414209980.6,,=0.0356
2025-09-17,=30.7500,=30.7500,=30.7500,=30.7500,=281819800162.5,=278177833262.0,=145609215941.25,,=0.0358
2025-09-16,=30.8700,=30.8700,=30.8700,=30.8700,=282919584748.5,=279263405294.0,=146177447027.85,,=0.0357
2025-09-15,=30.4900,=30.4900,=30.4900,=30.4900,=279436933559.5,=275825760525.0,=144378048586.95,,=0.0361
2025-09-12,=30.7500,=30.7500,=30.7500,=30.7500,=281819800162.5,=278177833262.0,=145609215941.25,,=0.0358
2025-09-11,=30.8900,=30.8900,=30.8900,=30.8900,=283102882179.5,=279444333966.0,=146272152208.95,,=0.0357
2025-09-10,=30.2000,=30.2000,=30.2000,=30.2000,=276779120810.0,=273202294780.0,=143004823461.0,,=0.0365
2025-09-09,=30.1800,=30.1800,=30.1800,=30.1800,=276595823379.0,=273021366108.0,=142910118279.9,,=0.0365
2025-09-08,=30.3300,=30.3300,=30.3300,=30.3300,=277970554111.5,=276450682265.0,=143620407138.15,,=0.0363
2025-09-05,=29.6200,=29.6200,=29.6200,=29.6200,=271463495311.0,=269979202396.0,=140258373209.1,,=0.0237
2025-09-04,=29.3000,=29.3000,=29.3000,=29.3000,=268530736415.0,=267062479075.0,=138743090311.5,,=0.0239
2025-09-03,=29.9000,=29.9000,=29.9000,=29.9000,=276072629947.4,=272531335302.0,=141584245744.5,,=0.0233
2025-09-02,=30.6400,=30.6400,=30.6400,=30.6400,=282905196708.64,=279276257982.0,=145088337445.2,,=0.0227
2025-09-01,=31.1500,=31.1500,=31.1500,=31.1500,=287614127854.9,=283924785775.0,=147503319563.25,,=0.0224
2025-08-29,=31.1700,=31.1700,=31.1700,=31.1700,=287798791821.4201,=284107080982.0,=147598024744.35,,=0.0223
2025-08-28,=31.1800,=31.1800,=31.1800,=31.1800,=287891123804.68,=284198228586.0,=147645377334.9,,=0.0223
2025-08-27,=30.8500,=30.8500,=30.8500,=30.8500,=284844168357.1001,=281190357661.0,=146082741846.75,,=0.0226
2025-08-26,=31.2800,=31.2800,=31.2800,=31.2800,=288814443637.28,=285109704624.0,=148118903240.4,,=0.0223
2025-08-25,=31.1800,=31.1800,=31.1800,=31.1800,=287891123804.68,=284198228586.0,=147645377334.9,,=0.0223
2025-08-22,=31.0900,=31.0900,=31.0900,=31.0900,=287060135955.34,=283377900152.0,=147219204019.95,,=0.0224
2025-08-21,=30.3300,=30.3300,=30.3300,=30.3300,=280042905227.58,=276450682265.0,=143620407138.15,,=0.0230
2025-08-20,=30.1900,=30.1900,=30.1900,=30.1900,=278750257461.94,=275174615812.0,=142957470870.45,,=0.0231
2025-08-19,=29.8600,=29.8600,=29.8600,=29.8600,=275703302014.36,=272166744887.0,=141394835382.3,,=0.0233
2025-08-18,=30.0200,=30.0200,=30.0200,=30.0200,=277180613746.52,=273625106548.0,=142152476831.1,,=0.0232
2025-08-15,=29.5600,=29.5600,=29.5600,=29.5600,=272933342516.56,=269432316774.0,=139974257665.8,,=0.0236
2025-08-14,=29.1900,=29.1900,=29.1900,=29.1900,=269517059135.94,=266059855434.0,=138222211815.45,,=0.0239
2025-08-13,=29.5200,=29.5200,=29.5200,=29.5200,=272564014583.52,=269067726359.0,=139784847303.6,,=0.0236
2025-08-12,=29.2500,=29.2500,=29.2500,=29.2500,=270071051035.5,=266606741057.0,=138506327358.75,,=0.0238
2025-08-11,=28.8500,=28.8500,=28.8500,=28.8500,=266377771705.1,=262960836905.0,=136612223736.75,,=0.0241
2025-08-08,=28.7700,=28.7700,=28.7700,=28.7700,=265639115839.02,=262231656075.0,=136233403012.35,,=0.0242
2025-08-07,=29.1500,=29.1500,=29.1500,=29.1500,=269147731202.9,=265695265019.0,=138032801453.25,,=0.0239
2025-08-06,=29.2800,=29.2800,=29.2800,=29.2800,=270348046985.28,=266880183868.0,=138648385130.4,,=0.0238
2025-08-05,=29.3300,=29.3300,=29.3300,=29.3300,=270809706901.58,=267335921887.0,=138885148083.15,,=0.0237
2025-08-04,=28.5700,=28.5700,=28.5700,=28.5700,=263792476173.82,=260408703999.0,=135286351201.35,,=0.0244
