date,市值(元),股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2026-04-27,168733251544.82,0.0474,13.7783,,,,,4.2574,,,,,13.7707,,,,,4.2574,,,,,4.3580,,,,
2026-04-24,173173921312.9,0.0462,14.1409,,,,,4.3694,,,,,14.1331,,,,,4.3694,,,,,4.4727,,,,
2026-04-23,173698505928.36,0.0461,14.1837,,,,,4.3827,,,,,14.1760,,,,,4.3827,,,,,4.4862,,,,
2026-04-22,167025301634.02,0.0263,13.5821,,,,,4.3070,,,,,13.5735,,,,,4.3070,,,,,4.4448,,,,
2026-04-21,166964303422.92,0.0263,13.5772,,,,,4.3054,,,,,13.5685,,,,,4.3054,,,,,4.4432,,,,
2026-04-20,169416431509.14,0.0259,13.7766,,,,,4.3687,,,,,13.7678,,,,,4.3687,,,,,4.5084,,,,
2026-04-17,170185008969.0,0.0258,13.8391,,,,,4.3885,,,,,13.8303,,,,,4.3885,,,,,4.5289,,,,
2026-04-16,172210149577.52,0.0255,14.0038,,,,,4.4407,,,,,13.9948,,,,,4.4407,,,,,4.5828,,,,
2026-04-15,169636025069.1,0.0259,13.7944,,,,,4.3743,,,,,13.7856,,,,,4.3743,,,,,4.5143,,,,
2026-04-14,169648224711.32,0.0259,13.7954,,,,,4.3746,,,,,13.7866,,,,,4.3746,,,,,4.5146,,,,
2026-04-13,165610143136.5,0.0265,13.4671,,,,,4.2705,,,,,13.4585,,,,,4.2705,,,,,4.4071,,,,
2026-04-10,169428631151.36,0.0259,13.7776,,,,,4.3690,,,,,13.7688,,,,,4.3690,,,,,4.5087,,,,
2026-04-09,169953215766.82,0.0258,13.8202,,,,,4.3825,,,,,13.8114,,,,,4.3825,,,,,4.5227,,,,
2026-04-08,175601650114.68,0.0250,14.2796,,,,,4.5282,,,,,14.2704,,,,,4.5282,,,,,4.6730,,,,
2026-04-07,172393144210.82,0.0255,14.0186,,,,,4.4454,,,,,14.0097,,,,,4.4454,,,,,4.5876,,,,
2026-04-03,172868930257.4,0.0254,14.0573,,,,,4.4577,,,,,14.0484,,,,,4.4577,,,,,4.6003,,,,
2026-04-02,175748045821.32,0.0250,14.2915,,,,,4.5319,,,,,14.2823,,,,,4.5319,,,,,4.6769,,,,
2026-04-01,176138434372.36,0.0249,14.3232,,,,,4.5420,,,,,14.3141,,,,,4.5420,,,,,4.6873,,,,
2026-03-31,174528081599.32,0.0252,14.1923,,,,,4.5005,,,,,14.1832,,,,,4.5005,,,,,4.6444,,,,
2026-03-30,178944352082.96,0.0245,14.5514,,,,,4.6144,,,,,14.5421,,,,,4.6144,,,,,4.7620,,,,
2026-03-27,181115888398.12,0.0242,14.7280,,,,,4.6704,,,,,14.7186,,,,,4.6704,,,,,4.8198,,,,
2026-03-26,180310712011.6,0.0244,14.6625,,,,,4.6496,,,,,14.6531,,,,,4.6496,,,,,4.7983,,,,
2026-03-25,182030861564.62,0.0241,14.8024,,,,,4.6940,,,,,14.7929,,,,,4.6940,,,,,4.8441,,,,
2026-03-24,181103688755.9,0.0243,14.7270,,,,,4.6700,,,,,14.7176,,,,,4.6700,,,,,4.8194,,,,
2026-03-23,181677071940.24,0.0242,14.7736,,,,,4.6848,,,,,14.7642,,,,,4.6848,,,,,4.8347,,,,
2026-03-20,187703695196.92,0.0234,15.2637,,,,,4.8402,,,,,15.2539,,,,,4.8402,,,,,4.9951,,,,
2026-03-19,190485213623.08,0.0231,15.4899,,,,,4.9120,,,,,15.4800,,,,,4.9120,,,,,5.0691,,,,
2026-03-18,192986140278.18,0.0228,15.6932,,,,,4.9765,,,,,15.6832,,,,,4.9765,,,,,5.1356,,,,
2026-03-17,196133647970.94,0.0224,15.9492,,,,,5.0576,,,,,15.9390,,,,,5.0576,,,,,5.2194,,,,
2026-03-16,196133647970.94,0.0224,15.9492,,,,,5.0576,,,,,15.9390,,,,,5.0576,,,,,5.2194,,,,
2026-03-13,194303701637.94,0.0226,15.8004,,,,,5.0104,,,,,15.7903,,,,,5.0104,,,,,5.1707,,,,
2026-03-12,192449356020.5,0.0228,15.6496,,,,,4.9626,,,,,15.6396,,,,,4.9626,,,,,5.1214,,,,
2026-03-11,191412386431.8,0.0229,15.5652,,,,,4.9359,,,,,15.5553,,,,,4.9359,,,,,5.0938,,,,
2026-03-10,192376158167.18,0.0228,15.6436,,,,,4.9607,,,,,15.6336,,,,,4.9607,,,,,5.1194,,,,
2026-03-09,194169505573.52,0.0226,15.7895,,,,,5.0070,,,,,15.7794,,,,,5.0070,,,,,5.1671,,,,
2026-03-06,196060450117.62,0.0224,15.9432,,,,,5.0557,,,,,15.9330,,,,,5.0557,,,,,5.2175,,,,
2026-03-05,190229021136.46,0.0231,15.4690,,,,,4.9054,,,,,15.4592,,,,,4.9054,,,,,5.0623,,,,
2026-03-04,190314418632.0,0.0231,15.4760,,,,,4.9076,,,,,15.4661,,,,,4.9076,,,,,5.0645,,,,
2026-03-03,197243815412.96,0.0223,16.0394,,,,,5.0862,,,,,16.0292,,,,,5.0862,,,,,5.2489,,,,
2026-03-02,193388728471.44,0.0227,15.7260,,,,,4.9868,,,,,15.7159,,,,,4.9868,,,,,5.1464,,,,
2026-02-27,196597234375.3,0.0223,15.9869,,,,,5.0696,,,,,15.9767,,,,,5.0696,,,,,5.2317,,,,
2026-02-26,196877826146.36,0.0223,16.0097,,,,,5.0768,,,,,15.9995,,,,,5.0768,,,,,5.2392,,,,
2026-02-25,199976535270.24,0.0220,16.2617,,,,,5.1567,,,,,16.2513,,,,,5.1567,,,,,5.3217,,,,
2026-02-24,199561747434.76,0.0220,16.2279,,,,,5.1460,,,,,16.2176,,,,,5.1460,,,,,5.3106,,,,
2026-02-13,202318866576.48,0.0365,16.4521,,,,,5.2171,,,,,16.4416,,,,,5.2171,,,,,5.3840,,,,
2026-02-12,202892249760.82,0.0364,16.4988,,,,,5.2319,,,,,16.4882,,,,,5.2319,,,,,5.3993,,,,
2026-02-11,206979129904.52,0.0357,16.8311,,,,,5.3373,,,,,16.8204,,,,,5.3373,,,,,5.5080,,,,
2026-02-10,207735507722.16,0.0356,16.8926,,,,,5.3568,,,,,16.8818,,,,,5.3568,,,,,5.5281,,,,
2026-02-09,213127749583.4,0.0347,17.3311,,,,,5.4958,,,,,17.3200,,,,,5.4958,,,,,5.6716,,,,
2026-02-06,213615735272.2,0.0346,17.3708,,,,,5.5084,,,,,17.3597,,,,,5.5084,,,,,5.6846,,,,
2026-02-05,219849752446.62,0.0336,17.8777,,,,,5.6692,,,,,17.8663,,,,,5.6692,,,,,5.8505,,,,
2026-02-04,220301139208.76,0.0336,17.9144,,,,,5.6808,,,,,17.9030,,,,,5.6808,,,,,5.8625,,,,
2026-02-03,212700762105.7,0.0348,17.2964,,,,,5.4848,,,,,17.2853,,,,,5.4848,,,,,5.6603,,,,
2026-02-02,211663792517.0,0.0349,17.2120,,,,,5.4581,,,,,17.2011,,,,,5.4581,,,,,5.6327,,,,
2026-01-30,208626081604.22,0.0354,16.9650,,,,,5.3798,,,,,16.9542,,,,,5.3798,,,,,5.5518,,,,
2026-01-29,216446052267.24,0.0342,17.6009,,,,,5.5814,,,,,17.5897,,,,,5.5814,,,,,5.7599,,,,
2026-01-28,196768029366.38,0.0376,16.0008,,,,,5.0740,,,,,15.9906,,,,,5.0740,,,,,5.2363,,,,
2026-01-27,196731430439.72,0.0376,15.9978,,,,,5.0730,,,,,15.9876,,,,,5.0730,,,,,5.2353,,,,
2026-01-26,200537718812.36,0.0369,16.3073,,,,,5.1712,,,,,16.2969,,,,,5.1712,,,,,5.3366,,,,
2026-01-23,201001305216.72,0.0368,16.3450,,,,,5.1831,,,,,16.3346,,,,,5.1831,,,,,5.3489,,,,
2026-01-22,203282638311.86,0.0364,16.5305,,,,,5.2420,,,,,16.5200,,,,,5.2420,,,,,5.4096,,,,
2026-01-21,203721825431.78,0.0363,16.5662,,,,,5.2533,,,,,16.5557,,,,,5.2533,,,,,5.4213,,,,
2026-01-20,208601682319.78,0.0354,16.9630,,,,,5.3791,,,,,16.9522,,,,,5.3791,,,,,5.5512,,,,
2026-01-19,206613140637.92,0.0358,16.8013,,,,,5.3278,,,,,16.7906,,,,,5.3278,,,,,5.4983,,,,
2026-01-16,210285232946.14,0.0352,17.0999,,,,,5.4225,,,,,17.0890,,,,,5.4225,,,,,5.5960,,,,
2026-01-15,212615364610.16,0.0348,17.2894,,,,,5.4826,,,,,17.2784,,,,,5.4826,,,,,5.6580,,,,
2026-01-14,214079321676.56,0.0345,17.4085,,,,,5.5204,,,,,17.3974,,,,,5.5204,,,,,5.6970,,,,
2026-01-13,215909268009.56,0.0342,17.5573,,,,,5.5676,,,,,17.5461,,,,,5.5676,,,,,5.7457,,,,
2026-01-12,219386166042.26,0.0337,17.8400,,,,,5.6572,,,,,17.8286,,,,,5.6572,,,,,5.8382,,,,
2026-01-09,215384683394.1,0.0343,17.5146,,,,,5.5540,,,,,17.5035,,,,,5.5540,,,,,5.7317,,,,
2026-01-08,215323685183.0,0.0343,17.5097,,,,,5.5525,,,,,17.4985,,,,,5.5525,,,,,5.7301,,,,
2026-01-07,216531449762.78,0.0341,17.6079,,,,,5.5836,,,,,17.5966,,,,,5.5836,,,,,5.7622,,,,
2026-01-06,218483392517.98,0.0338,17.7666,,,,,5.6339,,,,,17.7553,,,,,5.6339,,,,,5.8142,,,,
2026-01-05,215921467651.78,0.0342,17.5583,,,,,5.5679,,,,,17.5471,,,,,5.5679,,,,,5.7460,,,,
2025-12-31,209467856917.4,0.0353,17.0335,,,,,5.4015,,,,,17.0226,,,,,5.4015,,,,,5.5742,,,,
2025-12-30,211114808617.1,0.0350,17.1674,,,,,5.4439,,,,,17.1565,,,,,5.4439,,,,,5.6181,,,,
2025-12-29,213493738850.0,0.0346,17.3609,,,,,5.5053,,,,,17.3498,,,,,5.5053,,,,,5.6814,,,,
2025-12-26,216787642249.4,0.0341,17.6287,,,,,5.5902,,,,,17.6175,,,,,5.5902,,,,,5.7690,,,,
2025-12-25,217971007544.74,0.0339,17.7249,,,,,5.6207,,,,,17.7136,,,,,5.6207,,,,,5.8005,,,,
2025-12-24,214225717383.2,0.0345,17.4204,,,,,5.5242,,,,,17.4093,,,,,5.5242,,,,,5.7009,,,,
2025-12-23,216299656560.6,0.0342,17.5890,,,,,5.5776,,,,,17.5778,,,,,5.5776,,,,,5.7560,,,,
2025-12-22,217336626149.3,0.0340,17.6734,,,,,5.6044,,,,,17.6621,,,,,5.6044,,,,,5.7836,,,,
2025-12-19,217885610049.2,0.0339,17.7180,,,,,5.6185,,,,,17.7067,,,,,5.6185,,,,,5.7983,,,,
2025-12-18,216067863358.42,0.0342,17.5702,,,,,5.5717,,,,,17.5590,,,,,5.5717,,,,,5.7499,,,,
2025-12-17,216751043322.74,0.0341,17.6257,,,,,5.5893,,,,,17.6145,,,,,5.5893,,,,,5.7681,,,,
2025-12-16,216873039744.94,0.0341,17.6357,,,,,5.5924,,,,,17.6244,,,,,5.5924,,,,,5.7713,,,,
2025-12-15,219056775702.32,0.0337,17.8132,,,,,5.6487,,,,,17.8019,,,,,5.6487,,,,,5.8294,,,,
2025-12-12,219715556382.2,0.0336,17.8668,,,,,5.6657,,,,,17.8554,,,,,5.6657,,,,,5.8469,,,,
2025-12-11,218532191086.86,0.0338,17.7706,,,,,5.6352,,,,,17.7592,,,,,5.6352,,,,,5.8155,,,,
2025-12-10,219361766757.82,0.0337,17.8380,,,,,5.6566,,,,,17.8267,,,,,5.6566,,,,,5.8375,,,,
2025-12-09,218715185720.16,0.0338,17.7855,,,,,5.6399,,,,,17.7741,,,,,5.6399,,,,,5.8203,,,,
2025-12-08,219776554593.3,0.0336,17.8718,,,,,5.6673,,,,,17.8604,,,,,5.6673,,,,,5.8486,,,,
2025-12-05,222094486615.1,0.0333,18.0603,,,,,5.7271,,,,,18.0487,,,,,5.7271,,,,,5.9103,,,,
2025-12-04,221033117741.96,0.0334,17.9739,,,,,5.6997,,,,,17.9625,,,,,5.6997,,,,,5.8820,,,,
2025-12-03,228865288047.2,0.0323,18.6108,,,,,5.9017,,,,,18.5990,,,,,5.9017,,,,,6.0904,,,,
2025-12-02,234428324899.52,0.0315,19.0632,,,,,6.0451,,,,,19.0511,,,,,6.0451,,,,,6.2385,,,,
2025-12-01,236404666939.16,0.0313,19.2239,,,,,6.0961,,,,,19.2117,,,,,6.0961,,,,,6.2911,,,,
2025-11-28,237039048334.6,0.0312,19.2755,,,,,6.1124,,,,,19.2632,,,,,6.1124,,,,,6.3080,,,,
2025-11-27,238503005401.0,0.0310,19.3946,,,,,6.1502,,,,,19.3822,,,,,6.1502,,,,,6.3469,,,,
2025-11-26,235819084112.6,0.0314,19.1763,,,,,6.0810,,,,,19.1641,,,,,6.0810,,,,,6.2755,,,,
2025-11-25,235440895203.78,0.0314,19.1456,,,,,6.0712,,,,,19.1333,,,,,6.0712,,,,,6.2654,,,,
2025-11-24,234721116312.8,0.0315,19.0870,,,,,6.0527,,,,,19.0748,,,,,6.0527,,,,,6.2463,,,,
2025-11-21,235453094846.0,0.0314,19.1465,,,,,6.0715,,,,,19.1343,,,,,6.0715,,,,,6.2657,,,,
2025-11-20,235941080534.8,0.0313,19.1862,,,,,6.0841,,,,,19.1740,,,,,6.0841,,,,,6.2787,,,,
2025-11-19,238246812914.38,0.0310,19.3737,,,,,6.1436,,,,,19.3614,,,,,6.1436,,,,,6.3401,,,,
2025-11-18,240223154954.02,0.0308,19.5344,,,,,6.1945,,,,,19.5220,,,,,6.1945,,,,,6.3927,,,,
2025-11-17,242760680535.78,0.0305,19.7408,,,,,6.2600,,,,,19.7282,,,,,6.2600,,,,,6.4602,,,,
2025-11-14,239820566760.76,0.0308,19.5017,,,,,6.1842,,,,,19.4893,,,,,6.1842,,,,,6.3820,,,,
2025-11-13,245212808622.0,0.0301,19.9402,,,,,6.3232,,,,,19.9275,,,,,6.3232,,,,,6.5255,,,,
2025-11-12,242187297351.44,0.0305,19.6942,,,,,6.2452,,,,,19.6816,,,,,6.2452,,,,,6.4450,,,,
2025-11-11,243456060142.32,0.0304,19.7973,,,,,6.2779,,,,,19.7847,,,,,6.2779,,,,,6.4787,,,,
2025-11-10,242760680535.78,0.0305,19.7408,,,,,6.2600,,,,,19.7282,,,,,6.2600,,,,,6.4602,,,,
2025-11-07,228255305936.2,0.0324,18.5612,,,,,5.8859,,,,,18.5494,,,,,5.8859,,,,,6.0742,,,,
2025-11-06,229341074093.78,0.0322,18.6495,,,,,5.9139,,,,,18.6376,,,,,5.9139,,,,,6.1031,,,,
2025-11-05,229816860140.36,0.0322,18.6882,,,,,5.9262,,,,,18.6763,,,,,5.9262,,,,,6.1158,,,,
2025-11-04,230451241535.8,0.0321,18.7398,,,,,5.9426,,,,,18.7279,,,,,5.9426,,,,,6.1326,,,,
2025-11-03,235575091268.2,0.0314,19.1565,,,,,6.0747,,,,,19.1442,,,,,6.0747,,,,,6.2690,,,,
2025-10-31,232403184291.0,0.0318,18.8985,,,,,5.9929,,,,,18.8865,,,,,5.9929,,,,,6.1846,,,,
2025-10-30,229365473378.22,0.0322,18.5901,,,,,6.3946,,,,,18.5682,,,,,6.3946,,,,,6.1610,,,,
2025-10-29,227608724898.54,0.0325,18.4477,,,,,6.3456,,,,,18.4259,,,,,6.3456,,,,,6.1138,,,,
2025-10-28,228487099138.38,0.0324,18.5189,,,,,6.3701,,,,,18.4971,,,,,6.3701,,,,,6.1374,,,,
2025-10-27,225510386436.7,0.0328,18.2776,,,,,6.2871,,,,,18.2561,,,,,6.2871,,,,,6.0574,,,,
2025-10-24,224937003252.36,0.0329,18.2311,,,,,6.2711,,,,,18.2097,,,,,6.2711,,,,,6.0420,,,,
2025-10-23,231183220069.0,0.0320,18.7374,,,,,6.4452,,,,,18.7153,,,,,6.4452,,,,,6.2098,,,,
2025-10-22,229731462644.82,0.0322,18.6197,,,,,6.4048,,,,,18.5978,,,,,6.4048,,,,,6.1708,,,,
2025-10-21,231451612197.84,0.0319,18.7591,,,,,6.4527,,,,,18.7370,,,,,6.4527,,,,,6.2170,,,,
2025-10-20,233708546008.54,0.0316,18.9421,,,,,6.5156,,,,,18.9198,,,,,6.5156,,,,,6.2776,,,,
2025-10-17,238990991089.8,0.0309,19.3702,,,,,6.6629,,,,,19.3474,,,,,6.6629,,,,,6.4195,,,,
2025-10-16,242528887333.6,0.0305,19.6570,,,,,6.7615,,,,,19.6338,,,,,6.7615,,,,,6.5146,,,,
2025-10-15,235758085901.5,0.0314,19.1082,,,,,6.5728,,,,,19.0857,,,,,6.5728,,,,,6.3327,,,,
2025-10-14,234025736706.26,0.0316,18.9678,,,,,6.5245,,,,,18.9454,,,,,6.5245,,,,,6.2862,,,,
2025-10-13,228121109871.78,0.0324,18.4892,,,,,6.3599,,,,,18.4674,,,,,6.3599,,,,,6.1276,,,,
2025-10-10,230207248691.4,0.0321,18.6583,,,,,6.4180,,,,,18.6363,,,,,6.4180,,,,,6.1836,,,,
2025-10-09,232268988226.58,0.0318,18.8254,,,,,6.4755,,,,,18.8032,,,,,6.4755,,,,,6.2390,,,,
2025-09-30,236685258710.22,0.0312,19.1833,,,,,6.5986,,,,,19.1607,,,,,6.5986,,,,,6.3576,,,,
2025-09-29,237344039390.1,0.0311,19.2367,,,,,6.6170,,,,,19.2141,,,,,6.6170,,,,,6.3753,,,,
2025-09-26,233208360677.52,0.0317,18.9015,,,,,6.5017,,,,,18.8793,,,,,6.5017,,,,,6.2642,,,,
2025-09-25,234721116312.8,0.0315,19.0241,,,,,6.5439,,,,,19.0017,,,,,6.5439,,,,,6.3048,,,,
2025-09-24,237417237243.42,0.0311,19.2427,,,,,6.6190,,,,,19.2200,,,,,6.6190,,,,,6.3773,,,,
2025-09-23,236441265865.82,0.0313,19.1636,,,,,6.5918,,,,,19.1410,,,,,6.5918,,,,,6.3510,,,,
2025-09-22,239112987512.0,0.0309,19.3801,,,,,6.6663,,,,,19.3573,,,,,6.6663,,,,,6.4228,,,,
2025-09-19,243992844400.0,0.0303,19.7756,,,,,6.8024,,,,,19.7523,,,,,6.8024,,,,,6.5539,,,,
2025-09-18,245212808622.0,0.0301,19.8745,,,,,6.8364,,,,,19.8511,,,,,6.8364,,,,,6.5867,,,,
2025-09-17,249421685187.9,0.0296,20.2156,,,,,6.9537,,,,,20.1918,,,,,6.9537,,,,,6.6997,,,,
2025-09-16,254228344222.58,0.0291,20.6052,,,,,7.0877,,,,,20.5809,,,,,7.0877,,,,,6.8288,,,,
2025-09-15,253569563542.7,0.0292,20.5518,,,,,7.0694,,,,,20.5276,,,,,7.0694,,,,,6.8111,,,,
2025-09-12,251629820429.72,0.0294,20.3946,,,,,7.0153,,,,,20.3706,,,,,7.0153,,,,,6.7590,,,,
2025-09-11,253630561753.8,0.0291,20.5567,,,,,7.0711,,,,,20.5325,,,,,7.0711,,,,,6.8128,,,,
2025-09-10,251215032594.24,0.0294,20.3610,,,,,7.0037,,,,,20.3370,,,,,7.0037,,,,,6.7479,,,,
2025-09-09,251056437245.38,0.0294,20.3481,,,,,6.9993,,,,,20.3241,,,,,6.9993,,,,,6.7436,,,,
2025-09-08,248836102361.34,0.0297,20.1682,,,,,6.9374,,,,,20.1444,,,,,6.9374,,,,,6.6840,,,,
2025-09-05,244029443326.66,0.0303,19.7786,,,,,6.8034,,,,,19.7553,,,,,6.8034,,,,,6.5549,,,,
2025-09-04,240650142431.72,0.0307,19.5047,,,,,6.7092,,,,,19.4817,,,,,6.7092,,,,,6.4641,,,,
2025-09-03,242297094131.42,0.0305,19.6382,,,,,6.7551,,,,,19.6150,,,,,6.7551,,,,,6.5083,,,,
2025-09-02,244163639391.08,0.0303,19.7895,,,,,6.8071,,,,,19.7661,,,,,6.8071,,,,,6.5585,,,,
2025-09-01,244724822933.2,0.0302,19.8349,,,,,6.8228,,,,,19.8116,,,,,6.8228,,,,,6.5735,,,,
2025-08-29,246457172128.44,0.0300,19.9753,,,,,6.8711,,,,,19.9518,,,,,6.8711,,,,,6.6201,,,,
2025-08-28,241077129909.42,0.0307,19.0906,,,,,7.0903,,,,,19.0717,,,,,7.0903,,,,,6.4813,,,,
2025-08-27,242699682324.68,0.0305,19.2191,,,,,7.1380,,,,,19.2000,,,,,7.1380,,,,,6.5250,,,,
2025-08-26,253630561753.8,0.0291,20.0847,,,,,7.4595,,,,,20.0648,,,,,7.4595,,,,,6.8188,,,,
2025-08-25,250922241180.96,0.0295,19.8702,,,,,7.3798,,,,,19.8505,,,,,7.3798,,,,,6.7460,,,,
2025-08-22,239771768191.88,0.0308,18.9872,,,,,7.0519,,,,,18.9684,,,,,7.0519,,,,,6.4463,,,,
2025-08-21,237173244399.02,0.0312,18.7815,,,,,6.9754,,,,,18.7628,,,,,6.9754,,,,,6.3764,,,,
