date,市值(元),股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2026-03-05,598073366390.16,0.0436,6.8568,,,,,1.6918,,,,,0.5987,,,,,6.8951,,,,,0.5987,,,,
2026-03-04,592068613715.5599,0.0440,6.7880,,,,,1.6748,,,,,0.5927,,,,,6.8259,,,,,0.5927,,,,
2026-03-03,605279069599.6799,0.0431,6.9394,,,,,1.7122,,,,,0.6059,,,,,6.9782,,,,,0.6059,,,,
2026-03-02,599274316925.08,0.0435,6.8706,,,,,1.6952,,,,,0.5999,,,,,6.9089,,,,,0.5999,,,,
2026-02-27,596872415855.2399,0.0437,6.8431,,,,,1.6884,,,,,0.5975,,,,,6.8812,,,,,0.5975,,,,
2026-02-26,598073366390.16,0.0436,6.8568,,,,,1.6918,,,,,0.5987,,,,,6.8951,,,,,0.5987,,,,
2026-02-25,601676217994.9199,0.0433,6.8981,,,,,1.7020,,,,,0.6023,,,,,6.9366,,,,,0.6023,,,,
2026-02-24,606480020134.5999,0.0430,6.9532,,,,,1.7156,,,,,0.6072,,,,,6.9920,,,,,0.6072,,,,
2026-02-13,608881921204.44,0.0428,6.9807,,,,,1.7224,,,,,0.6096,,,,,7.0197,,,,,0.6096,,,,
2026-02-12,613685723344.12,0.0425,7.0358,,,,,1.7360,,,,,0.6144,,,,,7.0751,,,,,0.6144,,,,
2026-02-11,623293327623.48,0.0418,7.1460,,,,,1.7632,,,,,0.6240,,,,,7.1858,,,,,0.6240,,,,
2026-02-10,624494278158.3999,0.0417,7.1597,,,,,1.7666,,,,,0.6252,,,,,7.1997,,,,,0.6252,,,,
2026-02-09,622092377088.5599,0.0419,7.1322,,,,,1.7598,,,,,0.6228,,,,,7.1720,,,,,0.6228,,,,
2026-02-06,622092377088.5599,0.0419,7.1322,,,,,1.7598,,,,,0.6228,,,,,7.1720,,,,,0.6228,,,,
2026-02-05,623293327623.48,0.0418,7.1460,,,,,1.7632,,,,,0.6240,,,,,7.1858,,,,,0.6240,,,,
2026-02-04,613685723344.12,0.0425,7.0358,,,,,1.7360,,,,,0.6144,,,,,7.0751,,,,,0.6144,,,,
2026-02-03,604078119064.76,0.0432,6.9257,,,,,1.7088,,,,,0.6047,,,,,6.9643,,,,,0.6047,,,,
2026-02-02,612484772809.1998,0.0426,7.0221,,,,,1.7326,,,,,0.6132,,,,,7.0612,,,,,0.6132,,,,
2026-01-30,607680970669.5199,0.0429,6.9670,,,,,1.7190,,,,,0.6084,,,,,7.0059,,,,,0.6084,,,,
2026-01-29,611283822274.2799,0.0426,7.0083,,,,,1.7292,,,,,0.6120,,,,,7.0474,,,,,0.6120,,,,
2026-01-28,605279069599.6799,0.0431,6.9394,,,,,1.7122,,,,,0.6059,,,,,6.9782,,,,,0.6059,,,,
2026-01-27,607680970669.5199,0.0429,6.9670,,,,,1.7190,,,,,0.6084,,,,,7.0059,,,,,0.6084,,,,
2026-01-26,610082871739.36,0.0427,6.9945,,,,,1.7258,,,,,0.6108,,,,,7.0335,,,,,0.6108,,,,
2026-01-23,606480020134.5999,0.0430,6.9532,,,,,1.7156,,,,,0.6072,,,,,6.9920,,,,,0.6072,,,,
2026-01-22,611283822274.2799,0.0426,7.0083,,,,,1.7292,,,,,0.6120,,,,,7.0474,,,,,0.6120,,,,
2026-01-21,610082871739.36,0.0427,6.9945,,,,,1.7258,,,,,0.6108,,,,,7.0335,,,,,0.6108,,,,
2026-01-20,623293327623.48,0.0418,7.1460,,,,,1.7632,,,,,0.6240,,,,,7.1858,,,,,0.6240,,,,
2026-01-19,617288574948.8799,0.0422,7.0771,,,,,1.7462,,,,,0.6180,,,,,7.1166,,,,,0.6180,,,,
2026-01-16,620891426553.6399,0.0420,7.1184,,,,,1.7564,,,,,0.6216,,,,,7.1582,,,,,0.6216,,,,
2026-01-15,622092377088.5599,0.0419,7.1322,,,,,1.7598,,,,,0.6228,,,,,7.1720,,,,,0.6228,,,,
2026-01-14,634101882437.76,0.0411,7.2699,,,,,1.7938,,,,,0.6348,,,,,7.3105,,,,,0.6348,,,,
2026-01-13,644910437252.0399,0.0404,7.3938,,,,,1.8243,,,,,0.6456,,,,,7.4351,,,,,0.6456,,,,
2026-01-12,641307585647.2799,0.0406,7.3525,,,,,1.8141,,,,,0.6420,,,,,7.3935,,,,,0.6420,,,,
2026-01-09,650915189926.6399,0.0400,7.4627,,,,,1.8413,,,,,0.6421,,,,,7.5043,,,,,0.6421,,,,
2026-01-08,649714239391.72,0.0401,7.4489,,,,,1.8379,,,,,0.6410,,,,,7.4905,,,,,0.6410,,,,
2026-01-07,652116140461.5599,0.0400,7.4764,,,,,1.8447,,,,,0.6433,,,,,7.5181,,,,,0.6433,,,,
2026-01-06,661723744740.9199,0.0394,7.5866,,,,,1.8719,,,,,0.6528,,,,,7.6289,,,,,0.6528,,,,
2026-01-05,654518041531.3999,0.0398,7.5040,,,,,1.8515,,,,,0.6457,,,,,7.5458,,,,,0.6457,,,,
2025-12-31,654518041531.3999,0.0398,7.5040,,,,,1.8515,,,,,0.6457,,,,,7.5458,,,,,0.6457,,,,
2025-12-30,655718992066.32,0.0398,7.5177,,,,,1.8549,,,,,0.6469,,,,,7.5597,,,,,0.6469,,,,
2025-12-29,653317090996.48,0.0399,7.4902,,,,,1.8481,,,,,0.6445,,,,,7.5320,,,,,0.6445,,,,
2025-12-26,648513288856.7999,0.0402,7.4351,,,,,1.8345,,,,,0.6398,,,,,7.4766,,,,,0.6398,,,,
2025-12-25,649714239391.72,0.0401,7.4489,,,,,1.8379,,,,,0.6410,,,,,7.4905,,,,,0.6410,,,,
2025-12-24,648513288856.7999,0.0402,7.4351,,,,,1.8345,,,,,0.6398,,,,,7.4766,,,,,0.6398,,,,
2025-12-23,654518041531.3999,0.0398,7.5040,,,,,1.8515,,,,,0.6457,,,,,7.5458,,,,,0.6457,,,,
2025-12-22,652116140461.5599,0.0400,7.4764,,,,,1.8447,,,,,0.6433,,,,,7.5181,,,,,0.6433,,,,
2025-12-19,650915189926.6399,0.0400,7.4627,,,,,1.8413,,,,,0.6421,,,,,7.5043,,,,,0.6421,,,,
2025-12-18,653317090996.48,0.0399,7.4902,,,,,1.8481,,,,,0.6445,,,,,7.5320,,,,,0.6445,,,,
2025-12-17,646111387786.96,0.0403,7.4076,,,,,1.8277,,,,,0.6374,,,,,7.4489,,,,,0.6374,,,,
2025-12-16,642508536182.1998,0.0406,7.3663,,,,,1.8175,,,,,0.6338,,,,,7.4074,,,,,0.6338,,,,
2025-12-15,648513288856.7999,0.0402,7.4351,,,,,1.8345,,,,,0.6398,,,,,7.4766,,,,,0.6398,,,,
2025-12-12,649714239391.72,0.0401,7.4489,,,,,1.8379,,,,,0.6410,,,,,7.4905,,,,,0.6410,,,,
2025-12-11,658120893136.1599,0.0396,7.5453,,,,,1.8617,,,,,0.6492,,,,,7.5874,,,,,0.6492,,,,
2025-12-10,654518041531.3999,0.0398,7.5040,,,,,1.8515,,,,,0.6457,,,,,7.5458,,,,,0.6457,,,,
2025-12-09,665326596345.6799,0.0392,7.6279,,,,,1.8821,,,,,0.6564,,,,,7.6704,,,,,0.6564,,,,
2025-12-08,668929447950.44,0.0390,7.6692,,,,,1.8923,,,,,0.6599,,,,,7.7120,,,,,0.6599,,,,
2025-12-05,667728497415.5199,0.0390,7.6554,,,,,1.8889,,,,,0.6587,,,,,7.6981,,,,,0.6587,,,,
2025-12-04,668929447950.44,0.0390,7.6692,,,,,1.8923,,,,,0.6599,,,,,7.7120,,,,,0.6599,,,,
2025-12-03,672532299555.1998,0.0388,7.7105,,,,,1.9025,,,,,0.6635,,,,,7.7535,,,,,0.6635,,,,
2025-12-02,680938953299.6399,0.0383,7.8069,,,,,1.9262,,,,,0.6718,,,,,7.8504,,,,,0.6718,,,,
2025-12-01,684541804904.3999,0.0381,7.8482,,,,,1.9364,,,,,0.6753,,,,,7.8920,,,,,0.6753,,,,
2025-11-28,682139903834.5599,0.0382,7.8206,,,,,1.9296,,,,,0.6729,,,,,7.8643,,,,,0.6729,,,,
2025-11-27,695350359718.6799,0.0375,7.9721,,,,,1.9670,,,,,0.6860,,,,,8.0166,,,,,0.6860,,,,
2025-11-26,695350359718.6799,0.0375,7.9721,,,,,1.9670,,,,,0.6860,,,,,8.0166,,,,,0.6860,,,,
2025-11-25,706158914532.9598,0.0369,8.0960,,,,,1.9976,,,,,0.6966,,,,,8.1412,,,,,0.6966,,,,
2025-11-24,695350359718.6799,0.0375,7.9721,,,,,1.9670,,,,,0.6860,,,,,8.0166,,,,,0.6860,,,,
2025-11-21,697752260788.5199,0.0374,7.9996,,,,,1.9738,,,,,0.6883,,,,,8.0443,,,,,0.6883,,,,
2025-11-20,709761766137.72,0.0367,8.1373,,,,,2.0078,,,,,0.7002,,,,,8.1827,,,,,0.7002,,,,
2025-11-19,688144656509.1599,0.0379,7.8895,,,,,1.9466,,,,,0.6789,,,,,7.9335,,,,,0.6789,,,,
2025-11-18,679738002764.72,0.0383,7.7931,,,,,1.9228,,,,,0.6706,,,,,7.8366,,,,,0.6706,,,,
2025-11-17,683340854369.48,0.0381,7.8344,,,,,1.9330,,,,,0.6741,,,,,7.8781,,,,,0.6741,,,,
2025-11-14,700154161858.3599,0.0372,8.0272,,,,,1.9806,,,,,0.6907,,,,,8.0720,,,,,0.6907,,,,
2025-11-13,697752260788.5199,0.0374,7.9996,,,,,1.9738,,,,,0.6883,,,,,8.0443,,,,,0.6883,,,,
2025-11-12,704957963998.0399,0.0370,8.0822,,,,,1.9942,,,,,0.6955,,,,,8.1273,,,,,0.6955,,,,
2025-11-11,700154161858.3599,0.0372,8.0272,,,,,1.9806,,,,,0.6907,,,,,8.0720,,,,,0.6907,,,,
2025-11-10,700154161858.3599,0.0372,8.0272,,,,,1.9806,,,,,0.6907,,,,,8.0720,,,,,0.6907,,,,
2025-11-07,696551310253.5999,0.0374,7.9859,,,,,1.9704,,,,,0.6872,,,,,8.0304,,,,,0.6872,,,,
2025-11-06,702556062928.1998,0.0371,8.0547,,,,,1.9874,,,,,0.6931,,,,,8.0997,,,,,0.6931,,,,
2025-11-05,709761766137.72,0.0367,8.1373,,,,,2.0078,,,,,0.7002,,,,,8.1827,,,,,0.7002,,,,
2025-11-04,710962716672.6399,0.0367,8.1511,,,,,2.0112,,,,,0.7014,,,,,8.1966,,,,,0.7014,,,,
2025-11-03,694149409183.7599,0.0376,7.9583,,,,,1.9636,,,,,0.6848,,,,,8.0027,,,,,0.6848,,,,
2025-10-31,690546557578.9999,0.0377,7.9170,,,,,1.9534,,,,,0.6812,,,,,7.9612,,,,,0.6812,,,,
2025-10-30,709761766137.72,0.0367,8.1683,,,,,2.0196,,,,,0.7179,,,,,8.2317,,,,,0.7179,,,,
2025-10-29,713364617742.48,0.0365,8.2098,,,,,2.0299,,,,,0.7216,,,,,8.2735,,,,,0.7216,,,,
2025-10-28,728976974696.44,0.0358,8.3895,,,,,2.0743,,,,,0.7374,,,,,8.4546,,,,,0.7374,,,,
2025-10-27,721771271486.9199,0.0361,8.3065,,,,,2.0538,,,,,0.7301,,,,,8.3710,,,,,0.7301,,,,
2025-10-24,719369370417.08,0.0362,8.2789,,,,,2.0470,,,,,0.7276,,,,,8.3431,,,,,0.7276,,,,
2025-10-23,720570320951.9999,0.0362,8.2927,,,,,2.0504,,,,,0.7288,,,,,8.3571,,,,,0.7288,,,,
2025-10-22,688144656509.1599,0.0379,7.9195,,,,,1.9581,,,,,0.6960,,,,,7.9810,,,,,0.6960,,,,
2025-10-21,680938953299.6399,0.0383,7.8366,,,,,1.9376,,,,,0.6888,,,,,7.8974,,,,,0.6888,,,,
2025-10-20,682139903834.5599,0.0382,7.8504,,,,,1.9410,,,,,0.6900,,,,,7.9113,,,,,0.6900,,,,
2025-10-17,686943705974.2399,0.0379,7.9057,,,,,1.9547,,,,,0.6948,,,,,7.9671,,,,,0.6948,,,,
2025-10-16,690546557578.9999,0.0377,7.9472,,,,,1.9650,,,,,0.6985,,,,,8.0088,,,,,0.6985,,,,
2025-10-15,683340854369.48,0.0381,7.8643,,,,,1.9444,,,,,0.6912,,,,,7.9253,,,,,0.6912,,,,
2025-10-14,684541804904.3999,0.0381,7.8781,,,,,1.9479,,,,,0.6924,,,,,7.9392,,,,,0.6924,,,,
2025-10-13,673733250090.12,0.0387,7.7537,,,,,1.9171,,,,,0.6815,,,,,7.8138,,,,,0.6815,,,,
2025-10-10,679738002764.72,0.0383,7.8228,,,,,1.9342,,,,,0.6875,,,,,7.8835,,,,,0.6875,,,,
2025-10-09,684541804904.3999,0.0381,7.8781,,,,,1.9479,,,,,0.6924,,,,,7.9392,,,,,0.6924,,,,
2025-09-30,690546557578.9999,0.0377,7.9472,,,,,1.9650,,,,,0.6985,,,,,8.0088,,,,,0.6985,,,,
2025-09-29,700154161858.3599,0.0372,8.0578,,,,,1.9923,,,,,0.7082,,,,,8.1203,,,,,0.7082,,,,
2025-09-26,712163667207.5598,0.0366,8.1960,,,,,2.0265,,,,,0.7203,,,,,8.2596,,,,,0.7203,,,,
2025-09-25,718168419882.1599,0.0363,8.2651,,,,,2.0435,,,,,0.7264,,,,,8.3292,,,,,0.7264,,,,
2025-09-24,727776024161.5199,0.0358,8.3756,,,,,2.0709,,,,,0.7361,,,,,8.4406,,,,,0.7361,,,,
2025-09-23,726575073626.5999,0.0359,8.3618,,,,,2.0675,,,,,0.7349,,,,,8.4267,,,,,0.7349,,,,
2025-09-22,715766518812.32,0.0364,8.2374,,,,,2.0367,,,,,0.7240,,,,,8.3013,,,,,0.7240,,,,
2025-09-19,725374123091.6799,0.0359,8.3480,,,,,2.0641,,,,,0.7337,,,,,8.4128,,,,,0.7337,,,,
2025-09-18,728976974696.44,0.0358,8.3895,,,,,2.0743,,,,,0.7374,,,,,8.4546,,,,,0.7374,,,,
2025-09-17,745790282185.32,0.0350,8.5830,,,,,2.1221,,,,,0.7544,,,,,8.6496,,,,,0.7544,,,,
2025-09-16,740986480045.6399,0.0352,8.5277,,,,,2.1085,,,,,0.7495,,,,,8.5938,,,,,0.7495,,,,
2025-09-15,746991232720.2399,0.0349,8.5968,,,,,2.1256,,,,,0.7556,,,,,8.6635,,,,,0.7556,,,,
2025-09-12,749393133790.08,0.0348,8.6244,,,,,2.1324,,,,,0.7580,,,,,8.6913,,,,,0.7580,,,,
2025-09-11,752995985394.8398,0.0346,8.6659,,,,,2.1427,,,,,0.7616,,,,,8.7331,,,,,0.7616,,,,
2025-09-10,750594084324.9999,0.0347,8.6382,,,,,2.1358,,,,,0.7592,,,,,8.7053,,,,,0.7592,,,,
2025-09-09,750594084324.9999,0.0347,8.6382,,,,,2.1358,,,,,0.7592,,,,,8.7053,,,,,0.7592,,,,
2025-09-08,748192183255.1599,0.0348,8.6106,,,,,2.1290,,,,,0.7568,,,,,8.6774,,,,,0.7568,,,,
2025-09-05,744589331650.3999,0.0350,8.5691,,,,,2.1187,,,,,0.7531,,,,,8.6356,,,,,0.7531,,,,
2025-09-04,767407391813.8799,0.0340,8.8317,,,,,2.1837,,,,,0.7762,,,,,8.9003,,,,,0.7762,,,,
2025-09-03,745790282185.32,0.0350,8.5830,,,,,2.1221,,,,,0.7544,,,,,8.6496,,,,,0.7544,,,,
2025-09-02,745790282185.32,0.0350,8.5830,,,,,2.1221,,,,,0.7544,,,,,8.6496,,,,,0.7544,,,,
2025-09-01,731378875766.2799,0.0356,8.4171,,,,,2.0811,,,,,0.7398,,,,,8.4824,,,,,0.7398,,,,
2025-08-29,725374123091.6799,0.0358,8.4543,,,,,2.0802,,,,,0.7532,,,,,8.5253,,,,,0.7532,,,,
2025-08-28,720570320951.9999,0.0360,8.3984,,,,,2.0664,,,,,0.7483,,,,,8.4688,,,,,0.7483,,,,
2025-08-27,720570320951.9999,0.0360,8.3984,,,,,2.0664,,,,,0.7483,,,,,8.4688,,,,,0.7483,,,,
2025-08-26,752995985394.8398,0.0344,8.7763,,,,,2.1594,,,,,0.7819,,,,,8.8499,,,,,0.7819,,,,
2025-08-25,752995985394.8398,0.0344,8.7763,,,,,2.1594,,,,,0.7819,,,,,8.8499,,,,,0.7819,,,,
