date,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,市值(元),理杏仁前复权(港币),前复权(港币),后复权(港币),股价(港币),市值(港币),PEG
2025-03-27,34.4566,0.8333,33.4589,31.5656,28.2404,0,6.1568,0.8333,5.9826,5.6441,5.0495,10.2214,0.7778,10.2214,9.6513,8.6346,,431.0,431.0,431.0,431.0,162512860000.0,1.0768
2025-03-26,32.6475,0.7059,33.4589,31.4304,27.1585,0,5.8375,0.7059,5.9826,5.6199,4.8561,9.9821,0.7059,10.2302,9.61,8.3039,,410.4,410.4,410.4,410.4,154745424000.0,0.9744
2025-03-25,31.1042,0.375,33.4589,31.2952,27.1585,0,5.5616,0.375,5.9826,5.5957,4.8561,9.5103,0.375,10.2302,9.5686,8.3039,,391.0,391.0,391.0,391.0,147430460000.0,0.9283
2025-03-24,31.8202,0.6,33.4589,31.4304,27.1585,0,5.6896,0.6,5.9826,5.6199,4.8561,9.7292,0.6,10.2302,9.61,8.3039,,400.0,400.0,400.0,400.0,150824000000.0,0.9497
2025-03-21,30.8656,0.3571,33.4589,31.2952,27.1585,0,5.5189,0.3571,5.9826,5.5957,4.8561,9.4373,0.3571,10.2302,9.5686,8.3039,,388.0,388.0,388.0,388.0,146299280000.0,0.9212
2025-03-20,35.1772,0.9231,33.4589,31.4304,27.1585,0,6.2898,0.9231,5.9826,5.6199,4.8561,10.7556,0.9231,10.2302,9.61,8.3039,,442.2,442.2,442.2,442.2,166735932000.0,1.0499
2025-03-19,36.991,1.0,33.4589,31.2952,23.6265,0,6.6141,1.0,5.9826,5.5957,4.2245,11.3102,1.0,10.2302,9.5686,7.2239,,465.0,465.0,465.0,465.0,175332900000.0,1.104
2025-03-18,35.1295,1.0,33.0135,31.1997,23.6265,0,6.2813,1.0,5.9029,5.5786,4.2245,10.741,1.0,10.094,9.5395,7.2239,,441.6,441.6,441.6,441.6,166509696000.0,1.0485
2025-03-17,33.0135,0.9,32.2975,31.1042,23.6265,0,5.9029,0.9,5.7749,5.5616,4.2245,10.094,0.9,9.8751,9.5103,7.2239,,415.0,415.0,415.0,415.0,156479900000.0,0.9853
2025-03-14,32.2975,0.8889,31.5656,29.6723,23.6265,0,5.7749,0.8889,5.6441,5.3055,4.2245,9.8751,0.8889,9.6513,9.0725,7.2239,,406.0,406.0,406.0,406.0,153086360000.0,0.964
2025-03-13,31.1042,0.625,31.2952,28.2404,23.6265,0,5.5616,0.625,5.5957,5.0495,4.2245,9.5103,0.625,9.5686,8.6346,7.2239,,391.0,391.0,391.0,391.0,147430460000.0,0.9283
2025-03-12,31.5656,0.8571,31.5656,27.6995,23.0696,0,5.6441,0.8571,5.6441,4.9528,4.1249,9.6513,0.8571,9.6513,8.4692,7.0537,,396.8,396.8,396.8,396.8,149617408000.0,0.9421
2025-03-11,33.4589,1.0,31.2952,27.1585,23.0696,0,5.9826,1.0,5.5957,4.8561,4.1249,10.2302,1.0,9.5686,8.3039,7.0537,,420.6,420.6,420.6,420.6,158591436000.0,0.9986
2025-03-10,31.2952,1.0,28.2404,25.3925,23.0696,0,5.5957,1.0,5.0495,4.5403,4.1249,9.5686,1.0,8.6346,7.7639,7.0537,,393.4,393.4,393.4,393.4,148335404000.0,0.934
2025-03-07,28.2404,1.0,27.1585,23.6265,23.0696,0,5.0495,1.0,4.8561,4.2245,4.1249,8.6346,1.0,8.3039,7.2239,7.0537,,355.0,355.0,355.0,355.0,133856300000.0,0.8429
2025-03-06,27.1585,1.0,23.6265,23.3481,23.0696,0,4.8561,1.0,4.2245,4.1747,4.1249,8.3039,1.0,7.2239,7.1388,7.0537,,341.4,341.4,341.4,341.4,128728284000.0,0.8106
2025-03-05,23.6265,1.0,23.6265,23.0696,23.0378,0,4.2245,1.0,4.2245,4.1249,4.1193,7.2239,1.0,7.2239,7.0537,7.0439,,297.0,297.0,297.0,297.0,111986820000.0,0.7052
2025-03-04,23.0378,0.0,23.0696,23.0537,23.0378,0,4.1193,0.0,4.1249,4.1221,4.1193,7.0439,0.0,7.0537,7.0488,7.0439,,289.6,289.6,289.6,289.6,109196576000.0,0.6876
2025-03-03,23.0696,,23.0696,23.0696,23.0696,0,4.1249,,4.1249,4.1249,4.1249,7.0537,,7.0537,7.0537,7.0537,,280.0,290.0,290.0,290.0,109347400000.0,0.6886
