date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2026-04-07,46415036059.62,1.4687,,,,,0.0373,3.0720,,,,,14.8092,,,,,2.0934,,,,,13.5677,,,,
2026-04-03,46831090524.12,1.4819,,,,,0.0370,3.0995,,,,,14.9419,,,,,2.1122,,,,,13.6893,,,,
2026-04-02,47962758667.56,1.5177,,,,,0.0361,3.1744,,,,,15.3030,,,,,2.1632,,,,,14.0201,,,,
2026-04-01,47280429345.78,1.4961,,,,,0.0366,3.1293,,,,,15.0853,,,,,2.1325,,,,,13.8206,,,,
2026-03-31,46498246952.52,1.4713,,,,,0.0372,3.0775,,,,,14.8357,,,,,2.0972,,,,,13.5920,,,,
2026-03-30,47097365381.4,1.4903,,,,,0.0367,3.1172,,,,,15.0269,,,,,2.1242,,,,,13.7671,,,,
2026-03-27,46531531309.68,1.4724,,,,,0.0372,3.0797,,,,,14.8464,,,,,2.0987,,,,,13.6017,,,,
2026-03-26,46581457845.42,1.4740,,,,,0.0372,3.0830,,,,,14.8623,,,,,2.1009,,,,,13.6163,,,,
2026-03-25,47396924595.84,1.4998,,,,,0.0365,3.1370,,,,,15.1225,,,,,2.1377,,,,,13.8547,,,,
2026-03-24,47579988560.22,1.5056,,,,,0.0364,3.1491,,,,,15.1809,,,,,2.1460,,,,,13.9082,,,,
2026-03-23,47879547774.66,1.5151,,,,,0.0361,3.1689,,,,,15.2765,,,,,2.1595,,,,,13.9958,,,,
2026-03-20,49294132953.96,1.6507,,,,,0.0235,3.5033,,,,,19.3169,,,,,2.3345,,,,,17.8545,,,,
2026-03-19,48478666203.54,1.6234,,,,,0.0239,3.4453,,,,,18.9973,,,,,2.2959,,,,,17.5591,,,,
2026-03-18,48761583239.4,1.6329,,,,,0.0238,3.4654,,,,,19.1082,,,,,2.3093,,,,,17.6616,,,,
2026-03-17,49061142453.84,1.6429,,,,,0.0236,3.4867,,,,,19.2256,,,,,2.3234,,,,,17.7701,,,,
2026-03-16,48794867596.56,1.6340,,,,,0.0238,3.4678,,,,,19.1212,,,,,2.3108,,,,,17.6736,,,,
2026-03-13,48462024024.96,1.6228,,,,,0.0239,3.4441,,,,,18.9908,,,,,2.2951,,,,,17.5531,,,,
2026-03-12,49061142453.84,1.6429,,,,,0.0236,3.4867,,,,,19.2256,,,,,2.3234,,,,,17.7701,,,,
2026-03-11,49377343846.86,1.6535,,,,,0.0235,3.5092,,,,,19.3495,,,,,2.3384,,,,,17.8846,,,,
2026-03-10,49810040489.94,1.6680,,,,,0.0233,3.5399,,,,,19.5190,,,,,2.3589,,,,,18.0413,,,,
2026-03-09,50043030990.06,1.6758,,,,,0.0232,3.5565,,,,,19.6103,,,,,2.3699,,,,,18.1257,,,,
2026-03-06,50192810597.28,1.6808,,,,,0.0231,3.5672,,,,,19.6690,,,,,2.3770,,,,,18.1800,,,,
2026-03-05,49344059489.7,1.6524,,,,,0.0235,3.5068,,,,,19.3364,,,,,2.3368,,,,,17.8726,,,,
2026-03-04,49410628204.02,1.6546,,,,,0.0235,3.5116,,,,,19.3625,,,,,2.3400,,,,,17.8967,,,,
2026-03-03,49177637703.9,1.6468,,,,,0.0236,3.4950,,,,,19.2712,,,,,2.3290,,,,,17.8123,,,,
2026-03-02,48545234917.86,1.6256,,,,,0.0239,3.4501,,,,,19.0234,,,,,2.2990,,,,,17.5832,,,,
2026-02-27,48062611739.04,1.6095,,,,,0.0241,3.4158,,,,,18.8343,,,,,2.2762,,,,,17.4084,,,,
2026-02-26,47779694703.18,1.6000,,,,,0.0243,3.3957,,,,,18.7234,,,,,2.2628,,,,,17.3059,,,,
2026-02-25,48062611739.04,1.6095,,,,,0.0241,3.4158,,,,,18.8343,,,,,2.2762,,,,,17.4084,,,,
2026-02-24,47846263417.5,1.6022,,,,,0.0242,3.4004,,,,,18.7495,,,,,2.2659,,,,,17.3301,,,,
2026-02-13,47812979060.34,1.6011,,,,,0.0243,3.3980,,,,,18.7364,,,,,2.2643,,,,,17.3180,,,,
2026-02-12,48062611739.04,1.6095,,,,,0.0241,3.4158,,,,,18.8343,,,,,2.2762,,,,,17.4084,,,,
2026-02-11,48678372346.5,1.6301,,,,,0.0238,3.4595,,,,,19.0756,,,,,2.3053,,,,,17.6315,,,,
2026-02-10,48844794132.3,1.6356,,,,,0.0237,3.4713,,,,,19.1408,,,,,2.3132,,,,,17.6917,,,,
2026-02-09,49310775132.54,1.6512,,,,,0.0235,3.5045,,,,,19.3234,,,,,2.3353,,,,,17.8605,,,,
2026-02-06,47197218452.88,1.5805,,,,,0.0246,3.3543,,,,,18.4952,,,,,2.2352,,,,,17.0950,,,,
2026-02-05,47763052524.6,1.5994,,,,,0.0243,3.3945,,,,,18.7169,,,,,2.2620,,,,,17.2999,,,,
2026-02-04,47014154488.5,1.5743,,,,,0.0247,3.3412,,,,,18.4234,,,,,2.2265,,,,,17.0287,,,,
2026-02-03,46448320416.78,1.5554,,,,,0.0250,3.3010,,,,,18.2017,,,,,2.1997,,,,,16.8237,,,,
2026-02-02,46764521809.8,1.5660,,,,,0.0248,3.3235,,,,,18.3256,,,,,2.2147,,,,,16.9382,,,,
2026-01-30,46781163988.38,1.5665,,,,,0.0248,3.3247,,,,,18.3321,,,,,2.2155,,,,,16.9443,,,,
2026-01-29,46781163988.38,1.5665,,,,,0.0248,3.3247,,,,,18.3321,,,,,2.2155,,,,,16.9443,,,,
2026-01-28,46481604773.94,1.5565,,,,,0.0250,3.3034,,,,,18.2147,,,,,2.2013,,,,,16.8358,,,,
2026-01-27,47030796667.08,1.5749,,,,,0.0247,3.3424,,,,,18.4299,,,,,2.2273,,,,,17.0347,,,,
2026-01-26,47879547774.66,1.6033,,,,,0.0242,3.4027,,,,,18.7625,,,,,2.2675,,,,,17.3421,,,,
2026-01-23,47163934095.72,1.5794,,,,,0.0246,3.3519,,,,,18.4821,,,,,2.2336,,,,,17.0829,,,,
2026-01-22,47097365381.4,1.5771,,,,,0.0246,3.3472,,,,,18.4560,,,,,2.2304,,,,,17.0588,,,,
2026-01-21,47197218452.88,1.5805,,,,,0.0246,3.3543,,,,,18.4952,,,,,2.2352,,,,,17.0950,,,,
2026-01-20,47430208953.0,1.5883,,,,,0.0245,3.3708,,,,,18.5865,,,,,2.2462,,,,,17.1794,,,,
2026-01-19,47380282417.26,1.5866,,,,,0.0245,3.3673,,,,,18.5669,,,,,2.2438,,,,,17.1613,,,,
2026-01-16,47613272917.38,1.5944,,,,,0.0244,3.3838,,,,,18.6582,,,,,2.2549,,,,,17.2457,,,,
2026-01-15,47563346381.64,1.5927,,,,,0.0244,3.3803,,,,,18.6386,,,,,2.2525,,,,,17.2276,,,,
2026-01-14,47862905596.08,1.6028,,,,,0.0242,3.4016,,,,,18.7560,,,,,2.2667,,,,,17.3361,,,,
2026-01-13,48229033524.84,1.6150,,,,,0.0240,3.4276,,,,,18.8995,,,,,2.2840,,,,,17.4687,,,,
2026-01-12,48062611739.04,1.6095,,,,,0.0241,3.4158,,,,,18.8343,,,,,2.2762,,,,,17.4084,,,,
2026-01-09,48428739667.8,1.6217,,,,,0.0240,3.4418,,,,,18.9777,,,,,2.2935,,,,,17.5410,,,,
2026-01-08,48295602239.16,1.6173,,,,,0.0240,3.4323,,,,,18.9256,,,,,2.2872,,,,,17.4928,,,,
2026-01-07,47796336881.76,1.6005,,,,,0.0243,3.3968,,,,,18.7299,,,,,2.2635,,,,,17.3120,,,,
2026-01-06,47946116488.98,1.6056,,,,,0.0242,3.4075,,,,,18.7886,,,,,2.2706,,,,,17.3662,,,,
2026-01-05,47962758667.56,1.6061,,,,,0.0242,3.4087,,,,,18.7951,,,,,2.2714,,,,,17.3723,,,,
2025-12-31,47363640238.68,1.5860,,,,,0.0245,3.3661,,,,,18.5604,,,,,2.2431,,,,,17.1553,,,,
2025-12-30,47496777667.32,1.5905,,,,,0.0244,3.3755,,,,,18.6125,,,,,2.2494,,,,,17.2035,,,,
2025-12-29,47513419845.9,1.5911,,,,,0.0244,3.3767,,,,,18.6191,,,,,2.2501,,,,,17.2095,,,,
2025-12-26,47946116488.98,1.6056,,,,,0.0510,3.4075,,,,,18.7886,,,,,2.2706,,,,,17.3662,,,,
2025-12-25,48029327381.88,1.6083,,,,,0.0509,3.4134,,,,,18.8212,,,,,2.2746,,,,,17.3964,,,,
2025-12-24,47696483810.28,1.5972,,,,,0.0512,3.3897,,,,,18.6908,,,,,2.2588,,,,,17.2758,,,,
2025-12-23,47247144988.62,1.5821,,,,,0.0517,3.3578,,,,,18.5147,,,,,2.2375,,,,,17.1131,,,,
2025-12-22,47446851131.58,1.5888,,,,,0.0515,3.3720,,,,,18.5930,,,,,2.2470,,,,,17.1854,,,,
2025-12-19,47230502810.04,1.5816,,,,,0.0518,3.3566,,,,,18.5082,,,,,2.2367,,,,,17.1070,,,,
2025-12-18,47413566774.42,1.5877,,,,,0.0516,3.3696,,,,,18.5799,,,,,2.2454,,,,,17.1733,,,,
2025-12-17,46980870131.34,1.5732,,,,,0.0520,3.3389,,,,,18.4104,,,,,2.2249,,,,,17.0166,,,,
2025-12-16,46747879631.22,1.5654,,,,,0.0523,3.3223,,,,,18.3191,,,,,2.2139,,,,,16.9322,,,,
2025-12-15,47147291917.14,1.5788,,,,,0.0518,3.3507,,,,,18.4756,,,,,2.2328,,,,,17.0769,,,,
2025-12-12,47064081024.24,1.5760,,,,,0.0519,3.3448,,,,,18.4430,,,,,2.2289,,,,,17.0467,,,,
2025-12-11,46947585774.18,1.5721,,,,,0.0521,3.3365,,,,,18.3973,,,,,2.2234,,,,,17.0046,,,,
2025-12-10,46781163988.38,1.5665,,,,,0.0522,3.3247,,,,,18.3321,,,,,2.2155,,,,,16.9443,,,,
2025-12-09,46614742202.58,1.5610,,,,,0.0524,3.3129,,,,,18.2669,,,,,2.2076,,,,,16.8840,,,,
2025-12-08,46847732702.7,1.5688,,,,,0.0522,3.3294,,,,,18.3582,,,,,2.2186,,,,,16.9684,,,,
2025-12-05,47080723202.82,1.5766,,,,,0.0519,3.3460,,,,,18.4495,,,,,2.2297,,,,,17.0528,,,,
2025-12-04,46980870131.34,1.5732,,,,,0.0520,3.3389,,,,,18.4104,,,,,2.2249,,,,,17.0166,,,,
2025-12-03,47646557274.54,1.5955,,,,,0.0513,3.3862,,,,,18.6712,,,,,2.2565,,,,,17.2577,,,,
2025-12-02,47030796667.08,1.5749,,,,,0.0520,3.3424,,,,,18.4299,,,,,2.2273,,,,,17.0347,,,,
2025-12-01,47396924595.84,1.5872,,,,,0.0516,3.3684,,,,,18.5734,,,,,2.2446,,,,,17.1673,,,,
2025-11-28,46764521809.8,1.5660,,,,,0.0523,3.3235,,,,,18.3256,,,,,2.2147,,,,,16.9382,,,,
2025-11-27,47130649738.56,1.5782,,,,,0.0519,3.3495,,,,,18.4691,,,,,2.2320,,,,,17.0709,,,,
2025-11-26,47579988560.22,1.5933,,,,,0.0514,3.3815,,,,,18.6451,,,,,2.2533,,,,,17.2336,,,,
2025-11-25,47629915095.96,1.5950,,,,,0.0513,3.3850,,,,,18.6647,,,,,2.2557,,,,,17.2517,,,,
2025-11-24,47746410346.02,1.5989,,,,,0.0512,3.3933,,,,,18.7104,,,,,2.2612,,,,,17.2939,,,,
2025-11-21,47230502810.04,1.5816,,,,,0.0518,3.3566,,,,,18.5082,,,,,2.2367,,,,,17.1070,,,,
2025-11-20,48428739667.8,1.6217,,,,,0.0505,3.4418,,,,,18.9777,,,,,2.2935,,,,,17.5410,,,,
2025-11-19,48578519275.02,1.6267,,,,,0.0503,3.4524,,,,,19.0364,,,,,2.3006,,,,,17.5953,,,,
2025-11-18,49177637703.9,1.6468,,,,,0.0497,3.4950,,,,,19.2712,,,,,2.3290,,,,,17.8123,,,,
2025-11-17,49077784632.42,1.6434,,,,,0.0498,3.4879,,,,,19.2321,,,,,2.3242,,,,,17.7761,,,,
2025-11-14,49543765632.66,1.6591,,,,,0.0493,3.5210,,,,,19.4147,,,,,2.3463,,,,,17.9449,,,,
2025-11-13,50026388811.48,1.6752,,,,,0.0489,3.5553,,,,,19.6038,,,,,2.3692,,,,,18.1197,,,,
2025-11-12,50259379311.6,1.6830,,,,,0.0486,3.5719,,,,,19.6951,,,,,2.3802,,,,,18.2041,,,,
2025-11-11,50808571204.74,1.7014,,,,,0.0481,3.6109,,,,,19.9103,,,,,2.4062,,,,,18.4030,,,,
2025-11-10,50342590204.5,1.6858,,,,,0.0486,3.5778,,,,,19.7277,,,,,2.3841,,,,,18.2342,,,,
2025-11-07,49710187418.46,1.6646,,,,,0.0492,3.5329,,,,,19.4799,,,,,2.3542,,,,,18.0052,,,,
2025-11-06,48030380916.18,1.6084,,,,,0.0509,3.4135,,,,,18.8216,,,,,2.2746,,,,,17.3967,,,,
2025-11-05,48030380916.18,1.6084,,,,,0.0509,3.4135,,,,,18.8216,,,,,2.2746,,,,,17.3967,,,,
2025-11-04,48263376527.0,1.6162,,,,,0.0506,3.4300,,,,,18.9129,,,,,2.2857,,,,,17.4811,,,,
2025-11-03,48230091439.74,1.6151,,,,,0.0507,3.4277,,,,,18.8999,,,,,2.2841,,,,,17.4691,,,,
2025-10-31,47980453285.29,1.6067,,,,,0.0509,3.4099,,,,,18.8021,,,,,2.2723,,,,,17.3787,,,,
2025-10-30,47664244956.32,1.5961,,,,,0.0513,3.3874,,,,,18.6782,,,,,2.2573,,,,,17.2641,,,,
2025-10-29,47913883110.77,1.6045,,,,,0.0510,3.4052,,,,,18.7760,,,,,2.2691,,,,,17.3546,,,,
2025-10-28,48163521265.22,1.6128,,,,,0.0507,3.4229,,,,,18.8738,,,,,2.2809,,,,,17.4450,,,,
2025-10-27,48612869943.23,1.6279,,,,,0.0503,3.4549,,,,,19.0499,,,,,2.3022,,,,,17.6077,,,,
2025-10-24,48712725205.01,1.7200,,,,,0.0502,3.5960,,,,,19.4308,,,,,2.3657,,,,,17.4924,,,,
2025-10-23,48746010292.27,1.7212,,,,,0.0501,3.5984,,,,,19.4441,,,,,2.3673,,,,,17.5044,,,,
2025-10-22,48546299768.71,1.7142,,,,,0.0503,3.5837,,,,,19.3645,,,,,2.3576,,,,,17.4327,,,,
2025-10-21,47298108996.46,1.6701,,,,,0.0517,3.4915,,,,,18.8666,,,,,2.2970,,,,,16.9845,,,,
2025-10-20,47248181365.57,1.6683,,,,,0.0517,3.4879,,,,,18.8467,,,,,2.2946,,,,,16.9665,,,,
2025-10-17,47198253734.68,1.6666,,,,,0.0518,3.4842,,,,,18.8267,,,,,2.2921,,,,,16.9486,,,,
2025-10-16,48363231788.78,1.7077,,,,,0.0505,3.3831,,,,,19.2914,,,,,2.2663,,,,,17.3669,,,,
2025-10-15,48795937923.16,1.7230,,,,,0.0501,3.4134,,,,,19.4640,,,,,2.2866,,,,,17.5223,,,,
2025-10-14,48329946701.52,1.7065,,,,,0.0506,3.3808,,,,,19.2782,,,,,2.2647,,,,,17.3550,,,,
2025-10-13,48113593634.33,1.6989,,,,,0.0508,3.3657,,,,,19.1919,,,,,2.2546,,,,,17.2773,,,,
2025-10-10,48346589245.15,1.7071,,,,,0.0506,3.3820,,,,,19.2848,,,,,2.2655,,,,,17.3610,,,,
2025-10-09,47081755929.27,1.6624,,,,,0.0519,3.2935,,,,,18.7803,,,,,2.2062,,,,,16.9068,,,,
2025-09-30,46748905056.67,1.6507,,,,,0.0523,3.2702,,,,,18.6475,,,,,2.1906,,,,,16.7872,,,,
2025-09-29,46965258123.86,1.6583,,,,,0.0520,3.2853,,,,,18.7338,,,,,2.2008,,,,,16.8649,,,,
2025-09-26,47248181365.57,1.6683,,,,,0.0517,3.3051,,,,,18.8467,,,,,2.2140,,,,,16.9665,,,,
2025-09-25,46549194533.11,1.6436,,,,,0.0525,3.2562,,,,,18.5678,,,,,2.1813,,,,,16.7155,,,,
2025-09-24,46915330492.97,1.6566,,,,,0.0521,3.2819,,,,,18.7139,,,,,2.1984,,,,,16.8470,,,,
2025-09-23,46748905056.67,1.6507,,,,,0.0523,3.2702,,,,,18.6475,,,,,2.1906,,,,,16.7872,,,,
2025-09-22,47481176976.39,1.6766,,,,,0.0515,3.3214,,,,,18.9396,,,,,2.2250,,,,,17.0502,,,,
2025-09-19,47863955479.88,1.6901,,,,,0.0511,3.3482,,,,,19.0923,,,,,2.2429,,,,,17.1877,,,,
2025-09-18,48646155030.49,1.7177,,,,,0.0502,3.4029,,,,,19.4043,,,,,2.2796,,,,,17.4685,,,,
2025-09-17,48130236177.96,1.6995,,,,,0.0508,3.3668,,,,,19.1985,,,,,2.2554,,,,,17.2833,,,,
2025-09-16,48429801963.3,1.7100,,,,,0.0505,3.3878,,,,,19.3180,,,,,2.2694,,,,,17.3908,,,,
2025-09-15,48762652835.9,1.7218,,,,,0.0501,3.4111,,,,,19.4508,,,,,2.2850,,,,,17.5104,,,,
2025-09-12,49095503708.5,1.7336,,,,,0.0498,3.4344,,,,,19.5835,,,,,2.3006,,,,,17.6299,,,,
2025-09-11,49428354581.1,1.7453,,,,,0.0494,3.4576,,,,,19.7163,,,,,2.3162,,,,,17.7494,,,,
2025-09-10,49145431339.39,1.7353,,,,,0.0497,3.4379,,,,,19.6034,,,,,2.3029,,,,,17.6478,,,,
2025-09-09,49428354581.1,1.7453,,,,,0.0494,3.4576,,,,,19.7163,,,,,2.3162,,,,,17.7494,,,,
2025-09-08,49553380447.2,1.7497,,,,,0.0493,3.4664,,,,,19.7662,,,,,2.3221,,,,,17.7943,,,,
2025-09-05,49186071023.4,1.7367,,,,,0.0497,3.4407,,,,,19.6197,,,,,2.3049,,,,,17.6624,,,,
2025-09-04,48835457482.5,1.7244,,,,,0.0500,3.4162,,,,,19.4798,,,,,2.2884,,,,,17.5365,,,,
2025-09-03,49403117501.1,1.7444,,,,,0.0495,3.4559,,,,,19.7062,,,,,2.3150,,,,,17.7404,,,,
2025-09-02,50054256934.2,1.7674,,,,,0.0488,3.5014,,,,,19.9660,,,,,2.3455,,,,,17.9742,,,,
2025-09-01,50338086943.5,1.7774,,,,,0.0486,3.5213,,,,,20.0792,,,,,2.3588,,,,,18.0761,,,,
2025-08-29,50805571664.7,1.7939,,,,,0.0481,3.5540,,,,,20.2657,,,,,2.3807,,,,,18.2440,,,,
2025-08-28,50421566358.0,1.7804,,,,,0.0485,3.5271,,,,,20.1125,,,,,2.3627,,,,,18.1061,,,,
2025-08-27,50588525187.0,1.7863,,,,,0.0483,3.5388,,,,,20.1791,,,,,2.3706,,,,,18.1660,,,,
2025-08-26,51389927566.2,1.8146,,,,,0.0476,3.5949,,,,,20.4987,,,,,2.4081,,,,,18.4538,,,,
2025-08-25,51640365809.7,1.8234,,,,,0.0473,3.6124,,,,,20.5986,,,,,2.4199,,,,,18.5437,,,,
2025-08-22,51306448151.7,1.8116,,,,,0.0476,3.5890,,,,,20.4654,,,,,2.4042,,,,,18.4238,,,,
2025-08-21,51289752268.8,1.8110,,,,,0.0477,3.5879,,,,,20.4588,,,,,2.4034,,,,,18.4178,,,,
