date,市值(元),股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2026-05-15,119571458684.29,0.0197,18.1000,0.6586,24.8193,15.7484,11.6549,1.1520,0.7739,1.1912,0.8349,0.6654,1.9082,0.9256,1.6031,1.3754,1.1893
2026-05-14,120039907102.25,0.0196,18.1709,0.6630,24.8193,15.7460,11.6475,1.1565,0.7788,1.1915,0.8349,0.6653,1.9157,0.9264,1.6031,1.3754,1.1893
2026-05-13,123201933923.48,0.0191,18.6495,0.6884,24.8193,15.7452,11.6475,1.1869,0.7992,1.1915,0.8349,0.6653,1.9661,0.9364,1.6026,1.3753,1.1893
2026-05-12,122616373401.03,0.0192,18.5609,0.6838,24.8779,15.7452,11.6475,1.1813,0.7955,1.1928,0.8349,0.6653,1.9568,0.9343,1.6026,1.3750,1.1892
2026-05-11,128471978625.53,0.0183,19.4473,0.7181,24.9949,15.7452,11.6475,1.2377,0.8277,1.1943,0.8349,0.6653,2.0502,0.9548,1.6023,1.3748,1.1892
2026-05-08,116760768176.53,0.0201,17.6745,0.6339,25.0535,15.7484,11.6549,1.1249,0.7514,1.1947,0.8349,0.6654,1.8633,0.9219,1.6008,1.3747,1.1870
2026-05-07,121833145348.24,0.0193,18.4423,0.6793,25.0535,15.7460,11.6475,1.1737,0.7893,1.1949,0.8349,0.6653,1.9443,0.9319,1.6008,1.3747,1.1868
2026-05-06,118895991410.24,0.0198,17.9977,0.6541,25.0535,15.7452,11.6475,1.1454,0.7683,1.1949,0.8349,0.6653,1.8974,0.9260,1.6004,1.3747,1.1868
2026-04-30,116898726732.4,0.0201,17.6954,0.6358,25.3462,15.7509,11.6549,1.1262,0.7519,1.1965,0.8349,0.6654,1.8655,0.9236,1.5991,1.3736,1.1857
2026-04-29,121010742245.6,0.0194,18.3178,0.6711,25.3462,15.7484,11.6549,1.1658,0.7827,1.1965,0.8349,0.6654,1.9312,0.9319,1.5991,1.3736,1.1857
2026-04-28,117956102150.08,0.0174,17.7530,0.6377,25.4047,15.7484,11.6549,1.1668,0.7831,1.1967,0.8349,0.6654,1.9703,0.9382,1.5986,1.3736,1.1857
2026-04-27,114079058951.92,0.0180,17.1695,0.6055,25.4632,15.7484,11.6549,1.1285,0.7539,1.1967,0.8349,0.6654,1.9055,0.9277,1.5979,1.3730,1.1850
2026-04-24,114666489739.52,0.0179,17.2579,0.6088,31.0669,15.7529,11.6549,1.1343,0.7578,1.1975,0.8352,0.6654,1.9153,0.9290,1.5966,1.3723,1.1849
2026-04-23,115136434369.6,0.0179,17.3286,0.6111,31.0669,15.7509,11.6549,1.1389,0.7607,1.1975,0.8349,0.6654,1.9232,0.9311,1.5963,1.3722,1.1849
2026-04-22,117133699047.44,0.0176,17.6292,0.6289,31.0669,15.7484,11.6549,1.1587,0.7781,1.1975,0.8349,0.6654,1.9565,0.9352,1.5954,1.3721,1.1849
2026-04-21,118661019095.2,0.0173,17.8591,0.6427,31.2376,15.7484,11.6549,1.1738,0.7856,1.1979,0.8349,0.6654,1.9820,0.9407,1.5953,1.3718,1.1849
2026-04-20,116663754417.36,0.0176,17.5585,0.6226,31.3230,15.7484,11.6549,1.1540,0.7718,1.1986,0.8349,0.6654,1.9487,0.9340,1.5953,1.3717,1.1849
2026-04-17,116898726732.4,0.0176,17.5938,0.6255,31.4083,15.7529,11.6549,1.1564,0.7745,1.1998,0.8352,0.6654,1.9526,0.9349,1.5953,1.3707,1.1849
2026-04-16,119835880670.4,0.0172,18.0359,0.6508,31.4083,15.7509,11.6549,1.1854,0.7907,1.1998,0.8349,0.6654,2.0017,0.9470,1.5952,1.3702,1.1849
2026-04-15,123712923868.56,0.0166,18.6194,0.6803,31.4083,15.7484,11.6549,1.2238,0.8140,1.1998,0.8349,0.6654,2.0664,0.9574,1.5946,1.3702,1.1849
2026-04-14,122303089978.32,0.0168,18.4072,0.6724,31.4083,15.7484,11.6549,1.2098,0.8048,1.1998,0.8349,0.6654,2.0429,0.9549,1.5946,1.3701,1.1849
2026-04-13,121950631505.76,0.0169,18.3542,0.6690,31.4083,15.7484,11.6549,1.2063,0.8023,1.1998,0.8349,0.6654,2.0370,0.9540,1.5944,1.3701,1.1849
2026-04-10,124652813128.72,0.0165,18.7609,0.6843,31.5790,15.7529,11.6549,1.2331,0.8171,1.2004,0.8352,0.6654,2.0821,0.9603,1.5940,1.3691,1.1849
2026-04-09,124535326971.2,0.0165,18.7432,0.6830,31.5790,15.7509,11.6549,1.2319,0.8170,1.1998,0.8349,0.6654,2.0802,0.9599,1.5940,1.3691,1.1849
2026-04-08,127589967066.72,0.0161,19.2029,0.7020,31.5790,15.7484,11.6549,1.2621,0.8337,1.1998,0.8349,0.6654,2.1312,0.9703,1.5940,1.3690,1.1849
2026-04-07,117368671362.48,0.0175,17.6646,0.6310,31.7497,15.7484,11.6549,1.1610,0.7789,1.1998,0.8349,0.6654,1.9604,0.9394,1.5940,1.3688,1.1849
2026-04-03,119835880670.4,0.0172,18.0359,0.6501,31.9204,15.7529,11.6549,1.1854,0.7900,1.2005,0.8352,0.6654,2.0017,0.9499,1.5939,1.3685,1.1849
2026-04-02,121010742245.6,0.0170,18.2127,0.6600,31.9204,15.7509,11.6549,1.1970,0.7962,1.2005,0.8349,0.6654,2.0213,0.9528,1.5930,1.3683,1.1849
2026-04-01,123595437711.04,0.0166,18.6017,0.6766,31.9204,15.7484,11.6549,1.2226,0.8099,1.2005,0.8349,0.6654,2.0645,0.9582,1.5927,1.3683,1.1849
2026-03-31,118426046780.16,0.0174,17.8237,0.6389,31.9204,15.7484,11.6549,1.1715,0.7823,1.2005,0.8349,0.6654,1.9781,0.9436,1.5926,1.3682,1.1849
2026-03-30,116663754417.36,0.0176,17.5585,0.6226,32.0058,15.7484,11.6549,1.1540,0.7718,1.2050,0.8349,0.6654,1.9487,0.9398,1.5925,1.3676,1.1849
2026-03-27,121245714560.64,0.0170,18.2481,0.6601,32.1765,15.7529,11.6549,1.1994,0.7967,1.2068,0.8352,0.6654,2.0252,0.9541,1.5918,1.3665,1.1825
2026-03-26,120775769930.56,0.0170,18.1773,0.6558,32.1765,15.7509,11.6549,1.1947,0.7920,1.2068,0.8349,0.6654,2.0174,0.9528,1.5908,1.3663,1.1825
2026-03-25,124065382341.12,0.0166,18.6725,0.6782,32.1765,15.7484,11.6549,1.2273,0.8115,1.2068,0.8349,0.6654,2.0723,0.9599,1.5908,1.3663,1.1825
2026-03-24,121363200718.16,0.0169,18.2658,0.6619,32.4325,15.7484,11.6549,1.2005,0.7982,1.2068,0.8349,0.6654,2.0272,0.9557,1.5900,1.3660,1.1825
2026-03-23,118191074465.12,0.0174,17.7883,0.6369,32.4325,15.7484,11.6549,1.1692,0.7806,1.2076,0.8349,0.6654,1.9742,0.9453,1.5898,1.3657,1.1823
2026-03-20,122303089978.32,0.0168,18.4072,0.6676,32.6032,15.7529,11.6549,1.2098,0.8000,1.2098,0.8352,0.6654,2.0429,0.9574,1.5897,1.3656,1.1823
2026-03-19,120423311458.0,0.0171,18.1243,0.6529,32.6032,15.7509,11.6549,1.1912,0.7899,1.2092,0.8349,0.6654,2.0115,0.9536,1.5895,1.3656,1.1823
2026-03-18,126297619334.0,0.0163,19.0084,0.6891,32.6032,15.7484,11.6549,1.2493,0.8191,1.2092,0.8349,0.6654,2.1096,0.9649,1.5891,1.3656,1.1823
2026-03-17,126885050121.6,0.0162,19.0968,0.6912,32.6032,15.7484,11.6549,1.2552,0.8232,1.2092,0.8349,0.6654,2.1194,0.9682,1.5891,1.3656,1.1823
2026-03-16,128999800956.96,0.0159,19.4151,0.7012,32.6032,15.7484,11.6549,1.2761,0.8354,1.2092,0.8349,0.6654,2.1547,0.9733,1.5891,1.3656,1.1823
2026-03-13,132876844155.12,0.0155,19.9986,0.7228,32.9446,15.7529,11.6549,1.3144,0.8509,1.2113,0.8352,0.6654,2.2195,0.9820,1.5891,1.3649,1.1803
2026-03-12,134756622675.44,0.0153,20.2815,0.7314,32.9446,15.7509,11.6549,1.3330,0.8555,1.2105,0.8349,0.6654,2.2509,0.9850,1.5885,1.3643,1.1803
2026-03-11,144507973749.6,0.0142,21.7492,0.7551,32.9446,15.7484,11.6549,1.4295,0.9005,1.2092,0.8349,0.6654,2.4138,0.9983,1.5885,1.3641,1.1803
2026-03-10,145447863009.76,0.0141,21.8906,0.7589,32.9446,15.7484,11.6549,1.4388,0.9068,1.2080,0.8349,0.6654,2.4295,0.9992,1.5884,1.3639,1.1802
2026-03-09,138398693558.56,0.0149,20.8297,0.7413,32.9446,15.7484,11.6549,1.3690,0.8675,1.2076,0.8349,0.6654,2.3117,0.9925,1.5877,1.3638,1.1802
2026-03-06,144390487592.08,0.0142,21.7315,0.7537,33.2860,15.7529,11.6549,1.4283,0.9002,1.2076,0.8352,0.6654,2.4118,0.9987,1.5873,1.3635,1.1787
2026-03-05,142393222914.24,0.0144,21.4309,0.7481,33.2860,15.7509,11.6549,1.4086,0.8922,1.2068,0.8349,0.6654,2.3784,0.9975,1.5871,1.3635,1.1787
2026-03-04,140865902866.48,0.0146,21.2010,0.7451,33.2860,15.7484,11.6549,1.3935,0.8826,1.2064,0.8349,0.6654,2.3529,0.9962,1.5871,1.3634,1.1787
2026-03-03,140748416708.96,0.0146,21.1833,0.7447,33.3713,15.7484,11.6549,1.3923,0.8826,1.2052,0.8349,0.6654,2.3510,0.9962,1.5871,1.3633,1.1787
2026-03-02,142628195229.28,0.0144,21.4662,0.7476,33.4567,15.7484,11.6549,1.4109,0.8930,1.2050,0.8349,0.6654,2.3824,0.9979,1.5857,1.3630,1.1780
2026-02-27,144038029119.52,0.0143,21.6784,0.7503,33.7127,15.7529,11.6549,1.4248,0.8985,1.2004,0.8352,0.6654,2.4059,0.9987,1.5844,1.3624,1.1767
2026-02-26,145212890694.72,0.0142,21.8553,0.7544,33.7127,15.7509,11.6549,1.4365,0.9056,1.1998,0.8349,0.6654,2.4255,0.9992,1.5843,1.3622,1.1767
2026-02-25,148032558475.2,0.0139,22.2796,0.7632,33.7127,15.7509,11.6549,1.4643,0.9273,1.1998,0.8349,0.6654,2.4726,0.9996,1.5835,1.3622,1.1765
2026-02-24,148737475420.32,0.0138,22.3857,0.7640,33.7981,15.7509,11.6549,1.4713,0.9294,1.1991,0.8349,0.6654,2.4844,1.0000,1.5835,1.3622,1.1765
2026-02-13,138516179716.08,0.0148,20.8474,0.7393,34.3955,15.7641,11.6916,1.3702,0.8726,1.2004,0.8371,0.6655,2.3137,0.9967,1.5835,1.3614,1.1738
2026-02-12,142980653701.84,0.0144,21.5193,0.7454,34.3955,15.7619,11.6916,1.4144,0.8954,1.1998,0.8370,0.6655,2.3883,1.0000,1.5835,1.3614,1.1738
2026-02-11,142158250599.2,0.0145,21.3955,0.7449,34.3955,15.7584,11.6916,1.4062,0.8941,1.1998,0.8365,0.6655,2.3745,1.0000,1.5832,1.3614,1.1738
2026-02-10,140395958236.4,0.0146,21.1303,0.7423,34.3955,15.7550,11.6916,1.3888,0.8841,1.1991,0.8359,0.6655,2.3451,0.9992,1.5831,1.3614,1.1738
2026-02-09,139338582818.72,0.0148,20.9711,0.7409,34.3955,15.7550,11.6549,1.3783,0.8773,1.1991,0.8357,0.6654,2.3274,0.9992,1.5831,1.3614,1.1733
2026-02-06,134571534918.9,0.0153,20.2537,0.7304,34.3955,15.7550,11.6549,1.3312,0.8627,1.1986,0.8355,0.6654,2.2478,0.9921,1.5825,1.3614,1.1733
2026-02-05,136922129415.3,0.0150,20.6075,0.7365,34.3955,15.7529,11.6549,1.3544,0.8681,1.1979,0.8352,0.6654,2.2871,0.9950,1.5823,1.3612,1.1733
2026-02-04,137039659140.12,0.0150,20.6251,0.7365,34.3955,15.7529,11.6549,1.3556,0.8685,1.1975,0.8352,0.6654,2.2890,0.9954,1.5813,1.3604,1.1723
2026-02-03,132808589046.6,0.0155,19.9883,0.7223,34.3955,15.7529,11.6549,1.3138,0.8597,1.1970,0.8352,0.6654,2.2183,0.9908,1.5811,1.3599,1.1723
2026-02-02,123876329960.28,0.0166,18.6440,0.6743,34.4809,15.7529,11.6549,1.2254,0.8171,1.1967,0.8352,0.6654,2.0691,0.9708,1.5810,1.3599,1.1720
2026-01-30,126226924456.68,0.0163,18.9978,0.6866,34.4809,15.7550,11.6549,1.2486,0.8276,1.1967,0.8355,0.6654,2.1084,0.9754,1.5805,1.3592,1.1708
2026-01-29,126461983906.32,0.0163,19.0332,0.6881,34.4809,15.7529,11.6549,1.2510,0.8292,1.1967,0.8352,0.6654,2.1123,0.9762,1.5805,1.3592,1.1708
2026-01-28,125756805557.4,0.0164,18.9270,0.6839,34.4809,15.7529,11.6549,1.2440,0.8255,1.1967,0.8352,0.6654,2.1006,0.9749,1.5805,1.3590,1.1708
2026-01-27,127519751429.7,0.0161,19.1923,0.6923,34.6516,15.7529,11.6549,1.2614,0.8367,1.1965,0.8352,0.6654,2.1300,0.9800,1.5791,1.3588,1.1704
2026-01-26,128695048677.9,0.0160,19.3692,0.6973,34.6516,15.7529,11.6549,1.2731,0.8434,1.1960,0.8352,0.6654,2.1496,0.9829,1.5790,1.3586,1.1702
2026-01-23,128224929778.62,0.0160,19.2985,0.6945,34.6516,15.7550,11.6549,1.2684,0.8410,1.1960,0.8355,0.6654,2.1418,0.9821,1.5785,1.3582,1.1690
2026-01-22,127637281154.52,0.0161,19.2100,0.6931,34.6516,15.7529,11.6549,1.2626,0.8380,1.1952,0.8352,0.6654,2.1320,0.9816,1.5785,1.3582,1.1690
2026-01-21,129635286476.46,0.0159,19.5107,0.7015,34.7369,15.7529,11.6549,1.2824,0.8489,1.1952,0.8352,0.6654,2.1653,0.9846,1.5779,1.3579,1.1690
2026-01-20,131868351248.04,0.0156,19.8468,0.7136,34.8223,15.7529,11.6549,1.3044,0.8572,1.1952,0.8352,0.6654,2.2026,0.9879,1.5779,1.3577,1.1690
2026-01-19,129752816201.28,0.0159,19.5284,0.7015,34.9076,15.7529,11.6549,1.2835,0.8497,1.1952,0.8352,0.6654,2.1673,0.9854,1.5777,1.3576,1.1685
2026-01-16,129987875650.92,0.0158,19.5638,0.7045,35.0783,15.7550,11.6549,1.2858,0.8510,1.1960,0.8355,0.6654,2.1712,0.9858,1.5774,1.3570,1.1674
2026-01-15,130693053999.84,0.0157,19.6699,0.7073,35.0783,15.7529,11.6549,1.2928,0.8539,1.1952,0.8352,0.6654,2.1830,0.9875,1.5773,1.3570,1.1674
2026-01-14,129987875650.92,0.0158,19.5638,0.7048,35.1637,15.7529,11.6549,1.2858,0.8518,1.1952,0.8352,0.6654,2.1712,0.9866,1.5764,1.3570,1.1667
2026-01-13,133161178221.06,0.0154,20.0414,0.7173,35.1637,15.7529,11.6549,1.3172,0.8605,1.1952,0.8352,0.6654,2.2242,0.9916,1.5764,1.3567,1.1667
2026-01-12,137274718589.76,0.0150,20.6605,0.7303,35.1637,15.7529,11.6549,1.3579,0.8693,1.1952,0.8352,0.6654,2.2929,0.9971,1.5764,1.3565,1.1667
2026-01-09,138685075287.6,0.0148,20.8728,0.7325,35.4197,15.7550,11.6549,1.3719,0.8765,1.1960,0.8355,0.6654,2.3165,0.9992,1.5761,1.3562,1.1667
2026-01-08,133748826845.16,0.0154,20.1299,0.7190,35.4197,15.7529,11.6549,1.3231,0.8614,1.1952,0.8352,0.6654,2.2340,0.9933,1.5759,1.3562,1.1667
2026-01-07,137862367213.86,0.0149,20.7490,0.7311,35.6758,15.7529,11.6549,1.3637,0.8710,1.1952,0.8352,0.6654,2.3028,0.9983,1.5759,1.3562,1.1667
2026-01-06,138214956388.32,0.0149,20.8020,0.7311,35.7611,15.7529,11.6549,1.3672,0.8727,1.1952,0.8352,0.6654,2.3086,0.9987,1.5759,1.3561,1.1667
2026-01-05,135629302442.28,0.0152,20.4129,0.7253,35.7611,15.7529,11.6549,1.3417,0.8651,1.1952,0.8352,0.6654,2.2655,0.9962,1.5751,1.3558,1.1667
2025-12-31,136099421341.56,0.0151,20.4836,0.7258,35.8465,15.7550,11.6549,1.3463,0.8656,1.1960,0.8355,0.6654,2.2733,0.9971,1.5744,1.3557,1.1667
2025-12-30,133161178221.06,0.0154,20.0414,0.7170,35.8465,15.7550,11.6549,1.3172,0.8606,1.1960,0.8355,0.6654,2.2242,0.9950,1.5744,1.3557,1.1667
2025-12-29,132338470147.32,0.0155,19.9176,0.7149,35.9318,15.7550,11.6549,1.3091,0.8585,1.1960,0.8355,0.6654,2.2105,0.9937,1.5742,1.3557,1.1667
2025-12-26,132103410697.68,0.0156,19.8822,0.7134,36.1025,15.7550,11.6549,1.3068,0.8569,1.1965,0.8357,0.6654,2.2066,0.9929,1.5737,1.3557,1.1667
2025-12-25,125639275832.58,0.0164,18.9093,0.6832,36.1025,15.7550,11.6549,1.2428,0.8260,1.1960,0.8355,0.6654,2.0986,0.9837,1.5737,1.3557,1.1667
2025-12-24,127402221704.88,0.0161,19.1747,0.6907,36.1878,15.7550,11.6549,1.2603,0.8360,1.1960,0.8355,0.6654,2.1280,0.9879,1.5737,1.3557,1.1667
2025-12-23,127519751429.7,0.0161,19.1923,0.6912,36.4439,15.7550,11.6549,1.2614,0.8376,1.1960,0.8355,0.6654,2.1300,0.9887,1.5735,1.3557,1.1667
2025-12-22,128342459503.44,0.0160,19.3162,0.6932,36.6146,15.7550,11.6549,1.2696,0.8414,1.1960,0.8355,0.6654,2.1437,0.9896,1.5732,1.3557,1.1667
2025-12-19,131868351248.04,0.0156,19.8468,0.7096,36.8706,15.7550,11.6549,1.3044,0.8544,1.1965,0.8357,0.6654,2.2026,0.9929,1.5728,1.3557,1.1667
2025-12-18,129282697302.0,0.0159,19.4577,0.6974,36.8706,15.7550,11.6549,1.2789,0.8464,1.1960,0.8355,0.6654,2.1594,0.9917,1.5720,1.3557,1.1667
2025-12-17,130340464825.38,0.0158,19.6169,0.7037,36.8706,15.7550,11.6549,1.2893,0.8497,1.1960,0.8355,0.6654,2.1771,0.9925,1.5720,1.3557,1.1667
2025-12-16,129165167577.18,0.0159,19.4400,0.6957,36.9560,15.7550,11.6549,1.2777,0.8452,1.1960,0.8355,0.6654,2.1575,0.9917,1.5714,1.3557,1.1667
2025-12-15,132220940422.5,0.0156,19.8999,0.7108,37.0413,15.7550,11.6549,1.3079,0.8543,1.1960,0.8355,0.6654,2.2085,0.9937,1.5714,1.3557,1.1667
2025-12-12,132926118771.42,0.0155,20.0060,0.7113,37.1267,15.7550,11.6549,1.3149,0.8540,1.1965,0.8357,0.6654,2.2203,0.9950,1.5711,1.3557,1.1667
2025-12-11,131045643174.3,0.0157,19.7230,0.7053,37.1267,15.7550,11.6549,1.2963,0.8518,1.1960,0.8355,0.6654,2.1889,0.9937,1.5709,1.3557,1.1667
2025-12-10,132103410697.68,0.0156,19.8822,0.7099,37.2120,15.7550,11.6549,1.3068,0.8535,1.1960,0.8355,0.6654,2.2066,0.9942,1.5696,1.3557,1.1667
2025-12-09,127989870328.98,0.0161,19.2631,0.6924,37.6388,15.7550,11.6549,1.2661,0.8393,1.1960,0.8355,0.6654,2.1379,0.9929,1.5694,1.3557,1.1667
2025-12-08,129165167577.18,0.0159,19.4400,0.6953,37.8095,15.7550,11.6549,1.2777,0.8447,1.1960,0.8355,0.6654,2.1575,0.9937,1.5694,1.3557,1.1667
2025-12-05,130222935100.56,0.0158,19.5992,0.7013,38.4069,15.7550,11.6549,1.2882,0.8477,1.1965,0.8357,0.6654,2.1752,0.9942,1.5694,1.3557,1.1667
2025-12-04,126109394731.86,0.0163,18.9801,0.6849,38.4069,15.7550,11.6549,1.2475,0.8264,1.1960,0.8355,0.6654,2.1064,0.9900,1.5694,1.3557,1.1667
2025-12-03,123406211061.0,0.0167,18.5732,0.6715,38.6630,15.7550,11.6549,1.2207,0.8159,1.1960,0.8355,0.6654,2.0613,0.9866,1.5694,1.3557,1.1667
2025-12-02,123641270510.64,0.0166,18.6086,0.6720,38.7483,15.7550,11.6549,1.2231,0.8164,1.1960,0.8355,0.6654,2.0652,0.9871,1.5683,1.3557,1.1667
2025-12-01,119527730141.94,0.0172,17.9895,0.6465,39.0044,15.7550,11.6549,1.1824,0.7951,1.1960,0.8355,0.6654,1.9965,0.9812,1.5679,1.3557,1.1667
2025-11-28,121290676014.24,0.0170,18.2548,0.6583,39.0897,15.7550,11.6549,1.1998,0.8039,1.1967,0.8357,0.6654,2.0260,0.9846,1.5674,1.3557,1.1667
2025-11-27,120585497665.32,0.0171,18.1487,0.6536,39.0897,15.7550,11.6549,1.1928,0.7976,1.1965,0.8355,0.6654,2.0142,0.9833,1.5674,1.3557,1.1667
2025-11-26,123758800235.46,0.0166,18.6263,0.6715,39.0897,15.7550,11.6549,1.2242,0.8168,1.1967,0.8355,0.6654,2.0672,0.9875,1.5674,1.3557,1.1667
2025-11-25,121055616564.6,0.0170,18.2195,0.6565,39.1750,15.7550,11.6549,1.1975,0.8022,1.1967,0.8355,0.6654,2.0220,0.9850,1.5674,1.3557,1.1667
2025-11-24,119057611242.66,0.0173,17.9188,0.6423,39.2604,15.7550,11.6549,1.1777,0.7922,1.1967,0.8355,0.6654,1.9887,0.9808,1.5674,1.3557,1.1667
2025-11-21,118940081517.84,0.0173,17.9011,0.6412,39.3457,15.7550,11.6549,1.1766,0.7906,1.1967,0.8357,0.6654,1.9867,0.9804,1.5674,1.3557,1.1667
2025-11-20,120820557114.96,0.0170,18.1841,0.6528,39.3457,15.7550,11.6549,1.1952,0.7980,1.1967,0.8355,0.6654,2.0181,0.9846,1.5674,1.3557,1.1667
2025-11-19,119292670692.3,0.0172,17.9541,0.6448,39.5164,15.7550,11.6549,1.1800,0.7930,1.1967,0.8355,0.6654,1.9926,0.9833,1.5674,1.3557,1.1667
2025-11-18,118822551793.02,0.0173,17.8834,0.6407,39.5164,15.7550,11.6549,1.1754,0.7905,1.1970,0.8355,0.6654,1.9847,0.9804,1.5674,1.3557,1.1667
2025-11-17,117294665370.36,0.0175,17.6534,0.6290,39.6871,15.7550,11.6549,1.1603,0.7826,1.1979,0.8355,0.6654,1.9592,0.9770,1.5673,1.3557,1.1667
2025-11-14,119175140967.48,0.0173,17.9364,0.6416,40.0285,15.7550,11.6549,1.1789,0.7914,1.1991,0.8357,0.6654,1.9906,0.9825,1.5669,1.3557,1.1667
2025-11-13,121290676014.24,0.0170,18.2548,0.6548,40.0285,15.7550,11.6549,1.1998,0.8005,1.1991,0.8355,0.6654,2.0260,0.9854,1.5669,1.3557,1.1667
2025-11-12,121995854363.16,0.0169,18.3610,0.6590,40.0285,15.7550,11.6549,1.2068,0.8026,1.1991,0.8355,0.6654,2.0377,0.9862,1.5666,1.3557,1.1667
2025-11-11,122113384087.98,0.0168,18.3787,0.6603,40.2846,15.7550,11.6549,1.2080,0.8030,1.1991,0.8355,0.6654,2.0397,0.9866,1.5666,1.3557,1.1667
2025-11-10,122818562436.9,0.0167,18.4848,0.6636,40.4553,15.7550,11.6549,1.2149,0.8051,1.1991,0.8355,0.6654,2.0515,0.9871,1.5665,1.3557,1.1667
2025-11-07,126109394731.86,0.0163,18.9801,0.6771,40.5406,15.7550,11.6549,1.2475,0.8185,1.2004,0.8357,0.6654,2.1064,0.9904,1.5656,1.3557,1.1667
2025-11-06,127402221704.88,0.0161,19.1747,0.6824,40.5406,15.7550,11.6549,1.2603,0.8276,1.1991,0.8355,0.6654,2.1280,0.9937,1.5653,1.3557,1.1667
2025-11-05,126814573080.78,0.0162,19.0862,0.6790,40.5905,15.7550,11.6549,1.2545,0.8243,1.1991,0.8355,0.6654,2.1182,0.9933,1.5653,1.3557,1.1667
2025-11-04,126344454181.5,0.0163,19.0155,0.6782,40.5905,15.7550,11.6549,1.2498,0.8214,1.1991,0.8355,0.6654,2.1104,0.9917,1.5653,1.3557,1.1667
2025-11-03,124934097483.66,0.0165,18.8032,0.6711,40.6260,15.7550,11.6549,1.2359,0.8155,1.1991,0.8355,0.6654,2.0868,0.9912,1.5652,1.3557,1.1667
2025-10-31,125051627208.48,0.0164,18.8209,0.6713,40.7967,15.7550,11.6549,1.2370,0.8156,1.2004,0.8357,0.6654,2.0888,0.9917,1.5652,1.3557,1.1667
2025-10-30,123406211061.0,0.0167,18.6166,0.6657,40.7967,15.7550,11.6549,1.2744,0.8331,1.1991,0.8355,0.6654,2.1141,0.9921,1.5651,1.3557,1.1667
2025-10-29,121643265188.7,0.0169,18.3507,0.6586,40.8123,15.7550,11.6549,1.2562,0.8239,1.1991,0.8355,0.6654,2.0839,0.9917,1.5649,1.3557,1.1667
2025-10-28,120232908490.86,0.0171,18.1379,0.6498,40.8123,15.7550,11.6549,1.2416,0.8164,1.1991,0.8355,0.6654,2.0597,0.9908,1.5644,1.3557,1.1667
2025-10-27,125286686658.12,0.0164,18.9003,0.6732,40.8123,15.7550,11.6549,1.2938,0.8376,1.1991,0.8355,0.6654,2.1463,0.9942,1.5644,1.3557,1.1667
