date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2026-05-28,102042019290.75,0.3504,,,,,7.6224,,,,,0.0311,10.3365,,,,,0.1393,,,,,0.3572,,,,
2026-05-27,102204765733.0,0.3509,,,,,7.6345,,,,,0.0310,10.3530,,,,,0.1395,,,,,0.3577,,,,
2026-05-26,102530258617.5,0.3520,,,,,7.6589,,,,,0.0309,10.3860,,,,,0.1400,,,,,0.3589,,,,
2026-05-25,102204765733.0,0.3509,,,,,7.6345,,,,,0.0310,10.3530,,,,,0.1395,,,,,0.3577,,,,
2026-05-22,102693005059.75,0.3526,,,,,7.6710,,,,,0.0309,10.4025,,,,,0.1402,,,,,0.3594,,,,
2026-05-21,104157723040.0,0.3576,,,,,7.7804,,,,,0.0305,10.5508,,,,,0.1422,,,,,0.3646,,,,
2026-05-20,104971455251.25,0.3604,,,,,7.8412,,,,,0.0302,10.6333,,,,,0.1433,,,,,0.3674,,,,
2026-05-19,107575398327.25,0.3694,,,,,8.0357,,,,,0.0295,10.8970,,,,,0.1469,,,,,0.3765,,,,
2026-05-18,107575398327.25,0.3694,,,,,8.0357,,,,,0.0295,10.8970,,,,,0.1469,,,,,0.3765,,,,
2026-05-15,108877369865.25,0.3738,,,,,8.1330,,,,,0.0291,11.0289,,,,,0.1487,,,,,0.3811,,,,
2026-05-14,110342087845.5,0.3789,,,,,8.2424,,,,,0.0287,11.1773,,,,,0.1507,,,,,0.3862,,,,
2026-05-13,112132298710.25,0.3850,,,,,8.3761,,,,,0.0283,11.3586,,,,,0.1531,,,,,0.3925,,,,
2026-05-12,112132298710.25,0.3850,,,,,8.3761,,,,,0.0283,11.3586,,,,,0.1531,,,,,0.3925,,,,
2026-05-11,112457791594.75,0.3861,,,,,8.4004,,,,,0.0282,11.3916,,,,,0.1535,,,,,0.3936,,,,
2026-05-08,112295045152.5,0.3856,,,,,8.3883,,,,,0.0282,11.3751,,,,,0.1533,,,,,0.3931,,,,
2026-05-07,112946030921.5,0.3878,,,,,8.4369,,,,,0.0281,11.4411,,,,,0.1542,,,,,0.3953,,,,
2026-05-06,113108777363.75,0.3884,,,,,8.4491,,,,,0.0280,11.4576,,,,,0.1544,,,,,0.3959,,,,
2026-04-30,114085256017.25,0.3917,,,,,8.5220,,,,,0.0278,11.5565,,,,,0.1558,,,,,0.3993,,,,
2026-04-29,115061734670.75,0.4012,,,,,7.8001,,,,,0.0276,10.2756,,,,,0.1574,,,,,0.4090,,,,
2026-04-28,114898988228.5,0.4006,,,,,7.7890,,,,,0.0276,10.2610,,,,,0.1572,,,,,0.4084,,,,
2026-04-27,114736241786.25,0.4000,,,,,7.7780,,,,,0.0276,10.2465,,,,,0.1569,,,,,0.4079,,,,
2026-04-24,115875466882.0,0.4040,,,,,7.8552,,,,,0.0274,10.3482,,,,,0.1585,,,,,0.4119,,,,
2026-04-23,117177438420.0,0.4086,,,,,7.9435,,,,,0.0271,10.4645,,,,,0.1603,,,,,0.4165,,,,
2026-04-22,118642156400.25,0.4137,,,,,8.0428,,,,,0.0267,10.5953,,,,,0.1623,,,,,0.4218,,,,
2026-04-21,119944127938.25,0.4182,,,,,8.1310,,,,,0.0264,10.7116,,,,,0.1641,,,,,0.4264,,,,
2026-04-20,120757860149.5,0.4210,,,,,8.1862,,,,,0.0263,10.7842,,,,,0.1652,,,,,0.4293,,,,
2026-04-17,122059831687.5,0.4256,,,,,8.2745,,,,,0.0260,10.9005,,,,,0.1670,,,,,0.4339,,,,
2026-04-16,123524549667.75,0.4307,,,,,8.3738,,,,,0.0257,11.0313,,,,,0.1690,,,,,0.4391,,,,
2026-04-15,123850042552.25,0.4318,,,,,8.3958,,,,,0.0256,11.0604,,,,,0.1694,,,,,0.4403,,,,
2026-04-14,123524549667.75,0.4307,,,,,8.3738,,,,,0.0257,11.0313,,,,,0.1690,,,,,0.4391,,,,
2026-04-13,122873563898.75,0.4284,,,,,8.3296,,,,,0.0258,10.9732,,,,,0.1681,,,,,0.4368,,,,
2026-04-10,123687296110.0,0.4312,,,,,8.3848,,,,,0.0256,11.0459,,,,,0.1692,,,,,0.4397,,,,
2026-04-09,123036310341.0,0.4290,,,,,8.3407,,,,,0.0258,10.9877,,,,,0.1683,,,,,0.4374,,,,
2026-04-08,125314760532.5,0.4369,,,,,8.4951,,,,,0.0253,11.1912,,,,,0.1714,,,,,0.4455,,,,
2026-04-07,122710817456.5,0.4278,,,,,8.3186,,,,,0.0258,10.9587,,,,,0.1678,,,,,0.4362,,,,
2026-04-03,122059831687.5,0.4256,,,,,8.2745,,,,,0.0260,10.9005,,,,,0.1670,,,,,0.4339,,,,
2026-04-02,123199056783.25,0.4295,,,,,8.3517,,,,,0.0257,11.0023,,,,,0.1685,,,,,0.4380,,,,
2026-04-01,124338281879.0,0.4335,,,,,8.4289,,,,,0.0255,11.1040,,,,,0.1701,,,,,0.4420,,,,
2026-03-31,123850042552.25,0.4318,,,,,8.3958,,,,,0.0256,11.0604,,,,,0.1694,,,,,0.4403,,,,
2026-03-30,125152014090.25,0.4290,,,,,6.0294,,,,,0.0363,6.9556,,,,,0.1670,,,,,0.4373,,,,
2026-03-27,125152014090.25,0.4290,,,,,6.0294,,,,,0.0363,6.9556,,,,,0.1670,,,,,0.4373,,,,
2026-03-26,125314760532.5,0.4296,,,,,6.0373,,,,,0.0363,6.9647,,,,,0.1673,,,,,0.4378,,,,
2026-03-25,127755957166.25,0.4380,,,,,6.1549,,,,,0.0356,7.1003,,,,,0.1705,,,,,0.4464,,,,
2026-03-24,126942224955.0,0.4352,,,,,6.1157,,,,,0.0358,7.0551,,,,,0.1694,,,,,0.4435,,,,
2026-03-23,124989267648.0,0.4285,,,,,6.0216,,,,,0.0364,6.9466,,,,,0.1668,,,,,0.4367,,,,
2026-03-20,129220675146.5,0.4430,,,,,6.2255,,,,,0.0352,7.1817,,,,,0.1725,,,,,0.4515,,,,
2026-03-19,129871660915.5,0.4452,,,,,6.2568,,,,,0.0350,7.2179,,,,,0.1733,,,,,0.4538,,,,
2026-03-18,131824618222.5,0.4519,,,,,6.3509,,,,,0.0345,7.3265,,,,,0.1759,,,,,0.4606,,,,
2026-03-17,133289336202.75,0.4569,,,,,6.4215,,,,,0.0341,7.4079,,,,,0.1779,,,,,0.4657,,,,
2026-03-16,133777575529.5,0.4586,,,,,6.4450,,,,,0.0340,7.4350,,,,,0.1786,,,,,0.4674,,,,
2026-03-13,138334475912.5,0.4742,,,,,6.6645,,,,,0.0329,7.6883,,,,,0.1846,,,,,0.4833,,,,
2026-03-12,134591307740.75,0.4614,,,,,6.4842,,,,,0.0338,7.4802,,,,,0.1796,,,,,0.4703,,,,
2026-03-11,134265814856.25,0.4603,,,,,6.4685,,,,,0.0338,7.4621,,,,,0.1792,,,,,0.4691,,,,
2026-03-10,132638350433.75,0.4547,,,,,6.3901,,,,,0.0343,7.3717,,,,,0.1770,,,,,0.4634,,,,
2026-03-09,131661871780.25,0.4514,,,,,6.3431,,,,,0.0345,7.3174,,,,,0.1757,,,,,0.4600,,,,
2026-03-06,131987364664.75,0.4525,,,,,6.3587,,,,,0.0344,7.3355,,,,,0.1762,,,,,0.4612,,,,
2026-03-05,129708914473.25,0.4447,,,,,6.2490,,,,,0.0350,7.2089,,,,,0.1731,,,,,0.4532,,,,
2026-03-04,128569689377.5,0.4408,,,,,6.1941,,,,,0.0353,7.1456,,,,,0.1716,,,,,0.4492,,,,
2026-03-03,131499125338.0,0.4508,,,,,6.3352,,,,,0.0346,7.3084,,,,,0.1755,,,,,0.4594,,,,
2026-03-02,132638350433.75,0.4547,,,,,6.3901,,,,,0.0343,7.3717,,,,,0.1770,,,,,0.4634,,,,
2026-02-27,132475603991.5,0.4541,,,,,6.3823,,,,,0.0343,7.3626,,,,,0.1768,,,,,0.4629,,,,
2026-02-26,132312857549.25,0.4536,,,,,6.3744,,,,,0.0343,7.3536,,,,,0.1766,,,,,0.4623,,,,
2026-02-25,131824618222.5,0.4519,,,,,6.3509,,,,,0.0345,7.3265,,,,,0.1759,,,,,0.4606,,,,
2026-02-24,132963843318.25,0.4558,,,,,6.4058,,,,,0.0342,7.3898,,,,,0.1775,,,,,0.4646,,,,
2026-02-13,130522646684.5,0.4474,,,,,6.2882,,,,,0.0348,7.2541,,,,,0.1742,,,,,0.4560,,,,
2026-02-12,131336378895.75,0.4502,,,,,6.3274,,,,,0.0346,7.2993,,,,,0.1753,,,,,0.4589,,,,
2026-02-11,131987364664.75,0.4525,,,,,6.3587,,,,,0.0344,7.3355,,,,,0.1762,,,,,0.4612,,,,
2026-02-10,132150111107.0,0.4530,,,,,6.3666,,,,,0.0344,7.3446,,,,,0.1764,,,,,0.4617,,,,
2026-02-09,132801096876.0,0.4553,,,,,6.3979,,,,,0.0342,7.3807,,,,,0.1773,,,,,0.4640,,,,
2026-02-06,132312857549.25,0.4536,,,,,6.3744,,,,,0.0343,7.3536,,,,,0.1766,,,,,0.4623,,,,
2026-02-05,133126589760.5,0.4564,,,,,6.4136,,,,,0.0341,7.3988,,,,,0.1777,,,,,0.4651,,,,
2026-02-04,133289336202.75,0.4569,,,,,6.4215,,,,,0.0341,7.4079,,,,,0.1779,,,,,0.4657,,,,
2026-02-03,131661871780.25,0.4514,,,,,6.3431,,,,,0.0345,7.3174,,,,,0.1757,,,,,0.4600,,,,
2026-02-02,130034407357.75,0.4458,,,,,6.2647,,,,,0.0350,7.2270,,,,,0.1736,,,,,0.4543,,,,
2026-01-30,132801096876.0,0.4553,,,,,6.3979,,,,,0.0342,7.3807,,,,,0.1773,,,,,0.4640,,,,
2026-01-29,133940321971.75,0.4592,,,,,6.4528,,,,,0.0339,7.4441,,,,,0.1788,,,,,0.4680,,,,
2026-01-28,134103068414.0,0.4597,,,,,6.4607,,,,,0.0339,7.4531,,,,,0.1790,,,,,0.4685,,,,
2026-01-27,135405039952.0,0.4642,,,,,6.5234,,,,,0.0336,7.5255,,,,,0.1807,,,,,0.4731,,,,
2026-01-26,138822715239.25,0.4759,,,,,6.6881,,,,,0.0327,7.7154,,,,,0.1853,,,,,0.4850,,,,
2026-01-23,137032504374.5,0.4698,,,,,6.6018,,,,,0.0332,7.6159,,,,,0.1829,,,,,0.4788,,,,
2026-01-22,137846236585.75,0.4726,,,,,6.6410,,,,,0.0330,7.6611,,,,,0.1840,,,,,0.4816,,,,
2026-01-21,138008983028.0,0.4731,,,,,6.6488,,,,,0.0329,7.6702,,,,,0.1842,,,,,0.4822,,,,
2026-01-20,140287433219.5,0.4809,,,,,6.7586,,,,,0.0324,7.7968,,,,,0.1872,,,,,0.4902,,,,
2026-01-19,136707011490.0,0.4686,,,,,6.5861,,,,,0.0332,7.5978,,,,,0.1825,,,,,0.4776,,,,
2026-01-16,138822715239.25,0.4759,,,,,6.6881,,,,,0.0327,7.7154,,,,,0.1853,,,,,0.4850,,,,
2026-01-15,135567786394.25,0.4647,,,,,6.5312,,,,,0.0335,7.5345,,,,,0.1809,,,,,0.4737,,,,
2026-01-14,136869757932.25,0.4692,,,,,6.5940,,,,,0.0332,7.6069,,,,,0.1827,,,,,0.4782,,,,
2026-01-13,139148208123.75,0.4770,,,,,6.7037,,,,,0.0327,7.7335,,,,,0.1857,,,,,0.4862,,,,
2026-01-12,136869757932.25,0.4692,,,,,6.5940,,,,,0.0332,7.6069,,,,,0.1827,,,,,0.4782,,,,
2026-01-09,134916800625.25,0.4625,,,,,6.4999,,,,,0.0337,7.4983,,,,,0.1801,,,,,0.4714,,,,
2026-01-08,137032504374.5,0.4667,,,,,6.6018,,,,,0.0332,7.6159,,,,,0.1829,,,,,0.4756,,,,
2026-01-07,136218772163.25,0.4639,,,,,6.5626,,,,,0.0334,7.5707,,,,,0.1818,,,,,0.4728,,,,
2026-01-06,135893279278.75,0.4628,,,,,6.5469,,,,,0.0334,7.5526,,,,,0.1814,,,,,0.4716,,,,
2026-01-05,134754054183.0,0.4589,,,,,6.4920,,,,,0.0337,7.4893,,,,,0.1799,,,,,0.4677,,,,
2025-12-31,134103068414.0,0.4567,,,,,6.4607,,,,,0.0339,7.4531,,,,,0.1790,,,,,0.4654,,,,
2025-12-30,134754054183.0,0.4589,,,,,6.4920,,,,,0.0337,7.4893,,,,,0.1799,,,,,0.4677,,,,
2025-12-29,135242293509.75,0.4606,,,,,6.5156,,,,,0.0336,7.5164,,,,,0.1805,,,,,0.4694,,,,
2025-12-26,136056025721.0,0.4634,,,,,6.5548,,,,,0.0334,7.5616,,,,,0.1816,,,,,0.4722,,,,
2025-12-25,136218772163.25,0.4639,,,,,6.5626,,,,,0.0334,7.5707,,,,,0.1818,,,,,0.4728,,,,
2025-12-24,136218772163.25,0.4639,,,,,6.5626,,,,,0.0334,7.5707,,,,,0.1818,,,,,0.4728,,,,
2025-12-23,135405039952.0,0.4612,,,,,6.5234,,,,,0.0336,7.5255,,,,,0.1807,,,,,0.4700,,,,
2025-12-22,134754054183.0,0.4589,,,,,6.4920,,,,,0.0337,7.4893,,,,,0.1799,,,,,0.4677,,,,
2025-12-19,134591307740.75,0.4584,,,,,6.4842,,,,,0.0338,7.4802,,,,,0.1796,,,,,0.4671,,,,
2025-12-18,135730532836.5,0.4623,,,,,6.5391,,,,,0.0335,7.5435,,,,,0.1812,,,,,0.4711,,,,
2025-12-17,135893279278.75,0.4628,,,,,6.5469,,,,,0.0334,7.5526,,,,,0.1814,,,,,0.4716,,,,
2025-12-16,134916800625.25,0.4595,,,,,6.4999,,,,,0.0337,7.4983,,,,,0.1801,,,,,0.4683,,,,
2025-12-15,136707011490.0,0.4656,,,,,6.5861,,,,,0.0333,7.5978,,,,,0.1825,,,,,0.4745,,,,
2025-12-12,137032504374.5,0.4667,,,,,6.6018,,,,,0.0332,7.6159,,,,,0.1829,,,,,0.4756,,,,
2025-12-11,137357997259.0,0.4678,,,,,6.6175,,,,,0.0331,7.6340,,,,,0.1833,,,,,0.4767,,,,
2025-12-10,138985461681.5,0.4734,,,,,6.6959,,,,,0.0327,7.7244,,,,,0.1855,,,,,0.4824,,,,
2025-12-09,137357997259.0,0.4678,,,,,6.6175,,,,,0.0331,7.6340,,,,,0.1833,,,,,0.4767,,,,
2025-12-08,138659968797.0,0.4722,,,,,6.6802,,,,,0.0328,7.7064,,,,,0.1851,,,,,0.4812,,,,
2025-12-05,139310954566.0,0.4745,,,,,6.7116,,,,,0.0326,7.7425,,,,,0.1859,,,,,0.4835,,,,
2025-12-04,138985461681.5,0.4734,,,,,6.6959,,,,,0.0327,7.7244,,,,,0.1855,,,,,0.4824,,,,
2025-12-03,138497222354.75,0.4717,,,,,6.6724,,,,,0.0328,7.6973,,,,,0.1849,,,,,0.4807,,,,
2025-12-02,139310954566.0,0.4745,,,,,6.7116,,,,,0.0326,7.7425,,,,,0.1859,,,,,0.4835,,,,
2025-12-01,138985461681.5,0.4734,,,,,6.6959,,,,,0.0327,7.7244,,,,,0.1855,,,,,0.4824,,,,
2025-11-28,138659968797.0,0.4722,,,,,6.6802,,,,,0.0328,7.7064,,,,,0.1851,,,,,0.4812,,,,
2025-11-27,138368197112.5,0.4713,,,,,6.6662,,,,,0.0329,7.6901,,,,,0.1847,,,,,0.4802,,,,
2025-11-26,139182127683.75,0.4740,,,,,6.7054,,,,,0.0327,7.7354,,,,,0.1858,,,,,0.4831,,,,
2025-11-25,139019341569.5,0.4735,,,,,6.6975,,,,,0.0189,7.7263,,,,,0.1856,,,,,0.4825,,,,
2025-11-24,139182127683.75,0.4740,,,,,6.7054,,,,,0.0189,7.7354,,,,,0.1858,,,,,0.4831,,,,
2025-11-21,138368197112.5,0.4713,,,,,6.6662,,,,,0.0190,7.6901,,,,,0.1847,,,,,0.4802,,,,
2025-11-20,140809988826.25,0.4796,,,,,6.7838,,,,,0.0187,7.8259,,,,,0.1879,,,,,0.4887,,,,
2025-11-19,140484416597.75,0.4785,,,,,6.7681,,,,,0.0187,7.8078,,,,,0.1875,,,,,0.4876,,,,
2025-11-18,140972774940.5,0.4801,,,,,6.7916,,,,,0.0187,7.8349,,,,,0.1882,,,,,0.4893,,,,
2025-11-17,142112277740.25,0.4840,,,,,6.8465,,,,,0.0185,7.8982,,,,,0.1897,,,,,0.4932,,,,
2025-11-14,142763422197.25,0.4862,,,,,6.8779,,,,,0.0184,7.9344,,,,,0.1905,,,,,0.4955,,,,
2025-11-13,143577352768.5,0.4890,,,,,6.9171,,,,,0.0183,7.9797,,,,,0.1916,,,,,0.4983,,,,
2025-11-12,143251780540.0,0.4879,,,,,6.9014,,,,,0.0184,7.9616,,,,,0.1912,,,,,0.4972,,,,
2025-11-11,144065711111.25,0.4907,,,,,6.9406,,,,,0.0183,8.0068,,,,,0.1923,,,,,0.5000,,,,
2025-11-10,144554069454.0,0.4923,,,,,6.9642,,,,,0.0182,8.0339,,,,,0.1929,,,,,0.5017,,,,
2025-11-07,143577352768.5,0.4890,,,,,6.9171,,,,,0.0183,7.9797,,,,,0.1916,,,,,0.4983,,,,
2025-11-06,143740138882.75,0.4895,,,,,6.9250,,,,,0.0183,7.9887,,,,,0.1919,,,,,0.4989,,,,
2025-11-05,142112277740.25,0.4840,,,,,6.8465,,,,,0.0185,7.8982,,,,,0.1897,,,,,0.4932,,,,
2025-11-04,141949491626.0,0.4834,,,,,6.8387,,,,,0.0185,7.8892,,,,,0.1895,,,,,0.4927,,,,
2025-11-03,142763422197.25,0.4862,,,,,6.8779,,,,,0.0184,7.9344,,,,,0.1905,,,,,0.4955,,,,
2025-10-31,141949491626.0,0.4834,,,,,6.8387,,,,,0.0185,7.8892,,,,,0.1895,,,,,0.4927,,,,
2025-10-30,144065711111.25,0.4993,,,,,6.6840,,,,,0.0183,8.3305,,,,,0.1917,,,,,0.5090,,,,
2025-10-29,144554069454.0,0.5010,,,,,6.7067,,,,,0.0182,8.3587,,,,,0.1923,,,,,0.5107,,,,
2025-10-28,144228497225.5,0.4998,,,,,6.6916,,,,,0.0182,8.3399,,,,,0.1919,,,,,0.5095,,,,
2025-10-27,146019144482.25,0.5060,,,,,6.7747,,,,,0.0180,8.4435,,,,,0.1943,,,,,0.5159,,,,
2025-10-24,144716855568.25,0.5015,,,,,6.7143,,,,,0.0182,8.3682,,,,,0.1926,,,,,0.5113,,,,
2025-10-23,146019144482.25,0.5060,,,,,6.7747,,,,,0.0180,8.4435,,,,,0.1943,,,,,0.5159,,,,
2025-10-22,145693572253.75,0.5049,,,,,6.7596,,,,,0.0181,8.4246,,,,,0.1939,,,,,0.5147,,,,
2025-10-21,145042427796.75,0.5026,,,,,6.7294,,,,,0.0181,8.3870,,,,,0.1930,,,,,0.5124,,,,
2025-10-20,142112277740.25,0.4925,,,,,6.5934,,,,,0.0185,8.2175,,,,,0.1891,,,,,0.5021,,,,
2025-10-17,142275063854.5,0.4931,,,,,6.6010,,,,,0.0185,8.2270,,,,,0.1893,,,,,0.5026,,,,
2025-10-16,144391283339.75,0.5004,,,,,6.6992,,,,,0.0182,8.3493,,,,,0.1921,,,,,0.5101,,,,
2025-10-15,144879641682.5,0.5021,,,,,6.7218,,,,,0.0182,8.3776,,,,,0.1928,,,,,0.5118,,,,
2025-10-14,144716855568.25,0.5015,,,,,6.7143,,,,,0.0182,8.3682,,,,,0.1926,,,,,0.5113,,,,
2025-10-13,144879641682.5,0.5021,,,,,6.7218,,,,,0.0182,8.3776,,,,,0.1928,,,,,0.5118,,,,
2025-10-10,146019144482.25,0.5060,,,,,6.7747,,,,,0.0180,8.4435,,,,,0.1943,,,,,0.5159,,,,
2025-10-09,145530786139.5,0.5043,,,,,6.7520,,,,,0.0181,8.4152,,,,,0.1936,,,,,0.5141,,,,
2025-09-30,142275063854.5,0.4931,,,,,6.6010,,,,,0.0185,8.2270,,,,,0.1893,,,,,0.5026,,,,
2025-09-29,142112277740.25,0.4925,,,,,6.5934,,,,,0.0185,8.2175,,,,,0.1891,,,,,0.5021,,,,
2025-09-26,140809988826.25,0.4880,,,,,6.5330,,,,,0.0187,8.1422,,,,,0.1874,,,,,0.4975,,,,
2025-09-25,141135561054.75,0.4891,,,,,6.5481,,,,,0.0186,8.1611,,,,,0.1878,,,,,0.4986,,,,
2025-09-24,142437849968.75,0.4936,,,,,6.6085,,,,,0.0185,8.2364,,,,,0.1895,,,,,0.5032,,,,
2025-09-23,143251780540.0,0.4964,,,,,6.6463,,,,,0.0184,8.2834,,,,,0.1906,,,,,0.5061,,,,
2025-09-22,141949491626.0,0.4919,,,,,6.5859,,,,,0.0185,8.2081,,,,,0.1889,,,,,0.5015,,,,
2025-09-19,144554069454.0,0.5010,,,,,6.7067,,,,,0.0182,8.3587,,,,,0.1923,,,,,0.5107,,,,
2025-09-18,143740138882.75,0.4981,,,,,6.6689,,,,,0.0183,8.3117,,,,,0.1913,,,,,0.5078,,,,
2025-09-17,145856358368.0,0.5055,,,,,6.7671,,,,,0.0180,8.4340,,,,,0.1941,,,,,0.5153,,,,
2025-09-16,144554069454.0,0.5010,,,,,6.7067,,,,,0.0182,8.3587,,,,,0.1923,,,,,0.5107,,,,
2025-09-15,145530786139.5,0.5043,,,,,6.7520,,,,,0.0181,8.4152,,,,,0.1936,,,,,0.5141,,,,
2025-09-12,146019144482.25,0.5060,,,,,6.7747,,,,,0.0180,8.4435,,,,,0.1943,,,,,0.5159,,,,
2025-09-11,145693572253.75,0.5049,,,,,6.7596,,,,,0.0181,8.4246,,,,,0.1939,,,,,0.5147,,,,
2025-09-10,143740138882.75,0.4981,,,,,6.6689,,,,,0.0183,8.3117,,,,,0.1913,,,,,0.5078,,,,
2025-09-09,144716855568.25,0.5015,,,,,6.7143,,,,,0.0182,8.3682,,,,,0.1926,,,,,0.5113,,,,
2025-09-08,146181930596.5,0.5066,,,,,6.7822,,,,,0.0180,8.4529,,,,,0.1945,,,,,0.5164,,,,
2025-09-05,145205213911.0,0.5032,,,,,6.7369,,,,,0.0181,8.3964,,,,,0.1932,,,,,0.5130,,,,
2025-09-04,144554069454.0,0.5010,,,,,6.7067,,,,,0.0182,8.3587,,,,,0.1923,,,,,0.5107,,,,
2025-09-03,144879641682.5,0.5021,,,,,6.7218,,,,,0.0182,8.3776,,,,,0.1928,,,,,0.5118,,,,
2025-09-02,146507502825.0,0.5077,,,,,6.7973,,,,,0.0180,8.4717,,,,,0.1949,,,,,0.5176,,,,
2025-09-01,146995861167.75,0.5094,,,,,6.8200,,,,,0.0179,8.4999,,,,,0.1956,,,,,0.5193,,,,
2025-08-29,149112080653.0,0.5215,,,,,6.5659,,,,,0.0329,7.7872,,,,,0.1989,,,,,0.5314,,,,
2025-08-28,151228300138.25,0.5289,,,,,6.6591,,,,,0.0325,7.8977,,,,,0.2017,,,,,0.5390,,,,
2025-08-27,151391086252.5,0.5295,,,,,6.6662,,,,,0.0324,7.9062,,,,,0.2019,,,,,0.5396,,,,
2025-08-26,155135166880.25,0.5426,,,,,6.8311,,,,,0.0317,8.1017,,,,,0.2069,,,,,0.5529,,,,
2025-08-25,156763028022.75,0.5483,,,,,6.9028,,,,,0.0313,8.1868,,,,,0.2091,,,,,0.5587,,,,
2025-08-22,156111883565.75,0.5460,,,,,6.8741,,,,,0.0315,8.1528,,,,,0.2082,,,,,0.5564,,,,
2025-08-21,153344519623.5,0.5363,,,,,6.7522,,,,,0.0320,8.0082,,,,,0.2045,,,,,0.5465,,,,
