date,stockCode,融资余额
2025-10-23T00:00:00+08:00,000333,5687824481
2025-10-24T00:00:00+08:00,000333,5613945690
2025-10-27T00:00:00+08:00,000333,5614246064
2025-10-28T00:00:00+08:00,000333,5640731964
2025-10-29T00:00:00+08:00,000333,5691456385
2025-10-30T00:00:00+08:00,000333,5524500241
2025-10-31T00:00:00+08:00,000333,5436884788
2025-11-03T00:00:00+08:00,000333,5444776623
2025-11-04T00:00:00+08:00,000333,5457362723
2025-11-05T00:00:00+08:00,000333,5384946240
2025-11-06T00:00:00+08:00,000333,5342080437
2025-11-07T00:00:00+08:00,000333,5362353067
2025-11-10T00:00:00+08:00,000333,5505250072
2025-11-11T00:00:00+08:00,000333,5489368509
2025-11-12T00:00:00+08:00,000333,5677783183
2025-11-13T00:00:00+08:00,000333,5579202223
2025-11-14T00:00:00+08:00,000333,5540671093
2025-11-17T00:00:00+08:00,000333,5506176662
2025-11-18T00:00:00+08:00,000333,5489451669
2025-11-19T00:00:00+08:00,000333,5491683083
2025-11-20T00:00:00+08:00,000333,5452238103
2025-11-21T00:00:00+08:00,000333,5399397039
2025-11-24T00:00:00+08:00,000333,5360519704
2025-11-25T00:00:00+08:00,000333,5347285637
2025-11-26T00:00:00+08:00,000333,5366396425
2025-11-27T00:00:00+08:00,000333,5351654660
2025-11-28T00:00:00+08:00,000333,5318649112
2025-12-01T00:00:00+08:00,000333,5357684791
2025-12-02T00:00:00+08:00,000333,5292965575
2025-12-03T00:00:00+08:00,000333,5296301816
2025-12-04T00:00:00+08:00,000333,5237132043
2025-12-05T00:00:00+08:00,000333,5241946517
2025-12-08T00:00:00+08:00,000333,5249518412
2025-12-09T00:00:00+08:00,000333,5268237491
2025-12-10T00:00:00+08:00,000333,5235214607
2025-12-11T00:00:00+08:00,000333,5275057726
2025-12-12T00:00:00+08:00,000333,5216929095
2025-12-15T00:00:00+08:00,000333,5132492188
2025-12-16T00:00:00+08:00,000333,5135911801
2025-12-17T00:00:00+08:00,000333,5114899129
2025-12-18T00:00:00+08:00,000333,5111257544
2025-12-19T00:00:00+08:00,000333,5140130600
2025-12-22T00:00:00+08:00,000333,5153035012
2025-12-23T00:00:00+08:00,000333,5117368722
2025-12-24T00:00:00+08:00,000333,5171785635
2025-12-25T00:00:00+08:00,000333,5214844100
2025-12-26T00:00:00+08:00,000333,5161689014
2025-12-29T00:00:00+08:00,000333,5185339779
2025-12-30T00:00:00+08:00,000333,5167037003
2025-12-31T00:00:00+08:00,000333,5170549435
2026-01-05T00:00:00+08:00,000333,5199740443
2026-01-06T00:00:00+08:00,000333,5259371287
2026-01-07T00:00:00+08:00,000333,5239067201
2026-01-08T00:00:00+08:00,000333,5233366972
2026-01-09T00:00:00+08:00,000333,5205927744
2026-01-12T00:00:00+08:00,000333,5289034511
2026-01-13T00:00:00+08:00,000333,5649999384
2026-01-14T00:00:00+08:00,000333,5520178006
2026-01-15T00:00:00+08:00,000333,5453883862
2026-01-16T00:00:00+08:00,000333,5417197016
2026-01-19T00:00:00+08:00,000333,5353879420
2026-01-20T00:00:00+08:00,000333,5256499561
2026-01-21T00:00:00+08:00,000333,5333023696
2026-01-22T00:00:00+08:00,000333,5334622270
2026-01-23T00:00:00+08:00,000333,5373554277
2026-01-26T00:00:00+08:00,000333,5441636768
2026-01-27T00:00:00+08:00,000333,5436951386
2026-01-28T00:00:00+08:00,000333,5489004544
2026-01-29T00:00:00+08:00,000333,5327977198
2026-01-30T00:00:00+08:00,000333,5221754382
2026-02-02T00:00:00+08:00,000333,5141107915
2026-02-03T00:00:00+08:00,000333,5150764081
2026-02-04T00:00:00+08:00,000333,4924807159
2026-02-05T00:00:00+08:00,000333,4789927309
2026-02-06T00:00:00+08:00,000333,4776156145
2026-02-09T00:00:00+08:00,000333,4823780133
2026-02-10T00:00:00+08:00,000333,4715323137
2026-02-11T00:00:00+08:00,000333,4711519064
2026-02-12T00:00:00+08:00,000333,4656592331
2026-02-13T00:00:00+08:00,000333,4638515845
2026-02-24T00:00:00+08:00,000333,4609241583
2026-02-25T00:00:00+08:00,000333,4643528634
2026-02-26T00:00:00+08:00,000333,4612700546
2026-02-27T00:00:00+08:00,000333,4583487349
2026-03-02T00:00:00+08:00,000333,4653847747
2026-03-03T00:00:00+08:00,000333,4625247023
2026-03-04T00:00:00+08:00,000333,4695426509
2026-03-05T00:00:00+08:00,000333,4647888078
2026-03-06T00:00:00+08:00,000333,4639558834
2026-03-09T00:00:00+08:00,000333,4642368713
2026-03-10T00:00:00+08:00,000333,4613057165
2026-03-11T00:00:00+08:00,000333,4601848017
2026-03-12T00:00:00+08:00,000333,4572666519
2026-03-13T00:00:00+08:00,000333,4564265022
2026-03-16T00:00:00+08:00,000333,4550906073
2026-03-17T00:00:00+08:00,000333,4569142277
2026-03-18T00:00:00+08:00,000333,4514625053
2026-03-19T00:00:00+08:00,000333,4498609836
2026-03-20T00:00:00+08:00,000333,4522729845
2026-03-23T00:00:00+08:00,000333,4574036268
2026-03-24T00:00:00+08:00,000333,4585933638
2026-03-25T00:00:00+08:00,000333,4596567601
2026-03-26T00:00:00+08:00,000333,4593727399
2026-03-27T00:00:00+08:00,000333,4572917478
2026-03-30T00:00:00+08:00,000333,4709515257
2026-03-31T00:00:00+08:00,000333,4527044725
2026-04-01T00:00:00+08:00,000333,4497108914
2026-04-02T00:00:00+08:00,000333,4495962728
2026-04-03T00:00:00+08:00,000333,4456121502
2026-04-07T00:00:00+08:00,000333,4458728973
2026-04-08T00:00:00+08:00,000333,4483513456
2026-04-09T00:00:00+08:00,000333,4527956302
2026-04-10T00:00:00+08:00,000333,4548279401
2026-04-13T00:00:00+08:00,000333,4559126871
2026-04-14T00:00:00+08:00,000333,4546433289
2026-04-15T00:00:00+08:00,000333,4499391058
