date,stockCode,融资偿还金额
2025-08-19T00:00:00+08:00,000333,288430625
2025-08-20T00:00:00+08:00,000333,182680646
2025-08-21T00:00:00+08:00,000333,197847997
2025-08-22T00:00:00+08:00,000333,188254361
2025-08-25T00:00:00+08:00,000333,382599382
2025-08-26T00:00:00+08:00,000333,286727345
2025-08-27T00:00:00+08:00,000333,295537992
2025-08-28T00:00:00+08:00,000333,288834957
2025-08-29T00:00:00+08:00,000333,316652888
2025-09-01T00:00:00+08:00,000333,439495335
2025-09-02T00:00:00+08:00,000333,725360531
2025-09-03T00:00:00+08:00,000333,321223860
2025-09-04T00:00:00+08:00,000333,257905244
2025-09-05T00:00:00+08:00,000333,304450784
2025-09-08T00:00:00+08:00,000333,323291941
2025-09-09T00:00:00+08:00,000333,298772374
2025-09-10T00:00:00+08:00,000333,186447956
2025-09-11T00:00:00+08:00,000333,293131781
2025-09-12T00:00:00+08:00,000333,446237259
2025-09-15T00:00:00+08:00,000333,241241303
2025-09-16T00:00:00+08:00,000333,179651981
2025-09-17T00:00:00+08:00,000333,191691232
2025-09-18T00:00:00+08:00,000333,643550909
2025-09-19T00:00:00+08:00,000333,241498581
2025-09-22T00:00:00+08:00,000333,182410164
2025-09-23T00:00:00+08:00,000333,215243221
2025-09-24T00:00:00+08:00,000333,242146276
2025-09-25T00:00:00+08:00,000333,206970049
2025-09-26T00:00:00+08:00,000333,421780905
2025-09-29T00:00:00+08:00,000333,334641699
2025-09-30T00:00:00+08:00,000333,216853868
2025-10-09T00:00:00+08:00,000333,278343188
2025-10-10T00:00:00+08:00,000333,346830939
2025-10-13T00:00:00+08:00,000333,214196438
2025-10-14T00:00:00+08:00,000333,360519008
2025-10-15T00:00:00+08:00,000333,325797140
2025-10-16T00:00:00+08:00,000333,252742099
2025-10-17T00:00:00+08:00,000333,176913671
2025-10-20T00:00:00+08:00,000333,141145435
2025-10-21T00:00:00+08:00,000333,167716963
2025-10-22T00:00:00+08:00,000333,254073507
2025-10-23T00:00:00+08:00,000333,239070035
2025-10-24T00:00:00+08:00,000333,191599356
2025-10-27T00:00:00+08:00,000333,155977245
2025-10-28T00:00:00+08:00,000333,122561492
2025-10-29T00:00:00+08:00,000333,164638047
2025-10-30T00:00:00+08:00,000333,348383243
2025-10-31T00:00:00+08:00,000333,276633260
2025-11-03T00:00:00+08:00,000333,156033235
2025-11-04T00:00:00+08:00,000333,138511678
2025-11-05T00:00:00+08:00,000333,228415639
2025-11-06T00:00:00+08:00,000333,205333953
2025-11-07T00:00:00+08:00,000333,138252186
2025-11-10T00:00:00+08:00,000333,203997992
2025-11-11T00:00:00+08:00,000333,220822153
2025-11-12T00:00:00+08:00,000333,421813589
2025-11-13T00:00:00+08:00,000333,333619213
2025-11-14T00:00:00+08:00,000333,229805356
2025-11-17T00:00:00+08:00,000333,201214080
2025-11-18T00:00:00+08:00,000333,159094905
2025-11-19T00:00:00+08:00,000333,136979760
2025-11-20T00:00:00+08:00,000333,177731585
2025-11-21T00:00:00+08:00,000333,253193207
2025-11-24T00:00:00+08:00,000333,199035526
2025-11-25T00:00:00+08:00,000333,181072391
2025-11-26T00:00:00+08:00,000333,182341936
2025-11-27T00:00:00+08:00,000333,224537655
2025-11-28T00:00:00+08:00,000333,112620725
2025-12-01T00:00:00+08:00,000333,175110952
2025-12-02T00:00:00+08:00,000333,241941562
2025-12-03T00:00:00+08:00,000333,196923509
2025-12-04T00:00:00+08:00,000333,236860591
2025-12-05T00:00:00+08:00,000333,152277604
2025-12-08T00:00:00+08:00,000333,211895271
2025-12-09T00:00:00+08:00,000333,214689719
2025-12-10T00:00:00+08:00,000333,146178717
2025-12-11T00:00:00+08:00,000333,126219274
2025-12-12T00:00:00+08:00,000333,168710867
2025-12-15T00:00:00+08:00,000333,199514502
2025-12-16T00:00:00+08:00,000333,97707219
2025-12-17T00:00:00+08:00,000333,127317808
2025-12-18T00:00:00+08:00,000333,148117925
2025-12-19T00:00:00+08:00,000333,94222030
2025-12-22T00:00:00+08:00,000333,102913659
2025-12-23T00:00:00+08:00,000333,155006416
2025-12-24T00:00:00+08:00,000333,101514745
2025-12-25T00:00:00+08:00,000333,98177931
2025-12-26T00:00:00+08:00,000333,122581829
2025-12-29T00:00:00+08:00,000333,99316533
2025-12-30T00:00:00+08:00,000333,106199487
2025-12-31T00:00:00+08:00,000333,196855178
2026-01-05T00:00:00+08:00,000333,166445554
2026-01-06T00:00:00+08:00,000333,230276321
2026-01-07T00:00:00+08:00,000333,242025865
2026-01-08T00:00:00+08:00,000333,159008404
2026-01-09T00:00:00+08:00,000333,164051887
2026-01-12T00:00:00+08:00,000333,305908242
2026-01-13T00:00:00+08:00,000333,260889880
2026-01-14T00:00:00+08:00,000333,348046617
2026-01-15T00:00:00+08:00,000333,192798097
2026-01-16T00:00:00+08:00,000333,131669457
2026-01-19T00:00:00+08:00,000333,164725412
2026-01-20T00:00:00+08:00,000333,247386369
2026-01-21T00:00:00+08:00,000333,119121462
2026-01-22T00:00:00+08:00,000333,111526936
2026-01-23T00:00:00+08:00,000333,133517347
2026-01-26T00:00:00+08:00,000333,181858379
2026-01-27T00:00:00+08:00,000333,157314658
2026-01-28T00:00:00+08:00,000333,236450116
2026-01-29T00:00:00+08:00,000333,295570865
2026-01-30T00:00:00+08:00,000333,226643361
2026-02-02T00:00:00+08:00,000333,159941752
2026-02-03T00:00:00+08:00,000333,132122290
2026-02-04T00:00:00+08:00,000333,363775932
2026-02-05T00:00:00+08:00,000333,264731907
2026-02-06T00:00:00+08:00,000333,119165494
2026-02-09T00:00:00+08:00,000333,192623007
2026-02-10T00:00:00+08:00,000333,191697514
2026-02-11T00:00:00+08:00,000333,71707523
2026-02-12T00:00:00+08:00,000333,112675369
2026-02-13T00:00:00+08:00,000333,100733125
2026-02-24T00:00:00+08:00,000333,137830527
2026-02-25T00:00:00+08:00,000333,106200283
2026-02-26T00:00:00+08:00,000333,141204458
2026-02-27T00:00:00+08:00,000333,159834068
2026-03-02T00:00:00+08:00,000333,129868017
2026-03-03T00:00:00+08:00,000333,181419496
2026-03-04T00:00:00+08:00,000333,110017948
2026-03-05T00:00:00+08:00,000333,158101428
2026-03-06T00:00:00+08:00,000333,71243769
2026-03-09T00:00:00+08:00,000333,104280227
2026-03-10T00:00:00+08:00,000333,100545426
2026-03-11T00:00:00+08:00,000333,131841611
2026-03-12T00:00:00+08:00,000333,77809363
2026-03-13T00:00:00+08:00,000333,85152751
2026-03-16T00:00:00+08:00,000333,111301989
2026-03-17T00:00:00+08:00,000333,62433579
2026-03-18T00:00:00+08:00,000333,96302685
2026-03-19T00:00:00+08:00,000333,83535555
2026-03-20T00:00:00+08:00,000333,76060789
2026-03-23T00:00:00+08:00,000333,120731829
2026-03-24T00:00:00+08:00,000333,73832737
2026-03-25T00:00:00+08:00,000333,74851166
2026-03-26T00:00:00+08:00,000333,69105338
2026-03-27T00:00:00+08:00,000333,91150921
2026-03-30T00:00:00+08:00,000333,134985864
2026-03-31T00:00:00+08:00,000333,391211551
2026-04-01T00:00:00+08:00,000333,119224205
2026-04-02T00:00:00+08:00,000333,157681373
2026-04-03T00:00:00+08:00,000333,109973604
2026-04-07T00:00:00+08:00,000333,65269741
2026-04-08T00:00:00+08:00,000333,72323734
2026-04-09T00:00:00+08:00,000333,91110585
2026-04-10T00:00:00+08:00,000333,79273278
2026-04-13T00:00:00+08:00,000333,81498327
2026-04-14T00:00:00+08:00,000333,77988295
2026-04-15T00:00:00+08:00,000333,143901104
